"Rufirallus leucopyrrhus","Laterallus leucopyrrhus (Vieillot, 1819)"
"Rufirallus xenopterus","Laterallus xenopterus Conover, 1934"
"Laterallus notatus","Coturnicops notatus (Gould, 1841)"
"Laterallus spilonota","Laterallus spilonotus (Gould, 1841)"
"Laterallus spilopterus","Laterallus spiloptera (Durnford, 1877)"
"Hesperoburhinus bistriatus","Charadrius bistriatus Wagler, 1829"
"Hesperoburhinus superciliaris","Oedicnemus superciliaris Tschudi, 1843"
"Thinornis melanops","Charadrius melanops Vieillot, 1818"
"Thinornis forbesi","Charadrius forbesi (Shelley, 1883)"
"Thinornis tricollaris","Charadrius tricollaris Vieillot, 1818"
"Thinornis tricollaris tricollaris","Charadrius tricollaris subsp. tricollaris Vieillot, 1818"
"Thinornis tricollaris bifrontatus","Charadrius tricollaris subsp. bifrontatus Cabanis, 1882"
"Thinornis dubius","Charadrius dubius Scopoli, 1786"
"Thinornis dubius curonicus","Charadrius dubius subsp. curonicus J.F.Gmelin, 1789"
"Thinornis dubius dubius/jerdoni",""
"Thinornis placidus",""
"Anarhynchus mongolus",""
"Anarhynchus atrifrons",""
"Anarhynchus bicinctus",""
"Anarhynchus obscurus",""
"Anarhynchus obscurus aquilonius",""
"Anarhynchus obscurus obscurus",""
"Anarhynchus wilsonia",""
"Anarhynchus collaris",""
"Anarhynchus montanus",""
"Anarhynchus alticola",""
"Anarhynchus falklandicus",""
"Anarhynchus thoracicus",""
"Anarhynchus pecuarius",""
"Anarhynchus sanctaehelenae",""
"Anarhynchus ruficapillus",""
"Anarhynchus nivosus",""
"Anarhynchus nivosus nivosus",""
"Anarhynchus nivosus occidentalis",""
"Anarhynchus pallidus",""
"Anarhynchus peronii",""
"Anarhynchus marginatus",""
"Anarhynchus javanicus",""
"Anarhynchus alexandrinus alexandrinus/nihonensis",""
"Anarhynchus alexandrinus seebohmi",""
"Anarhynchus dealbatus",""
"Limosa lapponica [lapponica Group]",""
"Larus mongolicus",""
"Hydrobates pelagicus pelagicus",""
"Sula brewsteri",""
"Sula brewsteri brewsteri",""
"Sula brewsteri etesiaca",""
"Leucocarbo chalconotus stewarti",""
"Botaurus involucris",""
"Botaurus exilis",""
"Botaurus exilis exilis/pullus",""
"Botaurus exilis [erythromelas Group]",""
"Botaurus flavicollis",""
"Botaurus cinnamomeus",""
"Botaurus eurhythmus",""
"Botaurus sturmii",""
"Botaurus minutus",""
"Botaurus minutus minutus",""
"Botaurus minutus payesii",""
"Botaurus minutus podiceps",""
"Botaurus sinensis",""
"Botaurus dubius",""
"Botaurus novaezelandiae",""
"Egretta garzetta immaculata",""
"Butorides striata [atricapilla Group]",""
"Ardea coromanda",""
"Gyps rueppelli",""
"Circaetus spectabilis",""
"Ictinaetus malaiensis",""
"Lophospiza trivirgata",""
"Lophospiza griseiceps",""
"Aerospiza tachiro",""
"Aerospiza tachiro macroscelides",""
"Aerospiza tachiro toussenelii/canescens",""
"Aerospiza tachiro lopezi",""
"Aerospiza tachiro unduliventer/croizati",""
"Aerospiza tachiro sparsimfasciata",""
"Aerospiza tachiro pembaensis",""
"Aerospiza tachiro tachiro",""
"Aerospiza castanilius",""
"Tachyspiza erythropus",""
"Tachyspiza minulla",""
"Tachyspiza virgata",""
"Tachyspiza nanus",""
"Tachyspiza erythrauchen",""
"Tachyspiza cirrocephala",""
"Tachyspiza brachyura",""
"Tachyspiza rhodogaster",""
"Tachyspiza gularis",""
"Tachyspiza badia",""
"Tachyspiza badia sphenura/polyzonoides",""
"Tachyspiza badia [badia Group]",""
"Tachyspiza butleri",""
"Tachyspiza brevipes",""
"Tachyspiza soloensis",""
"Tachyspiza imitator",""
"Tachyspiza francesiae",""
"Tachyspiza trinotata",""
"Tachyspiza poliocephala",""
"Tachyspiza princeps",""
"Tachyspiza novaehollandiae",""
"Tachyspiza hiogaster",""
"Tachyspiza hiogaster sylvestris",""
"Tachyspiza hiogaster [hiogaster Group]",""
"Tachyspiza melanochlamys",""
"Tachyspiza albogularis",""
"Tachyspiza rufitorques",""
"Tachyspiza henicogramma",""
"Tachyspiza luteoschistacea",""
"Tachyspiza haplochroa",""
"Tachyspiza fasciata",""
"Astur bicolor",""
"Astur bicolor bicolor/fidens",""
"Astur bicolor pileatus/guttifer",""
"Astur chilensis",""
"Astur cooperii",""
"Astur gundlachi",""
"Astur gentilis",""
"Astur meyerianus",""
"Astur melanoleucus",""
"Astur henstii",""
"Otus rutilus madagascariensis",""
"Megascops roraimae [napensis Group]",""
"Bubo capensis",""
"Ketupa zeylonensis [zeylonensis Group]",""
"Ninox boobook lurida",""
"Trogon chrysochloros muriciensis",""
"Trogon chrysochloros chrysochloros",""
"Trachylaemus goffinii goffinii",""
"Trachylaemus goffinii togoensis",""
"Cryptolybia olivacea olivacea",""
"Cryptolybia olivacea howelli",""
"Cryptolybia olivacea woodwardi",""
"Cryptolybia olivacea rungweensis",""
"Cryptolybia olivacea belcheri",""
"Pogoniulus uropygialis",""
"Pogonornis minor minor",""
"Pogonornis minor macclounii",""
"Dryobates villosus [villosus Group]",""
"Dryobates villosus [harrisi Group]",""
"Dryobates villosus orius/icastus",""
"Dryobates villosus jardinii/sanctorum",""
"Dryobates villosus extimus",""
"Dryobates lignarius puncticeps",""
"Dryobates lignarius lignarius",""
"Campethera maculosa maculosa",""
"Campethera maculosa [cailliautii Group]",""
"Daptrius chimachima",""
"Daptrius chimango",""
"Daptrius carunculatus",""
"Daptrius megalopterus",""
"Daptrius albogularis",""
"Daptrius australis",""
"Strigops habroptilus",""
"Cyanoramphus cookii cookii",""
"Cyanoramphus cookii subflavescens",""
"Northiella haematogaster haematorrhoa",""
"Nannopsittacus melanogenia",""
"Nannopsittacus gulielmitertii",""
"Nannopsittacus nigrifrons",""
"Nannopsittacus nigrifrons nigrifrons",""
"Nannopsittacus nigrifrons amabilis/ramuensis",""
"Cyclopsitta desmarestii",""
"Cyclopsitta desmarestii [desmarestii Group]",""
"Cyclopsitta desmarestii godmani",""
"Cyclopsitta desmarestii cervicalis",""
"Cyclopsitta edwardsii",""
"Cyclopsitta salvadorii",""
"Vini margarethae",""
"Psitteuteles pusillus",""
"Psitteuteles porphyrocephalus",""
"Chalcopsitta fuscata",""
"Trichoglossus concinnus",""
"Trichoglossus reticulatus",""
"Trichoglossus semilarvatus",""
"Trichoglossus borneus",""
"Trichoglossus cyanogenius",""
"Trichoglossus histrio",""
"Trichoglossus squamatus",""
"Poicephalus fuscicollis fuscicollis",""
"Poicephalus fuscicollis suahelicus",""
"Amazona mercenarius",""
"Orthopsittaca manilatus",""
"Erythropitta celebensis celebensis",""
"Erythropitta celebensis caeruleitorques",""
"Erythropitta celebensis palliceps",""
"Pitta abbotti",""
"Pitta forsteni",""
"Pitta novaeguineae novaeguineae/goodfellowi",""
"Pitta novaeguineae mefoorana",""
"Sakesphoroides cristatus niedeguidonae",""
"Sakesphoroides cristatus cristatus",""
"Dendrocincla turdina taunayi",""
"Dendrocincla turdina turdina",""
"Hylexetastes uniformis uniformis",""
"Hylexetastes uniformis brigidai",""
"Xenops mexicanus",""
"Neophilydor fuscipenne",""
"Neophilydor fuscipenne fuscipenne",""
"Neophilydor fuscipenne erythronotum",""
"Neophilydor erythrocercum",""
"Chiroxiphia bokermanni",""
"Chiroxiphia galeata",""
"Schiffornis turdina amazonum",""
"Pogonotriccus difficilis",""
"Pogonotriccus paulista",""
"Nesotriccus murinus incomtus/eremonomus",""
"Acrochordopus zeledoni",""
"Acrochordopus zeledoni zeledoni",""
"Acrochordopus zeledoni [leucogonys Group]",""
"Acrochordopus burmeisteri",""
"Tyranniscus nigrocapillus",""
"Tyranniscus cinereiceps",""
"Tyranniscus uropygialis",""
"Zimmerius viridiflavus flavidifrons",""
"Zimmerius viridiflavus viridiflavus",""
"Pyrocephalus nanus nanus",""
"Pyrocephalus nanus dubius",""
"Silvicultrix frontalis spodionota/boliviana",""
"Conopias parvus",""
"Meliphaga chrysogenys",""
"Meliphaga imitatrix",""
"Hylacola cauta",""
"Hylacola pyrrhopygia",""
"Coracina javensis javensis",""
"Coracina javensis [nipalensis Group]",""
"Coracina javensis rexpineti",""
"Coracina larutensis",""
"Coracina mindorensis",""
"Coracina kochii",""
"Coracina guillemardi",""
"Edolisoma timoriense",""
"Edolisoma timoriense emancipatum/kalaotuae",""
"Edolisoma timoriense timoriense",""
"Edolisoma mindanense mindanense/ripleyi",""
"Edolisoma tricolor",""
"Edolisoma salvadorii",""
"Edolisoma salvadorii salvadorii",""
"Edolisoma salvadorii talautense",""
"Edolisoma erythropygium",""
"Edolisoma erythropygium ultimum",""
"Edolisoma erythropygium erythropygium/saturatius",""
"Edolisoma erythropygium nisorium",""
"Edolisoma pelingi",""
"Edolisoma grayi pererratum",""
"Edolisoma grayi grayi",""
"Edolisoma remotum matthiae",""
"Edolisoma remotum rooki",""
"Edolisoma remotum heinrothi",""
"Edolisoma amboinense",""
"Hylophilus flavipes [flavipes Group]",""
"Vireo pallens approximans",""
"Pachycephala orpheus orpheus",""
"Pachycephala orpheus par/compar",""
"Pachycephala ornata",""
"Pachycephala calliope",""
"Pachycephala calliope [fulvotincta Group]",""
"Pachycephala calliope calliope",""
"Pachycephala sharpei",""
"Pachycephala pectoralis fuliginosa/occidentalis",""
"Pachycephala melanura dammeriana",""
"Artamus leucorynchus",""
"Telophorus viridis viridis",""
"Rhipidura semicollaris",""
"Rhipidura semicollaris [semicollaris Group]",""
"Rhipidura semicollaris elegantula",""
"Rhipidura semicollaris reichenowi",""
"Rhipidura semicollaris hamadryas",""
"Rhipidura semicollaris squamata/henrici",""
"Rhipidura torrida",""
"Rhipidura louisiadensis",""
"Rhipidura melanolaema melanolaema/utupuae",""
"Rhipidura melanolaema agilis",""
"Rhipidura versicolor",""
"Rhipidura versicolor uraniae",""
"Rhipidura versicolor saipanensis/mariae",""
"Rhipidura versicolor versicolor",""
"Rhipidura rufofronta",""
"Rhipidura rufofronta [rufofronta Group]",""
"Rhipidura rufofronta russata/kuperi",""
"Rhipidura rufofronta ugiensis",""
"Rhipidura layardi layardi",""
"Rhipidura layardi erythronota",""
"Rhipidura layardi rufilateralis",""
"Dicrurus palawanensis palawanensis",""
"Lophorina latipennis",""
"Monarcha castaneiventris erythrostictus",""
"Symposiachrus nigrotectus",""
"Myiagra eichhorni eichhorni",""
"Myiagra eichhorni cervinicolor",""
"Corcorax melanorhamphos",""
"Cyanocitta stelleri [coronata Group]",""
"Corvus sierramadrensis",""
"Corvus celebensis",""
"Corvus philippinus",""
"Melanocharis piperata",""
"Leucophantes brachyurus",""
"Melanodryas bimaculata",""
"Melanodryas pulverulenta",""
"Melanodryas sigillata",""
"Melanodryas cyanus",""
"Melanodryas cryptoleuca",""
"Eopsaltria placens",""
"Eopsaltria capito",""
"Eopsaltria leucops",""
"Chelidorhynx hypoxanthus",""
"Parus cinereus [minor Group]",""
"Parus cinereus amamiensis",""
"Parus cinereus okinawae",""
"Parus cinereus nigriloris",""
"Certhilauda subcoronata benguelensis/kaokoensis",""
"Certhilauda curvirostris brevirostris",""
"Calendulauda africanoides alopex/intercedens",""
"Calendulauda erythrochlamys barlowi",""
"Calendulauda erythrochlamys patae",""
"Calendulauda erythrochlamys cavei",""
"Calendulauda erythrochlamys erythrochlamys",""
"Plocealauda microptera",""
"Plocealauda erythrocephala",""
"Plocealauda affinis",""
"Plocealauda erythroptera",""
"Plocealauda assamica",""
"Amirafra collaris",""
"Amirafra rufocinnamomea",""
"Amirafra angolensis",""
"Corypha kurrae",""
"Corypha kurrae kurrae",""
"Corypha kurrae stresemanni/bamendae",""
"Corypha kurrae henrici/batesi",""
"Corypha apiata",""
"Corypha apiata apiata",""
"Corypha apiata marjoriae",""
"Corypha fasciolata",""
"Corypha kabalii",""
"Corypha kabalii kabalii",""
"Corypha kabalii malbranti",""
"Corypha nigrescens",""
"Corypha africana [africana Group]",""
"Corypha africana tropicalis",""
"Corypha athi",""
"Corypha somalica",""
"Corypha somalica ashi",""
"Corypha somalica somalica/rochei",""
"Corypha hypermetra",""
"Corypha hypermetra hypermetra",""
"Corypha hypermetra gallarum",""
"Corypha sharpii",""
"Corypha kidepoensis",""
"Galerida cristata macrorhyncha/randonii",""
"Eremomela icteropygialis salvadorii",""
"Apalis stronachi",""
"Nesillas typica longicaudata",""
"Acrocephalus scirpaceus [baeticatus Group]",""
"Locustella montis montis",""
"Poodytes punctatus [punctatus Group]",""
"Cincloramphus macrurus interscapularis/mayri",""
"Cincloramphus macrurus [macrurus Group]",""
"Bradypterus seebohmi",""
"Bernieria madagascariensis",""
"Cecropis rufula",""
"Cecropis melanocrissus",""
"Cecropis melanocrissus domicella",""
"Cecropis melanocrissus [melanocrissus Group]",""
"Cecropis daurica [striolata Group]",""
"Atimastillas flavigula soror",""
"Atimastillas flavigula flavigula",""
"Arizelocichla masukuensis kakamegae/kungwensis",""
"Arizelocichla striifacies striifacies",""
"Arizelocichla striifacies olivaceiceps",""
"Ixos leucogrammicus",""
"Microtarsus eutilotus",""
"Microtarsus urostictus",""
"Microtarsus priocephalus",""
"Microtarsus melanocephalos",""
"Microtarsus fuscoflavescens",""
"Microtarsus nieuwenhuisii",""
"Rubigula squamata",""
"Rubigula dispar dispar",""
"Rubigula dispar matamerah",""
"Phylloscopus sibilatrix",""
"Phylloscopus presbytes floresianus",""
"Phylloscopus poliocephalus [poliocephalus Group]",""
"Phyllergates cucullatus",""
"Sylvia nigricapillus",""
"Paradoxornis heudei heudei",""
"Staphida castaniceps castaniceps",""
"Zosterops kaffensis kaffensis",""
"Zosterops kaffensis kulalensis",""
"Zosterops kasaicus",""
"Cyanoderma rufifrons [ambiguum Group]",""
"Erythrogenys imberbis",""
"Turdoides rufocinctus",""
"Salpornis spilonota",""
"Troglodytes martinicensis rufescens","Troglodytes aedon subsp. rufescens (Lawrence, 1877)"
"Troglodytes martinicensis martinicensis","Troglodytes aedon subsp. martinicensis (P.L.Sclater, 1866)"
"Troglodytes mesoleucus","Troglodytes aedon subsp. mesoleucus (P.L.Sclater, 1876)"
"Troglodytes musicus","Troglodytes aedon subsp. musicus (Lawrence, 1878)"
"Troglodytes grenadensis","Troglodytes aedon subsp. grenadensis (Lawrence, 1878)"
"Troglodytes musculus [intermedius Group]","['Troglodytes aedon subsp. intermedius Cabanis, 1861','Troglodytes aedon subsp. inquietus S.F.Baird, 1864', 'Troglodytes aedon subsp. carychrous Wetmore, 1957']"
"Troglodytes musculus [audax Group]","['Troglodytes aedon subsp. atopus Oberholser, 1904', 'Troglodytes aedon subsp. striatulus (Lafresnaye, 1845)', 'Troglodytes aedon subsp. albicans Berlepsch & Taczanowski, 1884','Troglodytes aedon subsp. audax Tschudi, 1844','Troglodytes aedon subsp. puna Berlepsch & Stolzmann, 1896']"
"Troglodytes musculus carabayae","oglodytes aedon subsp. carabayae Chapman & Griscom, 1924"
"Troglodytes musculus [musculus Group]","['Troglodytes aedon subsp. columbae Stone, 1899', 'Troglodytes aedon subsp. clarus Berlepsch & Hartert, 1902','Troglodytes aedon subsp. effutitus Wetmore, 1958','Troglodytes aedon subsp. tobagensis Lawrence, 1888','Troglodytes aedon subsp. rex Berlepsch & Leverkuhn, 1890','Troglodytes aedon subsp. tecellatus Orbigny & Lafresnaye, 1837','Troglodytes aedon subsp. atacamensis Hellmayr, 1924','Troglodytes aedon subsp. musculus J.F.Naumann, 1823','Troglodytes aedon subsp. bonariae Hellmayr, 1919','Troglodytes aedon subsp. chilensis Lesson, 1830']"
"Buphagus erythroryncha","Buphagus erythrorhynchus (Stanley, 1814)"
"Gracula religiosa robusta","Gracula robusta Salvadori, 1887"
"Gracula religiosa enganensis","Gracula enganensis Salvadori, 1892"
"Saroglossa spilopterus","Saroglossa spiloptera (Vigors, 1831)"
"Notopholia corusca","Notopholia corrusca (Nordmann, 1835)"
"Ramphocinclus sanctaeluciae","Ramphocinclus brachyurus subsp. sanctaeluciae Cory, 1887"
"Catharus fuscater [fuscater Group]","['Catharus fuscater mirabilis Nelson, 1912', 'Catharus fuscater fuscater', 'Catharus fuscater sanctaemartae Ridgway, 1904', 'Catharus fuscater opertaneus Wetmore, 1955', 'Catharus fuscater caniceps Chapman, 1924', 'Catharus fuscater mentalis P.L.Sclater & Salvin, 1876']"
"Turdus plumbeus [rubripes Group]","['Turdus plumbeus rubripes Temminck, 1826', 'Turdus plumbeus schistaceus (S.F.Baird, 1864)', 'Turdus plumbeus coryi (Sharpe, 1902)']"
"Turdus mindorensis","Turdus poliocephalus subsp. mindorensis Ogilvie-Grant, 1896"
"Turdus thomassoni","Turdus poliocephalus subsp. thomassoni (Seebohm, 1894)"
"Turdus nigrorum","['Turdus poliocephalus subsp. nigrorum Ogilvie-Grant, 1896','Turdus poliocephalus subsp. malindangensis (Mearns, 1907)','Turdus poliocephalus subsp. katanglad Salomonsen, 1953','Turdus poliocephalus subsp. kelleri (Mearns, 1905)']"
"Turdus nigrorum nigrorum","Turdus poliocephalus subsp. nigrorum Ogilvie-Grant, 1896"
"Turdus nigrorum malindangensis","Turdus poliocephalus subsp. malindangensis (Mearns, 1907)"
"Turdus nigrorum katanglad","Turdus poliocephalus subsp. katanglad Salomonsen, 1953"
"Turdus nigrorum kelleri","Turdus poliocephalus subsp. kelleri (Mearns, 1905)"
"Turdus erythropleurus","Turdus poliocephalus subsp. erythropleurus Sharpe, 1887"
"Turdus schlegelii","['Turdus poliocephalus subsp. hygroscopus Stresemann, 1931','Turdus poliocephalus subsp. celebensis (Büttikofer, 1893)','Turdus poliocephalus subsp. schlegelii P.L.Sclater, 1861','Turdus poliocephalus subsp. sterlingi Mayr, 1944']"
"Turdus schlegelii hygroscopus","Turdus poliocephalus subsp. hygroscopus Stresemann, 1931"
"Turdus schlegelii celebensis","Turdus poliocephalus subsp. celebensis (Büttikofer, 1893)"
"Turdus schlegelii schlegelii","Turdus poliocephalus subsp. schlegelii P.L.Sclater, 1861"
"Turdus schlegelii sterlingi","Turdus poliocephalus subsp. sterlingi Mayr, 1944"
"Turdus javanicus","['Turdus poliocephalus subsp. loeseri Meyer de Schauensee, 1939','Turdus poliocephalus subsp. indrapurae Robinson & Kloss, 1916','Turdus poliocephalus subsp. fumidus S.Muller, 1844', 'Turdus poliocephalus subsp. biesenbachi','Turdus poliocephalus subsp. javanicus Horsfield, 1821','Turdus poliocephalus subsp. whiteheadi (Seebohm, 1893)', 'Turdus poliocephalus subsp. stresemanni Bartels, 1938','Turdus poliocephalus subsp. seebohmi (Sharpe, 1888)','Turdus poliocephalus subsp. sukahujan Rheindt, Prawiradilaga, Ashari & Suparno, 2020','Turdus poliocephalus subsp. deningeri Stresemann, 1912']"
"Turdus javanicus loeseri","Turdus poliocephalus subsp. loeseri Meyer de Schauensee, 1939"
"Turdus javanicus indrapurae","Turdus poliocephalus subsp. indrapurae Robinson & Kloss, 1916"
"Turdus javanicus fumidus/biesenbachi","['Turdus poliocephalus subsp. fumidus S.Muller, 1844', 'Turdus poliocephalus subsp. biesenbachi']"
"Turdus javanicus javanicus","Turdus poliocephalus subsp. javanicus Horsfield, 1821"
"Turdus javanicus whiteheadi/stresemanni","['Turdus poliocephalus subsp. whiteheadi (Seebohm, 1893)', 'Turdus poliocephalus subsp. stresemanni Bartels, 1938']"
"Turdus javanicus seebohmi","Turdus poliocephalus subsp. seebohmi (Sharpe, 1888)"
"Turdus deningeri sukahujan","Turdus poliocephalus subsp. sukahujan Rheindt, Prawiradilaga, Ashari & Suparno, 2020"
"Turdus deningeri deningeri","Turdus poliocephalus subsp. deningeri Stresemann, 1912"
"Turdus papuensis","['Turdus poliocephalus subsp. versteegi Junge, 1939','Turdus poliocephalus subsp. erebus Mayr & Gilliard, 1952','Turdus poliocephalus subsp. papuensis (De Vis, 1890)','Turdus poliocephalus subsp. keysseri Mayr, 1931','Turdus poliocephalus subsp. canescens (De Vis, 1894)']"
"Turdus papuensis versteegi","Turdus poliocephalus subsp. versteegi Junge, 1939"
"Turdus papuensis erebus","Turdus poliocephalus subsp. erebus Mayr & Gilliard, 1952"
"Turdus papuensis papuensis","Turdus poliocephalus subsp. papuensis (De Vis, 1890)"
"Turdus papuensis keysseri","Turdus poliocephalus subsp. keysseri Mayr, 1931"
"Turdus papuensis canescens","Turdus poliocephalus subsp. canescens (De Vis, 1894)"
"Turdus heinrothi","Turdus poliocephalus subsp. heinrothi Rothschild & Hartert, 1924"
"Turdus bougainvillei","Turdus poliocephalus subsp. bougainvillei Mayr, 1941"
"Turdus kulambangrae","['Turdus poliocephalus subsp. kulambangrae Mayr, 1941', 'Turdus poliocephalus subsp. sladeni A.J.Cain & I.C.J.Galbraith, 1955']"
"Turdus kulambangrae kulambangrae","Turdus poliocephalus subsp. kulambangrae Mayr, 1941"
"Turdus kulambangrae sladeni","Turdus poliocephalus subsp. sladeni A.J.Cain & I.C.J.Galbraith, 1955"
"Turdus vanikorensis","['Turdus poliocephalus subsp. rennellianus Mayr, 1931','Turdus poliocephalus subsp. mareensis E.L.Layard & Tristram, 1879', 'Turdus poliocephalus subsp. vanikorensis Quoy & Gaimard, 1830', 'Turdus poliocephalus subsp. whitneyi Mayr, 1941', 'Turdus poliocephalus subsp. malekulae Mayr, 1941', 'Turdus poliocephalus subsp. becki Mayr, 1941', 'Turdus poliocephalus subsp. placens Mayr, 1941', 'Turdus poliocephalus subsp. efatensis Mayr, 1941']"
"Turdus vanikorensis rennellianus","Turdus poliocephalus subsp. rennellianus Mayr, 1931"
"Turdus vanikorensis mareensis","Turdus poliocephalus subsp. mareensis E.L.Layard & Tristram, 1879"
"Turdus vanikorensis [vanikorensis Group]","['Turdus poliocephalus subsp. vanikorensis Quoy & Gaimard, 1830', 'Turdus poliocephalus subsp. whitneyi Mayr, 1941', 'Turdus poliocephalus subsp. malekulae Mayr, 1941', 'Turdus poliocephalus subsp. becki Mayr, 1941']"
"Turdus vanikorensis placens","Turdus poliocephalus subsp. placens Mayr, 1941"
"Turdus vanikorensis efatensis","Turdus poliocephalus subsp. efatensis Mayr, 1941"
"Turdus pritzbueri","Turdus poliocephalus subsp. pritzbueri E.L.Layard, 1878"
"Turdus xanthopus","Turdus poliocephalus subsp. xanthopus J.R.Forster, 1844"
"Turdus samoensis","Turdus poliocephalus subsp. samoensis Tristram, 1879"
"Turdus ruficeps","['Turdus poliocephalus subsp. layardi (Seebohm, 1891)','Turdus poliocephalus subsp. ruficeps E.P.Ramsay, 1875','Turdus poliocephalus subsp. vitiensis (E.L.Layard, 1876)','Turdus poliocephalus subsp. hades Mayr, 1941', 'Turdus poliocephalus subsp. tempesti E.L.Layard, 1876']"
"Turdus ruficeps layardi","Turdus poliocephalus subsp. layardi (Seebohm, 1891)"
"Turdus ruficeps ruficeps","Turdus poliocephalus subsp. ruficeps E.P.Ramsay, 1875"
"Turdus ruficeps vitiensis","Turdus poliocephalus subsp. vitiensis (E.L.Layard, 1876)"
"Turdus ruficeps hades","Turdus poliocephalus subsp. hades Mayr, 1941"
"Turdus ruficeps tempesti","Turdus poliocephalus subsp. tempesti E.L.Layard, 1876"
"Myopornis boehmi","Muscicapa boehmi (Reichenow, 1884)"
"Artomyias ussheri","Muscicapa ussheri (Sharpe, 1871)"
"Artomyias fuliginosa","Muscicapa infuscata (Cassin, 1855)"
"Tychaedon leucosticta [leucosticta Group]","['Cercotrichas leucosticta subsp. leucosticta', 'Cercotrichas leucosticta subsp. colstoni Tye, 1991', 'Erythropygia leucosticta subsp. collsi Alexander, 1907']"
"Tychaedon leucosticta reichenowi","Cercotrichas leucosticta subsp. reichenowi (Hartert & Ejo, 1907)"
"Tychaedon quadrivirgata quadrivirgata","Cercotrichas quadrivirgata subsp. greenwayi (Moreau, 1938)"
"Tychaedon quadrivirgata greenwayi","Cercotrichas quadrivirgata subsp. greenwayi (Moreau, 1938)"
"Copsychus leggei","Copsychus malabaricus subsp. leggei (Whistler, 1941)"
"Copsychus barbouri","Copsychus malabaricus subsp. barbouri"
"Copsychus nigricauda","Copsychus malabaricus subsp. nigricauda (Vorderman, 1893)"
"Copsychus omissus","Copsychus malabaricus subsp. omissus"
"Cossyphicula isabellae isabellae","Cossypha isabellae subsp. isabellae G.R.Gray, 1862"
"Stiphrornis mabirae",""
"Sheppardia poensis granti","Sheppardia bocagei subsp. granti (Serle, 1949)"
"Sheppardia poensis poensis","Sheppardia bocagei subsp. poensis (Alexander, 1903)"
