cell_id,Icterus cucullatus,Icterus cucullatus cucullatus/sennetti,Icterus cucullatus [nelsoni Group],Icterus cucullatus igneus
83452bfffffffff,3.0,0.0,0.0,2.0
83452cfffffffff,6.0,0.0,0.0,0.0
83452dfffffffff,3.0,0.0,0.0,0.0
83452efffffffff,19.0,0.0,0.0,0.0
834805fffffffff,4.0,0.0,0.0,0.0
834809fffffffff,12.0,0.0,12.0,0.0
83480dfffffffff,2.0,0.0,0.0,0.0
834814fffffffff,2.0,0.0,0.0,0.0
834823fffffffff,24.0,0.0,2.0,0.0
83482efffffffff,7.0,0.0,0.0,0.0
834830fffffffff,2.0,0.0,0.0,0.0
834832fffffffff,3.0,0.0,0.0,0.0
834833fffffffff,6.0,0.0,3.0,0.0
834836fffffffff,29.0,0.0,0.0,0.0
83484afffffffff,18.0,0.0,0.0,0.0
834854fffffffff,2.0,0.0,0.0,0.0
834855fffffffff,2.0,0.0,0.0,0.0
834858fffffffff,2.0,0.0,0.0,0.0
834859fffffffff,11.0,0.0,0.0,0.0
83485afffffffff,14.0,0.0,0.0,0.0
83485bfffffffff,27.0,0.0,0.0,0.0
83485dfffffffff,5.0,0.0,0.0,0.0
83485efffffffff,6.0,0.0,6.0,0.0
834872fffffffff,2.0,0.0,0.0,0.0
834882fffffffff,13.0,0.0,0.0,0.0
834883fffffffff,10.0,0.0,0.0,0.0
834884fffffffff,5.0,0.0,0.0,0.0
834886fffffffff,2.0,2.0,0.0,0.0
83488dfffffffff,1.0,0.0,0.0,0.0
83488efffffffff,5.0,0.0,0.0,0.0
834890fffffffff,9.0,0.0,0.0,0.0
834891fffffffff,2.0,0.0,0.0,0.0
834892fffffffff,2.0,0.0,0.0,0.0
834895fffffffff,53.0,5.0,0.0,0.0
83489cfffffffff,27.0,0.0,0.0,0.0
83489dfffffffff,6.0,0.0,0.0,0.0
8348a2fffffffff,66.0,0.0,0.0,0.0
8348abfffffffff,17.0,0.0,0.0,0.0
8348b1fffffffff,25.0,3.0,0.0,0.0
8348b2fffffffff,5.0,3.0,0.0,0.0
8348b3fffffffff,951.0,11.0,0.0,0.0
8348b4fffffffff,3.0,0.0,0.0,0.0
8348b5fffffffff,16.0,0.0,0.0,0.0
8348c0fffffffff,21.0,0.0,0.0,0.0
8348c1fffffffff,7.0,0.0,0.0,0.0
8348c3fffffffff,23.0,0.0,0.0,0.0
8348c5fffffffff,22.0,0.0,3.0,0.0
8348c6fffffffff,21.0,0.0,0.0,0.0
8348ccfffffffff,19.0,0.0,4.0,0.0
8348cdfffffffff,2.0,0.0,0.0,0.0
8348d1fffffffff,9.0,0.0,0.0,0.0
8348d4fffffffff,7.0,2.0,0.0,0.0
8348defffffffff,3.0,0.0,0.0,0.0
8348e3fffffffff,14.0,0.0,1.0,0.0
8348e8fffffffff,175.0,0.0,66.0,0.0
8348e9fffffffff,19.0,0.0,4.0,0.0
8348eafffffffff,10.0,0.0,0.0,0.0
8348ebfffffffff,19.0,0.0,4.0,0.0
8348ecfffffffff,142.0,0.0,120.0,0.0
8348edfffffffff,1.0,0.0,0.0,0.0
8348eefffffffff,50.0,0.0,47.0,0.0
8348f2fffffffff,3.0,0.0,0.0,0.0
834980fffffffff,3.0,0.0,0.0,0.0
834982fffffffff,9.0,0.0,0.0,0.0
834983fffffffff,13.0,0.0,0.0,0.0
834986fffffffff,16.0,16.0,0.0,0.0
83498cfffffffff,9.0,0.0,0.0,0.0
834990fffffffff,4.0,0.0,0.0,0.0
834992fffffffff,2.0,0.0,0.0,0.0
834995fffffffff,18.0,3.0,0.0,0.0
834996fffffffff,2.0,0.0,0.0,0.0
834998fffffffff,3.0,3.0,0.0,0.0
83499bfffffffff,1.0,0.0,0.0,0.0
83499cfffffffff,28.0,0.0,0.0,0.0
83499efffffffff,1.0,1.0,0.0,0.0
8349a3fffffffff,1.0,1.0,0.0,0.0
8349a8fffffffff,8.0,0.0,0.0,0.0
8349a9fffffffff,2.0,0.0,0.0,0.0
8349aafffffffff,2.0,0.0,0.0,0.0
8349b3fffffffff,6.0,4.0,0.0,0.0
836d06fffffffff,2.0,0.0,0.0,0.0
836d15fffffffff,39.0,0.0,0.0,0.0
836d30fffffffff,23.0,0.0,0.0,0.0
836d32fffffffff,12.0,0.0,0.0,0.0
836d33fffffffff,32.0,0.0,0.0,0.0
836d34fffffffff,4.0,0.0,0.0,0.0
836d36fffffffff,2.0,0.0,0.0,0.0
