cell_id,Rauenia bonariensis,Rauenia bonariensis darwinii,Rauenia bonariensis [bonariensis Group]
84b3491ffffffff,11.0,0.0,0.0
84b3493ffffffff,5.0,0.0,0.0
84b349dffffffff,23.0,0.0,0.0
84b34a1ffffffff,2.0,0.0,0.0
84b34a5ffffffff,7.0,0.0,0.0
84b34b1ffffffff,11.0,0.0,0.0
84b34b9ffffffff,15.0,0.0,0.0
84b34bdffffffff,4.0,0.0,0.0
84b34c1ffffffff,3.0,0.0,0.0
84b34c3ffffffff,4.0,0.0,0.0
84b34c5ffffffff,2.0,0.0,0.0
84b34c7ffffffff,30.0,0.0,0.0
84b34cdffffffff,3.0,0.0,0.0
84b34d1ffffffff,27.0,0.0,0.0
84b34d3ffffffff,19.0,0.0,0.0
84b34d7ffffffff,37.0,0.0,0.0
84b34d9ffffffff,24.0,0.0,0.0
84b34dbffffffff,60.0,0.0,0.0
84b34e9ffffffff,6.0,0.0,0.0
84b34edffffffff,2.0,0.0,0.0
84b3511ffffffff,243.0,0.0,0.0
84b3513ffffffff,368.0,0.0,0.0
84b3515ffffffff,6.0,0.0,0.0
84b3517ffffffff,20.0,0.0,0.0
84b3519ffffffff,201.0,0.0,0.0
84b351bffffffff,65.0,0.0,0.0
84b3551ffffffff,4.0,0.0,0.0
84b3553ffffffff,64.0,0.0,0.0
84b3559ffffffff,7.0,0.0,0.0
84b3583ffffffff,8.0,0.0,0.0
84b3585ffffffff,10.0,0.0,0.0
84b3587ffffffff,2.0,0.0,0.0
84b3589ffffffff,94.0,0.0,0.0
84b358dffffffff,7.0,0.0,0.0
84b3595ffffffff,2.0,0.0,0.0
84b359dffffffff,2.0,0.0,0.0
84b35a1ffffffff,16.0,0.0,0.0
84b35a3ffffffff,25.0,0.0,0.0
84b35a5ffffffff,18.0,0.0,0.0
84b35a7ffffffff,116.0,0.0,0.0
84b35a9ffffffff,15.0,0.0,0.0
84b35abffffffff,24.0,0.0,0.0
84b35adffffffff,104.0,0.0,0.0
84b35b1ffffffff,2.0,0.0,0.0
84b35b3ffffffff,2.0,0.0,0.0
84b35b5ffffffff,30.0,0.0,0.0
84b35b9ffffffff,7.0,0.0,0.0
84b35bdffffffff,36.0,0.0,0.0
84b35c1ffffffff,18.0,0.0,0.0
84b35c3ffffffff,21.0,0.0,0.0
84b35c5ffffffff,244.0,0.0,0.0
84b35c7ffffffff,61.0,0.0,0.0
84b35c9ffffffff,156.0,0.0,0.0
84b35cbffffffff,3.0,0.0,0.0
84b35cdffffffff,139.0,0.0,0.0
84b35d1ffffffff,5.0,0.0,0.0
84b35d5ffffffff,29.0,0.0,0.0
84b35d7ffffffff,4.0,0.0,0.0
84b35d9ffffffff,4.0,0.0,0.0
84b35ddffffffff,6.0,0.0,0.0
84b35e1ffffffff,388.0,0.0,0.0
84b35e3ffffffff,66.0,0.0,0.0
84b35e5ffffffff,28.0,0.0,0.0
84b35e7ffffffff,21.0,0.0,0.0
84b35e9ffffffff,782.0,0.0,0.0
84b35ebffffffff,76.0,0.0,0.0
84b35edffffffff,50.0,0.0,0.0
84b3605ffffffff,3.0,0.0,0.0
84b3623ffffffff,5.0,0.0,0.0
84b3627ffffffff,2.0,0.0,0.0
84b3629ffffffff,42.0,0.0,1.0
84b3633ffffffff,5.0,0.0,0.0
84b3661ffffffff,10.0,0.0,0.0
84b3665ffffffff,9.0,0.0,0.0
84b3667ffffffff,8.0,0.0,0.0
84b366bffffffff,2.0,0.0,0.0
84b366dffffffff,33.0,0.0,0.0
84b368bffffffff,5.0,0.0,0.0
84b3697ffffffff,1.0,0.0,0.0
84b3699ffffffff,16.0,0.0,0.0
84b36a5ffffffff,2.0,0.0,0.0
84b36a7ffffffff,2.0,0.0,0.0
84b36a9ffffffff,4.0,0.0,0.0
84b36b3ffffffff,8.0,0.0,0.0
84b36b5ffffffff,1.0,0.0,0.0
84b36d3ffffffff,4.0,0.0,0.0
84b36d5ffffffff,31.0,0.0,0.0
84b36d7ffffffff,8.0,0.0,0.0
84b3715ffffffff,1.0,0.0,0.0
84b3717ffffffff,4.0,0.0,0.0
84b3731ffffffff,109.0,0.0,0.0
84b3733ffffffff,23.0,0.0,0.0
84b3739ffffffff,2.0,0.0,0.0
84b373bffffffff,4.0,0.0,0.0
84c2037ffffffff,5.0,0.0,0.0
84c2053ffffffff,3.0,0.0,0.0
84c205bffffffff,18.0,0.0,0.0
84c2183ffffffff,16.0,0.0,0.0
84c218bffffffff,4.0,0.0,0.0
84c219bffffffff,4.0,0.0,0.0
84c219dffffffff,11.0,0.0,0.0
84c21b1ffffffff,11.0,0.0,0.0
84c21b3ffffffff,19.0,0.0,0.0
84c21b9ffffffff,2.0,0.0,0.0
84c21bbffffffff,46.0,0.0,0.0
84c21d1ffffffff,104.0,0.0,0.0
84c21d9ffffffff,14.0,0.0,0.0
84c21ddffffffff,15.0,0.0,0.0
84c2213ffffffff,2.0,0.0,0.0
84c2281ffffffff,2.0,0.0,0.0
84c22abffffffff,4.0,0.0,0.0
84c22adffffffff,4.0,0.0,0.0
84c22b9ffffffff,3.0,0.0,0.0
84c22c5ffffffff,16.0,0.0,0.0
84c22e5ffffffff,2.0,0.0,0.0
84c2893ffffffff,6.0,0.0,0.0
84c2c03ffffffff,12.0,0.0,0.0
84c2c05ffffffff,5.0,0.0,0.0
84c2c07ffffffff,1.0,0.0,0.0
84c2c11ffffffff,2.0,0.0,0.0
84c2c13ffffffff,8.0,0.0,0.0
84c2c15ffffffff,17.0,0.0,0.0
84c2c17ffffffff,164.0,0.0,0.0
84c2c19ffffffff,89.0,0.0,0.0
84c2c1bffffffff,1.0,0.0,0.0
84c2c1dffffffff,12.0,0.0,0.0
84c2c23ffffffff,38.0,0.0,0.0
84c2c29ffffffff,8.0,0.0,0.0
84c2c2bffffffff,2.0,0.0,0.0
84c2c33ffffffff,3.0,0.0,0.0
84c2c37ffffffff,2.0,0.0,0.0
84c2c39ffffffff,1.0,0.0,0.0
84c2c3bffffffff,12.0,0.0,0.0
84c2c41ffffffff,10.0,0.0,0.0
84c2c49ffffffff,57.0,0.0,0.0
84c2c4bffffffff,9.0,0.0,0.0
84c2c4dffffffff,13.0,0.0,0.0
84c2c53ffffffff,250.0,0.0,0.0
84c2c57ffffffff,12.0,0.0,0.0
84c2c59ffffffff,7.0,0.0,1.0
84c2c5bffffffff,194.0,0.0,0.0
84c2c5dffffffff,2.0,0.0,0.0
84c2c61ffffffff,4.0,0.0,0.0
84c2c69ffffffff,25.0,0.0,0.0
84c2c6dffffffff,122.0,0.0,0.0
84c2c89ffffffff,4.0,0.0,0.0
84c2c8dffffffff,4.0,0.0,0.0
84c2c95ffffffff,1.0,0.0,0.0
84c2c97ffffffff,8.0,0.0,0.0
84c2c99ffffffff,2.0,0.0,0.0
84c2ca1ffffffff,2.0,0.0,0.0
84c2ca5ffffffff,9.0,0.0,0.0
84c2ca7ffffffff,65.0,0.0,0.0
84c2ca9ffffffff,7.0,0.0,0.0
84c2cabffffffff,9.0,0.0,0.0
84c2cadffffffff,57.0,0.0,0.0
84c2cb1ffffffff,9.0,0.0,0.0
84c2cb3ffffffff,2.0,0.0,0.0
84c2cb5ffffffff,3.0,0.0,0.0
84c2cc1ffffffff,12.0,0.0,0.0
84c2cc3ffffffff,3.0,0.0,0.0
84c2cc5ffffffff,2.0,0.0,0.0
84c2cc7ffffffff,10.0,0.0,0.0
84c2ccbffffffff,4.0,0.0,0.0
84c2ccdffffffff,9.0,0.0,0.0
84c2cd3ffffffff,33.0,0.0,0.0
84c2cd9ffffffff,8.0,0.0,0.0
84c2cdbffffffff,70.0,0.0,0.0
84c2ce1ffffffff,80.0,0.0,0.0
84c2ce3ffffffff,4.0,0.0,0.0
84c2ce5ffffffff,16.0,0.0,0.0
84c2ce7ffffffff,10.0,0.0,0.0
84c2ce9ffffffff,11.0,0.0,0.0
84c2cedffffffff,36.0,0.0,0.0
84c2d01ffffffff,2.0,0.0,0.0
84c2d03ffffffff,25.0,0.0,0.0
84c2d05ffffffff,28.0,0.0,0.0
84c2d09ffffffff,15.0,0.0,0.0
84c2d0bffffffff,4.0,0.0,0.0
84c2d0dffffffff,2.0,0.0,0.0
84c2d17ffffffff,12.0,0.0,0.0
84c2d1dffffffff,11.0,0.0,0.0
84c2d23ffffffff,6.0,0.0,0.0
84c2d27ffffffff,4.0,0.0,0.0
84c2d2dffffffff,1.0,0.0,0.0
84c2d31ffffffff,19.0,0.0,0.0
84c2d33ffffffff,2.0,0.0,0.0
84c2d35ffffffff,2.0,0.0,0.0
84c2d37ffffffff,97.0,0.0,0.0
84c2d39ffffffff,9.0,0.0,0.0
84c2d3dffffffff,2.0,0.0,0.0
84c2d43ffffffff,72.0,0.0,0.0
84c2d45ffffffff,61.0,0.0,0.0
84c2d49ffffffff,40.0,0.0,4.0
84c2d4bffffffff,64.0,0.0,0.0
84c2d4dffffffff,16.0,0.0,2.0
84c2d55ffffffff,17.0,0.0,0.0
84c2d57ffffffff,3.0,0.0,0.0
84c2d59ffffffff,1.0,0.0,0.0
84c2d5dffffffff,17.0,0.0,0.0
84c2d63ffffffff,23.0,0.0,2.0
84c2d69ffffffff,4.0,0.0,0.0
84c2d6bffffffff,48.0,0.0,0.0
84c2d85ffffffff,70.0,0.0,0.0
84c2d87ffffffff,1.0,0.0,0.0
84c2d8dffffffff,12.0,0.0,3.0
84c2d93ffffffff,129.0,0.0,19.0
84c2d9bffffffff,28.0,0.0,0.0
84c2db1ffffffff,1.0,0.0,0.0
84c2db3ffffffff,2.0,0.0,0.0
84c2dbbffffffff,6.0,0.0,0.0
84c2dc5ffffffff,2.0,0.0,0.0
84c2dc7ffffffff,1.0,0.0,0.0
84c2dd1ffffffff,1.0,0.0,0.0
84c2de1ffffffff,2.0,0.0,0.0
84c2de3ffffffff,2.0,0.0,0.0
84c2de9ffffffff,2.0,0.0,0.0
84c2debffffffff,1.0,0.0,0.0
84c2dedffffffff,4.0,0.0,0.0
84c2e07ffffffff,2.0,0.0,0.0
84c2e0bffffffff,4.0,0.0,0.0
84c2e21ffffffff,108.0,0.0,0.0
84c2e23ffffffff,20.0,0.0,0.0
84c2e29ffffffff,3.0,0.0,0.0
84c2e2bffffffff,2.0,0.0,0.0
84c2e2dffffffff,127.0,0.0,0.0
84c2e31ffffffff,1038.0,0.0,2.0
84c2e33ffffffff,8.0,0.0,0.0
84c2e35ffffffff,48.0,0.0,1.0
84c2e37ffffffff,12.0,0.0,0.0
84c2e39ffffffff,71.0,0.0,0.0
84c2e3bffffffff,10.0,0.0,0.0
84c2e3dffffffff,15.0,0.0,0.0
84c2e61ffffffff,8.0,0.0,0.0
84c2e63ffffffff,1.0,0.0,0.0
84c2e67ffffffff,17.0,0.0,0.0
84c2e69ffffffff,2.0,0.0,0.0
84c2ea1ffffffff,30.0,0.0,0.0
84c2ea3ffffffff,4.0,0.0,0.0
84c2ea7ffffffff,4.0,0.0,0.0
84c2eadffffffff,13.0,0.0,0.0
84c2eb5ffffffff,3.0,0.0,0.0
84c2eb7ffffffff,3.0,0.0,0.0
84c2ecdffffffff,2.0,0.0,0.0
84c2ee1ffffffff,1.0,0.0,0.0
84c2f07ffffffff,6.0,0.0,0.0
84c2f11ffffffff,172.0,0.0,0.0
84c2f13ffffffff,4.0,0.0,0.0
84c2f15ffffffff,179.0,0.0,0.0
84c2f17ffffffff,50.0,0.0,0.0
84c2f1dffffffff,6.0,0.0,0.0
84c2f23ffffffff,105.0,0.0,0.0
84c2f27ffffffff,57.0,0.0,0.0
84c2f2bffffffff,167.0,0.0,0.0
84c2f31ffffffff,72.0,0.0,0.0
84c2f33ffffffff,12.0,0.0,0.0
84c2f35ffffffff,77.0,0.0,0.0
84c2f37ffffffff,187.0,0.0,0.0
84c2f39ffffffff,181.0,0.0,0.0
84c2f3bffffffff,34.0,0.0,0.0
84c2f3dffffffff,381.0,0.0,2.0
84c3089ffffffff,2.0,0.0,0.0
84c3093ffffffff,9.0,0.0,0.0
84c30cbffffffff,1.0,0.0,0.0
84c3217ffffffff,5.0,0.0,0.0
84c3281ffffffff,9.0,0.0,0.0
84c3283ffffffff,8.0,0.0,0.0
84c3287ffffffff,5.0,0.0,0.0
84c3297ffffffff,165.0,0.0,0.0
84c329bffffffff,12.0,0.0,0.0
84c32adffffffff,1.0,0.0,0.0
84c32b7ffffffff,8.0,0.0,0.0
84c32bbffffffff,4.0,0.0,0.0
84c32d3ffffffff,2.0,0.0,0.0
84c32e1ffffffff,11.0,0.0,0.0
84c3401ffffffff,52.0,0.0,0.0
84c3403ffffffff,24.0,0.0,0.0
84c3405ffffffff,3.0,0.0,0.0
84c3409ffffffff,17.0,0.0,0.0
84c340dffffffff,2.0,0.0,0.0
84c3411ffffffff,2.0,0.0,0.0
84c3415ffffffff,2.0,0.0,0.0
84c3419ffffffff,6.0,0.0,0.0
84c341dffffffff,2.0,0.0,0.0
84c3441ffffffff,1.0,0.0,0.0
84c3443ffffffff,2.0,0.0,0.0
84c344bffffffff,2.0,0.0,0.0
84c3453ffffffff,8.0,0.0,0.0
84c3455ffffffff,1.0,0.0,0.0
84c3459ffffffff,12.0,0.0,0.0
84c345bffffffff,2.0,0.0,0.0
84c345dffffffff,11.0,0.0,0.0
84c3465ffffffff,2.0,0.0,0.0
84c3467ffffffff,11.0,0.0,0.0
84c346bffffffff,2.0,0.0,0.0
84c34c9ffffffff,5.0,0.0,0.0
84c34cbffffffff,4.0,0.0,0.0
84c34d1ffffffff,2.0,0.0,0.0
84c34d3ffffffff,1.0,0.0,0.0
84c3501ffffffff,1.0,0.0,0.0
84c3505ffffffff,5.0,0.0,0.0
84c3509ffffffff,11.0,0.0,0.0
84c350dffffffff,2.0,0.0,0.0
84c353dffffffff,8.0,0.0,0.0
84c3543ffffffff,4.0,0.0,0.0
84c3545ffffffff,4.0,0.0,0.0
84c3547ffffffff,14.0,0.0,0.0
84c3553ffffffff,9.0,0.0,0.0
84c3555ffffffff,3.0,0.0,0.0
84c3563ffffffff,4.0,0.0,0.0
84c3569ffffffff,6.0,0.0,0.0
84c356bffffffff,13.0,0.0,0.0
84c356dffffffff,14.0,0.0,0.0
84c3603ffffffff,8.0,0.0,0.0
84c3607ffffffff,6.0,0.0,0.0
84c3609ffffffff,8.0,0.0,0.0
84c360bffffffff,4.0,0.0,0.0
84c360dffffffff,110.0,0.0,0.0
84c3611ffffffff,2.0,0.0,0.0
84c3617ffffffff,2.0,0.0,0.0
84c3623ffffffff,2.0,0.0,0.0
84c3647ffffffff,1.0,0.0,0.0
84c3663ffffffff,11.0,0.0,0.0
84c3681ffffffff,3.0,0.0,0.0
84c36a3ffffffff,7.0,0.0,0.0
84c36abffffffff,6.0,0.0,0.0
84c36b1ffffffff,1.0,0.0,0.0
84c36b5ffffffff,6.0,0.0,0.0
84c36c7ffffffff,3.0,0.0,0.0
84c36d7ffffffff,1.0,0.0,0.0
84c36d9ffffffff,5.0,0.0,0.0
84c36dbffffffff,2.0,0.0,0.0
84c36ddffffffff,4.0,0.0,0.0
84c36e9ffffffff,2.0,0.0,0.0
84c36edffffffff,2.0,0.0,0.0
84c3709ffffffff,28.0,0.0,0.0
84c371bffffffff,82.0,0.0,0.0
84c371dffffffff,6.0,0.0,0.0
84c3733ffffffff,16.0,0.0,0.0
84c3735ffffffff,12.0,0.0,0.0
84c3739ffffffff,11.0,0.0,0.0
84c373bffffffff,2.0,0.0,0.0
84c3743ffffffff,3.0,0.0,0.0
84c3755ffffffff,5.0,0.0,0.0
84c3759ffffffff,7.0,0.0,0.0
84c375bffffffff,1.0,0.0,0.0
84c375dffffffff,18.0,0.0,0.0
84c3761ffffffff,2.0,0.0,0.0
84c3765ffffffff,3.0,0.0,0.0
84c3767ffffffff,27.0,0.0,0.0
84c376dffffffff,43.0,0.0,0.0
84ce823ffffffff,5.0,0.0,0.0
84ce827ffffffff,2.0,0.0,0.0
84ce913ffffffff,2.0,0.0,0.0
84ce917ffffffff,2.0,0.0,0.0
84ce923ffffffff,3.0,0.0,0.0
84ce931ffffffff,108.0,0.0,0.0
84ce935ffffffff,52.0,0.0,0.0
84ce937ffffffff,41.0,0.0,0.0
84ce93bffffffff,2.0,0.0,0.0
84ce961ffffffff,16.0,0.0,0.0
84ce969ffffffff,9.0,0.0,0.0
84ce96bffffffff,6.0,0.0,0.0
84ce96dffffffff,1.0,0.0,0.0
84ce989ffffffff,75.0,0.0,0.0
84ce98dffffffff,1.0,0.0,0.0
84ce9c1ffffffff,3.0,0.0,0.0
84ce9c7ffffffff,22.0,0.0,0.0
84ce9e1ffffffff,2.0,0.0,0.0
84ce9e3ffffffff,2.0,0.0,0.0
84ce9e5ffffffff,2.0,0.0,0.0
