cell_id,Dicrurus adsimilis,Dicrurus adsimilis apivorus,Dicrurus adsimilis [adsimilis Group],Dicrurus adsimilis divaricatus/lugubris
84bce63ffffffff,25.0,0.0,10.0,0.0
84bce65ffffffff,31.0,0.0,2.0,0.0
84bce67ffffffff,110.0,0.0,3.0,0.0
84bce69ffffffff,4.0,0.0,0.0,0.0
84bce6bffffffff,9.0,0.0,0.0,0.0
84bce6dffffffff,9.0,0.0,0.0,0.0
84bce83ffffffff,74.0,0.0,0.0,0.0
84bce85ffffffff,4.0,0.0,0.0,0.0
84bce95ffffffff,26.0,6.0,0.0,0.0
84bce99ffffffff,28.0,0.0,0.0,0.0
84bce9dffffffff,8.0,0.0,0.0,0.0
84bcea3ffffffff,2.0,0.0,0.0,0.0
84bcf05ffffffff,39.0,0.0,0.0,0.0
84bcf09ffffffff,40.0,0.0,0.0,0.0
84bcf0dffffffff,55.0,0.0,2.0,0.0
84bcf11ffffffff,2.0,0.0,0.0,0.0
84bcf13ffffffff,9.0,0.0,0.0,0.0
84bcf17ffffffff,5.0,0.0,0.0,0.0
84bcf1bffffffff,22.0,0.0,0.0,0.0
84bcf1dffffffff,10.0,0.0,0.0,0.0
84bcf21ffffffff,47.0,0.0,2.0,0.0
84bcf23ffffffff,3.0,0.0,0.0,0.0
84bcf25ffffffff,79.0,0.0,17.0,0.0
84bcf27ffffffff,13.0,0.0,0.0,0.0
84bcf29ffffffff,1278.0,0.0,41.0,0.0
84bcf2bffffffff,1.0,0.0,0.0,0.0
84bcf2dffffffff,33.0,0.0,4.0,0.0
84bcf33ffffffff,20.0,0.0,0.0,0.0
84bcf35ffffffff,6.0,0.0,0.0,0.0
84bcf37ffffffff,2.0,0.0,0.0,0.0
84bcf3bffffffff,1.0,0.0,0.0,0.0
84bcf3dffffffff,42.0,0.0,22.0,0.0
84bcf43ffffffff,24.0,0.0,0.0,0.0
84bcf47ffffffff,41.0,0.0,1.0,0.0
84bcf51ffffffff,1.0,0.0,1.0,0.0
84bcf53ffffffff,79.0,0.0,0.0,0.0
84bcf57ffffffff,3.0,0.0,0.0,0.0
84bcf59ffffffff,121.0,0.0,1.0,0.0
84bcf5bffffffff,1114.0,0.0,55.0,0.0
84bcf5dffffffff,42.0,0.0,0.0,0.0
84bcf61ffffffff,135.0,0.0,0.0,0.0
84bcf63ffffffff,204.0,0.0,10.0,0.0
84bcf67ffffffff,43.0,0.0,3.0,0.0
84bcf6bffffffff,1.0,0.0,0.0,0.0
