cell_id,Dicrurus adsimilis,Dicrurus adsimilis apivorus,Dicrurus adsimilis [adsimilis Group],Dicrurus adsimilis divaricatus/lugubris
8454f51ffffffff,15.0,0.0,0.0,13.0
8454f53ffffffff,1.0,0.0,0.0,0.0
8454f57ffffffff,5.0,0.0,0.0,3.0
8454f6bffffffff,4.0,0.0,0.0,4.0
8458517ffffffff,6.0,0.0,0.0,6.0
8458943ffffffff,2.0,0.0,0.0,0.0
8458949ffffffff,2.0,0.0,0.0,2.0
8458969ffffffff,23.0,0.0,0.0,23.0
8458a4dffffffff,10.0,0.0,0.0,10.0
8458a65ffffffff,4.0,0.0,0.0,4.0
8458a6dffffffff,3.0,0.0,0.0,3.0
8458b1dffffffff,1.0,0.0,0.0,1.0
8458b35ffffffff,2.0,0.0,0.0,0.0
8458b51ffffffff,8.0,0.0,0.0,6.0
8458b5dffffffff,1.0,0.0,0.0,1.0
8458c8bffffffff,4.0,0.0,0.0,4.0
8458cd9ffffffff,3.0,0.0,0.0,3.0
8458e05ffffffff,3.0,0.0,0.0,3.0
8458e67ffffffff,3.0,0.0,0.0,3.0
8458f09ffffffff,1.0,0.0,0.0,1.0
8458f47ffffffff,4.0,0.0,0.0,4.0
8458f6bffffffff,2.0,0.0,0.0,2.0
8459825ffffffff,4.0,0.0,0.0,4.0
8459827ffffffff,5.0,0.0,0.0,5.0
8459985ffffffff,25.0,0.0,0.0,25.0
84599a5ffffffff,4.0,0.0,0.0,4.0
84599b1ffffffff,1.0,0.0,0.0,1.0
84599b3ffffffff,6.0,0.0,0.0,6.0
84599e5ffffffff,30.0,0.0,0.0,30.0
84599e7ffffffff,7.0,0.0,0.0,7.0
84599edffffffff,2.0,0.0,0.0,2.0
846a493ffffffff,2.0,0.0,0.0,0.0
846a495ffffffff,3.0,0.0,0.0,0.0
846a49dffffffff,15.0,0.0,0.0,0.0
846a4a3ffffffff,3.0,0.0,0.0,0.0
846a4b3ffffffff,27.0,0.0,0.0,0.0
846a4bbffffffff,10.0,0.0,0.0,0.0
846a581ffffffff,42.0,0.0,0.0,0.0
846a583ffffffff,8.0,0.0,0.0,0.0
846a587ffffffff,22.0,0.0,0.0,0.0
846a5a7ffffffff,3.0,0.0,0.0,0.0
846a5a9ffffffff,85.0,0.0,0.0,0.0
846a5abffffffff,17.0,0.0,0.0,0.0
846a5adffffffff,7.0,0.0,0.0,0.0
846a5b3ffffffff,5.0,0.0,0.0,0.0
846a5bbffffffff,5.0,0.0,0.0,0.0
846a697ffffffff,4.0,0.0,0.0,0.0
846ac03ffffffff,20.0,0.0,0.0,1.0
846ac0bffffffff,9.0,0.0,0.0,0.0
846ac11ffffffff,1.0,0.0,0.0,0.0
846ac15ffffffff,14.0,0.0,0.0,0.0
846ac1dffffffff,8.0,0.0,0.0,0.0
846ac31ffffffff,36.0,0.0,0.0,0.0
846ac33ffffffff,14.0,0.0,0.0,0.0
846ac35ffffffff,57.0,0.0,0.0,0.0
846ac37ffffffff,5.0,0.0,0.0,0.0
846ac39ffffffff,13.0,0.0,0.0,0.0
846ac3bffffffff,2.0,0.0,0.0,0.0
846ac3dffffffff,272.0,0.0,0.0,0.0
846ac89ffffffff,56.0,0.0,0.0,0.0
846ac8dffffffff,3.0,0.0,0.0,0.0
846ac93ffffffff,43.0,0.0,0.0,0.0
846ac9bffffffff,22.0,0.0,0.0,0.0
846acadffffffff,8.0,0.0,0.0,0.0
846acc3ffffffff,18.0,0.0,0.0,0.0
846acc5ffffffff,4.0,0.0,0.0,0.0
846acc7ffffffff,7.0,0.0,0.0,0.0
846acc9ffffffff,2.0,0.0,0.0,0.0
846accbffffffff,11.0,0.0,0.0,0.0
846acd5ffffffff,20.0,0.0,0.0,0.0
846ace1ffffffff,9.0,0.0,0.0,0.0
846ace3ffffffff,20.0,0.0,0.0,0.0
846ace5ffffffff,572.0,0.0,0.0,1.0
846acebffffffff,3.0,0.0,0.0,0.0
846acedffffffff,1.0,0.0,0.0,0.0
846ad81ffffffff,89.0,0.0,0.0,0.0
846ad83ffffffff,6.0,0.0,0.0,0.0
846ad85ffffffff,4.0,0.0,0.0,0.0
846ad89ffffffff,17.0,0.0,0.0,0.0
846ad8bffffffff,83.0,0.0,0.0,0.0
846ad8dffffffff,8.0,0.0,0.0,0.0
846ad9dffffffff,6.0,0.0,0.0,0.0
846adbbffffffff,1.0,0.0,0.0,0.0
846adc1ffffffff,13.0,0.0,0.0,0.0
846adc3ffffffff,5.0,0.0,0.0,0.0
846adc7ffffffff,3.0,0.0,0.0,0.0
846adc9ffffffff,117.0,0.0,0.0,0.0
846add3ffffffff,2.0,0.0,0.0,0.0
846add5ffffffff,10.0,0.0,0.0,0.0
846add7ffffffff,54.0,0.0,0.0,0.0
846add9ffffffff,10.0,0.0,0.0,0.0
846adddffffffff,6.0,0.0,0.0,0.0
846ade7ffffffff,1.0,0.0,0.0,0.0
846adebffffffff,2.0,0.0,0.0,0.0
846ae0bffffffff,6.0,0.0,0.0,0.0
846ae11ffffffff,2.0,0.0,0.0,0.0
846ae85ffffffff,74.0,0.0,0.0,1.0
846aea1ffffffff,12.0,0.0,0.0,0.0
846aea3ffffffff,57.0,0.0,0.0,0.0
846aea5ffffffff,3.0,0.0,0.0,0.0
846aea9ffffffff,18.0,0.0,0.0,0.0
846aeabffffffff,3.0,0.0,0.0,0.0
846aeb5ffffffff,8.0,0.0,0.0,0.0
846aec1ffffffff,1.0,0.0,0.0,1.0
846aecbffffffff,1.0,0.0,0.0,1.0
846aee3ffffffff,78.0,0.0,0.0,0.0
846b127ffffffff,12.0,0.0,0.0,12.0
846bb61ffffffff,2.0,0.0,0.0,2.0
8475085ffffffff,3.0,0.0,0.0,3.0
8475087ffffffff,1.0,0.0,0.0,1.0
84750d1ffffffff,27.0,0.0,0.0,27.0
84750d3ffffffff,1.0,0.0,0.0,1.0
847518dffffffff,2.0,0.0,0.0,2.0
8475195ffffffff,2.0,0.0,0.0,2.0
8475201ffffffff,118.0,0.0,0.0,118.0
8475203ffffffff,3.0,0.0,0.0,3.0
8475205ffffffff,2.0,0.0,0.0,2.0
8475207ffffffff,128.0,0.0,0.0,126.0
8475209ffffffff,6.0,0.0,0.0,6.0
847520bffffffff,15.0,0.0,0.0,15.0
847523bffffffff,1.0,0.0,0.0,1.0
8475251ffffffff,1.0,0.0,0.0,1.0
8475257ffffffff,2.0,0.0,0.0,2.0
8475293ffffffff,42.0,0.0,0.0,42.0
8475295ffffffff,15.0,0.0,0.0,15.0
8475299ffffffff,2.0,0.0,0.0,2.0
847529bffffffff,85.0,0.0,0.0,85.0
84752abffffffff,12.0,0.0,0.0,12.0
84752adffffffff,2.0,0.0,0.0,2.0
84752d3ffffffff,13.0,0.0,0.0,13.0
84752dbffffffff,5.0,0.0,0.0,5.0
84752e9ffffffff,1.0,0.0,0.0,1.0
8475313ffffffff,3.0,0.0,0.0,3.0
847532bffffffff,8.0,0.0,0.0,8.0
8475361ffffffff,11.0,0.0,0.0,11.0
8475761ffffffff,2.0,0.0,0.0,2.0
8475a57ffffffff,1.0,0.0,0.0,1.0
8475a81ffffffff,1.0,0.0,0.0,1.0
847a401ffffffff,273.0,0.0,0.0,0.0
847a403ffffffff,55.0,0.0,0.0,0.0
847a405ffffffff,68.0,0.0,0.0,0.0
847a407ffffffff,375.0,0.0,0.0,0.0
847a409ffffffff,1.0,0.0,0.0,0.0
847a40bffffffff,90.0,0.0,0.0,0.0
847a40dffffffff,58.0,0.0,0.0,0.0
847a413ffffffff,305.0,0.0,0.0,0.0
847a415ffffffff,13.0,0.0,0.0,0.0
847a41bffffffff,45.0,0.0,0.0,0.0
847a41dffffffff,314.0,0.0,0.0,0.0
847a43bffffffff,5.0,0.0,0.0,0.0
847a44bffffffff,3.0,0.0,0.0,0.0
847a451ffffffff,17.0,0.0,0.0,0.0
847a453ffffffff,9.0,0.0,0.0,0.0
847a455ffffffff,28.0,0.0,0.0,0.0
847a457ffffffff,68.0,0.0,0.0,0.0
847a459ffffffff,62.0,0.0,0.0,0.0
847a45dffffffff,21.0,0.0,0.0,0.0
847a46dffffffff,9.0,0.0,0.0,0.0
847a481ffffffff,46.0,0.0,0.0,0.0
847a483ffffffff,53.0,0.0,0.0,0.0
847a485ffffffff,3.0,0.0,0.0,0.0
847a487ffffffff,1.0,0.0,0.0,0.0
847a489ffffffff,36.0,0.0,0.0,0.0
847a48dffffffff,8.0,0.0,0.0,0.0
847a491ffffffff,3.0,0.0,0.0,0.0
847a495ffffffff,8.0,0.0,0.0,0.0
847a4b1ffffffff,41.0,0.0,0.0,0.0
847a4b3ffffffff,1.0,0.0,0.0,0.0
847a4b5ffffffff,16.0,0.0,0.0,0.0
847a4b7ffffffff,22.0,0.0,0.0,0.0
847a4b9ffffffff,1.0,0.0,0.0,0.0
847a4bdffffffff,6.0,0.0,0.0,0.0
847a4c1ffffffff,46.0,0.0,0.0,0.0
847a4c3ffffffff,3.0,0.0,0.0,0.0
847a4c7ffffffff,2.0,0.0,0.0,0.0
847a4cbffffffff,15.0,0.0,0.0,0.0
847a4cdffffffff,59.0,0.0,0.0,0.0
847a4d1ffffffff,4.0,0.0,0.0,0.0
847a4d5ffffffff,6.0,0.0,0.0,0.0
847a4d9ffffffff,13.0,0.0,0.0,0.0
847a4dbffffffff,13.0,0.0,0.0,0.0
847a4ddffffffff,21.0,0.0,0.0,0.0
847a4e3ffffffff,21.0,0.0,0.0,0.0
847a4e9ffffffff,1.0,0.0,0.0,0.0
847a509ffffffff,2.0,0.0,0.0,0.0
847a531ffffffff,2.0,0.0,0.0,0.0
847a533ffffffff,3.0,0.0,0.0,1.0
847a555ffffffff,2.0,0.0,0.0,0.0
847a593ffffffff,9.0,0.0,0.0,0.0
847a59bffffffff,17.0,0.0,0.0,0.0
847a5a5ffffffff,3.0,0.0,0.0,0.0
847a5adffffffff,5.0,0.0,0.0,0.0
847a5c1ffffffff,2.0,0.0,0.0,0.0
847a5cdffffffff,2.0,0.0,0.0,0.0
847a5ddffffffff,1.0,0.0,0.0,0.0
847a601ffffffff,19.0,0.0,0.0,0.0
847a603ffffffff,28.0,0.0,0.0,0.0
847a605ffffffff,4.0,0.0,0.0,0.0
847a609ffffffff,233.0,0.0,0.0,0.0
847a60bffffffff,74.0,0.0,0.0,0.0
847a611ffffffff,43.0,0.0,0.0,0.0
847a613ffffffff,3.0,0.0,0.0,0.0
847a615ffffffff,41.0,0.0,0.0,0.0
847a617ffffffff,2.0,0.0,0.0,0.0
847a619ffffffff,24.0,0.0,0.0,0.0
847a61bffffffff,6.0,0.0,0.0,0.0
847a61dffffffff,189.0,0.0,0.0,0.0
847a631ffffffff,11.0,0.0,0.0,0.0
847a633ffffffff,2.0,0.0,0.0,0.0
847a637ffffffff,9.0,0.0,0.0,0.0
847a63bffffffff,4.0,0.0,0.0,0.0
847a63dffffffff,2.0,0.0,0.0,0.0
847a641ffffffff,136.0,0.0,0.0,0.0
847a643ffffffff,66.0,0.0,0.0,0.0
847a645ffffffff,4.0,0.0,0.0,0.0
847a647ffffffff,29.0,0.0,0.0,0.0
847a651ffffffff,22.0,0.0,0.0,0.0
847a653ffffffff,22.0,0.0,0.0,0.0
847a655ffffffff,16.0,0.0,0.0,0.0
847a657ffffffff,112.0,0.0,0.0,0.0
847a659ffffffff,63.0,0.0,0.0,0.0
847a65bffffffff,34.0,0.0,0.0,0.0
847a65dffffffff,30.0,0.0,0.0,0.0
847a669ffffffff,26.0,0.0,0.0,0.0
847a66bffffffff,4.0,0.0,0.0,0.0
847a66dffffffff,12.0,0.0,0.0,0.0
847a681ffffffff,225.0,0.0,0.0,0.0
847a683ffffffff,349.0,0.0,0.0,0.0
847a685ffffffff,9.0,0.0,0.0,0.0
847a687ffffffff,3.0,0.0,0.0,0.0
847a689ffffffff,9.0,0.0,0.0,0.0
847a68bffffffff,154.0,0.0,0.0,0.0
847a695ffffffff,3.0,0.0,0.0,0.0
847a69dffffffff,6.0,0.0,0.0,0.0
847a6a1ffffffff,458.0,0.0,0.0,0.0
847a6a5ffffffff,53.0,0.0,0.0,0.0
847a6a7ffffffff,11.0,0.0,0.0,0.0
847a6a9ffffffff,6.0,0.0,0.0,0.0
847a6adffffffff,299.0,0.0,0.0,0.0
847a6b3ffffffff,4.0,0.0,0.0,0.0
847a6b5ffffffff,22.0,0.0,0.0,0.0
847a6b7ffffffff,59.0,0.0,0.0,0.0
847a6bbffffffff,10.0,0.0,0.0,0.0
847a6c3ffffffff,7.0,0.0,0.0,0.0
847a6c5ffffffff,2.0,0.0,0.0,0.0
847a6c9ffffffff,2.0,0.0,0.0,0.0
847a6cdffffffff,1.0,0.0,0.0,0.0
847a6d1ffffffff,521.0,0.0,0.0,0.0
847a6d3ffffffff,36.0,0.0,0.0,0.0
847a6d5ffffffff,15.0,0.0,0.0,0.0
847a6d7ffffffff,8.0,0.0,0.0,0.0
847a6d9ffffffff,98.0,0.0,0.0,0.0
847a6dbffffffff,32.0,0.0,0.0,0.0
847a6e1ffffffff,35.0,0.0,0.0,0.0
847a6e5ffffffff,296.0,0.0,0.0,0.0
847a6e7ffffffff,17.0,0.0,0.0,0.0
847a6e9ffffffff,8.0,0.0,0.0,0.0
847a6ebffffffff,24.0,0.0,0.0,0.0
847a6edffffffff,41.0,0.0,0.0,0.0
847a715ffffffff,2.0,0.0,0.0,0.0
847a733ffffffff,4.0,0.0,0.0,0.0
847a739ffffffff,1.0,0.0,0.0,0.0
847a73bffffffff,3.0,0.0,0.0,0.0
847a751ffffffff,1.0,0.0,0.0,0.0
847ac15ffffffff,3.0,0.0,0.0,0.0
847ac81ffffffff,52.0,0.0,0.0,0.0
847ac83ffffffff,6.0,0.0,0.0,0.0
847ac87ffffffff,10.0,0.0,0.0,0.0
847ac8bffffffff,29.0,0.0,1.0,0.0
847ac97ffffffff,2.0,0.0,0.0,2.0
847acc5ffffffff,1.0,0.0,0.0,0.0
847accdffffffff,4.0,0.0,0.0,0.0
847acd5ffffffff,21.0,0.0,0.0,0.0
847acd7ffffffff,7.0,0.0,0.0,0.0
847ad91ffffffff,21.0,0.0,0.0,0.0
847ad93ffffffff,29.0,0.0,0.0,0.0
847ad95ffffffff,13.0,0.0,0.0,0.0
847ad97ffffffff,6.0,0.0,0.0,0.0
847ad99ffffffff,84.0,0.0,1.0,4.0
847ad9dffffffff,5.0,0.0,0.0,0.0
847ae81ffffffff,10.0,0.0,0.0,0.0
847ae85ffffffff,23.0,0.0,0.0,0.0
847ae87ffffffff,9.0,0.0,0.0,0.0
847ae91ffffffff,10.0,0.0,0.0,0.0
847ae93ffffffff,4.0,0.0,0.0,0.0
847ae95ffffffff,2.0,0.0,0.0,0.0
847ae97ffffffff,2.0,0.0,0.0,0.0
847ae99ffffffff,16.0,0.0,0.0,0.0
847ae9bffffffff,37.0,0.0,0.0,0.0
847ae9dffffffff,9.0,0.0,0.0,0.0
847aea3ffffffff,3.0,0.0,0.0,0.0
847aea7ffffffff,5.0,0.0,0.0,0.0
847aeabffffffff,14.0,0.0,0.0,0.0
847aed3ffffffff,17.0,0.0,0.0,0.0
847aed7ffffffff,5.0,0.0,0.0,0.0
847aed9ffffffff,2.0,0.0,0.0,2.0
847aedbffffffff,1.0,0.0,0.0,0.0
847b485ffffffff,4.0,0.0,2.0,0.0
847b487ffffffff,124.0,0.0,2.0,0.0
847b489ffffffff,3.0,0.0,0.0,0.0
847b48dffffffff,2.0,0.0,0.0,0.0
847b491ffffffff,2.0,0.0,0.0,0.0
847b49bffffffff,2.0,0.0,0.0,0.0
847b4a1ffffffff,18.0,0.0,0.0,0.0
847b4a5ffffffff,32.0,0.0,0.0,0.0
847b4a7ffffffff,58.0,0.0,0.0,0.0
847b4abffffffff,3.0,0.0,0.0,0.0
847b4b1ffffffff,7.0,0.0,0.0,0.0
847b4b3ffffffff,2.0,0.0,0.0,0.0
847b4b7ffffffff,14.0,0.0,0.0,0.0
847b4b9ffffffff,111.0,0.0,16.0,0.0
847b4c1ffffffff,2.0,0.0,0.0,0.0
847b4c5ffffffff,12.0,0.0,0.0,0.0
847b4c7ffffffff,13.0,0.0,0.0,0.0
847b4cbffffffff,5.0,0.0,0.0,0.0
847b4d3ffffffff,2.0,0.0,0.0,0.0
847b4dbffffffff,17.0,0.0,0.0,0.0
847b591ffffffff,26.0,0.0,0.0,0.0
847b595ffffffff,102.0,0.0,0.0,0.0
847b597ffffffff,403.0,0.0,0.0,0.0
847b59bffffffff,30.0,0.0,0.0,0.0
847b5b1ffffffff,4.0,0.0,0.0,0.0
847b5b3ffffffff,2.0,0.0,0.0,0.0
847b5b5ffffffff,5.0,0.0,0.0,0.0
847b5bbffffffff,15.0,0.0,0.0,0.0
847b687ffffffff,2.0,0.0,0.0,0.0
847b689ffffffff,2.0,0.0,0.0,0.0
847b6bbffffffff,29.0,0.0,0.0,0.0
848304dffffffff,5.0,0.0,0.0,0.0
8483109ffffffff,1.0,0.0,0.0,0.0
8483117ffffffff,7.0,2.0,0.0,0.0
848311bffffffff,3.0,0.0,0.0,0.0
8483125ffffffff,10.0,0.0,0.0,0.0
8483151ffffffff,4.0,0.0,0.0,0.0
84831e1ffffffff,1.0,0.0,0.0,0.0
84831e5ffffffff,6.0,0.0,0.0,0.0
84831ebffffffff,10.0,1.0,0.0,0.0
8483201ffffffff,2.0,0.0,0.0,0.0
848320dffffffff,7.0,0.0,0.0,0.0
8483263ffffffff,2.0,0.0,0.0,0.0
848326bffffffff,2.0,0.0,0.0,0.0
8483305ffffffff,1.0,0.0,0.0,0.0
8483313ffffffff,3.0,0.0,0.0,0.0
8483329ffffffff,1.0,0.0,0.0,0.0
848332bffffffff,2.0,0.0,0.0,0.0
848333dffffffff,20.0,5.0,0.0,0.0
848336dffffffff,1.0,0.0,0.0,0.0
8483861ffffffff,1.0,0.0,0.0,0.0
8483a5bffffffff,1.0,0.0,0.0,0.0
8483ac3ffffffff,3.0,0.0,0.0,0.0
8483acdffffffff,3.0,1.0,0.0,0.0
8483b21ffffffff,1.0,0.0,0.0,0.0
8496003ffffffff,3.0,0.0,0.0,0.0
8496009ffffffff,22.0,0.0,0.0,0.0
849600bffffffff,3.0,0.0,0.0,0.0
8496015ffffffff,10.0,0.0,0.0,0.0
8496025ffffffff,8.0,0.0,0.0,0.0
849602dffffffff,23.0,0.0,0.0,0.0
8496039ffffffff,1.0,0.0,0.0,0.0
8496047ffffffff,14.0,0.0,0.0,0.0
8496051ffffffff,3.0,0.0,0.0,0.0
8496059ffffffff,1.0,0.0,0.0,0.0
8496089ffffffff,6.0,0.0,0.0,0.0
849608dffffffff,4.0,0.0,0.0,0.0
8496093ffffffff,3.0,0.0,0.0,0.0
8496095ffffffff,4.0,0.0,0.0,0.0
8496097ffffffff,6.0,0.0,0.0,0.0
849609dffffffff,3.0,0.0,0.0,0.0
84960b1ffffffff,17.0,0.0,0.0,0.0
84960b5ffffffff,23.0,0.0,0.0,0.0
84960b7ffffffff,2.0,0.0,0.0,0.0
84960c3ffffffff,2.0,0.0,0.0,0.0
84960e7ffffffff,2.0,0.0,0.0,0.0
84960e9ffffffff,3.0,0.0,0.0,0.0
84960edffffffff,7.0,0.0,0.0,0.0
8496141ffffffff,17.0,0.0,0.0,0.0
8496145ffffffff,6.0,0.0,0.0,0.0
8496147ffffffff,2.0,0.0,0.0,0.0
8496149ffffffff,8.0,0.0,0.0,0.0
8496153ffffffff,4.0,0.0,0.0,0.0
849615bffffffff,2.0,0.0,0.0,0.0
849615dffffffff,20.0,0.0,0.0,0.0
849616bffffffff,1.0,0.0,0.0,0.0
8496201ffffffff,16.0,0.0,0.0,0.0
8496203ffffffff,25.0,0.0,0.0,0.0
8496207ffffffff,81.0,0.0,0.0,0.0
8496213ffffffff,3.0,0.0,0.0,0.0
8496215ffffffff,11.0,0.0,2.0,0.0
8496217ffffffff,11.0,0.0,0.0,0.0
8496219ffffffff,11.0,0.0,0.0,0.0
849621dffffffff,10.0,0.0,0.0,0.0
8496227ffffffff,1.0,0.0,0.0,0.0
849622bffffffff,15.0,0.0,0.0,0.0
849622dffffffff,3.0,0.0,0.0,0.0
8496233ffffffff,18.0,0.0,0.0,0.0
8496239ffffffff,25.0,0.0,0.0,0.0
849623bffffffff,155.0,0.0,0.0,0.0
849624dffffffff,3.0,0.0,0.0,0.0
8496257ffffffff,4.0,0.0,0.0,0.0
8496261ffffffff,2.0,0.0,0.0,0.0
8496263ffffffff,34.0,0.0,0.0,0.0
849626dffffffff,1.0,0.0,0.0,0.0
8496283ffffffff,37.0,0.0,0.0,0.0
8496285ffffffff,2.0,0.0,0.0,0.0
8496287ffffffff,7.0,0.0,0.0,0.0
849628bffffffff,24.0,0.0,0.0,0.0
849629dffffffff,7.0,0.0,0.0,0.0
84962b9ffffffff,29.0,0.0,0.0,0.0
84962bdffffffff,2.0,0.0,0.0,0.0
84962c5ffffffff,8.0,0.0,0.0,0.0
84962c9ffffffff,114.0,0.0,22.0,0.0
84962cdffffffff,6.0,0.0,0.0,0.0
84962d1ffffffff,4.0,0.0,1.0,0.0
84962d5ffffffff,4.0,0.0,0.0,0.0
84962d7ffffffff,11.0,0.0,0.0,0.0
84962d9ffffffff,5.0,0.0,1.0,0.0
84962e5ffffffff,25.0,0.0,0.0,0.0
84962ebffffffff,5.0,0.0,0.0,0.0
84962edffffffff,17.0,0.0,0.0,0.0
8496311ffffffff,4.0,0.0,0.0,0.0
8496329ffffffff,2.0,0.0,0.0,0.0
8496331ffffffff,8.0,0.0,0.0,0.0
8496335ffffffff,158.0,0.0,0.0,0.0
8496355ffffffff,2.0,0.0,0.0,0.0
8496365ffffffff,50.0,0.0,0.0,0.0
849640dffffffff,1.0,0.0,0.0,0.0
8496445ffffffff,1.0,0.0,0.0,0.0
8496447ffffffff,1.0,0.0,0.0,0.0
8496469ffffffff,1.0,0.0,0.0,0.0
849646dffffffff,1.0,0.0,0.0,0.0
84964c7ffffffff,3.0,0.0,0.0,0.0
84964d1ffffffff,1.0,0.0,0.0,0.0
8496569ffffffff,4.0,0.0,0.0,0.0
8496627ffffffff,1.0,0.0,0.0,0.0
849662bffffffff,1.0,0.0,0.0,0.0
8496663ffffffff,2.0,0.0,0.0,0.0
849666bffffffff,4.0,0.0,0.0,0.0
8496703ffffffff,10.0,0.0,0.0,0.0
8496721ffffffff,2.0,0.0,0.0,0.0
8496751ffffffff,2.0,0.0,0.0,0.0
8496753ffffffff,3.0,0.0,0.0,0.0
8496757ffffffff,5.0,0.0,0.0,0.0
849680dffffffff,2.0,0.0,0.0,0.0
8496811ffffffff,2.0,0.0,0.0,0.0
8496815ffffffff,2.0,0.0,0.0,0.0
8496833ffffffff,2.0,0.0,0.0,0.0
8496837ffffffff,2.0,0.0,0.0,0.0
8496861ffffffff,6.0,0.0,0.0,0.0
8496885ffffffff,2.0,0.0,0.0,0.0
84968c9ffffffff,4.0,0.0,0.0,0.0
84968cdffffffff,2.0,0.0,0.0,0.0
84968d1ffffffff,2.0,0.0,0.0,0.0
8496901ffffffff,12.0,0.0,0.0,0.0
8496905ffffffff,60.0,0.0,0.0,0.0
8496907ffffffff,359.0,0.0,4.0,0.0
8496909ffffffff,1.0,0.0,0.0,0.0
8496921ffffffff,161.0,0.0,0.0,0.0
8496923ffffffff,3.0,0.0,0.0,0.0
8496925ffffffff,189.0,0.0,0.0,0.0
8496927ffffffff,5.0,0.0,0.0,0.0
849692bffffffff,275.0,0.0,2.0,0.0
849692dffffffff,81.0,0.0,0.0,0.0
8496931ffffffff,3.0,0.0,0.0,0.0
8496933ffffffff,138.0,0.0,0.0,0.0
8496935ffffffff,62.0,0.0,0.0,0.0
8496937ffffffff,45.0,0.0,0.0,0.0
849693bffffffff,3.0,0.0,0.0,0.0
849693dffffffff,187.0,0.0,0.0,0.0
84969a1ffffffff,4.0,0.0,0.0,0.0
84969a5ffffffff,62.0,0.0,0.0,0.0
84969adffffffff,1.0,0.0,0.0,0.0
84969e5ffffffff,6.0,0.0,0.0,0.0
84969edffffffff,2.0,0.0,0.0,0.0
8496a15ffffffff,11.0,0.0,0.0,0.0
8496a27ffffffff,16.0,0.0,0.0,0.0
8496a2dffffffff,20.0,0.0,0.0,0.0
8496a39ffffffff,2.0,0.0,0.0,0.0
8496a3bffffffff,2.0,0.0,0.0,0.0
8496a59ffffffff,32.0,0.0,0.0,0.0
8496a5dffffffff,4.0,0.0,0.0,0.0
8496a85ffffffff,2.0,0.0,0.0,0.0
8496a8bffffffff,2.0,0.0,0.0,0.0
8496a8dffffffff,3.0,0.0,0.0,0.0
8496a9dffffffff,1.0,0.0,0.0,0.0
