cell_id,Malurus assimilis,Malurus assimilis dulcis/rogersi,Malurus assimilis assimilis/bernieri
83be89fffffffff,1.0,0.0,0.0
83bec0fffffffff,12.0,0.0,0.0
83bec1fffffffff,7.0,0.0,2.0
83bec4fffffffff,27.0,0.0,0.0
83bec5fffffffff,7.0,0.0,0.0
83bec6fffffffff,37.0,0.0,3.0
83bec8fffffffff,38.0,0.0,5.0
83bec9fffffffff,14.0,0.0,1.0
83becafffffffff,2.0,0.0,0.0
83becbfffffffff,10.0,0.0,0.0
83beccfffffffff,20.0,0.0,1.0
83becdfffffffff,14.0,0.0,3.0
83becefffffffff,234.0,0.0,36.0
83bed0fffffffff,2.0,0.0,0.0
83bed1fffffffff,15.0,0.0,0.0
83bed4fffffffff,12.0,0.0,0.0
83bed5fffffffff,13.0,0.0,0.0
83bed8fffffffff,1.0,0.0,0.0
83bed9fffffffff,2.0,0.0,0.0
83bedbfffffffff,6.0,0.0,1.0
83bedcfffffffff,13.0,0.0,0.0
83beddfffffffff,12.0,0.0,2.0
83bedefffffffff,9.0,0.0,0.0
83bee0fffffffff,52.0,0.0,8.0
83bee1fffffffff,59.0,0.0,4.0
83bee2fffffffff,55.0,0.0,2.0
83bee3fffffffff,29.0,0.0,0.0
83bee4fffffffff,4.0,0.0,0.0
83bee5fffffffff,5.0,0.0,0.0
83bee6fffffffff,23.0,0.0,3.0
83bee8fffffffff,19.0,0.0,2.0
83bee9fffffffff,4.0,0.0,0.0
83beeafffffffff,47.0,0.0,6.0
83beebfffffffff,9.0,0.0,4.0
83beecfffffffff,56.0,0.0,12.0
83beeefffffffff,2.0,0.0,0.0
83bef0fffffffff,174.0,0.0,8.0
83bef1fffffffff,55.0,0.0,10.0
83bef2fffffffff,73.0,0.0,9.0
83bef3fffffffff,5.0,0.0,0.0
83bef4fffffffff,7.0,0.0,0.0
83bef5fffffffff,44.0,0.0,0.0
83bef6fffffffff,15.0,0.0,0.0
