cell_id,Gulosus aristotelis,Gulosus aristotelis aristotelis,Gulosus aristotelis desmarestii,Gulosus aristotelis riggenbachi
8408e9bffffffff,1.0,0.0,0.0,0.0
8408ed3ffffffff,13.0,0.0,0.0,0.0
8408edbffffffff,12.0,0.0,0.0,0.0
84094a7ffffffff,8.0,0.0,0.0,0.0
84094b5ffffffff,3.0,0.0,0.0,0.0
84094b7ffffffff,2.0,0.0,0.0,0.0
8409583ffffffff,2.0,2.0,0.0,0.0
8409585ffffffff,5.0,0.0,0.0,0.0
8409587ffffffff,5.0,0.0,0.0,0.0
8409591ffffffff,2.0,0.0,0.0,0.0
8409595ffffffff,1.0,0.0,0.0,0.0
8409599ffffffff,12.0,1.0,0.0,0.0
840959bffffffff,1.0,0.0,0.0,0.0
84095a9ffffffff,8.0,0.0,0.0,0.0
84095abffffffff,3.0,0.0,0.0,0.0
84095adffffffff,16.0,1.0,0.0,0.0
84095e7ffffffff,2.0,0.0,0.0,0.0
8409805ffffffff,61.0,0.0,0.0,0.0
8409807ffffffff,1.0,0.0,0.0,0.0
8409811ffffffff,5.0,0.0,0.0,0.0
8409815ffffffff,3.0,2.0,0.0,0.0
8409817ffffffff,2.0,0.0,0.0,0.0
840981dffffffff,2.0,0.0,0.0,0.0
8409821ffffffff,16.0,0.0,0.0,0.0
8409823ffffffff,1.0,0.0,0.0,0.0
8409825ffffffff,4.0,0.0,0.0,0.0
8409829ffffffff,18.0,0.0,0.0,0.0
840982bffffffff,37.0,0.0,0.0,0.0
840982dffffffff,22.0,0.0,0.0,0.0
840983dffffffff,1.0,0.0,0.0,0.0
84098bbffffffff,2.0,0.0,0.0,0.0
84098c7ffffffff,3.0,3.0,0.0,0.0
84098ddffffffff,2.0,0.0,0.0,0.0
84098e9ffffffff,2.0,0.0,0.0,0.0
8409911ffffffff,80.0,0.0,0.0,0.0
8409917ffffffff,19.0,0.0,0.0,0.0
840991bffffffff,238.0,0.0,0.0,0.0
8409981ffffffff,12.0,0.0,0.0,0.0
8409983ffffffff,1.0,0.0,0.0,0.0
8409987ffffffff,3.0,0.0,0.0,0.0
840998dffffffff,2.0,0.0,0.0,0.0
84099a7ffffffff,2.0,0.0,0.0,0.0
84099bdffffffff,11.0,0.0,0.0,0.0
84099e1ffffffff,3.0,0.0,0.0,0.0
84099e3ffffffff,1.0,0.0,0.0,0.0
84099e9ffffffff,10.0,0.0,0.0,0.0
84099ebffffffff,1.0,0.0,0.0,0.0
8409a09ffffffff,113.0,4.0,0.0,0.0
8409a41ffffffff,21.0,2.0,0.0,0.0
8409a43ffffffff,8.0,2.0,0.0,0.0
8409a45ffffffff,44.0,0.0,0.0,0.0
8409a47ffffffff,98.0,11.0,0.0,0.0
8409a4dffffffff,38.0,0.0,0.0,0.0
8409a55ffffffff,65.0,10.0,0.0,0.0
8409a69ffffffff,117.0,10.0,0.0,0.0
8409a6bffffffff,125.0,20.0,0.0,0.0
8409ab1ffffffff,1.0,0.0,0.0,0.0
8418011ffffffff,26.0,0.0,0.0,0.0
8418013ffffffff,24.0,0.0,0.0,0.0
8418019ffffffff,41.0,2.0,0.0,0.0
841801bffffffff,10.0,0.0,0.0,0.0
841801dffffffff,65.0,4.0,0.0,0.0
841804bffffffff,28.0,0.0,0.0,0.0
8418051ffffffff,2.0,0.0,0.0,0.0
8418053ffffffff,205.0,100.0,0.0,0.0
8418057ffffffff,11.0,0.0,0.0,0.0
8418059ffffffff,105.0,8.0,0.0,0.0
841805bffffffff,73.0,9.0,0.0,0.0
841805dffffffff,2.0,0.0,0.0,0.0
84180c9ffffffff,5.0,0.0,0.0,0.0
84180cdffffffff,83.0,9.0,0.0,0.0
8418203ffffffff,17.0,0.0,0.0,0.0
8418209ffffffff,3.0,0.0,0.0,0.0
841820bffffffff,9.0,2.0,0.0,0.0
841821dffffffff,1.0,0.0,0.0,0.0
8418223ffffffff,7.0,2.0,0.0,0.0
8418233ffffffff,3.0,0.0,0.0,0.0
8418235ffffffff,72.0,8.0,0.0,0.0
8418237ffffffff,20.0,0.0,0.0,0.0
8418239ffffffff,8.0,0.0,0.0,0.0
841823dffffffff,13.0,10.0,0.0,0.0
8418243ffffffff,7.0,0.0,0.0,0.0
8418251ffffffff,3.0,0.0,0.0,0.0
8418255ffffffff,8.0,1.0,0.0,0.0
8418259ffffffff,48.0,8.0,0.0,0.0
841825dffffffff,5.0,0.0,0.0,0.0
8418281ffffffff,9.0,2.0,0.0,0.0
841828bffffffff,98.0,14.0,0.0,0.0
8418299ffffffff,72.0,9.0,0.0,0.0
84182a3ffffffff,28.0,0.0,0.0,0.0
84182a5ffffffff,2.0,0.0,0.0,0.0
84182abffffffff,22.0,1.0,0.0,0.0
84182adffffffff,4.0,0.0,0.0,0.0
84182c1ffffffff,69.0,0.0,0.0,0.0
84182c3ffffffff,10.0,0.0,0.0,0.0
84182c9ffffffff,164.0,8.0,0.0,0.0
84182cbffffffff,489.0,15.0,0.0,0.0
84182d3ffffffff,10.0,5.0,0.0,0.0
84182d5ffffffff,3.0,0.0,0.0,0.0
84182d9ffffffff,6.0,0.0,0.0,0.0
84182e5ffffffff,210.0,50.0,0.0,0.0
8418409ffffffff,4.0,0.0,0.0,0.0
8418427ffffffff,1.0,1.0,0.0,0.0
8418443ffffffff,39.0,0.0,0.0,0.0
8418447ffffffff,4.0,2.0,0.0,0.0
8418455ffffffff,4.0,0.0,0.0,0.0
8418457ffffffff,16.0,0.0,0.0,0.0
841845dffffffff,2.0,0.0,0.0,0.0
8418461ffffffff,4.0,0.0,0.0,0.0
8418469ffffffff,6.0,1.0,0.0,0.0
841846bffffffff,11.0,0.0,0.0,0.0
841846dffffffff,148.0,6.0,0.0,0.0
8418495ffffffff,573.0,53.0,0.0,0.0
841849dffffffff,5.0,0.0,0.0,0.0
84184a3ffffffff,53.0,3.0,0.0,0.0
84184a7ffffffff,1.0,0.0,0.0,0.0
84184b1ffffffff,59.0,2.0,0.0,0.0
84184b5ffffffff,73.0,5.0,0.0,0.0
84184b9ffffffff,208.0,6.0,0.0,0.0
84184bbffffffff,118.0,2.0,0.0,0.0
84184bdffffffff,214.0,26.0,0.0,0.0
84184c3ffffffff,2.0,0.0,0.0,0.0
84184d5ffffffff,1.0,0.0,0.0,0.0
84184ddffffffff,4.0,0.0,0.0,0.0
8418557ffffffff,1.0,0.0,0.0,0.0
8418593ffffffff,20.0,0.0,0.0,0.0
8418595ffffffff,1.0,0.0,0.0,0.0
8418597ffffffff,23.0,0.0,0.0,0.0
84185b1ffffffff,18.0,0.0,0.0,0.0
84185b5ffffffff,272.0,0.0,0.0,0.0
84185bbffffffff,402.0,0.0,0.0,0.0
8418607ffffffff,3.0,0.0,0.0,0.0
8418609ffffffff,5.0,0.0,0.0,0.0
841860dffffffff,14.0,0.0,0.0,0.0
8418623ffffffff,47.0,2.0,0.0,0.0
8418625ffffffff,14.0,0.0,0.0,0.0
8418627ffffffff,13.0,0.0,0.0,0.0
8418629ffffffff,74.0,33.0,0.0,0.0
841862bffffffff,38.0,0.0,0.0,0.0
841862dffffffff,1.0,0.0,0.0,0.0
841863dffffffff,4.0,0.0,0.0,0.0
841864bffffffff,4.0,2.0,0.0,0.0
841864dffffffff,2.0,0.0,0.0,0.0
841865dffffffff,7.0,0.0,0.0,0.0
8418661ffffffff,15.0,4.0,0.0,0.0
8418663ffffffff,2.0,0.0,0.0,0.0
8418667ffffffff,81.0,3.0,0.0,0.0
841866bffffffff,13.0,2.0,0.0,0.0
84186a5ffffffff,3.0,0.0,0.0,0.0
84186a7ffffffff,2.0,0.0,0.0,0.0
8418705ffffffff,1.0,0.0,0.0,0.0
8418709ffffffff,6.0,0.0,0.0,0.0
841870dffffffff,512.0,46.0,0.0,0.0
8418711ffffffff,7.0,0.0,0.0,0.0
8418717ffffffff,8.0,0.0,0.0,0.0
841871bffffffff,51.0,3.0,0.0,0.0
8418729ffffffff,232.0,97.0,0.0,0.0
841873bffffffff,176.0,34.0,0.0,0.0
8418741ffffffff,26.0,10.0,0.0,0.0
8418743ffffffff,12.0,0.0,0.0,0.0
8418745ffffffff,2.0,2.0,0.0,0.0
8418747ffffffff,88.0,2.0,0.0,0.0
8418749ffffffff,2.0,2.0,0.0,0.0
841874bffffffff,10.0,0.0,0.0,0.0
841875dffffffff,34.0,0.0,0.0,0.0
8418763ffffffff,37.0,6.0,0.0,0.0
841876bffffffff,76.0,2.0,0.0,0.0
8419013ffffffff,29.0,2.0,0.0,0.0
8419017ffffffff,12.0,2.0,0.0,0.0
841901bffffffff,22.0,0.0,0.0,0.0
8419053ffffffff,16.0,0.0,0.0,0.0
8419081ffffffff,95.0,3.0,0.0,0.0
8419083ffffffff,132.0,5.0,0.0,0.0
8419087ffffffff,127.0,5.0,0.0,0.0
8419089ffffffff,87.0,7.0,0.0,0.0
841908bffffffff,24.0,2.0,0.0,0.0
841908dffffffff,29.0,11.0,0.0,0.0
8419091ffffffff,23.0,0.0,0.0,0.0
8419093ffffffff,36.0,0.0,0.0,0.0
8419095ffffffff,10.0,0.0,0.0,0.0
8419097ffffffff,20.0,0.0,0.0,0.0
841909dffffffff,33.0,2.0,0.0,0.0
84190a9ffffffff,24.0,0.0,0.0,0.0
84190abffffffff,2.0,0.0,0.0,0.0
84190b1ffffffff,7.0,2.0,0.0,0.0
84190b3ffffffff,93.0,8.0,0.0,0.0
84190b9ffffffff,72.0,5.0,0.0,0.0
84190bbffffffff,52.0,3.0,0.0,0.0
84190bdffffffff,2.0,0.0,0.0,0.0
84190c1ffffffff,48.0,0.0,0.0,0.0
84190c3ffffffff,3.0,2.0,0.0,0.0
84190c5ffffffff,85.0,3.0,0.0,0.0
84190c7ffffffff,130.0,10.0,0.0,0.0
84190c9ffffffff,16.0,9.0,0.0,0.0
84190cbffffffff,6.0,0.0,0.0,0.0
84190cdffffffff,21.0,0.0,0.0,0.0
84190e1ffffffff,18.0,0.0,0.0,0.0
84190e3ffffffff,23.0,0.0,0.0,0.0
84190e5ffffffff,11.0,0.0,0.0,0.0
84190e9ffffffff,11.0,0.0,0.0,0.0
84190ebffffffff,137.0,14.0,0.0,0.0
84191d9ffffffff,9.0,0.0,0.0,0.0
8419229ffffffff,7.0,2.0,0.0,0.0
8419261ffffffff,37.0,0.0,0.0,0.0
8419263ffffffff,1.0,1.0,0.0,0.0
8419265ffffffff,57.0,0.0,0.0,0.0
8419267ffffffff,8.0,0.0,0.0,0.0
8419269ffffffff,6.0,0.0,0.0,0.0
841926dffffffff,29.0,0.0,0.0,0.0
8419281ffffffff,91.0,14.0,0.0,0.0
8419283ffffffff,15.0,2.0,0.0,0.0
8419287ffffffff,28.0,3.0,0.0,0.0
8419289ffffffff,28.0,2.0,0.0,0.0
841928dffffffff,70.0,2.0,0.0,0.0
8419293ffffffff,17.0,0.0,0.0,0.0
8419297ffffffff,41.0,1.0,0.0,0.0
8419299ffffffff,1.0,0.0,0.0,0.0
84192a1ffffffff,20.0,10.0,0.0,0.0
84192a3ffffffff,9.0,2.0,0.0,0.0
84192a7ffffffff,47.0,8.0,0.0,0.0
84192abffffffff,14.0,14.0,0.0,0.0
84192b1ffffffff,90.0,61.0,0.0,0.0
84192b3ffffffff,43.0,4.0,0.0,0.0
84192b7ffffffff,71.0,9.0,0.0,0.0
84192b9ffffffff,8.0,2.0,0.0,0.0
84192bbffffffff,53.0,8.0,0.0,0.0
84192c3ffffffff,6.0,0.0,0.0,0.0
84192c7ffffffff,14.0,0.0,0.0,0.0
84192cbffffffff,81.0,6.0,0.0,0.0
8419401ffffffff,40.0,2.0,0.0,0.0
8419403ffffffff,1.0,0.0,0.0,0.0
8419407ffffffff,5.0,0.0,0.0,0.0
841940dffffffff,327.0,40.0,0.0,0.0
8419411ffffffff,38.0,11.0,0.0,0.0
8419413ffffffff,10.0,0.0,0.0,0.0
8419415ffffffff,23.0,0.0,0.0,0.0
841941bffffffff,1.0,0.0,0.0,0.0
841942bffffffff,1.0,0.0,0.0,0.0
841943dffffffff,2.0,0.0,0.0,0.0
8419461ffffffff,28.0,9.0,0.0,0.0
8419465ffffffff,7.0,4.0,0.0,0.0
841946bffffffff,53.0,4.0,0.0,0.0
841946dffffffff,17.0,3.0,0.0,0.0
8419481ffffffff,29.0,3.0,0.0,0.0
8419483ffffffff,1.0,0.0,0.0,0.0
8419485ffffffff,20.0,6.0,0.0,0.0
841948bffffffff,5.0,3.0,0.0,0.0
841948dffffffff,247.0,9.0,0.0,0.0
84194a3ffffffff,4.0,0.0,0.0,0.0
84194a5ffffffff,2.0,0.0,0.0,0.0
84194a9ffffffff,2.0,0.0,0.0,0.0
84194abffffffff,3.0,0.0,0.0,0.0
84194bbffffffff,2.0,0.0,0.0,0.0
84194d9ffffffff,3.0,0.0,0.0,0.0
84194e1ffffffff,2.0,1.0,0.0,0.0
84194e3ffffffff,3.0,1.0,0.0,0.0
84194e9ffffffff,12.0,0.0,0.0,0.0
84194ebffffffff,4.0,0.0,0.0,0.0
8419501ffffffff,248.0,2.0,0.0,0.0
8419505ffffffff,4.0,0.0,0.0,0.0
8419507ffffffff,422.0,5.0,0.0,0.0
8419509ffffffff,2.0,2.0,0.0,0.0
841950dffffffff,11.0,2.0,0.0,0.0
8419511ffffffff,2.0,0.0,0.0,0.0
8419517ffffffff,23.0,1.0,0.0,0.0
8419521ffffffff,5.0,0.0,0.0,0.0
8419527ffffffff,38.0,2.0,0.0,0.0
8419529ffffffff,28.0,10.0,0.0,0.0
841952dffffffff,3.0,2.0,0.0,0.0
8419531ffffffff,121.0,34.0,0.0,0.0
8419533ffffffff,20.0,2.0,0.0,0.0
841953bffffffff,99.0,25.0,0.0,0.0
8419545ffffffff,2.0,0.0,0.0,0.0
841954dffffffff,2.0,0.0,0.0,0.0
8419557ffffffff,4.0,0.0,0.0,0.0
8419561ffffffff,6.0,2.0,0.0,0.0
8419563ffffffff,12.0,6.0,0.0,0.0
8419565ffffffff,316.0,253.0,0.0,0.0
8419567ffffffff,25.0,6.0,0.0,0.0
8419569ffffffff,12.0,2.0,0.0,0.0
841956bffffffff,6.0,1.0,0.0,0.0
841956dffffffff,12.0,2.0,0.0,0.0
8419587ffffffff,2.0,0.0,0.0,0.0
8419591ffffffff,10.0,0.0,0.0,0.0
8419597ffffffff,160.0,0.0,0.0,0.0
841959bffffffff,104.0,26.0,0.0,0.0
84195a1ffffffff,11.0,0.0,0.0,0.0
84195a3ffffffff,6.0,0.0,0.0,0.0
84195a5ffffffff,20.0,0.0,0.0,0.0
84195a7ffffffff,27.0,0.0,0.0,0.0
84195abffffffff,2.0,0.0,0.0,0.0
84195b1ffffffff,15.0,2.0,0.0,0.0
84195b3ffffffff,1.0,0.0,0.0,0.0
84195b5ffffffff,7.0,0.0,0.0,0.0
84195b7ffffffff,67.0,8.0,0.0,0.0
84195bbffffffff,166.0,12.0,0.0,0.0
84195bdffffffff,1.0,0.0,0.0,0.0
84195e5ffffffff,5.0,0.0,0.0,0.0
84195edffffffff,1.0,0.0,0.0,0.0
8419683ffffffff,51.0,0.0,0.0,0.0
8419689ffffffff,4.0,0.0,0.0,0.0
841968bffffffff,1.0,0.0,0.0,0.0
8419691ffffffff,1.0,0.0,0.0,0.0
8419695ffffffff,7.0,0.0,0.0,0.0
841969dffffffff,1.0,0.0,0.0,0.0
84196b1ffffffff,8.0,0.0,0.0,0.0
84196b3ffffffff,13.0,0.0,0.0,0.0
84196b7ffffffff,1.0,0.0,0.0,0.0
84196bbffffffff,1.0,0.0,0.0,0.0
84196d9ffffffff,1.0,0.0,0.0,0.0
8419721ffffffff,86.0,8.0,0.0,0.0
8419723ffffffff,112.0,22.0,0.0,0.0
8419727ffffffff,14.0,0.0,0.0,0.0
8419729ffffffff,79.0,0.0,0.0,0.0
841972bffffffff,296.0,19.0,0.0,0.0
8419733ffffffff,9.0,0.0,0.0,0.0
8419735ffffffff,1.0,0.0,0.0,0.0
8419739ffffffff,202.0,48.0,0.0,0.0
841973bffffffff,25.0,2.0,0.0,0.0
841973dffffffff,44.0,16.0,0.0,0.0
8419763ffffffff,18.0,0.0,0.0,0.0
8419769ffffffff,34.0,2.0,0.0,0.0
841976bffffffff,81.0,3.0,0.0,0.0
841e125ffffffff,116.0,0.0,5.0,0.0
841e127ffffffff,1.0,0.0,0.0,0.0
841e593ffffffff,1.0,0.0,0.0,0.0
841e5e7ffffffff,1.0,0.0,0.0,0.0
841e835ffffffff,16.0,0.0,0.0,0.0
841e869ffffffff,4.0,0.0,2.0,0.0
841e86bffffffff,6.0,0.0,0.0,0.0
841e8d9ffffffff,5.0,0.0,2.0,0.0
841e8dbffffffff,3.0,0.0,0.0,0.0
841e905ffffffff,3.0,0.0,0.0,0.0
841e90dffffffff,2.0,0.0,1.0,0.0
841e921ffffffff,1.0,0.0,0.0,0.0
841e929ffffffff,1.0,0.0,1.0,0.0
841e92dffffffff,3.0,0.0,1.0,0.0
841e949ffffffff,22.0,0.0,14.0,0.0
841e94bffffffff,6.0,0.0,4.0,0.0
841e961ffffffff,6.0,0.0,2.0,0.0
841e967ffffffff,1.0,0.0,0.0,0.0
841e969ffffffff,4.0,0.0,2.0,0.0
841e96dffffffff,4.0,0.0,0.0,0.0
841ea01ffffffff,3.0,0.0,1.0,0.0
841ea03ffffffff,9.0,0.0,1.0,0.0
841ea07ffffffff,6.0,0.0,2.0,0.0
841ea0bffffffff,7.0,0.0,0.0,0.0
841ea11ffffffff,14.0,0.0,1.0,0.0
841ea13ffffffff,40.0,0.0,0.0,0.0
841ea19ffffffff,103.0,0.0,2.0,0.0
841ea1bffffffff,8.0,0.0,0.0,0.0
841ea21ffffffff,2.0,0.0,0.0,0.0
841ea31ffffffff,2.0,0.0,0.0,0.0
841ea53ffffffff,33.0,0.0,0.0,0.0
841ea55ffffffff,24.0,0.0,0.0,0.0
841ea85ffffffff,5.0,0.0,0.0,0.0
841ea87ffffffff,14.0,0.0,6.0,0.0
841ea8dffffffff,13.0,0.0,2.0,0.0
841eaa3ffffffff,8.0,0.0,2.0,0.0
841eab1ffffffff,3.0,0.0,0.0,0.0
841eab3ffffffff,22.0,0.0,2.0,0.0
841eab5ffffffff,14.0,0.0,5.0,0.0
841eab7ffffffff,4.0,0.0,0.0,0.0
841eab9ffffffff,9.0,0.0,0.0,0.0
841eabdffffffff,4.0,0.0,1.0,0.0
841eac1ffffffff,1.0,0.0,0.0,0.0
841eac5ffffffff,4.0,0.0,0.0,0.0
841eac7ffffffff,3.0,0.0,0.0,0.0
841eacdffffffff,20.0,0.0,0.0,0.0
841eae3ffffffff,8.0,0.0,0.0,0.0
841eae9ffffffff,2.0,0.0,0.0,0.0
841eaebffffffff,20.0,0.0,0.0,0.0
841eb01ffffffff,6.0,0.0,2.0,0.0
841eb03ffffffff,10.0,0.0,2.0,0.0
841eb05ffffffff,7.0,0.0,4.0,0.0
841eb07ffffffff,2.0,0.0,2.0,0.0
841eb0bffffffff,26.0,0.0,16.0,0.0
841eb11ffffffff,4.0,0.0,2.0,0.0
841eb15ffffffff,2.0,0.0,2.0,0.0
841eb17ffffffff,2.0,0.0,0.0,0.0
841eb1dffffffff,2.0,0.0,2.0,0.0
841eb21ffffffff,6.0,0.0,4.0,0.0
841eb23ffffffff,21.0,0.0,5.0,0.0
841eb2bffffffff,18.0,0.0,4.0,0.0
841eb35ffffffff,2.0,0.0,2.0,0.0
841eb3dffffffff,21.0,0.0,6.0,0.0
841eb49ffffffff,5.0,0.0,0.0,0.0
841eb4dffffffff,17.0,0.0,1.0,0.0
841eb53ffffffff,2.0,0.0,0.0,0.0
841eb59ffffffff,5.0,0.0,2.0,0.0
841eb5bffffffff,3.0,0.0,3.0,0.0
841ec27ffffffff,10.0,0.0,0.0,0.0
841ec33ffffffff,18.0,0.0,11.0,0.0
841ec35ffffffff,4.0,0.0,0.0,0.0
841ec37ffffffff,20.0,0.0,3.0,0.0
841ec91ffffffff,225.0,0.0,10.0,0.0
841ec93ffffffff,147.0,0.0,0.0,0.0
841ec97ffffffff,64.0,0.0,0.0,0.0
841ec99ffffffff,172.0,0.0,7.0,0.0
841ec9bffffffff,82.0,0.0,0.0,0.0
841ec9dffffffff,13.0,0.0,2.0,0.0
841eca1ffffffff,25.0,0.0,0.0,0.0
841eca5ffffffff,27.0,0.0,0.0,0.0
841eca9ffffffff,73.0,0.0,0.0,0.0
841ecadffffffff,8.0,0.0,0.0,0.0
841ecb9ffffffff,10.0,0.0,0.0,0.0
841ecbbffffffff,21.0,0.0,0.0,0.0
841ecbdffffffff,2.0,0.0,0.0,0.0
841eccbffffffff,3.0,0.0,0.0,0.0
841ecd5ffffffff,66.0,0.0,0.0,0.0
841ecd7ffffffff,22.0,0.0,0.0,0.0
841ecddffffffff,10.0,0.0,0.0,0.0
841ece1ffffffff,2.0,0.0,0.0,0.0
841ece5ffffffff,34.0,0.0,3.0,0.0
841ece7ffffffff,10.0,0.0,2.0,0.0
841ed13ffffffff,12.0,0.0,0.0,0.0
841ed1bffffffff,42.0,0.0,0.0,0.0
841ed35ffffffff,7.0,0.0,0.0,0.0
841ed63ffffffff,1.0,0.0,0.0,0.0
841ed81ffffffff,2.0,0.0,0.0,0.0
841ed85ffffffff,1.0,0.0,0.0,0.0
841ed87ffffffff,3.0,0.0,3.0,0.0
841ed89ffffffff,2.0,0.0,0.0,0.0
841ed91ffffffff,34.0,0.0,7.0,0.0
841ed93ffffffff,64.0,0.0,11.0,0.0
841ed9bffffffff,43.0,0.0,9.0,0.0
841eda1ffffffff,99.0,0.0,0.0,0.0
841eda3ffffffff,56.0,0.0,6.0,0.0
841eda5ffffffff,2.0,0.0,2.0,0.0
841eda7ffffffff,68.0,0.0,1.0,0.0
841edabffffffff,6.0,0.0,0.0,0.0
841edb5ffffffff,5.0,0.0,0.0,0.0
841edc1ffffffff,2.0,0.0,0.0,0.0
841edc9ffffffff,3.0,0.0,1.0,0.0
841edcdffffffff,20.0,0.0,0.0,0.0
841edd3ffffffff,2.0,0.0,0.0,0.0
841ede1ffffffff,8.0,0.0,0.0,0.0
841ede3ffffffff,1.0,0.0,0.0,0.0
841ede7ffffffff,8.0,0.0,6.0,0.0
841ede9ffffffff,2.0,0.0,0.0,0.0
841ee91ffffffff,17.0,0.0,5.0,0.0
841ee97ffffffff,140.0,0.0,46.0,0.0
841eeb7ffffffff,40.0,0.0,4.0,0.0
841eeb9ffffffff,1.0,0.0,0.0,0.0
841eebbffffffff,3.0,0.0,3.0,0.0
841ef27ffffffff,8.0,0.0,8.0,0.0
841ef2dffffffff,3.0,0.0,3.0,0.0
841f051ffffffff,2.0,0.0,0.0,0.0
841f059ffffffff,1.0,0.0,0.0,0.0
841f211ffffffff,16.0,0.0,0.0,0.0
841f217ffffffff,21.0,0.0,0.0,0.0
841f219ffffffff,6.0,0.0,0.0,0.0
841f21dffffffff,8.0,0.0,0.0,0.0
841f23bffffffff,7.0,0.0,0.0,0.0
841f251ffffffff,12.0,0.0,0.0,0.0
841f257ffffffff,17.0,0.0,0.0,0.0
841f259ffffffff,4.0,0.0,0.0,0.0
841f2adffffffff,1.0,0.0,0.0,0.0
841f2edffffffff,3.0,0.0,0.0,0.0
841f33dffffffff,63.0,0.0,0.0,0.0
841f9b1ffffffff,8.0,0.0,2.0,0.0
841f9b5ffffffff,7.0,0.0,0.0,0.0
842c201ffffffff,4.0,0.0,0.0,0.0
842c203ffffffff,2.0,0.0,0.0,0.0
842c245ffffffff,4.0,0.0,0.0,0.0
842c26bffffffff,2.0,0.0,0.0,0.0
842d00bffffffff,2.0,0.0,0.0,0.0
842d011ffffffff,1.0,0.0,0.0,0.0
842d015ffffffff,2.0,0.0,0.0,0.0
842d01dffffffff,2.0,0.0,0.0,0.0
842d03bffffffff,1.0,0.0,0.0,0.0
842d049ffffffff,9.0,0.0,0.0,0.0
842d0edffffffff,2.0,0.0,0.0,0.0
842d125ffffffff,2.0,0.0,0.0,0.0
842d19bffffffff,2.0,0.0,0.0,0.0
842d1d3ffffffff,5.0,0.0,0.0,0.0
842d225ffffffff,4.0,0.0,0.0,0.0
842d227ffffffff,31.0,0.0,0.0,0.0
842d281ffffffff,1.0,0.0,1.0,0.0
842d28bffffffff,8.0,0.0,2.0,0.0
842d295ffffffff,2.0,0.0,0.0,0.0
842d2d9ffffffff,5.0,0.0,0.0,0.0
842d353ffffffff,2.0,0.0,0.0,0.0
842d359ffffffff,2.0,0.0,0.0,0.0
842d35dffffffff,3.0,0.0,0.0,0.0
842d763ffffffff,3.0,0.0,0.0,0.0
842da09ffffffff,1.0,0.0,1.0,0.0
