cell_id,Pycnonotus barbatus,Pycnonotus barbatus [barbatus Group],Pycnonotus barbatus somaliensis,Pycnonotus barbatus dodsoni,Pycnonotus barbatus [tricolor Group]
8358b2fffffffff,2.0,0.0,0.0,0.0,0.0
8358b3fffffffff,9.0,7.0,0.0,0.0,0.0
8358b5fffffffff,12.0,2.0,0.0,0.0,0.0
8358c3fffffffff,3.0,0.0,0.0,0.0,0.0
8358c4fffffffff,2.0,0.0,0.0,0.0,0.0
8358c6fffffffff,2.0,0.0,0.0,0.0,0.0
8358c8fffffffff,4.0,0.0,0.0,0.0,0.0
8358cdfffffffff,5.0,1.0,0.0,0.0,0.0
8358d1fffffffff,4.0,0.0,0.0,0.0,0.0
8358d2fffffffff,2.0,0.0,0.0,0.0,0.0
8358d3fffffffff,57.0,53.0,0.0,0.0,0.0
8358dafffffffff,1.0,0.0,0.0,0.0,0.0
8358dbfffffffff,5.0,0.0,0.0,0.0,0.0
8358dcfffffffff,3.0,0.0,0.0,0.0,0.0
8358defffffffff,24.0,7.0,0.0,0.0,0.0
8358e2fffffffff,91.0,61.0,0.0,0.0,0.0
8358e4fffffffff,10.0,0.0,0.0,0.0,0.0
8358e6fffffffff,73.0,7.0,0.0,0.0,0.0
8358e9fffffffff,1.0,0.0,0.0,0.0,0.0
8358f0fffffffff,1.0,0.0,0.0,0.0,0.0
8358f1fffffffff,2.0,2.0,0.0,0.0,0.0
8358f4fffffffff,5.0,0.0,0.0,0.0,0.0
8358f5fffffffff,51.0,35.0,0.0,0.0,0.0
8358f6fffffffff,2.0,0.0,0.0,0.0,0.0
835982fffffffff,10.0,0.0,0.0,0.0,0.0
83598dfffffffff,5.0,0.0,0.0,0.0,0.0
835991fffffffff,17.0,0.0,0.0,0.0,0.0
835993fffffffff,2.0,0.0,0.0,0.0,0.0
835998fffffffff,11.0,5.0,0.0,0.0,0.0
83599afffffffff,27.0,9.0,0.0,0.0,0.0
83599bfffffffff,2.0,0.0,0.0,0.0,0.0
83599efffffffff,72.0,20.0,0.0,0.0,0.0
836a10fffffffff,2.0,0.0,0.0,0.0,2.0
836a45fffffffff,19.0,0.0,0.0,0.0,0.0
836a49fffffffff,38.0,4.0,0.0,0.0,0.0
836a4afffffffff,6.0,0.0,0.0,0.0,0.0
836a4bfffffffff,20.0,0.0,0.0,10.0,0.0
836a4dfffffffff,2.0,0.0,0.0,0.0,0.0
836a50fffffffff,2.0,0.0,0.0,0.0,2.0
836a58fffffffff,20.0,0.0,0.0,0.0,0.0
836a5afffffffff,127.0,0.0,0.0,0.0,27.0
836a5bfffffffff,4.0,0.0,0.0,0.0,0.0
836a61fffffffff,4.0,0.0,0.0,0.0,0.0
836a65fffffffff,7.0,3.0,0.0,0.0,0.0
836a69fffffffff,56.0,23.0,0.0,0.0,0.0
836a9efffffffff,19.0,0.0,0.0,0.0,19.0
836ac0fffffffff,428.0,0.0,0.0,0.0,148.0
836ac1fffffffff,963.0,0.0,0.0,0.0,340.0
836ac2fffffffff,4.0,0.0,0.0,0.0,0.0
836ac3fffffffff,1343.0,0.0,0.0,0.0,469.0
836ac5fffffffff,8.0,0.0,0.0,0.0,6.0
836ac8fffffffff,1338.0,0.0,0.0,0.0,374.0
836ac9fffffffff,128.0,0.0,0.0,0.0,5.0
836acafffffffff,12.0,0.0,0.0,0.0,4.0
836accfffffffff,138.0,0.0,0.0,0.0,27.0
836acdfffffffff,216.0,0.0,0.0,0.0,58.0
836acefffffffff,910.0,0.0,0.0,0.0,265.0
836ad8fffffffff,432.0,0.0,0.0,0.0,182.0
836ad9fffffffff,14.0,0.0,0.0,0.0,10.0
836adafffffffff,16.0,0.0,0.0,0.0,8.0
836adbfffffffff,5.0,0.0,0.0,0.0,1.0
836adcfffffffff,2485.0,0.0,0.0,0.0,748.0
836addfffffffff,131.0,0.0,0.0,0.0,33.0
836adefffffffff,433.0,0.0,0.0,0.0,224.0
836ae0fffffffff,2.0,0.0,0.0,0.0,2.0
836ae1fffffffff,6.0,0.0,0.0,0.0,6.0
836ae8fffffffff,407.0,0.0,0.0,0.0,124.0
836ae9fffffffff,3.0,0.0,0.0,0.0,2.0
836aeafffffffff,840.0,0.0,0.0,0.0,244.0
836aebfffffffff,122.0,0.0,0.0,0.0,46.0
836aecfffffffff,2.0,0.0,0.0,0.0,0.0
836aeefffffffff,265.0,0.0,0.0,0.0,72.0
836af5fffffffff,2.0,0.0,0.0,0.0,0.0
836b16fffffffff,2.0,0.0,0.0,0.0,0.0
836b20fffffffff,2.0,0.0,0.0,0.0,0.0
836b49fffffffff,2.0,0.0,0.0,0.0,0.0
836b6efffffffff,17.0,0.0,0.0,0.0,0.0
836bb6fffffffff,3.0,0.0,0.0,0.0,0.0
837505fffffffff,4.0,0.0,0.0,0.0,0.0
837508fffffffff,113.0,42.0,0.0,0.0,0.0
837509fffffffff,39.0,5.0,0.0,0.0,0.0
83750afffffffff,15.0,4.0,0.0,0.0,0.0
83750cfffffffff,4.0,0.0,0.0,0.0,0.0
83750dfffffffff,954.0,321.0,0.0,0.0,0.0
837511fffffffff,1.0,0.0,0.0,0.0,0.0
837513fffffffff,3.0,0.0,0.0,0.0,0.0
837518fffffffff,7.0,3.0,0.0,0.0,0.0
837519fffffffff,17.0,0.0,0.0,0.0,0.0
837520fffffffff,606.0,181.0,0.0,0.0,0.0
837521fffffffff,13.0,2.0,0.0,0.0,0.0
837522fffffffff,2.0,0.0,0.0,0.0,0.0
837523fffffffff,5.0,2.0,0.0,0.0,0.0
837525fffffffff,2.0,0.0,0.0,0.0,0.0
837528fffffffff,3.0,0.0,0.0,0.0,0.0
837529fffffffff,704.0,193.0,0.0,0.0,0.0
83752afffffffff,135.0,47.0,0.0,0.0,0.0
83752bfffffffff,89.0,27.0,0.0,0.0,0.0
83752dfffffffff,25.0,7.0,0.0,0.0,0.0
83752efffffffff,10.0,6.0,0.0,0.0,0.0
837530fffffffff,16.0,0.0,0.0,0.0,0.0
837531fffffffff,3.0,0.0,0.0,0.0,0.0
837536fffffffff,21.0,0.0,0.0,0.0,0.0
837574fffffffff,83.0,31.0,0.0,0.0,0.0
837576fffffffff,165.0,36.0,0.0,0.0,0.0
837580fffffffff,2.0,0.0,0.0,0.0,0.0
837584fffffffff,1.0,0.0,0.0,0.0,0.0
837586fffffffff,9.0,0.0,0.0,0.0,0.0
8375a0fffffffff,10.0,0.0,0.0,0.0,0.0
8375a1fffffffff,2.0,0.0,0.0,0.0,0.0
8375a3fffffffff,2.0,0.0,0.0,0.0,0.0
8375a5fffffffff,2.0,0.0,0.0,0.0,0.0
8375a6fffffffff,4.0,0.0,0.0,0.0,0.0
8375b0fffffffff,9.0,0.0,0.0,0.0,0.0
8375b3fffffffff,1.0,0.0,0.0,0.0,0.0
837a40fffffffff,730.0,0.0,0.0,237.0,88.0
837a41fffffffff,619.0,0.0,0.0,0.0,84.0
837a43fffffffff,2.0,0.0,0.0,0.0,0.0
837a44fffffffff,6.0,0.0,0.0,4.0,0.0
837a45fffffffff,958.0,0.0,0.0,2.0,304.0
837a46fffffffff,7.0,0.0,0.0,6.0,0.0
837a48fffffffff,327.0,0.0,0.0,0.0,69.0
837a49fffffffff,11.0,0.0,0.0,0.0,5.0
837a4bfffffffff,31.0,0.0,0.0,0.0,9.0
837a4cfffffffff,978.0,0.0,0.0,0.0,228.0
837a4dfffffffff,438.0,0.0,0.0,0.0,80.0
837a4efffffffff,3.0,0.0,0.0,0.0,2.0
837a50fffffffff,2.0,0.0,0.0,0.0,0.0
837a53fffffffff,11.0,0.0,0.0,9.0,0.0
837a55fffffffff,4.0,0.0,0.0,0.0,0.0
837a58fffffffff,3.0,0.0,0.0,1.0,0.0
837a59fffffffff,3.0,0.0,0.0,0.0,3.0
837a5afffffffff,12.0,0.0,0.0,8.0,0.0
837a5cfffffffff,9.0,0.0,0.0,7.0,0.0
837a5dfffffffff,6.0,0.0,0.0,3.0,0.0
837a5efffffffff,2.0,0.0,0.0,2.0,0.0
837a60fffffffff,319.0,0.0,0.0,121.0,27.0
837a61fffffffff,217.0,0.0,0.0,4.0,55.0
837a63fffffffff,37.0,0.0,0.0,3.0,3.0
837a64fffffffff,196.0,0.0,0.0,56.0,30.0
837a65fffffffff,654.0,0.0,0.0,39.0,400.0
837a66fffffffff,17.0,0.0,0.0,4.0,0.0
837a68fffffffff,1273.0,0.0,0.0,0.0,343.0
837a69fffffffff,50.0,0.0,0.0,0.0,15.0
837a6afffffffff,864.0,0.0,0.0,0.0,204.0
837a6bfffffffff,302.0,0.0,0.0,0.0,46.0
837a6cfffffffff,32.0,0.0,0.0,0.0,10.0
837a6dfffffffff,333.0,0.0,0.0,0.0,90.0
837a6efffffffff,1777.0,0.0,0.0,0.0,405.0
837a71fffffffff,2.0,0.0,0.0,2.0,0.0
837a73fffffffff,4.0,0.0,0.0,4.0,0.0
837a74fffffffff,1.0,0.0,0.0,0.0,0.0
837ac1fffffffff,13.0,0.0,0.0,2.0,4.0
837ac8fffffffff,338.0,95.0,0.0,0.0,18.0
837ac9fffffffff,10.0,0.0,0.0,0.0,0.0
837acafffffffff,145.0,53.0,2.0,0.0,3.0
837acbfffffffff,11.0,0.0,0.0,0.0,0.0
837accfffffffff,203.0,6.0,0.0,5.0,118.0
837acdfffffffff,260.0,68.0,0.0,2.0,8.0
837acefffffffff,39.0,2.0,0.0,5.0,15.0
837ad9fffffffff,373.0,57.0,114.0,2.0,15.0
837adbfffffffff,4.0,0.0,0.0,0.0,0.0
837ae8fffffffff,96.0,8.0,0.0,39.0,25.0
837ae9fffffffff,185.0,1.0,0.0,110.0,11.0
837aeafffffffff,41.0,0.0,0.0,14.0,19.0
837aebfffffffff,16.0,2.0,0.0,3.0,5.0
837aedfffffffff,34.0,0.0,2.0,27.0,0.0
837aeefffffffff,2.0,0.0,0.0,0.0,0.0
837b48fffffffff,235.0,0.0,0.0,0.0,72.0
837b49fffffffff,2.0,0.0,0.0,0.0,0.0
837b4afffffffff,118.0,0.0,0.0,2.0,50.0
837b4bfffffffff,169.0,0.0,0.0,11.0,61.0
837b4cfffffffff,6.0,0.0,0.0,0.0,1.0
837b4dfffffffff,41.0,0.0,0.0,0.0,7.0
837b59fffffffff,427.0,0.0,0.0,26.0,86.0
837b5bfffffffff,30.0,0.0,0.0,5.0,5.0
837b68fffffffff,11.0,0.0,0.0,0.0,0.0
837b6afffffffff,25.0,0.0,0.0,0.0,0.0
837b6bfffffffff,85.0,0.0,0.0,0.0,21.0
838212fffffffff,13.0,0.0,0.0,0.0,0.0
838218fffffffff,8.0,1.0,0.0,0.0,0.0
83821bfffffffff,3.0,0.0,0.0,0.0,0.0
838285fffffffff,10.0,2.0,0.0,0.0,0.0
83828afffffffff,2.0,0.0,0.0,0.0,0.0
83828bfffffffff,98.0,15.0,0.0,0.0,0.0
83828dfffffffff,213.0,81.0,0.0,0.0,0.0
8382a0fffffffff,19.0,1.0,0.0,0.0,0.0
8382a1fffffffff,3.0,0.0,0.0,0.0,0.0
8382a3fffffffff,14.0,0.0,0.0,0.0,0.0
8382a5fffffffff,3.0,1.0,0.0,0.0,0.0
8382a8fffffffff,23.0,6.0,0.0,0.0,0.0
8382a9fffffffff,5.0,1.0,0.0,0.0,0.0
8382aafffffffff,15.0,5.0,0.0,0.0,0.0
8382abfffffffff,10.0,8.0,0.0,0.0,0.0
8382aefffffffff,2.0,2.0,0.0,0.0,0.0
8382d0fffffffff,41.0,22.0,0.0,0.0,0.0
8382d2fffffffff,103.0,57.0,0.0,0.0,0.0
8382d3fffffffff,78.0,66.0,0.0,0.0,0.0
8382d4fffffffff,5.0,0.0,0.0,0.0,0.0
8382d6fffffffff,12.0,2.0,0.0,0.0,0.0
8382d8fffffffff,2.0,0.0,0.0,0.0,0.0
8382dbfffffffff,2.0,0.0,0.0,0.0,0.0
8382f0fffffffff,41.0,4.0,0.0,0.0,0.0
8382f2fffffffff,24.0,17.0,0.0,0.0,0.0
8382f4fffffffff,12.0,0.0,0.0,0.0,0.0
8382f6fffffffff,10.0,0.0,0.0,0.0,0.0
838310fffffffff,1.0,0.0,0.0,0.0,1.0
838311fffffffff,18.0,0.0,0.0,0.0,10.0
838312fffffffff,30.0,0.0,0.0,0.0,18.0
838313fffffffff,9.0,0.0,0.0,0.0,1.0
838314fffffffff,1.0,0.0,0.0,0.0,0.0
838315fffffffff,31.0,0.0,0.0,0.0,19.0
83831cfffffffff,1.0,0.0,0.0,0.0,1.0
83831efffffffff,22.0,0.0,0.0,0.0,6.0
838320fffffffff,4.0,0.0,0.0,0.0,0.0
838326fffffffff,24.0,0.0,0.0,0.0,17.0
838330fffffffff,11.0,0.0,0.0,0.0,10.0
838332fffffffff,7.0,0.0,0.0,0.0,7.0
838333fffffffff,40.0,0.0,0.0,0.0,23.0
838335fffffffff,3.0,0.0,0.0,0.0,3.0
83838afffffffff,5.0,0.0,0.0,0.0,0.0
83838efffffffff,12.0,0.0,0.0,0.0,3.0
838398fffffffff,33.0,0.0,0.0,0.0,15.0
8383a5fffffffff,1.0,0.0,0.0,0.0,0.0
8383a8fffffffff,5.0,0.0,0.0,0.0,4.0
8383acfffffffff,19.0,0.0,0.0,0.0,5.0
8383adfffffffff,9.0,0.0,0.0,0.0,3.0
839600fffffffff,63.0,0.0,0.0,0.0,45.0
839601fffffffff,47.0,0.0,0.0,0.0,23.0
839602fffffffff,71.0,0.0,0.0,0.0,45.0
839603fffffffff,15.0,0.0,0.0,0.0,15.0
839604fffffffff,9.0,0.0,0.0,0.0,5.0
839605fffffffff,9.0,0.0,0.0,0.0,7.0
839608fffffffff,29.0,0.0,0.0,0.0,14.0
839609fffffffff,77.0,0.0,0.0,0.0,41.0
83960afffffffff,10.0,0.0,0.0,0.0,2.0
83960bfffffffff,94.0,0.0,0.0,0.0,36.0
83960cfffffffff,2.0,0.0,0.0,0.0,2.0
83960efffffffff,17.0,0.0,0.0,0.0,8.0
839610fffffffff,1.0,0.0,0.0,0.0,1.0
839613fffffffff,3.0,0.0,0.0,0.0,0.0
839614fffffffff,50.0,0.0,0.0,0.0,30.0
839615fffffffff,61.0,0.0,0.0,0.0,48.0
83961afffffffff,5.0,0.0,0.0,0.0,0.0
839620fffffffff,112.0,0.0,0.0,0.0,97.0
839621fffffffff,93.0,0.0,0.0,0.0,64.0
839622fffffffff,23.0,0.0,0.0,0.0,21.0
839623fffffffff,422.0,0.0,0.0,0.0,338.0
839624fffffffff,8.0,0.0,0.0,0.0,8.0
839625fffffffff,4.0,0.0,0.0,0.0,0.0
839626fffffffff,44.0,0.0,0.0,0.0,15.0
839628fffffffff,122.0,0.0,0.0,0.0,99.0
839629fffffffff,8.0,0.0,0.0,0.0,2.0
83962bfffffffff,168.0,0.0,0.0,0.0,148.0
83962cfffffffff,173.0,0.0,0.0,0.0,116.0
83962dfffffffff,28.0,0.0,0.0,0.0,23.0
83962efffffffff,112.0,0.0,0.0,0.0,73.0
839631fffffffff,3.0,0.0,0.0,0.0,2.0
839632fffffffff,3.0,0.0,0.0,0.0,0.0
839633fffffffff,154.0,0.0,0.0,0.0,76.0
839635fffffffff,2.0,0.0,0.0,0.0,0.0
839636fffffffff,46.0,0.0,0.0,0.0,14.0
839644fffffffff,2.0,0.0,0.0,0.0,1.0
839646fffffffff,4.0,0.0,0.0,0.0,3.0
83964cfffffffff,2.0,0.0,0.0,0.0,0.0
839656fffffffff,19.0,0.0,0.0,0.0,18.0
839658fffffffff,1.0,0.0,0.0,0.0,0.0
839660fffffffff,1.0,0.0,0.0,0.0,0.0
839662fffffffff,4.0,0.0,0.0,0.0,0.0
839666fffffffff,2.0,0.0,0.0,0.0,2.0
839668fffffffff,1.0,0.0,0.0,0.0,0.0
83966cfffffffff,2.0,0.0,0.0,0.0,0.0
839670fffffffff,11.0,0.0,0.0,0.0,11.0
839671fffffffff,1.0,0.0,0.0,0.0,1.0
839672fffffffff,2.0,0.0,0.0,0.0,2.0
839675fffffffff,23.0,0.0,0.0,0.0,17.0
839681fffffffff,4.0,0.0,0.0,0.0,4.0
839682fffffffff,4.0,0.0,0.0,0.0,0.0
839683fffffffff,3.0,0.0,0.0,0.0,2.0
839684fffffffff,2.0,0.0,0.0,0.0,0.0
839686fffffffff,9.0,0.0,0.0,0.0,0.0
839688fffffffff,2.0,0.0,0.0,0.0,0.0
83968cfffffffff,8.0,0.0,0.0,0.0,4.0
83968dfffffffff,10.0,0.0,0.0,0.0,0.0
839690fffffffff,233.0,0.0,0.0,0.0,38.0
839692fffffffff,1527.0,0.0,0.0,0.0,678.0
839693fffffffff,1076.0,0.0,0.0,0.0,338.0
839695fffffffff,2.0,0.0,0.0,0.0,2.0
839699fffffffff,2.0,0.0,0.0,0.0,0.0
83969afffffffff,121.0,0.0,0.0,0.0,33.0
83969bfffffffff,17.0,0.0,0.0,0.0,9.0
8396a0fffffffff,16.0,0.0,0.0,0.0,8.0
8396a1fffffffff,24.0,0.0,0.0,0.0,0.0
8396a2fffffffff,58.0,0.0,0.0,0.0,1.0
8396a3fffffffff,53.0,0.0,0.0,0.0,4.0
8396a5fffffffff,52.0,0.0,0.0,0.0,33.0
8396a8fffffffff,38.0,0.0,0.0,0.0,4.0
8396a9fffffffff,6.0,0.0,0.0,0.0,0.0
8396aafffffffff,6.0,0.0,0.0,0.0,2.0
8396abfffffffff,6.0,0.0,0.0,0.0,0.0
8396acfffffffff,2.0,0.0,0.0,0.0,2.0
8396adfffffffff,3.0,0.0,0.0,0.0,2.0
8396b0fffffffff,114.0,0.0,0.0,0.0,31.0
8396b1fffffffff,299.0,0.0,0.0,0.0,35.0
8396b2fffffffff,21.0,0.0,0.0,0.0,9.0
8396b4fffffffff,95.0,0.0,0.0,0.0,28.0
8396b5fffffffff,109.0,0.0,0.0,0.0,14.0
8396b6fffffffff,199.0,0.0,0.0,0.0,48.0
8396d2fffffffff,7.0,0.0,0.0,0.0,0.0
8396e4fffffffff,2.0,0.0,0.0,0.0,0.0
839700fffffffff,9.0,0.0,0.0,0.0,9.0
839701fffffffff,22.0,0.0,0.0,0.0,21.0
839702fffffffff,183.0,0.0,0.0,0.0,133.0
839703fffffffff,206.0,0.0,0.0,0.0,152.0
839705fffffffff,14.0,0.0,0.0,0.0,7.0
839706fffffffff,7.0,0.0,0.0,0.0,0.0
839708fffffffff,12.0,0.0,0.0,0.0,0.0
839709fffffffff,3.0,0.0,0.0,0.0,3.0
83970afffffffff,19.0,0.0,0.0,0.0,13.0
83970cfffffffff,31.0,0.0,0.0,0.0,24.0
83970dfffffffff,21.0,0.0,0.0,0.0,15.0
839710fffffffff,91.0,0.0,0.0,0.0,65.0
839711fffffffff,482.0,0.0,0.0,0.0,227.0
839713fffffffff,44.0,0.0,0.0,0.0,24.0
839715fffffffff,82.0,0.0,0.0,0.0,26.0
839719fffffffff,207.0,0.0,0.0,0.0,88.0
83971bfffffffff,3.0,0.0,0.0,0.0,2.0
83971cfffffffff,203.0,0.0,0.0,0.0,101.0
83971dfffffffff,26.0,0.0,0.0,0.0,20.0
839721fffffffff,2.0,0.0,0.0,0.0,0.0
839723fffffffff,2.0,0.0,0.0,0.0,0.0
839724fffffffff,20.0,0.0,0.0,0.0,7.0
839725fffffffff,19.0,0.0,0.0,0.0,19.0
839726fffffffff,2.0,0.0,0.0,0.0,0.0
839728fffffffff,278.0,0.0,0.0,0.0,143.0
839729fffffffff,104.0,0.0,0.0,0.0,61.0
83972afffffffff,8.0,0.0,0.0,0.0,6.0
83972cfffffffff,274.0,0.0,0.0,0.0,165.0
