cell_id,Columba palumbus,Columba palumbus [palumbus Group],Columba palumbus casiotis
8411155ffffffff,3.0,0.0,0.0
841115bffffffff,4.0,0.0,0.0
8411169ffffffff,34.0,0.0,0.0
841116dffffffff,2.0,0.0,0.0
8411201ffffffff,4.0,0.0,0.0
8411203ffffffff,3.0,0.0,0.0
8411209ffffffff,12.0,0.0,0.0
841120dffffffff,2.0,2.0,0.0
8411215ffffffff,1.0,0.0,0.0
8411221ffffffff,24.0,4.0,0.0
8411223ffffffff,9.0,2.0,0.0
8411229ffffffff,2.0,0.0,0.0
841122bffffffff,2.0,0.0,0.0
8411233ffffffff,5.0,0.0,0.0
8411235ffffffff,7.0,0.0,0.0
8411237ffffffff,4.0,2.0,0.0
8411241ffffffff,4.0,0.0,0.0
8411243ffffffff,2.0,0.0,0.0
8411245ffffffff,5.0,0.0,0.0
8411249ffffffff,21.0,0.0,0.0
841124dffffffff,3.0,0.0,0.0
8411251ffffffff,5.0,0.0,0.0
8411257ffffffff,2.0,0.0,0.0
8411261ffffffff,14.0,2.0,0.0
8411263ffffffff,7.0,0.0,0.0
8411267ffffffff,6.0,0.0,0.0
8411269ffffffff,35.0,0.0,0.0
841126bffffffff,27.0,2.0,0.0
841126dffffffff,532.0,191.0,0.0
8411281ffffffff,1.0,0.0,0.0
8411285ffffffff,2.0,0.0,0.0
8411289ffffffff,1.0,1.0,0.0
841128bffffffff,3.0,0.0,0.0
841128dffffffff,1.0,0.0,0.0
84112adffffffff,19.0,2.0,0.0
84112c1ffffffff,1.0,0.0,0.0
84112c3ffffffff,1.0,0.0,0.0
84112d7ffffffff,2.0,0.0,0.0
84112e1ffffffff,5.0,0.0,0.0
84112e3ffffffff,4.0,0.0,0.0
84112e7ffffffff,4.0,0.0,0.0
84112ebffffffff,2.0,0.0,0.0
84112edffffffff,2.0,2.0,0.0
8411345ffffffff,12.0,0.0,0.0
8411347ffffffff,51.0,0.0,0.0
8411349ffffffff,3.0,0.0,0.0
841134bffffffff,2.0,0.0,0.0
841134dffffffff,9.0,0.0,0.0
8411355ffffffff,5.0,0.0,0.0
8411359ffffffff,2.0,0.0,0.0
841135dffffffff,24.0,2.0,0.0
8411363ffffffff,4.0,0.0,0.0
8411365ffffffff,4.0,0.0,0.0
8411367ffffffff,2.0,0.0,0.0
8411369ffffffff,7.0,0.0,0.0
841136bffffffff,23.0,0.0,0.0
8411549ffffffff,4.0,0.0,0.0
8411807ffffffff,4.0,0.0,0.0
8411811ffffffff,19.0,6.0,0.0
8411813ffffffff,101.0,11.0,0.0
8411817ffffffff,4.0,0.0,0.0
841181bffffffff,11.0,5.0,0.0
841181dffffffff,64.0,2.0,0.0
8411839ffffffff,2.0,0.0,0.0
841183bffffffff,2.0,0.0,0.0
8411853ffffffff,10.0,0.0,0.0
841185dffffffff,2.0,0.0,0.0
841188dffffffff,1.0,0.0,0.0
84118adffffffff,33.0,0.0,0.0
84118c1ffffffff,8.0,0.0,0.0
84118c5ffffffff,8.0,0.0,0.0
84118c7ffffffff,5.0,0.0,0.0
84118c9ffffffff,13.0,0.0,0.0
84118cdffffffff,42.0,9.0,0.0
84118e1ffffffff,23.0,6.0,0.0
84118e5ffffffff,2.0,0.0,0.0
84118e9ffffffff,69.0,22.0,0.0
8411913ffffffff,5.0,0.0,0.0
8411981ffffffff,1.0,0.0,0.0
84119e9ffffffff,2.0,0.0,0.0
84119ebffffffff,3.0,0.0,0.0
8411a0dffffffff,3.0,0.0,0.0
8411a43ffffffff,2.0,0.0,0.0
8411a4dffffffff,1.0,0.0,0.0
8411a63ffffffff,1.0,0.0,0.0
8411a6bffffffff,4.0,0.0,0.0
8411aa3ffffffff,14.0,0.0,0.0
8411aa5ffffffff,30.0,0.0,0.0
8411aa7ffffffff,18.0,0.0,0.0
8411aa9ffffffff,3.0,0.0,0.0
8411aabffffffff,27.0,0.0,0.0
8411aadffffffff,37.0,0.0,0.0
8411ab1ffffffff,7.0,0.0,0.0
8411ab5ffffffff,13.0,1.0,0.0
8411ab7ffffffff,4.0,0.0,0.0
8411ab9ffffffff,1.0,1.0,0.0
8411abdffffffff,13.0,3.0,0.0
8411ae1ffffffff,10.0,1.0,0.0
8411ae3ffffffff,227.0,85.0,0.0
8411ae5ffffffff,5.0,0.0,0.0
8411ae7ffffffff,33.0,19.0,0.0
8411b4dffffffff,8.0,0.0,0.0
8418011ffffffff,1.0,0.0,0.0
8418013ffffffff,11.0,2.0,0.0
8418019ffffffff,24.0,5.0,0.0
841801bffffffff,27.0,0.0,0.0
841801dffffffff,8.0,0.0,0.0
841804bffffffff,2.0,0.0,0.0
8418053ffffffff,13.0,3.0,0.0
8418059ffffffff,50.0,4.0,0.0
841805bffffffff,44.0,4.0,0.0
841805dffffffff,3.0,0.0,0.0
84180c9ffffffff,12.0,0.0,0.0
84180cdffffffff,25.0,0.0,0.0
8418203ffffffff,13.0,0.0,0.0
841820bffffffff,2.0,1.0,0.0
8418213ffffffff,2.0,0.0,0.0
8418215ffffffff,15.0,2.0,0.0
8418219ffffffff,5.0,0.0,0.0
841821bffffffff,8.0,0.0,0.0
841821dffffffff,2.0,2.0,0.0
8418231ffffffff,6.0,0.0,0.0
8418233ffffffff,91.0,36.0,0.0
8418235ffffffff,9.0,1.0,0.0
8418237ffffffff,35.0,0.0,0.0
841823bffffffff,2.0,0.0,0.0
841823dffffffff,3.0,1.0,0.0
8418251ffffffff,27.0,3.0,0.0
8418253ffffffff,4.0,0.0,0.0
8418255ffffffff,10.0,0.0,0.0
8418257ffffffff,2.0,0.0,0.0
8418259ffffffff,19.0,4.0,0.0
841825bffffffff,17.0,3.0,0.0
841825dffffffff,2.0,0.0,0.0
8418281ffffffff,56.0,2.0,0.0
8418285ffffffff,12.0,0.0,0.0
8418287ffffffff,4.0,0.0,0.0
8418289ffffffff,25.0,0.0,0.0
841828bffffffff,448.0,19.0,0.0
841828dffffffff,41.0,1.0,0.0
8418299ffffffff,58.0,2.0,0.0
84182a1ffffffff,32.0,2.0,0.0
84182a3ffffffff,143.0,20.0,0.0
84182a5ffffffff,32.0,0.0,0.0
84182a7ffffffff,30.0,0.0,0.0
84182a9ffffffff,15.0,2.0,0.0
84182abffffffff,31.0,3.0,0.0
84182adffffffff,24.0,2.0,0.0
84182c1ffffffff,1535.0,23.0,0.0
84182c3ffffffff,264.0,7.0,0.0
84182c5ffffffff,17.0,2.0,0.0
84182c7ffffffff,8.0,0.0,0.0
84182c9ffffffff,425.0,12.0,0.0
84182cbffffffff,830.0,3.0,0.0
84182cdffffffff,44.0,8.0,0.0
84182d3ffffffff,31.0,2.0,0.0
84182d5ffffffff,28.0,0.0,0.0
84182d9ffffffff,1.0,0.0,0.0
84182dbffffffff,2.0,0.0,0.0
84182e1ffffffff,8.0,2.0,0.0
84182e3ffffffff,17.0,7.0,0.0
84182e5ffffffff,331.0,111.0,0.0
84182e7ffffffff,42.0,0.0,0.0
84182e9ffffffff,69.0,14.0,0.0
84182ebffffffff,16.0,4.0,0.0
84182edffffffff,6.0,4.0,0.0
8418409ffffffff,1.0,0.0,0.0
8418443ffffffff,201.0,34.0,0.0
8418445ffffffff,2.0,0.0,0.0
8418447ffffffff,23.0,6.0,0.0
841844bffffffff,4.0,2.0,0.0
841844dffffffff,32.0,0.0,0.0
8418451ffffffff,63.0,0.0,0.0
8418453ffffffff,5.0,0.0,0.0
8418455ffffffff,8.0,0.0,0.0
8418457ffffffff,20.0,2.0,0.0
8418459ffffffff,73.0,2.0,0.0
841845bffffffff,20.0,0.0,0.0
841845dffffffff,77.0,0.0,0.0
8418461ffffffff,25.0,12.0,0.0
8418469ffffffff,42.0,2.0,0.0
841846bffffffff,24.0,2.0,0.0
841846dffffffff,118.0,9.0,0.0
8418491ffffffff,208.0,0.0,0.0
8418493ffffffff,129.0,0.0,0.0
8418495ffffffff,894.0,4.0,0.0
8418497ffffffff,153.0,0.0,0.0
841849bffffffff,20.0,0.0,0.0
841849dffffffff,186.0,1.0,0.0
84184a3ffffffff,23.0,0.0,0.0
84184b1ffffffff,729.0,3.0,0.0
84184b3ffffffff,129.0,0.0,0.0
84184b5ffffffff,311.0,5.0,0.0
84184b7ffffffff,370.0,0.0,0.0
84184b9ffffffff,64.0,0.0,0.0
84184bbffffffff,398.0,0.0,0.0
84184bdffffffff,284.0,13.0,0.0
84184c3ffffffff,36.0,23.0,0.0
84184c9ffffffff,7.0,0.0,0.0
84184d1ffffffff,2.0,0.0,0.0
84184d5ffffffff,33.0,2.0,0.0
84184d9ffffffff,24.0,0.0,0.0
84184ddffffffff,124.0,5.0,0.0
8418593ffffffff,93.0,0.0,0.0
8418597ffffffff,98.0,0.0,0.0
84185b1ffffffff,42.0,0.0,0.0
84185b3ffffffff,176.0,0.0,0.0
84185b5ffffffff,747.0,0.0,0.0
84185b7ffffffff,16.0,0.0,0.0
84185bbffffffff,633.0,0.0,0.0
8418601ffffffff,2.0,0.0,0.0
8418603ffffffff,1.0,0.0,0.0
8418605ffffffff,6.0,4.0,0.0
8418607ffffffff,61.0,2.0,0.0
8418609ffffffff,45.0,2.0,0.0
841860bffffffff,6.0,0.0,0.0
841860dffffffff,29.0,10.0,0.0
8418611ffffffff,1.0,0.0,0.0
8418619ffffffff,11.0,0.0,0.0
841861dffffffff,1.0,0.0,0.0
8418623ffffffff,58.0,0.0,0.0
8418625ffffffff,20.0,0.0,0.0
8418627ffffffff,32.0,6.0,0.0
8418629ffffffff,354.0,133.0,0.0
841862bffffffff,46.0,4.0,0.0
841862dffffffff,11.0,1.0,0.0
8418631ffffffff,35.0,10.0,0.0
8418633ffffffff,26.0,0.0,0.0
8418635ffffffff,21.0,5.0,0.0
8418637ffffffff,12.0,2.0,0.0
8418639ffffffff,6.0,0.0,0.0
841863bffffffff,2.0,0.0,0.0
841863dffffffff,46.0,0.0,0.0
841864bffffffff,3.0,1.0,0.0
841864dffffffff,2.0,0.0,0.0
8418653ffffffff,11.0,0.0,0.0
8418655ffffffff,20.0,3.0,0.0
8418657ffffffff,4.0,0.0,0.0
8418659ffffffff,17.0,0.0,0.0
841865bffffffff,2.0,0.0,0.0
841865dffffffff,23.0,5.0,0.0
8418661ffffffff,1.0,0.0,0.0
8418663ffffffff,6.0,2.0,0.0
8418667ffffffff,98.0,29.0,0.0
841866bffffffff,5.0,2.0,0.0
8418681ffffffff,5.0,0.0,0.0
8418683ffffffff,10.0,0.0,0.0
8418685ffffffff,48.0,0.0,0.0
8418687ffffffff,70.0,9.0,0.0
8418689ffffffff,6.0,0.0,0.0
841868bffffffff,2.0,0.0,0.0
841868dffffffff,14.0,2.0,0.0
8418691ffffffff,11.0,9.0,0.0
8418693ffffffff,4.0,0.0,0.0
8418695ffffffff,20.0,0.0,0.0
8418697ffffffff,24.0,2.0,0.0
841869bffffffff,2.0,0.0,0.0
841869dffffffff,8.0,0.0,0.0
84186a1ffffffff,86.0,8.0,0.0
84186a3ffffffff,30.0,2.0,0.0
84186a5ffffffff,59.0,0.0,0.0
84186a7ffffffff,169.0,4.0,0.0
84186a9ffffffff,5.0,0.0,0.0
84186abffffffff,32.0,2.0,0.0
84186adffffffff,3.0,0.0,0.0
84186b1ffffffff,5.0,0.0,0.0
84186b3ffffffff,1.0,0.0,0.0
84186b5ffffffff,3.0,0.0,0.0
84186b7ffffffff,39.0,0.0,0.0
84186b9ffffffff,4.0,0.0,0.0
84186bbffffffff,5.0,0.0,0.0
84186bdffffffff,2.0,0.0,0.0
84186c1ffffffff,98.0,3.0,0.0
84186c3ffffffff,127.0,2.0,0.0
