cell_id,Quiscalus major,Quiscalus major major,Quiscalus major torreyi/alabamensis,Quiscalus major westoni
84446edffffffff,9.0,0.0,0.0,0.0
8444731ffffffff,2.0,0.0,0.0,0.0
8444859ffffffff,7.0,0.0,0.0,0.0
8444a11ffffffff,5.0,0.0,0.0,3.0
8444a13ffffffff,8.0,0.0,0.0,8.0
8444a19ffffffff,14.0,0.0,0.0,4.0
8444a1bffffffff,4.0,0.0,0.0,2.0
8444a37ffffffff,3.0,0.0,0.0,0.0
8444a53ffffffff,9.0,0.0,0.0,1.0
8444a83ffffffff,3.0,0.0,0.0,0.0
8444a91ffffffff,1.0,0.0,0.0,1.0
8444a93ffffffff,15.0,0.0,0.0,9.0
8444a97ffffffff,1.0,0.0,0.0,1.0
8444a9dffffffff,7.0,0.0,0.0,2.0
8444abbffffffff,3.0,0.0,0.0,2.0
8444ac1ffffffff,3.0,0.0,0.0,0.0
8444ac5ffffffff,1.0,0.0,0.0,0.0
8444ac9ffffffff,2.0,0.0,0.0,0.0
8444ad5ffffffff,2.0,0.0,0.0,2.0
8444ad7ffffffff,2.0,0.0,0.0,2.0
8444ad9ffffffff,4.0,0.0,0.0,0.0
8444adbffffffff,2.0,0.0,0.0,2.0
8444addffffffff,2.0,0.0,0.0,2.0
8444ae9ffffffff,6.0,0.0,0.0,3.0
8444aebffffffff,1.0,0.0,0.0,0.0
8444b57ffffffff,31.0,0.0,0.0,0.0
8444c49ffffffff,5.0,0.0,0.0,0.0
8444c65ffffffff,1.0,0.0,0.0,0.0
8444d01ffffffff,14.0,0.0,0.0,0.0
8444d03ffffffff,6.0,0.0,0.0,0.0
8444d07ffffffff,54.0,0.0,0.0,0.0
8444d0bffffffff,10.0,0.0,0.0,0.0
8444d15ffffffff,4.0,0.0,0.0,0.0
8444d17ffffffff,8.0,0.0,0.0,0.0
8444d23ffffffff,1.0,0.0,0.0,0.0
8444d35ffffffff,1.0,0.0,0.0,0.0
8444d39ffffffff,1.0,0.0,0.0,0.0
8444d3bffffffff,26.0,0.0,0.0,0.0
8444d51ffffffff,7.0,0.0,0.0,0.0
8444d55ffffffff,6.0,0.0,0.0,0.0
8444d57ffffffff,3.0,0.0,0.0,0.0
8444d59ffffffff,5.0,0.0,0.0,0.0
8444d5dffffffff,64.0,0.0,0.0,0.0
8444e01ffffffff,9.0,0.0,0.0,3.0
8444e03ffffffff,3.0,0.0,0.0,0.0
8444e07ffffffff,6.0,0.0,0.0,0.0
8444e17ffffffff,2.0,0.0,0.0,0.0
8444e21ffffffff,6.0,0.0,0.0,0.0
8444e25ffffffff,21.0,0.0,0.0,0.0
8444e29ffffffff,1.0,0.0,0.0,1.0
8444e33ffffffff,34.0,0.0,0.0,0.0
8444e37ffffffff,9.0,0.0,0.0,0.0
8444e39ffffffff,3.0,0.0,0.0,0.0
8444e3dffffffff,3.0,0.0,0.0,0.0
8444e43ffffffff,1.0,0.0,0.0,0.0
8444e47ffffffff,6.0,0.0,0.0,4.0
8444e51ffffffff,2.0,0.0,0.0,0.0
8444e55ffffffff,11.0,0.0,0.0,0.0
8444e63ffffffff,60.0,0.0,5.0,4.0
8444e67ffffffff,2.0,0.0,2.0,0.0
8444eedffffffff,9.0,0.0,0.0,0.0
8444f01ffffffff,2.0,0.0,0.0,2.0
8444f03ffffffff,7.0,0.0,0.0,0.0
8444f05ffffffff,65.0,0.0,0.0,64.0
8444f07ffffffff,9.0,0.0,2.0,7.0
8444f0dffffffff,5.0,0.0,0.0,5.0
8444f13ffffffff,6.0,0.0,0.0,0.0
8444f19ffffffff,3.0,0.0,0.0,0.0
8444f1dffffffff,1.0,0.0,0.0,0.0
8444f31ffffffff,5.0,0.0,4.0,0.0
8444f35ffffffff,3.0,0.0,0.0,3.0
8444f3dffffffff,5.0,0.0,4.0,0.0
8444f43ffffffff,26.0,0.0,0.0,0.0
8444f53ffffffff,1.0,0.0,0.0,1.0
8444f55ffffffff,32.0,0.0,0.0,2.0
8444f57ffffffff,2.0,0.0,0.0,2.0
8444f63ffffffff,2.0,0.0,2.0,0.0
8444f6bffffffff,2.0,0.0,0.0,2.0
8444f6dffffffff,8.0,0.0,0.0,8.0
8448903ffffffff,132.0,1.0,0.0,0.0
8448907ffffffff,1.0,0.0,0.0,0.0
844890bffffffff,264.0,0.0,0.0,0.0
8448915ffffffff,3.0,0.0,0.0,0.0
8448923ffffffff,18.0,1.0,0.0,0.0
8448935ffffffff,8.0,0.0,0.0,0.0
844893dffffffff,9.0,0.0,0.0,0.0
8448955ffffffff,7.0,0.0,0.0,0.0
8448957ffffffff,4.0,0.0,0.0,0.0
