cell_id,Ortalis guttata,Ortalis guttata guttata/subaffinis,Ortalis guttata remota
838a15fffffffff,7.0,0.0,0.0
838a1afffffffff,3.0,0.0,0.0
838a21fffffffff,15.0,1.0,0.0
838a24fffffffff,3.0,2.0,0.0
838a25fffffffff,8.0,0.0,0.0
838a2cfffffffff,1.0,0.0,0.0
838a2efffffffff,2.0,0.0,0.0
838a31fffffffff,16.0,5.0,0.0
838a33fffffffff,1.0,0.0,0.0
838a41fffffffff,1.0,0.0,0.0
838a45fffffffff,436.0,7.0,0.0
838a48fffffffff,3.0,0.0,0.0
838a4bfffffffff,8.0,0.0,0.0
838a63fffffffff,64.0,4.0,0.0
838a68fffffffff,12.0,0.0,0.0
838a69fffffffff,248.0,0.0,0.0
838a6dfffffffff,566.0,0.0,0.0
838a70fffffffff,10.0,0.0,0.0
838a73fffffffff,3.0,0.0,0.0
838a75fffffffff,3.0,0.0,0.0
838a80fffffffff,11.0,0.0,0.0
838a8dfffffffff,1.0,0.0,0.0
838af2fffffffff,6.0,0.0,0.0
838af6fffffffff,4.0,0.0,0.0
838b00fffffffff,7.0,0.0,0.0
838b01fffffffff,2.0,0.0,0.0
838b04fffffffff,11.0,1.0,0.0
838b05fffffffff,11.0,0.0,0.0
838b06fffffffff,2.0,0.0,0.0
838b08fffffffff,18.0,0.0,0.0
838b0bfffffffff,2.0,0.0,0.0
838b0cfffffffff,141.0,6.0,0.0
838b0dfffffffff,47.0,0.0,0.0
838b0efffffffff,5.0,0.0,0.0
838b10fffffffff,7.0,2.0,0.0
838b11fffffffff,4.0,0.0,0.0
838b1dfffffffff,3.0,0.0,0.0
838b1efffffffff,6.0,0.0,0.0
838b20fffffffff,9.0,0.0,0.0
838b21fffffffff,8.0,0.0,0.0
838b22fffffffff,485.0,1.0,0.0
838b23fffffffff,36.0,0.0,0.0
838b29fffffffff,2.0,0.0,0.0
838b2afffffffff,134.0,10.0,0.0
838b2bfffffffff,10.0,0.0,0.0
838b2cfffffffff,20.0,0.0,0.0
838b2dfffffffff,19.0,0.0,0.0
838b2efffffffff,26.0,0.0,0.0
838b31fffffffff,4.0,0.0,0.0
838b40fffffffff,76.0,6.0,0.0
838b42fffffffff,26.0,0.0,0.0
838b44fffffffff,612.0,12.0,0.0
838b45fffffffff,23.0,0.0,0.0
838b46fffffffff,34.0,0.0,0.0
838b48fffffffff,8.0,0.0,0.0
838b4efffffffff,9.0,1.0,0.0
838b50fffffffff,2.0,0.0,0.0
838b51fffffffff,38.0,3.0,0.0
838b52fffffffff,11.0,0.0,0.0
838b53fffffffff,2.0,0.0,0.0
838b56fffffffff,45.0,0.0,0.0
838b5cfffffffff,102.0,11.0,0.0
838b5dfffffffff,7.0,0.0,0.0
838b61fffffffff,2296.0,136.0,0.0
838b62fffffffff,82.0,3.0,0.0
838b63fffffffff,616.0,39.0,0.0
838b66fffffffff,7.0,0.0,0.0
838b69fffffffff,24.0,0.0,0.0
838b6cfffffffff,400.0,18.0,0.0
838b6dfffffffff,2.0,0.0,0.0
838b6efffffffff,107.0,0.0,0.0
838b70fffffffff,11.0,0.0,0.0
838b71fffffffff,701.0,9.0,0.0
838b72fffffffff,6.0,0.0,0.0
838b74fffffffff,79.0,1.0,0.0
838b75fffffffff,81.0,0.0,0.0
838b76fffffffff,84.0,0.0,0.0
838b84fffffffff,61.0,0.0,0.0
838b86fffffffff,2.0,0.0,0.0
838b88fffffffff,17.0,0.0,0.0
838b98fffffffff,1.0,0.0,0.0
838b99fffffffff,6.0,2.0,0.0
838b9dfffffffff,24.0,5.0,0.0
838ba0fffffffff,1.0,0.0,0.0
838ba4fffffffff,3.0,0.0,0.0
838ba5fffffffff,1.0,0.0,0.0
838ba6fffffffff,1.0,0.0,0.0
838bb5fffffffff,1.0,0.0,0.0
838e61fffffffff,10.0,0.0,0.0
838e64fffffffff,527.0,0.0,0.0
838e65fffffffff,140.0,0.0,0.0
838e6cfffffffff,7.0,0.0,0.0
838f2dfffffffff,2.0,0.0,0.0
838f40fffffffff,337.0,0.0,0.0
838f42fffffffff,42.0,0.0,0.0
838f43fffffffff,84.0,0.0,0.0
838f44fffffffff,4.0,0.0,0.0
838f46fffffffff,763.0,0.0,0.0
838f48fffffffff,108.0,0.0,0.0
838f49fffffffff,4.0,0.0,0.0
838f4afffffffff,218.0,0.0,0.0
838f4bfffffffff,14.0,0.0,0.0
838f4cfffffffff,16.0,0.0,0.0
838f4efffffffff,1.0,0.0,0.0
838f54fffffffff,57.0,0.0,0.0
838f55fffffffff,95.0,0.0,0.0
838f59fffffffff,2.0,0.0,0.0
838f5dfffffffff,66.0,0.0,0.0
838f61fffffffff,164.0,0.0,0.0
838f63fffffffff,2.0,0.0,0.0
838f65fffffffff,8.0,0.0,0.0
838f6bfffffffff,29.0,9.0,0.0
838f6cfffffffff,8.0,0.0,0.0
838f6efffffffff,9.0,0.0,0.0
838f70fffffffff,155.0,5.0,0.0
838f71fffffffff,6.0,0.0,0.0
838f72fffffffff,807.0,85.0,0.0
838f73fffffffff,29.0,0.0,0.0
838f74fffffffff,173.0,5.0,0.0
838f76fffffffff,156.0,9.0,0.0
83a859fffffffff,5.0,0.0,0.0
83a85dfffffffff,2.0,0.0,0.0
83b321fffffffff,4.0,0.0,0.0
83b324fffffffff,40.0,0.0,0.0
83b325fffffffff,232.0,2.0,0.0
83b366fffffffff,3.0,0.0,0.0
