cell_id,Zapornia pusilla,Zapornia pusilla intermedia,Zapornia pusilla pusilla,Zapornia pusilla [palustris Group]
834ba0fffffffff,12.0,0.0,0.0,0.0
834ba1fffffffff,34.0,0.0,2.0,0.0
834ba3fffffffff,2.0,0.0,0.0,0.0
834ba5fffffffff,34.0,0.0,0.0,0.0
834bb1fffffffff,1.0,0.0,0.0,0.0
834bb5fffffffff,7.0,0.0,0.0,0.0
83524dfffffffff,14.0,1.0,0.0,0.0
83534dfffffffff,1.0,0.0,0.0,0.0
835410fffffffff,10.0,2.0,0.0,0.0
835413fffffffff,1.0,0.0,0.0,0.0
836002fffffffff,56.0,0.0,0.0,0.0
836004fffffffff,41.0,0.0,0.0,0.0
836006fffffffff,21.0,0.0,0.0,0.0
836010fffffffff,2.0,0.0,0.0,0.0
836011fffffffff,1.0,0.0,0.0,0.0
836014fffffffff,338.0,0.0,0.0,0.0
836015fffffffff,84.0,0.0,0.0,0.0
836016fffffffff,49.0,0.0,0.0,0.0
836022fffffffff,236.0,0.0,0.0,0.0
836026fffffffff,35.0,0.0,0.0,0.0
836030fffffffff,6.0,0.0,0.0,0.0
836031fffffffff,27.0,0.0,0.0,0.0
836032fffffffff,92.0,0.0,0.0,0.0
836033fffffffff,55.0,0.0,0.0,0.0
836034fffffffff,9.0,0.0,0.0,0.0
836035fffffffff,7.0,0.0,0.0,0.0
836036fffffffff,20.0,0.0,0.0,0.0
836088fffffffff,4.0,0.0,0.0,0.0
83608afffffffff,1.0,0.0,0.0,0.0
83608bfffffffff,67.0,0.0,0.0,0.0
836099fffffffff,1.0,0.0,0.0,0.0
83609efffffffff,12.0,0.0,0.0,0.0
8360a2fffffffff,2.0,0.0,0.0,0.0
8360a3fffffffff,2.0,0.0,0.0,0.0
8360a8fffffffff,9.0,0.0,0.0,0.0
8360a9fffffffff,27.0,0.0,0.0,0.0
8360abfffffffff,2.0,0.0,0.0,0.0
8360b0fffffffff,1.0,0.0,0.0,0.0
8360b1fffffffff,93.0,0.0,0.0,0.0
836100fffffffff,6.0,0.0,0.0,0.0
836106fffffffff,2.0,0.0,0.0,0.0
83611bfffffffff,6.0,0.0,0.0,0.0
836189fffffffff,142.0,0.0,0.0,0.0
83618cfffffffff,140.0,0.0,0.0,0.0
83618dfffffffff,4.0,0.0,0.0,0.0
83618efffffffff,8.0,0.0,0.0,0.0
8361a9fffffffff,2.0,0.0,0.0,0.0
8361abfffffffff,4.0,0.0,0.0,0.0
836330fffffffff,2.0,2.0,0.0,0.0
836332fffffffff,8.0,0.0,0.0,0.0
83640bfffffffff,12.0,0.0,0.0,0.0
836428fffffffff,4.0,0.0,0.0,0.0
83648dfffffffff,2.0,0.0,0.0,0.0
836498fffffffff,2.0,0.0,0.0,0.0
83649bfffffffff,6.0,0.0,0.0,0.0
83649dfffffffff,2.0,0.0,0.0,0.0
8364a2fffffffff,10.0,0.0,0.0,0.0
8364a4fffffffff,22.0,0.0,1.0,0.0
8364e4fffffffff,132.0,0.0,0.0,0.0
836505fffffffff,1.0,0.0,0.0,0.0
836584fffffffff,4.0,0.0,0.0,0.0
83658bfffffffff,19.0,0.0,0.0,0.0
83659cfffffffff,1.0,0.0,0.0,0.0
839451fffffffff,6.0,0.0,0.0,0.0
839480fffffffff,1.0,0.0,0.0,0.0
8394c4fffffffff,17.0,0.0,0.0,0.0
8394e3fffffffff,25.0,0.0,0.0,0.0
839693fffffffff,4.0,1.0,0.0,0.0
83969afffffffff,1.0,0.0,0.0,0.0
83974afffffffff,2.0,0.0,0.0,0.0
83974bfffffffff,2.0,0.0,0.0,0.0
839c23fffffffff,1.0,0.0,0.0,0.0
839c2dfffffffff,1.0,0.0,0.0,0.0
839d0afffffffff,2.0,0.0,0.0,0.0
839d2afffffffff,2.0,0.0,0.0,0.0
839d46fffffffff,25.0,0.0,0.0,0.0
839d4afffffffff,8.0,0.0,0.0,0.0
839d69fffffffff,1.0,0.0,0.0,0.0
839d6dfffffffff,3.0,0.0,0.0,0.0
83a222fffffffff,2.0,0.0,0.0,0.0
83a231fffffffff,1.0,0.0,0.0,0.0
83a233fffffffff,9.0,3.0,0.0,0.0
83a235fffffffff,14.0,6.0,0.0,0.0
83a318fffffffff,2.0,0.0,0.0,0.0
83a319fffffffff,2.0,2.0,0.0,0.0
83a399fffffffff,82.0,7.0,0.0,0.0
83a71bfffffffff,1.0,0.0,0.0,0.0
83a726fffffffff,50.0,0.0,0.0,0.0
83ac96fffffffff,9.0,6.0,0.0,0.0
83b881fffffffff,2.0,0.0,0.0,0.0
83b885fffffffff,12.0,0.0,0.0,0.0
83b916fffffffff,37.0,0.0,0.0,5.0
83b990fffffffff,1.0,0.0,0.0,0.0
83b99efffffffff,1.0,0.0,0.0,0.0
83b9b5fffffffff,2.0,0.0,0.0,0.0
83bb08fffffffff,5.0,0.0,0.0,0.0
83bb09fffffffff,6.0,0.0,0.0,0.0
83bb29fffffffff,10.0,0.0,0.0,0.0
83bb50fffffffff,5.0,0.0,0.0,0.0
83bb54fffffffff,2.0,0.0,0.0,0.0
83bb74fffffffff,9.0,0.0,0.0,0.0
83bcd6fffffffff,15.0,0.0,0.0,0.0
83bcf2fffffffff,1.0,0.0,0.0,0.0
83bcf5fffffffff,8.0,3.0,0.0,0.0
83be08fffffffff,125.0,0.0,0.0,14.0
83be09fffffffff,1.0,0.0,0.0,0.0
83be0bfffffffff,7.0,0.0,0.0,0.0
83be0cfffffffff,6.0,0.0,0.0,0.0
83be0dfffffffff,12.0,0.0,0.0,0.0
83be0efffffffff,28.0,0.0,0.0,2.0
83be18fffffffff,2.0,0.0,0.0,0.0
83be1afffffffff,3.0,0.0,0.0,0.0
83be1dfffffffff,16.0,0.0,0.0,0.0
83be29fffffffff,1.0,0.0,0.0,0.0
83be40fffffffff,15.0,0.0,0.0,2.0
83be42fffffffff,2.0,0.0,0.0,0.0
83be43fffffffff,2.0,0.0,0.0,0.0
83be44fffffffff,12.0,0.0,0.0,0.0
83be45fffffffff,6.0,0.0,0.0,0.0
83be46fffffffff,10.0,0.0,0.0,0.0
83be49fffffffff,38.0,0.0,0.0,2.0
83be4bfffffffff,8.0,0.0,0.0,0.0
83be4dfffffffff,2.0,0.0,0.0,0.0
83be50fffffffff,143.0,0.0,0.0,4.0
83be55fffffffff,61.0,0.0,0.0,0.0
83be56fffffffff,2.0,0.0,0.0,0.0
83be59fffffffff,1.0,0.0,0.0,0.0
83be5dfffffffff,3.0,0.0,0.0,1.0
83be62fffffffff,1.0,0.0,0.0,0.0
83be63fffffffff,449.0,0.0,0.0,65.0
83be66fffffffff,4.0,0.0,0.0,0.0
83be68fffffffff,1.0,0.0,0.0,0.0
83be6bfffffffff,8.0,0.0,0.0,0.0
83be6efffffffff,2.0,0.0,0.0,0.0
83be71fffffffff,2.0,0.0,0.0,1.0
83be72fffffffff,149.0,0.0,0.0,7.0
83be73fffffffff,1.0,0.0,0.0,0.0
83be75fffffffff,3.0,0.0,0.0,0.0
83be76fffffffff,4.0,0.0,0.0,0.0
83be88fffffffff,21.0,0.0,0.0,3.0
83be89fffffffff,2.0,0.0,0.0,0.0
83be8bfffffffff,6.0,0.0,0.0,0.0
83be8dfffffffff,239.0,0.0,0.0,21.0
83bea9fffffffff,5.0,0.0,0.0,0.0
83beabfffffffff,63.0,0.0,0.0,0.0
83bec4fffffffff,8.0,0.0,0.0,0.0
83bec8fffffffff,4.0,0.0,0.0,0.0
83becefffffffff,16.0,0.0,0.0,0.0
83bee1fffffffff,15.0,0.0,0.0,0.0
83bee3fffffffff,5.0,0.0,0.0,0.0
83bee5fffffffff,2.0,0.0,0.0,0.0
83beeafffffffff,3.0,0.0,0.0,0.0
83beecfffffffff,2.0,0.0,0.0,0.0
83beeefffffffff,1.0,0.0,0.0,0.0
83bef0fffffffff,1.0,0.0,0.0,0.0
83bef1fffffffff,1.0,0.0,0.0,0.0
83bef2fffffffff,23.0,0.0,0.0,2.0
83bef5fffffffff,9.0,0.0,0.0,0.0
83bef6fffffffff,8.0,0.0,0.0,0.0
83c986fffffffff,2.0,0.0,0.0,0.0
83c993fffffffff,13.0,0.0,0.0,0.0
83da80fffffffff,4.0,0.0,0.0,0.0
83da81fffffffff,6.0,0.0,0.0,0.0
83da82fffffffff,37.0,0.0,0.0,0.0
83da83fffffffff,1.0,0.0,0.0,0.0
83da85fffffffff,5.0,0.0,0.0,0.0
83da8efffffffff,5.0,0.0,0.0,0.0
83da91fffffffff,2.0,0.0,0.0,0.0
83da92fffffffff,3.0,0.0,0.0,0.0
83da94fffffffff,14.0,0.0,0.0,0.0
83da96fffffffff,2.0,0.0,0.0,0.0
83daaafffffffff,7.0,0.0,0.0,0.0
83dab3fffffffff,10.0,0.0,0.0,0.0
