cell_id,Dicaeum hirundinaceum,Dicaeum hirundinaceum hirundinaceum,Dicaeum hirundinaceum ignicolle
84be617ffffffff,14.0,0.0,0.0
84be623ffffffff,66.0,0.0,0.0
84be627ffffffff,18.0,0.0,0.0
84be629ffffffff,39.0,0.0,0.0
84be62bffffffff,30.0,0.0,0.0
84be631ffffffff,140.0,0.0,0.0
84be633ffffffff,183.0,0.0,0.0
84be635ffffffff,280.0,0.0,0.0
84be637ffffffff,26.0,0.0,0.0
84be639ffffffff,57.0,0.0,0.0
84be63bffffffff,170.0,0.0,0.0
84be63dffffffff,213.0,0.0,0.0
84be661ffffffff,2.0,0.0,0.0
84be663ffffffff,21.0,0.0,0.0
84be667ffffffff,37.0,0.0,0.0
84be681ffffffff,4.0,0.0,0.0
84be685ffffffff,2.0,0.0,0.0
84be68dffffffff,5.0,0.0,0.0
84be695ffffffff,6.0,0.0,0.0
84be6a1ffffffff,19.0,0.0,0.0
84be6a5ffffffff,21.0,0.0,0.0
84be6a7ffffffff,13.0,0.0,0.0
84be6adffffffff,23.0,0.0,0.0
84be6b1ffffffff,4.0,0.0,0.0
84be6b3ffffffff,2.0,0.0,0.0
84be6b5ffffffff,4.0,0.0,0.0
84be6b7ffffffff,4.0,0.0,0.0
84be6b9ffffffff,12.0,0.0,0.0
84be6bbffffffff,4.0,0.0,0.0
84be6bdffffffff,1.0,0.0,0.0
84be6c5ffffffff,2.0,0.0,0.0
84be6e1ffffffff,4.0,0.0,0.0
84be6e5ffffffff,21.0,0.0,0.0
84be6e9ffffffff,17.0,0.0,0.0
84be6ebffffffff,8.0,0.0,0.0
84be6edffffffff,15.0,0.0,0.0
84be703ffffffff,2.0,0.0,0.0
84be709ffffffff,2.0,0.0,0.0
84be711ffffffff,20.0,0.0,0.0
84be713ffffffff,182.0,0.0,0.0
84be715ffffffff,3.0,0.0,0.0
84be717ffffffff,290.0,0.0,0.0
84be71bffffffff,7.0,0.0,0.0
84be71dffffffff,3.0,0.0,0.0
84be721ffffffff,10.0,0.0,0.0
84be725ffffffff,112.0,0.0,0.0
84be727ffffffff,8.0,0.0,0.0
84be729ffffffff,6.0,0.0,0.0
84be72dffffffff,429.0,0.0,0.0
84be731ffffffff,2.0,0.0,0.0
84be733ffffffff,1.0,0.0,0.0
84be735ffffffff,4.0,0.0,0.0
84be73bffffffff,4.0,0.0,0.0
84be741ffffffff,13.0,0.0,0.0
84be743ffffffff,6.0,0.0,0.0
84be745ffffffff,2.0,0.0,0.0
84be749ffffffff,12.0,0.0,0.0
84be74bffffffff,20.0,0.0,0.0
84be74dffffffff,85.0,0.0,0.0
84be751ffffffff,47.0,0.0,0.0
84be755ffffffff,18.0,0.0,0.0
84be759ffffffff,36.0,0.0,0.0
84be75bffffffff,35.0,0.0,0.0
84be75dffffffff,74.0,0.0,0.0
84be765ffffffff,3.0,0.0,0.0
84be767ffffffff,2.0,0.0,0.0
84be769ffffffff,14.0,0.0,0.0
84be76dffffffff,3.0,0.0,0.0
84be881ffffffff,2.0,0.0,0.0
84be883ffffffff,101.0,0.0,0.0
84be887ffffffff,165.0,0.0,0.0
84be88bffffffff,351.0,0.0,0.0
84be891ffffffff,9.0,0.0,0.0
84be893ffffffff,3.0,0.0,0.0
84be895ffffffff,6.0,0.0,0.0
84be897ffffffff,4.0,0.0,0.0
84be899ffffffff,2.0,0.0,0.0
84be89bffffffff,54.0,0.0,0.0
84be89dffffffff,68.0,0.0,0.0
84be8a3ffffffff,4.0,0.0,0.0
84be8b1ffffffff,30.0,0.0,0.0
84be8b3ffffffff,17.0,0.0,0.0
84be8b5ffffffff,39.0,0.0,0.0
84be8b7ffffffff,76.0,0.0,0.0
84be8b9ffffffff,4.0,0.0,0.0
84be8bdffffffff,30.0,0.0,0.0
84be8c3ffffffff,4.0,0.0,0.0
84be8d1ffffffff,2814.0,0.0,0.0
84be8d3ffffffff,96.0,0.0,0.0
84be8d5ffffffff,289.0,0.0,0.0
84be8d7ffffffff,143.0,0.0,0.0
84be8d9ffffffff,2048.0,0.0,0.0
84be8dbffffffff,947.0,0.0,0.0
84be8ddffffffff,292.0,0.0,0.0
84bea91ffffffff,27.0,0.0,0.0
84bea93ffffffff,20.0,0.0,0.0
84bea95ffffffff,306.0,0.0,0.0
84bea97ffffffff,134.0,0.0,0.0
84bea9bffffffff,42.0,0.0,0.0
84beab1ffffffff,2.0,0.0,0.0
84beab3ffffffff,538.0,0.0,0.0
84beab7ffffffff,20.0,0.0,0.0
84beabbffffffff,315.0,0.0,0.0
84bec05ffffffff,14.0,0.0,0.0
84bec07ffffffff,6.0,0.0,0.0
84bec17ffffffff,10.0,0.0,0.0
84bec49ffffffff,2.0,0.0,0.0
84bec4dffffffff,24.0,0.0,0.0
84bec57ffffffff,3.0,0.0,0.0
84bec59ffffffff,2.0,0.0,0.0
84bec5dffffffff,2.0,0.0,0.0
84bec61ffffffff,1.0,0.0,0.0
84bec63ffffffff,21.0,0.0,0.0
84bec67ffffffff,2.0,0.0,0.0
84bec69ffffffff,4.0,0.0,0.0
84bec89ffffffff,3.0,0.0,0.0
84bec8bffffffff,9.0,0.0,0.0
84beca3ffffffff,4.0,0.0,0.0
84becb5ffffffff,5.0,0.0,0.0
84becc7ffffffff,1.0,0.0,0.0
84beccdffffffff,2.0,0.0,0.0
84becd1ffffffff,4.0,0.0,0.0
84becddffffffff,3.0,0.0,0.0
84bece9ffffffff,163.0,0.0,0.0
84becebffffffff,25.0,0.0,0.0
84bed07ffffffff,2.0,0.0,0.0
84bed09ffffffff,1.0,0.0,0.0
84bed17ffffffff,4.0,0.0,0.0
84bed19ffffffff,4.0,0.0,0.0
84bed21ffffffff,1.0,0.0,0.0
84bed25ffffffff,36.0,0.0,0.0
84bed27ffffffff,2.0,0.0,0.0
84bed2bffffffff,3.0,0.0,0.0
84bed2dffffffff,2.0,0.0,0.0
84bed3bffffffff,2.0,0.0,0.0
84bed41ffffffff,1.0,0.0,0.0
84bed43ffffffff,5.0,0.0,0.0
84bed45ffffffff,28.0,0.0,0.0
84bed47ffffffff,2.0,0.0,0.0
84bed49ffffffff,1.0,0.0,0.0
84bed4bffffffff,2.0,0.0,0.0
84bed4dffffffff,4.0,0.0,0.0
84bed57ffffffff,2.0,0.0,0.0
84bed59ffffffff,22.0,0.0,0.0
84bed5dffffffff,2.0,0.0,0.0
84bed67ffffffff,1.0,0.0,0.0
84bed6dffffffff,3.0,0.0,0.0
84bed89ffffffff,5.0,0.0,0.0
84bedb3ffffffff,2.0,0.0,0.0
84bedbdffffffff,3.0,0.0,0.0
84bedcbffffffff,4.0,0.0,0.0
84bedcdffffffff,4.0,0.0,0.0
84bedd1ffffffff,2.0,0.0,0.0
84bede5ffffffff,2.0,0.0,0.0
84bededffffffff,5.0,0.0,0.0
84bee01ffffffff,78.0,0.0,0.0
84bee03ffffffff,1.0,0.0,0.0
84bee05ffffffff,17.0,0.0,0.0
84bee07ffffffff,23.0,0.0,0.0
84bee09ffffffff,2.0,0.0,0.0
84bee0bffffffff,2.0,0.0,0.0
84bee0dffffffff,12.0,0.0,0.0
84bee11ffffffff,4.0,0.0,0.0
84bee13ffffffff,7.0,0.0,0.0
84bee17ffffffff,45.0,0.0,0.0
84bee19ffffffff,14.0,0.0,0.0
84bee1bffffffff,1.0,0.0,0.0
84bee25ffffffff,8.0,0.0,0.0
84bee29ffffffff,22.0,0.0,0.0
84bee2bffffffff,27.0,0.0,0.0
84bee2dffffffff,22.0,0.0,0.0
84bee31ffffffff,1.0,0.0,0.0
84bee37ffffffff,2.0,0.0,0.0
84bee3bffffffff,22.0,0.0,0.0
84bee41ffffffff,31.0,0.0,0.0
84bee43ffffffff,2.0,0.0,0.0
84bee45ffffffff,1.0,0.0,0.0
84bee49ffffffff,30.0,0.0,0.0
84bee4bffffffff,45.0,0.0,0.0
84bee4dffffffff,6.0,0.0,0.0
84bee51ffffffff,11.0,0.0,0.0
84bee53ffffffff,1.0,0.0,0.0
84bee55ffffffff,12.0,0.0,0.0
84bee57ffffffff,4.0,0.0,0.0
84bee5bffffffff,6.0,0.0,0.0
84bee5dffffffff,5.0,0.0,0.0
84bee61ffffffff,28.0,0.0,0.0
84bee65ffffffff,49.0,0.0,0.0
84bee67ffffffff,10.0,0.0,0.0
84bee69ffffffff,4.0,0.0,0.0
84bee6bffffffff,5.0,0.0,0.0
84bee6dffffffff,118.0,0.0,0.0
84bee81ffffffff,3.0,0.0,0.0
84bee85ffffffff,10.0,0.0,0.0
84bee89ffffffff,2.0,0.0,0.0
84beeabffffffff,1.0,0.0,0.0
84beec3ffffffff,34.0,0.0,0.0
84beed3ffffffff,1.0,0.0,0.0
84beed5ffffffff,2.0,0.0,0.0
84beeddffffffff,2.0,0.0,0.0
84beee1ffffffff,3.0,0.0,0.0
84beee5ffffffff,2.0,0.0,0.0
84beee9ffffffff,1.0,0.0,0.0
84beeebffffffff,3.0,0.0,0.0
84beeedffffffff,6.0,0.0,0.0
84bef01ffffffff,25.0,0.0,0.0
84bef03ffffffff,21.0,0.0,0.0
84bef05ffffffff,243.0,0.0,0.0
84bef07ffffffff,134.0,0.0,0.0
84bef09ffffffff,24.0,0.0,0.0
84bef0bffffffff,15.0,0.0,0.0
84bef0dffffffff,307.0,0.0,0.0
84bef11ffffffff,1.0,0.0,0.0
84bef13ffffffff,5.0,0.0,0.0
84bef15ffffffff,33.0,0.0,0.0
84bef17ffffffff,9.0,0.0,0.0
84bef19ffffffff,4.0,0.0,0.0
84bef1bffffffff,10.0,0.0,0.0
84bef1dffffffff,3.0,0.0,0.0
84bef21ffffffff,236.0,0.0,0.0
84bef23ffffffff,28.0,0.0,0.0
84bef25ffffffff,40.0,0.0,0.0
84bef27ffffffff,6.0,0.0,0.0
84bef29ffffffff,15.0,0.0,0.0
84bef2bffffffff,17.0,0.0,0.0
84bef2dffffffff,252.0,0.0,0.0
84bef33ffffffff,5.0,0.0,0.0
84bef37ffffffff,2.0,0.0,0.0
84bef3dffffffff,11.0,0.0,0.0
84bef41ffffffff,6.0,0.0,0.0
84bef43ffffffff,14.0,0.0,0.0
84bef47ffffffff,47.0,0.0,0.0
84bef49ffffffff,2.0,0.0,0.0
84bef4dffffffff,4.0,0.0,0.0
84bef51ffffffff,19.0,0.0,0.0
84bef53ffffffff,2.0,0.0,0.0
84bef55ffffffff,11.0,0.0,0.0
84bef59ffffffff,4.0,0.0,0.0
84bef5dffffffff,72.0,0.0,0.0
84bef61ffffffff,16.0,0.0,0.0
84bef63ffffffff,91.0,0.0,0.0
84bef65ffffffff,211.0,0.0,0.0
84bef67ffffffff,129.0,0.0,0.0
84bef69ffffffff,24.0,0.0,0.0
84bef6bffffffff,19.0,0.0,0.0
84bef6dffffffff,102.0,0.0,0.0
84c9901ffffffff,6.0,0.0,0.0
84c9905ffffffff,2.0,0.0,0.0
84c9909ffffffff,7.0,0.0,0.0
84c990bffffffff,4.0,0.0,0.0
84c990dffffffff,2.0,0.0,0.0
84c9921ffffffff,2.0,0.0,0.0
84c9923ffffffff,24.0,0.0,0.0
84c9925ffffffff,12.0,0.0,0.0
84c9927ffffffff,1.0,0.0,0.0
84c992bffffffff,3.0,0.0,0.0
84c9931ffffffff,11.0,0.0,0.0
84c9935ffffffff,4.0,0.0,0.0
84c9951ffffffff,4.0,0.0,0.0
84c9953ffffffff,2.0,0.0,0.0
84c9955ffffffff,8.0,0.0,0.0
84c995bffffffff,2.0,0.0,0.0
84c995dffffffff,2.0,0.0,0.0
84c99ebffffffff,1.0,0.0,0.0
84c9b33ffffffff,12.0,0.0,0.0
84c9b39ffffffff,2.0,0.0,0.0
84c9b3dffffffff,2.0,0.0,0.0
