cell_id,Buteogallus urubitinga,Buteogallus urubitinga ridgwayi,Buteogallus urubitinga urubitinga
82b26ffffffffff,164.0,0.0,0.0
82b277fffffffff,33.0,0.0,0.0
82b347fffffffff,297.0,0.0,0.0
82b34ffffffffff,80.0,0.0,0.0
82b357fffffffff,2.0,0.0,0.0
82b35ffffffffff,309.0,0.0,0.0
82b367fffffffff,48.0,0.0,0.0
82b36ffffffffff,108.0,0.0,0.0
82c2c7fffffffff,13.0,0.0,0.0
82c2cffffffffff,141.0,0.0,0.0
82c2e7fffffffff,2.0,0.0,0.0
82c2effffffffff,2.0,0.0,0.0
