cell_id,Vireo griseus,Vireo griseus [griseus Group],Vireo griseus perquisitor
8426529ffffffff,26.0,0.0,0.0
842652bffffffff,153.0,0.0,0.0
842652dffffffff,71.0,0.0,0.0
8426531ffffffff,312.0,0.0,0.0
8426533ffffffff,949.0,0.0,0.0
8426535ffffffff,21.0,0.0,0.0
8426537ffffffff,39.0,0.0,0.0
8426539ffffffff,1.0,0.0,0.0
842653bffffffff,342.0,0.0,0.0
842653dffffffff,47.0,0.0,0.0
8426541ffffffff,5.0,0.0,0.0
8426543ffffffff,79.0,0.0,0.0
8426545ffffffff,8.0,0.0,0.0
8426547ffffffff,51.0,0.0,0.0
8426549ffffffff,1.0,0.0,0.0
842654bffffffff,29.0,0.0,0.0
842654dffffffff,21.0,0.0,0.0
8426551ffffffff,308.0,0.0,0.0
8426553ffffffff,31.0,0.0,0.0
8426555ffffffff,550.0,0.0,0.0
8426557ffffffff,282.0,0.0,0.0
8426559ffffffff,38.0,0.0,0.0
842655bffffffff,153.0,0.0,0.0
842655dffffffff,738.0,0.0,0.0
8426561ffffffff,113.0,0.0,0.0
8426563ffffffff,185.0,0.0,0.0
8426565ffffffff,160.0,0.0,0.0
8426567ffffffff,221.0,0.0,0.0
8426569ffffffff,2.0,0.0,0.0
842656dffffffff,35.0,0.0,0.0
8426583ffffffff,2.0,0.0,0.0
8426585ffffffff,45.0,0.0,0.0
8426587ffffffff,197.0,0.0,0.0
8426589ffffffff,20.0,0.0,0.0
842658bffffffff,31.0,0.0,0.0
842658dffffffff,12.0,0.0,0.0
8426591ffffffff,22.0,0.0,0.0
8426593ffffffff,173.0,0.0,0.0
8426595ffffffff,5.0,0.0,0.0
8426597ffffffff,47.0,0.0,0.0
8426599ffffffff,669.0,0.0,0.0
842659bffffffff,1682.0,0.0,0.0
842659dffffffff,25.0,0.0,0.0
84265a1ffffffff,9.0,0.0,0.0
84265a3ffffffff,136.0,0.0,0.0
84265a5ffffffff,44.0,0.0,0.0
84265a7ffffffff,169.0,0.0,0.0
84265a9ffffffff,61.0,0.0,0.0
84265abffffffff,15.0,0.0,0.0
84265adffffffff,43.0,0.0,0.0
84265b1ffffffff,14.0,0.0,0.0
84265b3ffffffff,3.0,0.0,0.0
84265b5ffffffff,1485.0,0.0,0.0
84265b7ffffffff,33.0,0.0,0.0
84265b9ffffffff,461.0,0.0,0.0
84265bbffffffff,20.0,0.0,0.0
84265bdffffffff,64.0,0.0,0.0
84265c1ffffffff,430.0,0.0,0.0
84265c3ffffffff,38.0,0.0,0.0
84265c5ffffffff,89.0,0.0,0.0
84265c7ffffffff,35.0,0.0,0.0
84265c9ffffffff,145.0,0.0,0.0
84265cbffffffff,107.0,0.0,0.0
84265cdffffffff,235.0,0.0,0.0
84265d1ffffffff,16.0,0.0,0.0
84265d3ffffffff,22.0,0.0,0.0
84265d5ffffffff,20.0,0.0,0.0
84265d7ffffffff,139.0,0.0,0.0
84265d9ffffffff,242.0,0.0,0.0
84265dbffffffff,294.0,0.0,0.0
84265ddffffffff,55.0,0.0,0.0
84265e1ffffffff,59.0,0.0,0.0
84265e3ffffffff,31.0,0.0,0.0
84265e5ffffffff,324.0,0.0,0.0
84265e7ffffffff,30.0,0.0,0.0
84265e9ffffffff,23.0,0.0,0.0
84265ebffffffff,15.0,0.0,0.0
84265edffffffff,65.0,0.0,0.0
8426603ffffffff,36.0,0.0,0.0
8426607ffffffff,151.0,0.0,0.0
8426609ffffffff,37.0,0.0,0.0
842660bffffffff,71.0,0.0,0.0
842660dffffffff,1.0,0.0,0.0
8426611ffffffff,67.0,0.0,0.0
8426613ffffffff,232.0,0.0,0.0
8426615ffffffff,24.0,0.0,0.0
8426617ffffffff,74.0,0.0,0.0
8426619ffffffff,103.0,0.0,0.0
842661bffffffff,1161.0,0.0,0.0
842661dffffffff,3.0,0.0,0.0
8426621ffffffff,38.0,0.0,0.0
8426623ffffffff,79.0,0.0,0.0
8426625ffffffff,34.0,0.0,0.0
8426627ffffffff,1.0,0.0,0.0
8426629ffffffff,68.0,0.0,0.0
842662bffffffff,52.0,0.0,0.0
842662dffffffff,60.0,0.0,0.0
8426631ffffffff,23.0,0.0,0.0
8426633ffffffff,14.0,0.0,0.0
8426637ffffffff,1.0,0.0,0.0
8426639ffffffff,7.0,0.0,0.0
842663bffffffff,25.0,0.0,0.0
842663dffffffff,43.0,0.0,0.0
8426641ffffffff,165.0,0.0,0.0
8426643ffffffff,6.0,0.0,0.0
8426645ffffffff,137.0,0.0,0.0
8426647ffffffff,30.0,0.0,0.0
8426649ffffffff,186.0,0.0,0.0
842664bffffffff,120.0,0.0,0.0
842664dffffffff,120.0,0.0,0.0
8426651ffffffff,73.0,0.0,0.0
8426653ffffffff,11.0,0.0,0.0
8426655ffffffff,4.0,0.0,0.0
8426657ffffffff,81.0,0.0,0.0
8426659ffffffff,6.0,0.0,0.0
842665bffffffff,21.0,0.0,0.0
842665dffffffff,10.0,0.0,0.0
8426661ffffffff,32.0,0.0,0.0
8426663ffffffff,4.0,0.0,0.0
8426665ffffffff,54.0,0.0,0.0
8426667ffffffff,2.0,0.0,0.0
8426669ffffffff,66.0,0.0,0.0
842666bffffffff,60.0,0.0,0.0
842666dffffffff,3.0,0.0,0.0
8426681ffffffff,104.0,0.0,0.0
8426683ffffffff,17.0,0.0,0.0
8426685ffffffff,64.0,0.0,0.0
8426687ffffffff,2.0,0.0,0.0
8426689ffffffff,206.0,0.0,0.0
842668bffffffff,306.0,0.0,0.0
842668dffffffff,90.0,0.0,0.0
8426691ffffffff,18.0,0.0,0.0
8426693ffffffff,40.0,0.0,0.0
8426695ffffffff,47.0,0.0,0.0
8426697ffffffff,11.0,0.0,0.0
8426699ffffffff,16.0,0.0,0.0
842669bffffffff,102.0,0.0,0.0
842669dffffffff,22.0,0.0,0.0
84266a1ffffffff,281.0,0.0,0.0
84266a3ffffffff,54.0,0.0,0.0
84266a5ffffffff,130.0,0.0,0.0
84266a7ffffffff,15.0,0.0,0.0
84266a9ffffffff,133.0,0.0,0.0
84266abffffffff,25.0,0.0,0.0
84266adffffffff,108.0,0.0,0.0
84266b1ffffffff,32.0,0.0,0.0
84266b3ffffffff,57.0,0.0,0.0
84266b5ffffffff,115.0,0.0,0.0
84266b7ffffffff,37.0,0.0,0.0
84266b9ffffffff,111.0,0.0,0.0
84266bbffffffff,515.0,0.0,0.0
84266bdffffffff,9.0,0.0,0.0
84266c1ffffffff,208.0,0.0,0.0
84266c3ffffffff,18.0,0.0,0.0
84266c5ffffffff,1468.0,0.0,0.0
84266c7ffffffff,2.0,0.0,0.0
84266c9ffffffff,2.0,0.0,0.0
84266cbffffffff,30.0,0.0,0.0
84266cdffffffff,207.0,0.0,0.0
84266d1ffffffff,50.0,0.0,0.0
84266d3ffffffff,87.0,0.0,0.0
84266d5ffffffff,356.0,0.0,0.0
84266d7ffffffff,46.0,0.0,0.0
84266d9ffffffff,1.0,0.0,0.0
84266dbffffffff,238.0,0.0,0.0
84266ddffffffff,11.0,0.0,0.0
84266e1ffffffff,250.0,0.0,0.0
84266e3ffffffff,105.0,0.0,0.0
84266e5ffffffff,3.0,0.0,0.0
84266e7ffffffff,114.0,0.0,0.0
84266e9ffffffff,71.0,0.0,0.0
84266ebffffffff,299.0,0.0,0.0
84266edffffffff,23.0,0.0,0.0
8426703ffffffff,1.0,0.0,0.0
8426705ffffffff,16.0,0.0,0.0
8426707ffffffff,75.0,0.0,0.0
8426709ffffffff,2.0,0.0,0.0
8426711ffffffff,16.0,0.0,0.0
8426713ffffffff,2.0,0.0,0.0
8426717ffffffff,32.0,0.0,0.0
8426719ffffffff,32.0,0.0,0.0
842671bffffffff,10.0,0.0,0.0
842671dffffffff,5.0,0.0,0.0
8426721ffffffff,4.0,0.0,0.0
8426723ffffffff,57.0,0.0,0.0
842672bffffffff,1.0,0.0,0.0
8426731ffffffff,9.0,0.0,0.0
8426733ffffffff,60.0,0.0,0.0
8426735ffffffff,16.0,0.0,0.0
8426737ffffffff,5.0,0.0,0.0
8426739ffffffff,2.0,0.0,0.0
842673bffffffff,39.0,0.0,0.0
842673dffffffff,5.0,0.0,0.0
8426751ffffffff,1.0,0.0,0.0
8426753ffffffff,8.0,0.0,0.0
842675bffffffff,8.0,0.0,0.0
8426c03ffffffff,6.0,0.0,0.0
8426c09ffffffff,6.0,0.0,0.0
8426c11ffffffff,289.0,0.0,0.0
8426c13ffffffff,7.0,0.0,0.0
8426c17ffffffff,4.0,0.0,0.0
8426c19ffffffff,165.0,0.0,0.0
8426c1bffffffff,237.0,0.0,0.0
8426c1dffffffff,3.0,0.0,0.0
8426c31ffffffff,233.0,0.0,0.0
8426c33ffffffff,7.0,0.0,0.0
8426c39ffffffff,2.0,0.0,0.0
8426c3bffffffff,229.0,0.0,0.0
8426c3dffffffff,1.0,0.0,0.0
8426c43ffffffff,20.0,0.0,0.0
8426c51ffffffff,2.0,0.0,0.0
8426c53ffffffff,75.0,0.0,0.0
8426c5bffffffff,28.0,0.0,0.0
8426c6bffffffff,8.0,0.0,0.0
8426c81ffffffff,49.0,0.0,0.0
8426c83ffffffff,503.0,0.0,0.0
8426c85ffffffff,197.0,0.0,0.0
8426c87ffffffff,1024.0,0.0,0.0
8426c89ffffffff,1591.0,0.0,0.0
8426c8bffffffff,27.0,0.0,0.0
8426c8dffffffff,50.0,0.0,0.0
8426c91ffffffff,213.0,0.0,0.0
8426c93ffffffff,152.0,0.0,0.0
8426c95ffffffff,24.0,0.0,0.0
8426c97ffffffff,398.0,0.0,0.0
8426c99ffffffff,12.0,0.0,0.0
8426c9bffffffff,139.0,0.0,0.0
8426c9dffffffff,258.0,0.0,0.0
8426ca1ffffffff,77.0,0.0,0.0
8426ca3ffffffff,165.0,0.0,0.0
8426ca5ffffffff,63.0,0.0,0.0
8426ca7ffffffff,51.0,0.0,0.0
8426ca9ffffffff,56.0,0.0,0.0
8426cabffffffff,260.0,0.0,0.0
8426cadffffffff,58.0,0.0,0.0
8426cb1ffffffff,147.0,0.0,0.0
8426cb3ffffffff,30.0,0.0,0.0
8426cb5ffffffff,173.0,0.0,0.0
8426cb7ffffffff,30.0,0.0,0.0
8426cb9ffffffff,1128.0,0.0,0.0
8426cbbffffffff,99.0,0.0,0.0
8426cbdffffffff,1309.0,0.0,0.0
8426cc1ffffffff,5.0,0.0,0.0
8426cc3ffffffff,18.0,0.0,0.0
8426cc5ffffffff,26.0,0.0,0.0
8426cc7ffffffff,64.0,0.0,0.0
8426cc9ffffffff,3.0,0.0,0.0
8426ccbffffffff,27.0,0.0,0.0
8426ccdffffffff,1.0,0.0,0.0
8426cd1ffffffff,50.0,0.0,0.0
8426cd3ffffffff,38.0,0.0,0.0
8426cd5ffffffff,53.0,0.0,0.0
8426cd7ffffffff,105.0,0.0,0.0
8426cd9ffffffff,12.0,0.0,0.0
8426cdbffffffff,42.0,0.0,0.0
8426cddffffffff,2.0,0.0,0.0
8426ce1ffffffff,3.0,0.0,0.0
8426ce3ffffffff,44.0,0.0,0.0
8426ce5ffffffff,6.0,0.0,0.0
8426ce7ffffffff,11.0,0.0,0.0
8426ce9ffffffff,3.0,0.0,0.0
8426cebffffffff,25.0,0.0,0.0
8426cedffffffff,7.0,0.0,0.0
8426d83ffffffff,1.0,0.0,0.0
8426d91ffffffff,11.0,0.0,0.0
8426d93ffffffff,24.0,0.0,0.0
8426d95ffffffff,44.0,0.0,0.0
8426d97ffffffff,18.0,0.0,0.0
8426d99ffffffff,10.0,0.0,0.0
8426d9bffffffff,73.0,0.0,0.0
8426d9dffffffff,5.0,0.0,0.0
8426db1ffffffff,4.0,0.0,0.0
8426db7ffffffff,1.0,0.0,0.0
8426db9ffffffff,18.0,0.0,0.0
8426dbbffffffff,164.0,0.0,0.0
8426dc3ffffffff,4.0,0.0,0.0
8426dd1ffffffff,4.0,0.0,0.0
8426dd3ffffffff,21.0,0.0,0.0
8426dd7ffffffff,2.0,0.0,0.0
8426dd9ffffffff,5.0,0.0,0.0
8426ddbffffffff,31.0,0.0,0.0
8426dddffffffff,3.0,0.0,0.0
8426e11ffffffff,2.0,0.0,0.0
8426e13ffffffff,5.0,0.0,0.0
8426e1bffffffff,8.0,0.0,0.0
8426e31ffffffff,4.0,0.0,0.0
8426e33ffffffff,2.0,0.0,0.0
8426e39ffffffff,9.0,0.0,0.0
8426e3dffffffff,21.0,0.0,0.0
8426e43ffffffff,1.0,0.0,0.0
8426e51ffffffff,18.0,0.0,0.0
8426e57ffffffff,4.0,0.0,0.0
8426e59ffffffff,9.0,0.0,0.0
8426e5bffffffff,101.0,0.0,0.0
8426e5dffffffff,6.0,0.0,0.0
8426e81ffffffff,11.0,0.0,0.0
8426e83ffffffff,25.0,0.0,0.0
8426e85ffffffff,50.0,0.0,0.0
8426e87ffffffff,2.0,0.0,0.0
8426e89ffffffff,30.0,0.0,0.0
8426e8bffffffff,58.0,0.0,0.0
8426e91ffffffff,11.0,0.0,0.0
8426e93ffffffff,8.0,0.0,0.0
8426e95ffffffff,17.0,0.0,0.0
8426e97ffffffff,75.0,0.0,0.0
8426e99ffffffff,68.0,0.0,0.0
8426e9bffffffff,48.0,0.0,0.0
8426e9dffffffff,301.0,0.0,0.0
8426ea1ffffffff,3.0,0.0,0.0
8426ea3ffffffff,11.0,0.0,0.0
8426ea5ffffffff,2.0,0.0,0.0
8426ea7ffffffff,3.0,0.0,0.0
8426ea9ffffffff,38.0,0.0,0.0
8426eabffffffff,25.0,0.0,0.0
8426eadffffffff,6.0,0.0,0.0
8426eb1ffffffff,12.0,0.0,0.0
8426eb3ffffffff,6.0,0.0,0.0
8426eb7ffffffff,10.0,0.0,0.0
8426eb9ffffffff,42.0,0.0,0.0
8426ebbffffffff,16.0,0.0,0.0
8426ebdffffffff,12.0,0.0,0.0
8426ec1ffffffff,31.0,0.0,0.0
8426ec3ffffffff,32.0,0.0,0.0
8426ec5ffffffff,3.0,0.0,0.0
8426ec7ffffffff,1.0,0.0,0.0
8426ec9ffffffff,127.0,0.0,0.0
8426ecbffffffff,289.0,0.0,0.0
8426ecdffffffff,7.0,0.0,0.0
8426ed1ffffffff,382.0,0.0,0.0
8426ed3ffffffff,39.0,0.0,0.0
8426ed5ffffffff,159.0,0.0,0.0
8426ed7ffffffff,469.0,0.0,0.0
8426ed9ffffffff,229.0,0.0,0.0
8426edbffffffff,22.0,0.0,0.0
8426eddffffffff,475.0,0.0,0.0
8426ee1ffffffff,26.0,0.0,0.0
8426ee3ffffffff,118.0,0.0,0.0
8426ee7ffffffff,3.0,0.0,0.0
8426ee9ffffffff,7.0,0.0,0.0
8426eedffffffff,11.0,0.0,0.0
8427491ffffffff,15.0,0.0,0.0
8427497ffffffff,16.0,0.0,0.0
842749bffffffff,2.0,0.0,0.0
84274b1ffffffff,42.0,0.0,0.0
84274b3ffffffff,16.0,0.0,0.0
84274b5ffffffff,70.0,0.0,0.0
84274b7ffffffff,76.0,0.0,0.0
84274bbffffffff,53.0,0.0,0.0
8427591ffffffff,40.0,0.0,0.0
8427593ffffffff,100.0,0.0,0.0
8427595ffffffff,13.0,0.0,0.0
8427597ffffffff,2.0,0.0,0.0
842759bffffffff,29.0,0.0,0.0
84275a3ffffffff,7.0,0.0,0.0
84275b1ffffffff,1.0,0.0,0.0
84275b3ffffffff,5.0,0.0,0.0
84275b5ffffffff,36.0,0.0,0.0
84275b9ffffffff,9.0,0.0,0.0
84275bbffffffff,9.0,0.0,0.0
842a065ffffffff,31.0,0.0,0.0
842a101ffffffff,207.0,0.0,0.0
842a103ffffffff,627.0,0.0,0.0
842a105ffffffff,80.0,0.0,0.0
842a107ffffffff,1464.0,0.0,0.0
842a109ffffffff,169.0,0.0,0.0
842a10bffffffff,348.0,0.0,0.0
842a10dffffffff,122.0,0.0,0.0
842a121ffffffff,54.0,0.0,0.0
842a123ffffffff,452.0,0.0,0.0
842a125ffffffff,13.0,0.0,0.0
842a127ffffffff,11.0,0.0,0.0
842a129ffffffff,64.0,0.0,0.0
842a12bffffffff,253.0,0.0,0.0
842a131ffffffff,703.0,0.0,0.0
842a133ffffffff,2095.0,0.0,0.0
842a135ffffffff,162.0,0.0,0.0
842a137ffffffff,307.0,0.0,0.0
842a139ffffffff,319.0,0.0,0.0
842a13bffffffff,418.0,0.0,0.0
842a13dffffffff,473.0,0.0,0.0
842a141ffffffff,38.0,0.0,0.0
842a143ffffffff,85.0,0.0,0.0
842a145ffffffff,17.0,0.0,0.0
842a147ffffffff,80.0,0.0,0.0
842a14bffffffff,76.0,0.0,0.0
842a14dffffffff,2.0,0.0,0.0
842a151ffffffff,64.0,0.0,0.0
842a155ffffffff,110.0,0.0,0.0
842a157ffffffff,42.0,0.0,0.0
842a159ffffffff,306.0,0.0,0.0
842a15dffffffff,273.0,0.0,0.0
842a163ffffffff,52.0,0.0,0.0
842a167ffffffff,1.0,0.0,0.0
842a169ffffffff,10.0,0.0,0.0
842a16bffffffff,45.0,0.0,0.0
842a16dffffffff,1.0,0.0,0.0
842a1a5ffffffff,330.0,13.0,0.0
842a301ffffffff,52.0,0.0,0.0
842a303ffffffff,29.0,0.0,0.0
842a311ffffffff,64.0,0.0,0.0
842a313ffffffff,30.0,0.0,0.0
842a315ffffffff,107.0,0.0,0.0
842a317ffffffff,57.0,0.0,0.0
842a31dffffffff,29.0,0.0,0.0
842a331ffffffff,11.0,0.0,0.0
842a333ffffffff,1033.0,0.0,0.0
842a335ffffffff,191.0,0.0,0.0
842a337ffffffff,299.0,0.0,0.0
842a339ffffffff,3.0,0.0,0.0
842a33bffffffff,334.0,0.0,0.0
842a349ffffffff,85.0,0.0,0.0
842a4c1ffffffff,1908.0,0.0,0.0
842a4c9ffffffff,1031.0,0.0,0.0
842a801ffffffff,165.0,7.0,0.0
842a803ffffffff,32.0,0.0,0.0
842a805ffffffff,5.0,0.0,0.0
842a809ffffffff,12.0,0.0,0.0
842a80bffffffff,94.0,0.0,0.0
842a80dffffffff,88.0,0.0,0.0
842a811ffffffff,2.0,0.0,0.0
842a813ffffffff,4.0,0.0,0.0
842a815ffffffff,17.0,0.0,0.0
842a817ffffffff,56.0,0.0,0.0
842a819ffffffff,9.0,0.0,0.0
842a81bffffffff,1.0,0.0,0.0
842a81dffffffff,42.0,0.0,0.0
842a821ffffffff,362.0,0.0,0.0
842a823ffffffff,47.0,0.0,0.0
842a825ffffffff,422.0,0.0,0.0
842a827ffffffff,207.0,0.0,0.0
842a829ffffffff,50.0,0.0,0.0
842a82bffffffff,80.0,5.0,0.0
842a82dffffffff,153.0,0.0,0.0
842a831ffffffff,6.0,0.0,0.0
842a833ffffffff,42.0,0.0,0.0
842a835ffffffff,2.0,0.0,0.0
842a837ffffffff,8.0,0.0,0.0
842a839ffffffff,32.0,2.0,0.0
842a841ffffffff,194.0,0.0,0.0
842a843ffffffff,155.0,0.0,0.0
842a845ffffffff,110.0,0.0,0.0
842a847ffffffff,258.0,0.0,0.0
842a849ffffffff,32.0,0.0,0.0
842a84bffffffff,279.0,0.0,0.0
842a84dffffffff,457.0,0.0,0.0
842a851ffffffff,211.0,8.0,0.0
842a853ffffffff,17.0,0.0,0.0
842a855ffffffff,148.0,1.0,0.0
842a857ffffffff,361.0,18.0,0.0
842a859ffffffff,12.0,0.0,0.0
842a85bffffffff,81.0,4.0,0.0
842a85dffffffff,7.0,0.0,0.0
842a861ffffffff,204.0,2.0,0.0
842a863ffffffff,115.0,5.0,0.0
842a865ffffffff,175.0,0.0,0.0
842a867ffffffff,135.0,0.0,0.0
842a869ffffffff,51.0,0.0,0.0
842a86bffffffff,223.0,0.0,0.0
842a86dffffffff,156.0,0.0,0.0
842a881ffffffff,96.0,0.0,0.0
842a883ffffffff,158.0,0.0,0.0
842a885ffffffff,60.0,0.0,0.0
842a887ffffffff,30.0,0.0,0.0
842a889ffffffff,92.0,0.0,0.0
842a88bffffffff,189.0,0.0,0.0
842a88dffffffff,254.0,0.0,0.0
842a891ffffffff,43.0,0.0,0.0
842a893ffffffff,117.0,0.0,0.0
842a895ffffffff,196.0,0.0,0.0
842a897ffffffff,2431.0,0.0,0.0
842a899ffffffff,201.0,0.0,0.0
842a89bffffffff,52.0,0.0,0.0
842a89dffffffff,980.0,0.0,0.0
842a8a1ffffffff,19.0,0.0,0.0
842a8a3ffffffff,32.0,0.0,0.0
842a8a5ffffffff,8.0,0.0,0.0
842a8a7ffffffff,19.0,0.0,0.0
842a8a9ffffffff,85.0,0.0,0.0
842a8abffffffff,30.0,0.0,0.0
842a8adffffffff,253.0,0.0,0.0
842a8b1ffffffff,878.0,0.0,0.0
842a8b3ffffffff,183.0,0.0,0.0
842a8b5ffffffff,1259.0,0.0,0.0
842a8b7ffffffff,28.0,0.0,0.0
842a8b9ffffffff,30.0,0.0,0.0
842a8bbffffffff,3363.0,0.0,0.0
842a8bdffffffff,91.0,0.0,0.0
842a8c1ffffffff,1043.0,0.0,0.0
842a8c3ffffffff,149.0,0.0,0.0
842a8c5ffffffff,202.0,0.0,0.0
842a8c7ffffffff,204.0,0.0,0.0
842a8c9ffffffff,123.0,0.0,0.0
842a8cbffffffff,269.0,0.0,0.0
842a8cdffffffff,36.0,0.0,0.0
842a8d1ffffffff,104.0,0.0,0.0
842a8d3ffffffff,109.0,0.0,0.0
842a8d5ffffffff,556.0,0.0,0.0
842a8d7ffffffff,91.0,0.0,0.0
842a8d9ffffffff,776.0,0.0,0.0
842a8dbffffffff,477.0,0.0,0.0
842a8ddffffffff,375.0,0.0,0.0
842a8e1ffffffff,12.0,0.0,0.0
842a8e3ffffffff,293.0,0.0,0.0
842a8e5ffffffff,11.0,0.0,0.0
842a8e7ffffffff,24.0,0.0,0.0
842a8e9ffffffff,39.0,0.0,0.0
842a8ebffffffff,33.0,0.0,0.0
842a8edffffffff,28.0,0.0,0.0
842a901ffffffff,60.0,0.0,0.0
842a903ffffffff,488.0,0.0,0.0
842a905ffffffff,24.0,0.0,0.0
842a907ffffffff,130.0,0.0,0.0
842a909ffffffff,37.0,0.0,0.0
842a90bffffffff,55.0,0.0,0.0
842a90dffffffff,10.0,0.0,0.0
842a911ffffffff,73.0,0.0,0.0
842a913ffffffff,17.0,0.0,0.0
842a915ffffffff,8.0,0.0,0.0
842a917ffffffff,144.0,0.0,0.0
842a919ffffffff,316.0,0.0,0.0
842a91bffffffff,510.0,0.0,0.0
842a91dffffffff,105.0,0.0,0.0
842a921ffffffff,14.0,0.0,0.0
842a923ffffffff,171.0,0.0,0.0
842a925ffffffff,174.0,0.0,0.0
842a927ffffffff,44.0,0.0,0.0
842a929ffffffff,1.0,0.0,0.0
842a92bffffffff,39.0,0.0,0.0
