cell_id,Colaptes rubiginosus,Colaptes rubiginosus aeruginosus,Colaptes rubiginosus [rubiginosus Group],Colaptes rubiginosus rubripileus
836794fffffffff,3.0,0.0,0.0,0.0
836796fffffffff,54.0,0.0,0.0,0.0
83679afffffffff,32.0,0.0,0.0,0.0
8367b2fffffffff,5.0,0.0,0.0,0.0
836d04fffffffff,21.0,0.0,4.0,0.0
836d05fffffffff,806.0,0.0,520.0,0.0
836d20fffffffff,33.0,0.0,2.0,0.0
836d21fffffffff,214.0,0.0,64.0,0.0
836d22fffffffff,40.0,0.0,7.0,0.0
836d23fffffffff,402.0,0.0,126.0,0.0
836d24fffffffff,22.0,0.0,0.0,0.0
836d25fffffffff,23.0,0.0,2.0,0.0
836d26fffffffff,4.0,0.0,0.0,0.0
836d28fffffffff,920.0,0.0,3.0,0.0
836d29fffffffff,1701.0,0.0,23.0,0.0
836d2afffffffff,175.0,0.0,48.0,0.0
836d2bfffffffff,2437.0,0.0,14.0,0.0
836d2cfffffffff,366.0,0.0,95.0,0.0
836d2dfffffffff,3743.0,0.0,1127.0,0.0
836d2efffffffff,168.0,0.0,26.0,0.0
836d30fffffffff,252.0,0.0,42.0,0.0
836d31fffffffff,87.0,0.0,21.0,0.0
836d34fffffffff,61.0,0.0,5.0,0.0
836d35fffffffff,262.0,0.0,43.0,0.0
836d36fffffffff,15.0,0.0,0.0,0.0
836d60fffffffff,279.0,0.0,0.0,0.0
836d61fffffffff,26.0,0.0,0.0,0.0
836d64fffffffff,1764.0,0.0,0.0,0.0
836d65fffffffff,1678.0,0.0,0.0,0.0
836d66fffffffff,659.0,0.0,0.0,0.0
836d68fffffffff,316.0,0.0,0.0,0.0
836d69fffffffff,6479.0,0.0,0.0,0.0
836d6cfffffffff,6.0,0.0,0.0,0.0
836d6dfffffffff,502.0,0.0,0.0,0.0
836d74fffffffff,1426.0,0.0,0.0,0.0
836d75fffffffff,102.0,0.0,0.0,0.0
836d76fffffffff,8.0,0.0,0.0,0.0
838a45fffffffff,1.0,0.0,0.0,0.0
838b0dfffffffff,4.0,0.0,0.0,0.0
838b20fffffffff,31.0,0.0,2.0,0.0
838b21fffffffff,15.0,0.0,0.0,0.0
838b22fffffffff,14.0,0.0,1.0,0.0
838b23fffffffff,1.0,0.0,0.0,0.0
838b24fffffffff,2.0,0.0,0.0,0.0
838b2afffffffff,2.0,0.0,0.0,0.0
838b2cfffffffff,70.0,0.0,0.0,0.0
838b2dfffffffff,15.0,0.0,0.0,0.0
838b61fffffffff,654.0,0.0,37.0,0.0
838b62fffffffff,1.0,0.0,0.0,0.0
838b63fffffffff,2.0,0.0,0.0,0.0
838b6cfffffffff,455.0,0.0,4.0,0.0
838b74fffffffff,2.0,0.0,0.0,0.0
838b75fffffffff,38.0,0.0,0.0,0.0
838b76fffffffff,2.0,0.0,0.0,0.0
838e64fffffffff,87.0,0.0,0.0,0.0
838e65fffffffff,18.0,0.0,0.0,0.0
838e6cfffffffff,3.0,0.0,0.0,0.0
838e6dfffffffff,1.0,0.0,1.0,0.0
838f08fffffffff,15.0,0.0,0.0,0.0
838f09fffffffff,129.0,0.0,0.0,0.0
838f0bfffffffff,2.0,0.0,0.0,0.0
838f0dfffffffff,578.0,0.0,0.0,65.0
838f21fffffffff,2.0,0.0,0.0,0.0
838f28fffffffff,120.0,0.0,0.0,13.0
838f29fffffffff,193.0,0.0,0.0,0.0
838f2afffffffff,301.0,0.0,0.0,13.0
838f2bfffffffff,492.0,0.0,0.0,30.0
838f2cfffffffff,177.0,0.0,0.0,1.0
838f2dfffffffff,14.0,0.0,0.0,1.0
838f2efffffffff,182.0,0.0,0.0,16.0
838f40fffffffff,5.0,0.0,3.0,0.0
838f42fffffffff,27.0,0.0,0.0,0.0
838f43fffffffff,68.0,0.0,2.0,0.0
838f46fffffffff,129.0,0.0,8.0,0.0
838f48fffffffff,4.0,0.0,0.0,0.0
838f4afffffffff,53.0,0.0,0.0,0.0
838f50fffffffff,823.0,0.0,0.0,61.0
838f51fffffffff,7.0,0.0,0.0,0.0
838f53fffffffff,2.0,0.0,0.0,0.0
838f54fffffffff,145.0,0.0,0.0,0.0
838f55fffffffff,2.0,0.0,0.0,0.0
838f56fffffffff,71.0,0.0,0.0,0.0
838f59fffffffff,1.0,0.0,0.0,0.0
838f5cfffffffff,5.0,0.0,0.0,0.0
838f5dfffffffff,10.0,0.0,0.0,0.0
838f70fffffffff,66.0,0.0,1.0,0.0
838f72fffffffff,259.0,0.0,13.0,3.0
838f73fffffffff,17.0,0.0,0.0,0.0
838f74fffffffff,33.0,0.0,0.0,0.0
838f76fffffffff,185.0,0.0,0.0,5.0
83b270fffffffff,72.0,0.0,0.0,0.0
83b274fffffffff,62.0,0.0,0.0,0.0
83b321fffffffff,1.0,0.0,0.0,0.0
83b324fffffffff,15.0,0.0,0.0,0.0
83b325fffffffff,75.0,0.0,0.0,0.0
83b340fffffffff,8.0,0.0,0.0,0.0
83b342fffffffff,430.0,0.0,0.0,0.0
83b343fffffffff,1.0,0.0,0.0,0.0
83b344fffffffff,26.0,0.0,0.0,0.0
83b346fffffffff,19.0,0.0,0.0,0.0
83b351fffffffff,304.0,0.0,0.0,0.0
83b358fffffffff,62.0,0.0,0.0,0.0
83b35afffffffff,21.0,0.0,0.0,0.0
83b35bfffffffff,215.0,0.0,0.0,0.0
83b35cfffffffff,143.0,0.0,0.0,0.0
83b35efffffffff,359.0,0.0,0.0,0.0
83b362fffffffff,1.0,0.0,0.0,0.0
83b366fffffffff,4.0,0.0,0.0,0.0
83b373fffffffff,1.0,0.0,0.0,0.0
