cell_id,Chroicocephalus novaehollandiae,Chroicocephalus novaehollandiae novaehollandiae/forsteri,Chroicocephalus novaehollandiae scopulinus
84a612bffffffff,9.0,9.0,0.0
84a612dffffffff,288.0,284.0,0.0
84a6139ffffffff,32.0,14.0,0.0
84a6153ffffffff,2.0,0.0,0.0
84a615bffffffff,31.0,17.0,0.0
84a6205ffffffff,8.0,2.0,0.0
84a6223ffffffff,4.0,0.0,0.0
84a6225ffffffff,5.0,2.0,0.0
84a622bffffffff,7.0,0.0,0.0
84a622dffffffff,6.0,2.0,0.0
84a6261ffffffff,69.0,34.0,0.0
84a6263ffffffff,11.0,0.0,0.0
84a6265ffffffff,2.0,0.0,0.0
84a6267ffffffff,64.0,32.0,0.0
84a626bffffffff,13.0,2.0,0.0
84a626dffffffff,8.0,4.0,0.0
84a631bffffffff,107.0,93.0,0.0
84a631dffffffff,4.0,4.0,0.0
84a6a03ffffffff,2.0,0.0,0.0
84a6a09ffffffff,2.0,2.0,0.0
84a6a0dffffffff,1.0,1.0,0.0
84a6a1dffffffff,12.0,10.0,0.0
84a6a55ffffffff,2.0,2.0,0.0
84a6a61ffffffff,83.0,19.0,0.0
84a6a63ffffffff,18.0,4.0,0.0
84a6a65ffffffff,12.0,9.0,0.0
84a6a6bffffffff,2.0,2.0,0.0
84a6a6dffffffff,34.0,16.0,0.0
84a6b49ffffffff,20.0,7.0,0.0
84a7005ffffffff,30.0,22.0,0.0
84a7007ffffffff,32.0,22.0,0.0
84a7015ffffffff,61.0,22.0,0.0
84a7031ffffffff,2.0,0.0,0.0
84a7037ffffffff,18.0,3.0,0.0
84a703bffffffff,14.0,8.0,0.0
84a703dffffffff,5.0,2.0,0.0
84a7041ffffffff,14.0,9.0,0.0
84a7045ffffffff,4.0,2.0,0.0
84a7047ffffffff,3.0,3.0,0.0
84a7049ffffffff,8.0,4.0,0.0
84a704dffffffff,7.0,6.0,0.0
84a70edffffffff,36.0,4.0,0.0
84a7129ffffffff,2.0,1.0,0.0
84a71b3ffffffff,1.0,1.0,0.0
84a71bbffffffff,28.0,8.0,0.0
84a71d1ffffffff,65.0,38.0,0.0
84a71d9ffffffff,7.0,2.0,0.0
84a71ddffffffff,1.0,0.0,0.0
84a7221ffffffff,73.0,58.0,0.0
84a7227ffffffff,40.0,19.0,0.0
84a722dffffffff,4.0,2.0,0.0
84a7261ffffffff,64.0,35.0,0.0
84a7265ffffffff,227.0,131.0,0.0
84a7267ffffffff,65.0,38.0,0.0
84a7269ffffffff,240.0,115.0,0.0
84a726bffffffff,120.0,20.0,0.0
84a726dffffffff,1749.0,1188.0,0.0
84a7303ffffffff,1.0,1.0,0.0
84a7319ffffffff,2.0,2.0,0.0
84a7349ffffffff,1.0,0.0,0.0
84a7355ffffffff,6.0,6.0,0.0
84a79a3ffffffff,27.0,6.0,0.0
84a79a7ffffffff,71.0,40.0,0.0
84b8227ffffffff,3.0,3.0,0.0
84b8299ffffffff,3.0,2.0,0.0
84b82e5ffffffff,1.0,1.0,0.0
84b8349ffffffff,29.0,14.0,0.0
84b834bffffffff,11.0,0.0,0.0
84b8351ffffffff,7.0,5.0,0.0
84b835dffffffff,14.0,2.0,0.0
84b8419ffffffff,2.0,2.0,0.0
84b8451ffffffff,2.0,0.0,0.0
84b864bffffffff,15.0,7.0,0.0
84b864dffffffff,6.0,3.0,0.0
84b8659ffffffff,2.0,0.0,0.0
84b865bffffffff,5.0,5.0,0.0
84b865dffffffff,51.0,36.0,0.0
84b8855ffffffff,30.0,16.0,0.0
84b89adffffffff,6.0,4.0,0.0
84b9105ffffffff,4.0,2.0,0.0
84b9109ffffffff,4.0,2.0,0.0
84b910bffffffff,4.0,2.0,0.0
84b910dffffffff,14.0,0.0,0.0
84b9111ffffffff,67.0,15.0,0.0
84b9113ffffffff,34.0,13.0,0.0
84b9115ffffffff,17.0,7.0,0.0
84b9119ffffffff,27.0,18.0,0.0
84b9121ffffffff,8.0,0.0,0.0
84b9125ffffffff,14.0,6.0,0.0
84b9127ffffffff,71.0,33.0,0.0
84b9129ffffffff,7.0,6.0,0.0
84b912bffffffff,5.0,4.0,0.0
84b9139ffffffff,22.0,4.0,0.0
84b913dffffffff,26.0,2.0,0.0
84b9141ffffffff,68.0,24.0,0.0
84b9143ffffffff,15.0,6.0,0.0
84b9145ffffffff,153.0,58.0,0.0
84b9147ffffffff,7.0,0.0,0.0
84b9149ffffffff,11.0,1.0,0.0
84b914bffffffff,87.0,29.0,0.0
84b914dffffffff,92.0,23.0,0.0
84b9155ffffffff,107.0,19.0,0.0
84b9159ffffffff,35.0,8.0,0.0
84b915dffffffff,22.0,11.0,0.0
84b9161ffffffff,184.0,67.0,0.0
84b9163ffffffff,154.0,47.0,0.0
84b9167ffffffff,83.0,32.0,0.0
84b9169ffffffff,662.0,255.0,0.0
84b916bffffffff,3.0,0.0,0.0
84b916dffffffff,3.0,0.0,0.0
84b91a1ffffffff,31.0,19.0,0.0
84b91a3ffffffff,9.0,1.0,0.0
84b91a9ffffffff,44.0,31.0,0.0
84b91abffffffff,16.0,4.0,0.0
84b91e1ffffffff,5.0,3.0,0.0
84b91e7ffffffff,9.0,4.0,0.0
84b9337ffffffff,31.0,8.0,0.0
84b9365ffffffff,105.0,15.0,0.0
84b936dffffffff,31.0,24.0,0.0
84b9591ffffffff,9.0,9.0,0.0
84b959bffffffff,7.0,3.0,0.0
84b9811ffffffff,2.0,0.0,0.0
84b9813ffffffff,6.0,2.0,0.0
84b9855ffffffff,2.0,0.0,0.0
84b985dffffffff,28.0,13.0,0.0
84b98e9ffffffff,5.0,0.0,0.0
84b9915ffffffff,9.0,5.0,0.0
84b9953ffffffff,2.0,2.0,0.0
84b99e9ffffffff,1.0,0.0,0.0
84b9a13ffffffff,108.0,53.0,0.0
84b9a1bffffffff,13.0,4.0,0.0
84b9a49ffffffff,1.0,0.0,0.0
84b9a5bffffffff,2.0,0.0,0.0
84b9a65ffffffff,13.0,4.0,0.0
84b9a85ffffffff,2.0,2.0,0.0
84b9acbffffffff,2.0,0.0,0.0
84b9adbffffffff,2.0,0.0,0.0
84b9b01ffffffff,6.0,4.0,0.0
84b9b05ffffffff,5.0,0.0,0.0
84b9b09ffffffff,2.0,0.0,0.0
84b9b31ffffffff,4.0,0.0,0.0
84b9b51ffffffff,2.0,0.0,0.0
84ba241ffffffff,49.0,0.0,42.0
84ba24bffffffff,11.0,0.0,11.0
84ba24dffffffff,18.0,0.0,15.0
84bb081ffffffff,36.0,0.0,2.0
84bb085ffffffff,25.0,0.0,11.0
84bb087ffffffff,1.0,0.0,1.0
84bb089ffffffff,246.0,0.0,109.0
84bb08dffffffff,27.0,0.0,6.0
84bb091ffffffff,27.0,0.0,19.0
84bb095ffffffff,2.0,0.0,0.0
84bb097ffffffff,242.0,0.0,132.0
84bb099ffffffff,55.0,0.0,27.0
84bb09dffffffff,20.0,0.0,17.0
84bb0a1ffffffff,52.0,0.0,35.0
84bb0a7ffffffff,27.0,0.0,20.0
84bb0a9ffffffff,41.0,0.0,0.0
84bb0b1ffffffff,98.0,0.0,50.0
84bb0b3ffffffff,63.0,0.0,45.0
84bb0b5ffffffff,17.0,0.0,13.0
84bb0b7ffffffff,7.0,0.0,3.0
84bb0bbffffffff,46.0,0.0,24.0
84bb0c1ffffffff,100.0,0.0,15.0
84bb0c3ffffffff,10.0,0.0,9.0
84bb0c7ffffffff,35.0,0.0,5.0
84bb0cbffffffff,7.0,0.0,3.0
84bb0dbffffffff,3.0,0.0,3.0
84bb0e3ffffffff,7.0,0.0,0.0
84bb283ffffffff,45.0,0.0,30.0
84bb287ffffffff,42.0,0.0,13.0
84bb291ffffffff,679.0,0.0,504.0
84bb293ffffffff,569.0,0.0,484.0
84bb295ffffffff,1556.0,0.0,1014.0
84bb297ffffffff,352.0,0.0,217.0
84bb299ffffffff,350.0,0.0,314.0
84bb29bffffffff,995.0,0.0,775.0
84bb2b1ffffffff,2.0,0.0,2.0
84bb2b3ffffffff,441.0,0.0,258.0
84bb2b5ffffffff,331.0,0.0,276.0
84bb2b7ffffffff,4.0,0.0,0.0
84bb2b9ffffffff,14.0,0.0,14.0
84bb2bbffffffff,1105.0,0.0,356.0
84bb2bdffffffff,104.0,0.0,89.0
84bb2d3ffffffff,312.0,0.0,234.0
84bb2dbffffffff,1425.0,0.0,999.0
84bb365ffffffff,105.0,0.0,56.0
84bb367ffffffff,48.0,0.0,29.0
84bb501ffffffff,1542.0,0.0,867.0
84bb503ffffffff,287.0,0.0,182.0
84bb505ffffffff,202.0,0.0,140.0
84bb507ffffffff,1094.0,0.0,694.0
84bb509ffffffff,52.0,0.0,43.0
84bb50bffffffff,301.0,0.0,210.0
84bb50dffffffff,569.0,0.0,385.0
84bb513ffffffff,2.0,0.0,2.0
84bb515ffffffff,46.0,0.0,20.0
84bb517ffffffff,4.0,0.0,0.0
84bb51dffffffff,9.0,0.0,7.0
84bb523ffffffff,5.0,0.0,5.0
84bb529ffffffff,447.0,0.0,363.0
84bb52bffffffff,72.0,0.0,44.0
84bb52dffffffff,7.0,0.0,5.0
84bb531ffffffff,78.0,0.0,59.0
84bb533ffffffff,457.0,0.0,372.0
84bb537ffffffff,16.0,0.0,16.0
84bb539ffffffff,656.0,0.0,460.0
84bb53bffffffff,812.0,0.0,508.0
84bb53dffffffff,189.0,0.0,160.0
84bb541ffffffff,38.0,0.0,31.0
84bb547ffffffff,15.0,0.0,13.0
84bb549ffffffff,6.0,0.0,5.0
84bb54bffffffff,5.0,0.0,5.0
84bb54dffffffff,4.0,0.0,4.0
84bb561ffffffff,65.0,0.0,38.0
84bb563ffffffff,146.0,0.0,89.0
84bb565ffffffff,4.0,0.0,4.0
84bb567ffffffff,110.0,0.0,65.0
84bb56dffffffff,172.0,0.0,118.0
84bb581ffffffff,36.0,0.0,36.0
84bb583ffffffff,3.0,0.0,3.0
84bb58dffffffff,48.0,0.0,35.0
84bb59dffffffff,12.0,0.0,12.0
84bb5c5ffffffff,4.0,0.0,4.0
84bb5e1ffffffff,75.0,0.0,52.0
84bb5e3ffffffff,5.0,0.0,5.0
84bb5e5ffffffff,35.0,0.0,21.0
84bb5e9ffffffff,23.0,0.0,16.0
84bb5ebffffffff,84.0,0.0,68.0
84bb5edffffffff,117.0,0.0,70.0
84bb705ffffffff,9.0,0.0,9.0
84bb707ffffffff,1.0,0.0,1.0
84bb721ffffffff,5.0,0.0,3.0
84bb727ffffffff,5.0,0.0,4.0
84bb72bffffffff,95.0,0.0,44.0
84bb741ffffffff,84.0,0.0,18.0
84bb743ffffffff,73.0,0.0,49.0
84bb745ffffffff,40.0,0.0,40.0
84bb749ffffffff,296.0,0.0,139.0
84bb74bffffffff,195.0,0.0,53.0
84bb74dffffffff,188.0,0.0,67.0
84bb765ffffffff,76.0,0.0,34.0
84bb767ffffffff,3.0,0.0,1.0
84bb769ffffffff,4.0,0.0,4.0
84be085ffffffff,35.0,21.0,0.0
84be087ffffffff,3.0,3.0,0.0
84be089ffffffff,5916.0,3952.0,0.0
84be08dffffffff,1833.0,760.0,0.0
84be099ffffffff,2.0,2.0,0.0
84be09dffffffff,14.0,5.0,0.0
84be0a5ffffffff,2.0,2.0,0.0
84be0a9ffffffff,10.0,7.0,0.0
84be0adffffffff,302.0,26.0,0.0
84be0b3ffffffff,24.0,10.0,0.0
84be0b5ffffffff,11.0,6.0,0.0
84be0b7ffffffff,9.0,1.0,0.0
84be0b9ffffffff,9.0,0.0,0.0
84be0bbffffffff,23.0,5.0,0.0
84be0bdffffffff,12.0,2.0,0.0
84be0c1ffffffff,158.0,79.0,0.0
84be0c3ffffffff,2438.0,1472.0,0.0
84be0c7ffffffff,1209.0,831.0,0.0
84be0d1ffffffff,27.0,8.0,0.0
84be0d3ffffffff,158.0,36.0,0.0
84be0d5ffffffff,4.0,2.0,0.0
84be0d7ffffffff,95.0,42.0,0.0
84be0d9ffffffff,104.0,74.0,0.0
84be0ddffffffff,539.0,351.0,0.0
84be0e1ffffffff,3.0,0.0,0.0
84be0e3ffffffff,2925.0,1456.0,0.0
84be0e5ffffffff,25.0,19.0,0.0
84be0e7ffffffff,315.0,120.0,0.0
84be0ebffffffff,21.0,16.0,0.0
84be181ffffffff,166.0,67.0,0.0
84be185ffffffff,99.0,26.0,0.0
84be189ffffffff,322.0,166.0,0.0
84be18bffffffff,47.0,23.0,0.0
84be18dffffffff,35.0,18.0,0.0
84be1a1ffffffff,246.0,92.0,0.0
84be1a3ffffffff,1.0,0.0,0.0
84be1a5ffffffff,94.0,46.0,0.0
84be1a9ffffffff,178.0,51.0,0.0
84be1abffffffff,19.0,6.0,0.0
84be1d1ffffffff,226.0,45.0,0.0
84be1d3ffffffff,140.0,52.0,0.0
84be1d5ffffffff,64.0,35.0,0.0
84be1d7ffffffff,1.0,0.0,0.0
84be1d9ffffffff,37.0,13.0,0.0
84be1dbffffffff,648.0,157.0,0.0
84be1ddffffffff,1.0,0.0,0.0
84be293ffffffff,516.0,216.0,0.0
84be297ffffffff,52.0,5.0,0.0
84be29bffffffff,12.0,12.0,0.0
84be2b3ffffffff,239.0,103.0,0.0
84be2b5ffffffff,2.0,2.0,0.0
84be2b7ffffffff,3.0,3.0,0.0
84be401ffffffff,23.0,7.0,0.0
84be403ffffffff,127.0,73.0,0.0
84be407ffffffff,5.0,4.0,0.0
84be409ffffffff,6.0,4.0,0.0
84be40bffffffff,34.0,13.0,0.0
84be40dffffffff,2.0,0.0,0.0
84be411ffffffff,5.0,3.0,0.0
84be417ffffffff,29.0,7.0,0.0
84be419ffffffff,7.0,7.0,0.0
84be41dffffffff,10.0,2.0,0.0
84be429ffffffff,5.0,2.0,0.0
84be431ffffffff,5.0,5.0,0.0
84be435ffffffff,2.0,2.0,0.0
84be437ffffffff,2.0,2.0,0.0
84be439ffffffff,256.0,155.0,0.0
84be43bffffffff,102.0,27.0,0.0
84be441ffffffff,5.0,3.0,0.0
84be443ffffffff,14.0,14.0,0.0
84be445ffffffff,26.0,19.0,0.0
84be447ffffffff,101.0,59.0,0.0
84be44bffffffff,2.0,0.0,0.0
84be44dffffffff,1.0,0.0,0.0
84be451ffffffff,34.0,6.0,0.0
84be455ffffffff,105.0,21.0,0.0
84be459ffffffff,85.0,38.0,0.0
84be45bffffffff,20.0,2.0,0.0
84be45dffffffff,4.0,2.0,0.0
84be461ffffffff,2.0,0.0,0.0
84be463ffffffff,3.0,3.0,0.0
84be465ffffffff,2.0,2.0,0.0
84be469ffffffff,50.0,37.0,0.0
84be46bffffffff,17.0,11.0,0.0
84be46dffffffff,16.0,10.0,0.0
84be491ffffffff,162.0,57.0,0.0
84be493ffffffff,76.0,23.0,0.0
84be495ffffffff,11.0,2.0,0.0
84be497ffffffff,182.0,58.0,0.0
84be499ffffffff,67.0,26.0,0.0
84be49bffffffff,161.0,52.0,0.0
84be4a1ffffffff,14.0,10.0,0.0
84be4a3ffffffff,140.0,19.0,0.0
84be4abffffffff,31.0,2.0,0.0
84be4b1ffffffff,118.0,65.0,0.0
84be4b5ffffffff,40.0,22.0,0.0
84be4b7ffffffff,14.0,7.0,0.0
84be4bdffffffff,18.0,5.0,0.0
84be4c1ffffffff,14.0,6.0,0.0
84be4c9ffffffff,4.0,0.0,0.0
84be4cdffffffff,14.0,2.0,0.0
84be4d1ffffffff,8.0,5.0,0.0
84be4d3ffffffff,127.0,55.0,0.0
84be4d7ffffffff,2.0,0.0,0.0
84be4dbffffffff,19.0,7.0,0.0
84be4ddffffffff,6.0,4.0,0.0
84be4e3ffffffff,2.0,1.0,0.0
84be4e5ffffffff,43.0,24.0,0.0
84be4e9ffffffff,5.0,4.0,0.0
84be4edffffffff,5.0,2.0,0.0
84be505ffffffff,4.0,4.0,0.0
84be507ffffffff,198.0,82.0,0.0
84be50dffffffff,4.0,4.0,0.0
84be515ffffffff,4.0,0.0,0.0
84be547ffffffff,2.0,2.0,0.0
84be551ffffffff,73.0,36.0,0.0
84be557ffffffff,35.0,13.0,0.0
84be559ffffffff,2.0,2.0,0.0
84be561ffffffff,6.0,4.0,0.0
84be591ffffffff,2.0,1.0,0.0
84be5b1ffffffff,15.0,11.0,0.0
84be5b3ffffffff,7.0,5.0,0.0
84be5b7ffffffff,2.0,0.0,0.0
84be5b9ffffffff,22.0,13.0,0.0
84be5c9ffffffff,1.0,0.0,0.0
84be5d3ffffffff,85.0,34.0,0.0
84be5d9ffffffff,3.0,0.0,0.0
84be5dbffffffff,11.0,2.0,0.0
84be601ffffffff,45.0,12.0,0.0
84be605ffffffff,148.0,15.0,0.0
84be607ffffffff,1285.0,646.0,0.0
84be60dffffffff,287.0,143.0,0.0
84be613ffffffff,171.0,87.0,0.0
84be615ffffffff,4.0,0.0,0.0
84be617ffffffff,178.0,91.0,0.0
84be623ffffffff,5.0,1.0,0.0
84be629ffffffff,5.0,1.0,0.0
84be62bffffffff,1.0,0.0,0.0
84be631ffffffff,4801.0,2689.0,0.0
84be635ffffffff,2140.0,860.0,0.0
84be639ffffffff,922.0,555.0,0.0
84be63bffffffff,2806.0,1927.0,0.0
84be63dffffffff,952.0,369.0,0.0
84be647ffffffff,11.0,1.0,0.0
84be661ffffffff,58.0,20.0,0.0
84be663ffffffff,305.0,100.0,0.0
84be665ffffffff,29.0,20.0,0.0
84be667ffffffff,9.0,1.0,0.0
84be681ffffffff,208.0,127.0,0.0
84be683ffffffff,58.0,24.0,0.0
84be685ffffffff,19.0,10.0,0.0
84be689ffffffff,162.0,99.0,0.0
84be68bffffffff,38.0,32.0,0.0
84be68dffffffff,766.0,363.0,0.0
84be691ffffffff,12.0,5.0,0.0
84be695ffffffff,183.0,62.0,0.0
84be697ffffffff,25.0,14.0,0.0
84be69dffffffff,5.0,0.0,0.0
84be6a1ffffffff,20.0,14.0,0.0
84be6a3ffffffff,16.0,2.0,0.0
84be6a5ffffffff,14.0,7.0,0.0
84be6a7ffffffff,76.0,30.0,0.0
84be6a9ffffffff,5.0,2.0,0.0
84be6adffffffff,68.0,23.0,0.0
84be6b1ffffffff,25.0,19.0,0.0
84be6b5ffffffff,16.0,0.0,0.0
84be6b7ffffffff,14.0,0.0,0.0
84be6b9ffffffff,1.0,0.0,0.0
84be6bbffffffff,145.0,67.0,0.0
84be6c5ffffffff,108.0,43.0,0.0
84be6c7ffffffff,2.0,2.0,0.0
84be6e1ffffffff,109.0,73.0,0.0
84be6e3ffffffff,5.0,4.0,0.0
84be6e5ffffffff,4.0,0.0,0.0
84be6e7ffffffff,30.0,8.0,0.0
84be6ebffffffff,162.0,65.0,0.0
84be6edffffffff,469.0,350.0,0.0
84be70bffffffff,4.0,2.0,0.0
84be70dffffffff,38.0,10.0,0.0
84be713ffffffff,83.0,57.0,0.0
84be715ffffffff,8.0,1.0,0.0
84be717ffffffff,2.0,1.0,0.0
84be723ffffffff,1.0,0.0,0.0
84be725ffffffff,82.0,8.0,0.0
84be729ffffffff,3.0,0.0,0.0
84be72dffffffff,2947.0,1516.0,0.0
84be735ffffffff,4.0,0.0,0.0
84be739ffffffff,3.0,2.0,0.0
84be73bffffffff,3.0,2.0,0.0
84be749ffffffff,81.0,39.0,0.0
84be74bffffffff,287.0,171.0,0.0
84be74dffffffff,1032.0,413.0,0.0
84be759ffffffff,413.0,290.0,0.0
84be75bffffffff,68.0,43.0,0.0
84be75dffffffff,73.0,51.0,0.0
84be763ffffffff,1.0,0.0,0.0
84be765ffffffff,23.0,9.0,0.0
84be769ffffffff,216.0,54.0,0.0
84be76dffffffff,356.0,168.0,0.0
84be883ffffffff,2.0,0.0,0.0
84be887ffffffff,282.0,119.0,0.0
84be889ffffffff,12.0,12.0,0.0
84be88bffffffff,330.0,132.0,0.0
84be891ffffffff,9.0,6.0,0.0
84be893ffffffff,3.0,0.0,0.0
84be8a3ffffffff,11.0,6.0,0.0
84be8b3ffffffff,2.0,0.0,0.0
84be8b5ffffffff,46.0,15.0,0.0
84be8b7ffffffff,11.0,5.0,0.0
84be8bdffffffff,158.0,28.0,0.0
84be8c3ffffffff,11.0,3.0,0.0
84be8d1ffffffff,1508.0,692.0,0.0
84be8d3ffffffff,435.0,158.0,0.0
84be8d5ffffffff,980.0,442.0,0.0
84be8d7ffffffff,7.0,1.0,0.0
84be8d9ffffffff,122.0,81.0,0.0
84be8dbffffffff,32.0,20.0,0.0
84be8ddffffffff,1688.0,881.0,0.0
84bea91ffffffff,218.0,101.0,0.0
84bea95ffffffff,527.0,165.0,0.0
84bea97ffffffff,10.0,8.0,0.0
84bea9bffffffff,50.0,23.0,0.0
84beaa5ffffffff,1.0,0.0,0.0
84beab1ffffffff,29.0,15.0,0.0
84beab3ffffffff,1053.0,529.0,0.0
84beab5ffffffff,2.0,1.0,0.0
84beab7ffffffff,280.0,156.0,0.0
84beabbffffffff,605.0,262.0,0.0
84bec4dffffffff,2.0,0.0,0.0
84bec8bffffffff,48.0,12.0,0.0
84becc3ffffffff,4.0,2.0,0.0
84becd5ffffffff,2.0,0.0,0.0
84becddffffffff,4.0,1.0,0.0
84bed19ffffffff,2.0,0.0,0.0
84bed25ffffffff,3.0,3.0,0.0
84bed69ffffffff,2.0,0.0,0.0
