cell_id,Passer domesticus,Passer domesticus [domesticus Group],Passer domesticus [indicus Group]
822437fffffffff,14.0,0.0,0.0
822447fffffffff,8.0,0.0,0.0
822467fffffffff,10.0,0.0,0.0
82246ffffffffff,6.0,0.0,0.0
822477fffffffff,27.0,0.0,0.0
82249ffffffffff,2.0,0.0,0.0
822507fffffffff,8.0,0.0,0.0
822517fffffffff,51.0,0.0,0.0
82251ffffffffff,1.0,0.0,0.0
822547fffffffff,34.0,0.0,0.0
822557fffffffff,12.0,0.0,0.0
82255ffffffffff,227.0,0.0,0.0
822577fffffffff,45.0,0.0,0.0
8225a7fffffffff,8.0,0.0,0.0
8225affffffffff,13.0,0.0,0.0
8225b7fffffffff,109.0,0.0,0.0
822607fffffffff,3664.0,0.0,0.0
82260ffffffffff,6498.0,28.0,0.0
822617fffffffff,1462.0,0.0,0.0
82261ffffffffff,2094.0,0.0,0.0
822627fffffffff,7916.0,0.0,0.0
82262ffffffffff,11319.0,0.0,0.0
822637fffffffff,2363.0,0.0,0.0
822647fffffffff,12948.0,0.0,0.0
82264ffffffffff,7461.0,0.0,0.0
822657fffffffff,18215.0,0.0,0.0
82265ffffffffff,7329.0,0.0,0.0
822667fffffffff,63695.0,0.0,0.0
82266ffffffffff,12870.0,0.0,0.0
822677fffffffff,6829.0,0.0,0.0
822687fffffffff,14368.0,0.0,0.0
82268ffffffffff,21882.0,0.0,0.0
822697fffffffff,20208.0,0.0,0.0
82269ffffffffff,10931.0,0.0,0.0
8226a7fffffffff,1193.0,0.0,0.0
8226affffffffff,18554.0,1.0,0.0
8226b7fffffffff,1213.0,0.0,0.0
8226c7fffffffff,5258.0,0.0,0.0
8226cffffffffff,10990.0,0.0,0.0
8226d7fffffffff,4966.0,0.0,0.0
8226dffffffffff,6471.0,0.0,0.0
8226e7fffffffff,10491.0,0.0,0.0
8226effffffffff,4846.0,0.0,0.0
8226f7fffffffff,8571.0,0.0,0.0
822707fffffffff,5323.0,0.0,0.0
82270ffffffffff,2804.0,0.0,0.0
822717fffffffff,2065.0,0.0,0.0
82271ffffffffff,3603.0,0.0,0.0
82272ffffffffff,1.0,0.0,0.0
822747fffffffff,4978.0,0.0,0.0
82274ffffffffff,59287.0,0.0,0.0
822757fffffffff,9968.0,0.0,0.0
82275ffffffffff,51573.0,0.0,0.0
822767fffffffff,555.0,0.0,0.0
82276ffffffffff,3820.0,0.0,0.0
822777fffffffff,567.0,0.0,0.0
822787fffffffff,979.0,0.0,0.0
82278ffffffffff,1574.0,0.0,0.0
822797fffffffff,3625.0,0.0,0.0
82279ffffffffff,1419.0,0.0,0.0
8227a7fffffffff,4747.0,0.0,0.0
8227affffffffff,3303.0,0.0,0.0
8227b7fffffffff,1276.0,0.0,0.0
822807fffffffff,5565.0,0.0,0.0
822817fffffffff,7274.0,0.0,0.0
82281ffffffffff,11334.0,0.0,0.0
822837fffffffff,46964.0,0.0,0.0
822887fffffffff,13047.0,0.0,0.0
82288ffffffffff,17458.0,0.0,0.0
822897fffffffff,5379.0,0.0,0.0
82289ffffffffff,4828.0,0.0,0.0
8228a7fffffffff,640.0,0.0,0.0
8228affffffffff,10037.0,0.0,0.0
8228b7fffffffff,8417.0,0.0,0.0
8228c7fffffffff,3628.0,0.0,0.0
8228d7fffffffff,42417.0,0.0,0.0
8228dffffffffff,13503.0,0.0,0.0
8228f7fffffffff,25775.0,0.0,0.0
822917fffffffff,6158.0,0.0,0.0
82291ffffffffff,1044.0,0.0,0.0
822987fffffffff,5226.0,0.0,0.0
82298ffffffffff,5715.0,0.0,0.0
822997fffffffff,6871.0,0.0,0.0
82299ffffffffff,690.0,0.0,0.0
8229a7fffffffff,65432.0,0.0,0.0
8229affffffffff,17540.0,0.0,0.0
8229b7fffffffff,8444.0,0.0,0.0
822a07fffffffff,1425.0,0.0,0.0
822a17fffffffff,158618.0,14.0,0.0
822a37fffffffff,120387.0,0.0,0.0
822a4ffffffffff,3854.0,0.0,0.0
822a87fffffffff,24651.0,1.0,0.0
822a8ffffffffff,14625.0,0.0,0.0
822a97fffffffff,44596.0,0.0,0.0
822a9ffffffffff,3671.0,0.0,0.0
822aa7fffffffff,40157.0,0.0,0.0
822aaffffffffff,123558.0,262.0,0.0
822ab7fffffffff,103138.0,0.0,0.0
822ad7fffffffff,4126.0,0.0,0.0
822af7fffffffff,7443.0,0.0,0.0
822b07fffffffff,1330.0,0.0,0.0
822b0ffffffffff,1862.0,0.0,0.0
822b17fffffffff,6628.0,0.0,0.0
822b1ffffffffff,3586.0,0.0,0.0
822b27fffffffff,671.0,0.0,0.0
822b2ffffffffff,358.0,0.0,0.0
822b37fffffffff,612.0,0.0,0.0
822b87fffffffff,14335.0,0.0,0.0
822b8ffffffffff,36121.0,0.0,0.0
822b97fffffffff,1024.0,0.0,0.0
822b9ffffffffff,84465.0,0.0,0.0
822ba7fffffffff,3189.0,0.0,0.0
822baffffffffff,60480.0,0.0,0.0
822bb7fffffffff,765.0,0.0,0.0
822c07fffffffff,1483.0,0.0,0.0
822c0ffffffffff,259.0,0.0,0.0
822c17fffffffff,218.0,0.0,0.0
822c1ffffffffff,177.0,0.0,0.0
822c27fffffffff,424.0,0.0,0.0
822c2ffffffffff,794.0,0.0,0.0
822c37fffffffff,124.0,0.0,0.0
822c47fffffffff,12.0,0.0,0.0
822c4ffffffffff,1.0,0.0,0.0
822c67fffffffff,6.0,0.0,0.0
822c6ffffffffff,6.0,0.0,0.0
822c77fffffffff,52.0,0.0,0.0
822c87fffffffff,90.0,0.0,0.0
822c8ffffffffff,114.0,0.0,0.0
822c97fffffffff,2545.0,0.0,0.0
822c9ffffffffff,85.0,0.0,0.0
822ca7fffffffff,53.0,0.0,0.0
822caffffffffff,300.0,0.0,0.0
822cb7fffffffff,2.0,0.0,0.0
822cc7fffffffff,531.0,0.0,0.0
822ccffffffffff,75.0,0.0,0.0
822cd7fffffffff,332.0,0.0,0.0
822cdffffffffff,79.0,0.0,0.0
822ce7fffffffff,186.0,0.0,0.0
822cf7fffffffff,2735.0,0.0,0.0
822d07fffffffff,634.0,0.0,0.0
822d17fffffffff,1363.0,0.0,0.0
822d1ffffffffff,153.0,0.0,0.0
822d27fffffffff,156.0,0.0,0.0
822d2ffffffffff,16.0,0.0,0.0
822d37fffffffff,2194.0,0.0,0.0
822d47fffffffff,2.0,0.0,0.0
822d57fffffffff,15.0,0.0,0.0
822d5ffffffffff,39.0,0.0,0.0
822d67fffffffff,777.0,0.0,0.0
822d77fffffffff,82.0,0.0,0.0
822d87fffffffff,19.0,0.0,0.0
822d97fffffffff,57.0,0.0,0.0
822da7fffffffff,1892.0,4.0,0.0
822daffffffffff,1070.0,0.0,0.0
822db7fffffffff,12992.0,13.0,0.0
823117fffffffff,2.0,0.0,0.0
823427fffffffff,1423.0,0.0,0.0
823437fffffffff,745.0,0.0,0.0
82344ffffffffff,3.0,0.0,0.0
82346ffffffffff,10.0,0.0,0.0
82351ffffffffff,4240.0,0.0,0.0
8235affffffffff,1029.0,0.0,0.0
823807fffffffff,2.0,0.0,0.0
823817fffffffff,631.0,0.0,0.0
82381ffffffffff,1.0,0.0,0.0
823827fffffffff,3811.0,0.0,0.0
82382ffffffffff,8.0,0.0,0.0
823837fffffffff,286.0,0.0,0.0
823847fffffffff,6.0,0.0,0.0
82384ffffffffff,12.0,0.0,0.0
82385ffffffffff,3.0,0.0,0.0
823867fffffffff,50.0,0.0,0.0
82386ffffffffff,74.0,0.0,0.0
823877fffffffff,59.0,0.0,0.0
8238a7fffffffff,14.0,0.0,0.0
8238d7fffffffff,2.0,0.0,0.0
823907fffffffff,23368.0,0.0,0.0
82390ffffffffff,13391.0,0.0,0.0
823917fffffffff,21512.0,0.0,0.0
82391ffffffffff,22465.0,0.0,0.0
823927fffffffff,16750.0,0.0,0.0
82392ffffffffff,19478.0,0.0,0.0
823937fffffffff,11376.0,1.0,0.0
823947fffffffff,8921.0,0.0,0.0
823957fffffffff,7336.0,0.0,0.0
82395ffffffffff,459.0,0.0,0.0
823967fffffffff,1326.0,0.0,0.0
82396ffffffffff,2236.0,0.0,0.0
823977fffffffff,14471.0,0.0,0.0
823987fffffffff,1111.0,0.0,0.0
82398ffffffffff,1359.0,0.0,0.0
823997fffffffff,478.0,0.0,0.0
82399ffffffffff,116.0,0.0,0.0
8239affffffffff,641.0,0.0,0.0
823c07fffffffff,2197.0,0.0,0.0
823c0ffffffffff,104.0,0.0,0.0
823c17fffffffff,331.0,0.0,0.0
823c1ffffffffff,1064.0,0.0,0.0
823c37fffffffff,386.0,0.0,0.0
823c57fffffffff,7.0,0.0,0.0
823c5ffffffffff,235.0,0.0,0.0
823c6ffffffffff,2.0,0.0,0.0
823c87fffffffff,208.0,0.0,0.0
823c8ffffffffff,518.0,0.0,0.0
823c97fffffffff,832.0,0.0,0.0
823c9ffffffffff,30.0,0.0,0.0
823ca7fffffffff,112.0,0.0,0.0
823caffffffffff,304.0,0.0,0.0
823cb7fffffffff,5394.0,0.0,0.0
823cc7fffffffff,902.0,0.0,0.0
823ccffffffffff,64.0,0.0,0.0
823cd7fffffffff,91.0,0.0,0.0
823cdffffffffff,166.0,0.0,0.0
823ce7fffffffff,1709.0,0.0,0.0
823ceffffffffff,720.0,0.0,0.0
823cf7fffffffff,7613.0,0.0,0.0
823d07fffffffff,1880.0,0.0,0.0
823d17fffffffff,9347.0,0.0,0.0
823d1ffffffffff,822.0,0.0,0.0
823d27fffffffff,317.0,0.0,0.0
823d37fffffffff,2027.0,0.0,0.0
823d87fffffffff,2047.0,0.0,0.0
823d8ffffffffff,582.0,0.0,0.0
823d97fffffffff,1169.0,0.0,0.0
823d9ffffffffff,2197.0,0.0,0.0
823da7fffffffff,6915.0,0.0,0.0
823daffffffffff,3654.0,0.0,0.0
823db7fffffffff,2159.0,0.0,0.0
823e47fffffffff,783.0,0.0,0.0
823e4ffffffffff,40.0,0.0,0.0
823e5ffffffffff,408.0,0.0,0.0
823e67fffffffff,314.0,0.0,0.0
823e6ffffffffff,8031.0,0.0,0.0
823e77fffffffff,79.0,0.0,0.0
823eeffffffffff,5.0,0.0,0.0
823f2ffffffffff,624.0,0.0,0.0
823f47fffffffff,166.0,0.0,0.0
823f4ffffffffff,473.0,2.0,0.0
823f5ffffffffff,7.0,0.0,0.0
823f67fffffffff,2037.0,0.0,0.0
823f6ffffffffff,873.0,6.0,0.0
823f77fffffffff,519.0,0.0,0.0
824047fffffffff,5.0,0.0,0.0
82404ffffffffff,16.0,0.0,0.0
82405ffffffffff,3.0,0.0,0.0
824067fffffffff,14.0,0.0,0.0
824077fffffffff,3.0,0.0,0.0
8240c7fffffffff,4.0,0.0,0.0
8240dffffffffff,3.0,0.0,0.0
8240e7fffffffff,13.0,0.0,0.0
8240effffffffff,2.0,0.0,0.0
824147fffffffff,2.0,0.0,0.0
82414ffffffffff,34.0,0.0,0.0
82415ffffffffff,8.0,0.0,0.0
824167fffffffff,44.0,0.0,0.0
82416ffffffffff,80.0,0.0,1.0
824207fffffffff,9.0,0.0,0.0
82421ffffffffff,2.0,0.0,0.0
824227fffffffff,51.0,0.0,0.0
824237fffffffff,96.0,0.0,0.0
824247fffffffff,1.0,0.0,0.0
82424ffffffffff,323.0,0.0,0.0
824257fffffffff,1058.0,0.0,0.0
82425ffffffffff,736.0,0.0,0.0
82426ffffffffff,546.0,0.0,0.0
8242c7fffffffff,4967.0,0.0,0.0
8242cffffffffff,3914.0,0.0,0.0
8242d7fffffffff,29.0,0.0,0.0
8242dffffffffff,2020.0,0.0,0.0
8242e7fffffffff,275.0,0.0,0.0
8242effffffffff,429.0,0.0,0.0
824307fffffffff,28.0,0.0,0.0
82430ffffffffff,21.0,0.0,0.0
824317fffffffff,203.0,0.0,0.0
82431ffffffffff,427.0,0.0,0.0
824327fffffffff,92.0,0.0,0.0
82432ffffffffff,16.0,0.0,0.0
824337fffffffff,94.0,0.0,0.0
824357fffffffff,34.0,0.0,0.0
824367fffffffff,375.0,0.0,0.0
824377fffffffff,27.0,0.0,0.0
824387fffffffff,74.0,0.0,0.0
82438ffffffffff,454.0,0.0,23.0
824397fffffffff,80.0,0.0,2.0
82439ffffffffff,46.0,0.0,0.0
8243a7fffffffff,2700.0,0.0,35.0
8243affffffffff,5586.0,0.0,55.0
8243b7fffffffff,5.0,0.0,0.0
824417fffffffff,2185.0,0.0,0.0
82441ffffffffff,5747.0,0.0,0.0
824437fffffffff,2371.0,0.0,0.0
824447fffffffff,13603.0,0.0,0.0
82444ffffffffff,3067.0,0.0,0.0
824457fffffffff,6169.0,0.0,0.0
82445ffffffffff,2884.0,0.0,0.0
824467fffffffff,308.0,0.0,0.0
82446ffffffffff,20265.0,0.0,0.0
824477fffffffff,2238.0,0.0,0.0
824487fffffffff,1395.0,0.0,0.0
8244a7fffffffff,6677.0,0.0,0.0
8244affffffffff,5628.0,0.0,0.0
8244b7fffffffff,1022.0,0.0,0.0
8244c7fffffffff,4154.0,0.0,0.0
8244cffffffffff,3471.0,0.0,0.0
8244d7fffffffff,3941.0,0.0,0.0
8244dffffffffff,6057.0,0.0,0.0
8244e7fffffffff,2155.0,0.0,0.0
8244effffffffff,1545.0,0.0,0.0
8244f7fffffffff,3416.0,0.0,0.0
824507fffffffff,159.0,0.0,0.0
82451ffffffffff,8.0,0.0,0.0
824527fffffffff,1375.0,0.0,0.0
82452ffffffffff,83.0,0.0,0.0
824537fffffffff,297.0,0.0,0.0
824587fffffffff,43.0,0.0,0.0
82458ffffffffff,1887.0,0.0,0.0
824597fffffffff,219.0,0.0,0.0
82459ffffffffff,716.0,0.0,0.0
8245a7fffffffff,37.0,0.0,0.0
82464ffffffffff,6467.0,0.0,0.0
824807fffffffff,618.0,0.0,0.0
82480ffffffffff,1181.0,0.0,0.0
824817fffffffff,1015.0,0.0,0.0
82481ffffffffff,340.0,0.0,0.0
824827fffffffff,851.0,0.0,0.0
82482ffffffffff,1309.0,0.0,0.0
824837fffffffff,3084.0,0.0,0.0
824847fffffffff,615.0,0.0,0.0
82484ffffffffff,336.0,0.0,0.0
824857fffffffff,1322.0,0.0,0.0
82485ffffffffff,6009.0,0.0,0.0
82486ffffffffff,2.0,0.0,0.0
824877fffffffff,787.0,0.0,0.0
824887fffffffff,7844.0,0.0,0.0
82488ffffffffff,8131.0,0.0,0.0
824897fffffffff,13260.0,1.0,0.0
82489ffffffffff,39969.0,0.0,0.0
8248a7fffffffff,2506.0,0.0,0.0
8248affffffffff,982.0,0.0,0.0
8248b7fffffffff,40170.0,0.0,0.0
8248c7fffffffff,15326.0,0.0,0.0
8248cffffffffff,2720.0,0.0,0.0
8248d7fffffffff,3431.0,0.0,0.0
8248dffffffffff,15712.0,0.0,0.0
8248e7fffffffff,607.0,0.0,0.0
8248effffffffff,62351.0,0.0,0.0
8248f7fffffffff,2699.0,0.0,0.0
824987fffffffff,4054.0,0.0,0.0
82498ffffffffff,441.0,0.0,0.0
824997fffffffff,13681.0,0.0,0.0
82499ffffffffff,302.0,0.0,0.0
8249a7fffffffff,33.0,0.0,0.0
8249affffffffff,4036.0,0.0,0.0
8249b7fffffffff,1848.0,0.0,0.0
824c87fffffffff,27.0,0.0,0.0
824c8ffffffffff,283.0,0.0,0.0
824c97fffffffff,189.0,0.0,0.0
824c9ffffffffff,160.0,0.0,0.0
824caffffffffff,16.0,0.0,0.0
824cc7fffffffff,4288.0,0.0,0.0
824cd7fffffffff,1093.0,0.0,0.0
824ceffffffffff,5779.0,0.0,0.0
824cf7fffffffff,157.0,0.0,0.0
824d4ffffffffff,101.0,0.0,0.0
825207fffffffff,255.0,0.0,0.0
825217fffffffff,65.0,0.0,1.0
82521ffffffffff,140.0,0.0,0.0
825237fffffffff,65.0,0.0,0.0
82524ffffffffff,191.0,0.0,0.0
82526ffffffffff,108.0,0.0,0.0
8252d7fffffffff,64.0,0.0,0.0
825307fffffffff,2.0,0.0,0.0
82530ffffffffff,8.0,0.0,0.0
825317fffffffff,17.0,0.0,0.0
82531ffffffffff,5.0,0.0,0.0
825327fffffffff,5.0,0.0,0.0
82532ffffffffff,7.0,0.0,0.0
825337fffffffff,12.0,0.0,0.0
825347fffffffff,86.0,0.0,0.0
82534ffffffffff,188.0,0.0,0.0
825357fffffffff,59.0,0.0,0.0
825367fffffffff,287.0,0.0,0.0
82536ffffffffff,499.0,0.0,0.0
825377fffffffff,30.0,0.0,0.0
8253a7fffffffff,24.0,0.0,0.0
8253affffffffff,97.0,0.0,0.0
8253b7fffffffff,87.0,0.0,0.0
825407fffffffff,14.0,0.0,0.0
825417fffffffff,334.0,0.0,0.0
82541ffffffffff,141.0,0.0,0.0
825437fffffffff,20.0,0.0,0.0
825497fffffffff,4.0,0.0,0.0
8254affffffffff,492.0,0.0,0.0
8254b7fffffffff,3.0,0.0,0.0
8254e7fffffffff,6.0,0.0,0.0
8254f7fffffffff,27.0,0.0,0.0
82550ffffffffff,3.0,0.0,0.0
825517fffffffff,136.0,0.0,0.0
82551ffffffffff,17.0,0.0,0.0
825537fffffffff,16.0,0.0,0.0
8255affffffffff,12.0,0.0,0.0
82574ffffffffff,21.0,0.0,0.0
825d17fffffffff,10624.0,0.0,0.0
825e47fffffffff,5.0,0.0,0.0
825e4ffffffffff,80.0,0.0,0.0
825e5ffffffffff,72.0,0.0,0.0
825e77fffffffff,143.0,0.0,0.0
825f0ffffffffff,31.0,0.0,0.0
825f17fffffffff,36.0,0.0,0.0
825f1ffffffffff,35.0,0.0,0.0
825f2ffffffffff,1.0,0.0,0.0
825f4ffffffffff,19.0,0.0,0.0
826007fffffffff,1565.0,0.0,0.0
826017fffffffff,7266.0,0.0,0.0
82601ffffffffff,367.0,0.0,0.0
826027fffffffff,347.0,0.0,0.0
826037fffffffff,29172.0,0.0,0.0
826087fffffffff,505.0,0.0,0.0
82608ffffffffff,9464.0,0.0,0.0
826097fffffffff,1628.0,0.0,0.0
82609ffffffffff,1993.0,0.0,0.0
8260a7fffffffff,1229.0,0.0,0.0
8260affffffffff,1988.0,0.0,0.0
8260b7fffffffff,2514.0,0.0,0.0
8260f7fffffffff,2.0,0.0,0.0
826107fffffffff,1107.0,0.0,0.0
826117fffffffff,120.0,0.0,1.0
82611ffffffffff,1204.0,0.0,0.0
82615ffffffffff,2.0,0.0,0.0
82618ffffffffff,2644.0,0.0,0.0
82619ffffffffff,96.0,0.0,0.0
8261affffffffff,190.0,0.0,0.0
826327fffffffff,14.0,0.0,0.0
826337fffffffff,195.0,0.0,0.0
82640ffffffffff,1978.0,0.0,0.0
826417fffffffff,12.0,0.0,0.0
82642ffffffffff,7.0,0.0,0.0
826437fffffffff,9.0,0.0,2.0
826487fffffffff,681.0,0.0,65.0
82648ffffffffff,137.0,0.0,0.0
826497fffffffff,378.0,0.0,17.0
82649ffffffffff,55.0,0.0,0.0
8264a7fffffffff,2228.0,0.0,31.0
8264affffffffff,30.0,0.0,0.0
8264b7fffffffff,454.0,0.0,2.0
8264e7fffffffff,264.0,0.0,0.0
82651ffffffffff,7.0,0.0,0.0
826587fffffffff,1628.0,0.0,0.0
82658ffffffffff,2002.0,0.0,109.0
