cell_id,Rhopospina fruticeti,Rhopospina fruticeti fruticeti/peruviana,Rhopospina fruticeti coracina
84cfa0dffffffff,20.0,0.0,0.0
84cfa13ffffffff,1.0,0.0,0.0
84cfa17ffffffff,6.0,0.0,0.0
84cfa21ffffffff,193.0,0.0,0.0
84cfa23ffffffff,5.0,0.0,0.0
84cfa27ffffffff,30.0,0.0,0.0
84cfa2bffffffff,51.0,0.0,0.0
84cfa35ffffffff,3.0,0.0,0.0
84cfa41ffffffff,9.0,0.0,0.0
84cfa45ffffffff,47.0,0.0,0.0
84cfa47ffffffff,61.0,0.0,0.0
84cfa49ffffffff,64.0,1.0,0.0
84cfa4bffffffff,7.0,0.0,0.0
84cfa4dffffffff,9.0,0.0,0.0
84cfa69ffffffff,2.0,0.0,0.0
84cfa89ffffffff,14.0,0.0,0.0
84cfa95ffffffff,1.0,0.0,0.0
84cfaa1ffffffff,9.0,0.0,0.0
84cfaa5ffffffff,3.0,0.0,0.0
84cfaa7ffffffff,3.0,0.0,0.0
84cfaadffffffff,26.0,0.0,0.0
84cfac1ffffffff,2.0,0.0,0.0
84cfac5ffffffff,17.0,0.0,0.0
84cfac9ffffffff,17.0,0.0,0.0
84cfacbffffffff,2.0,0.0,0.0
84cfacdffffffff,89.0,0.0,0.0
84cfae1ffffffff,4.0,0.0,0.0
84cfae3ffffffff,6.0,0.0,0.0
84cfae7ffffffff,20.0,0.0,0.0
84cfb11ffffffff,1.0,0.0,0.0
84cfb13ffffffff,24.0,0.0,0.0
84cfb17ffffffff,3.0,0.0,0.0
84cfb19ffffffff,2.0,0.0,0.0
84df4d9ffffffff,11.0,0.0,0.0
84df683ffffffff,3.0,0.0,0.0
84df691ffffffff,6.0,0.0,0.0
84df693ffffffff,3.0,0.0,0.0
84df697ffffffff,9.0,0.0,0.0
84df699ffffffff,9.0,7.0,0.0
84df6bbffffffff,4.0,0.0,0.0
