cell_id,Glaucidium gnoma,Glaucidium gnoma gnoma,Glaucidium gnoma [californicum Group],Glaucidium gnoma pinicola,Glaucidium gnoma cobanense,Glaucidium gnoma hoskinsii
832696fffffffff,286.0,0.0,0.0,101.0,0.0,0.0
832698fffffffff,60.0,0.0,0.0,0.0,0.0,0.0
832699fffffffff,29.0,0.0,0.0,0.0,0.0,0.0
83269afffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83269bfffffffff,23.0,0.0,0.0,13.0,0.0,0.0
83269cfffffffff,97.0,0.0,0.0,0.0,0.0,0.0
83269dfffffffff,29.0,0.0,0.0,0.0,0.0,0.0
83269efffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326aafffffffff,37.0,0.0,0.0,0.0,0.0,0.0
8326b2fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326b6fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
832792fffffffff,55.0,0.0,0.0,0.0,0.0,0.0
832793fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832800fffffffff,16.0,0.0,5.0,0.0,0.0,0.0
832802fffffffff,213.0,0.0,49.0,0.0,0.0,0.0
832803fffffffff,17.0,0.0,6.0,0.0,0.0,0.0
832806fffffffff,87.0,0.0,2.0,0.0,0.0,0.0
832810fffffffff,45.0,0.0,0.0,0.0,0.0,0.0
832811fffffffff,42.0,0.0,0.0,0.0,0.0,0.0
832812fffffffff,35.0,0.0,0.0,0.0,0.0,0.0
832813fffffffff,34.0,0.0,0.0,0.0,0.0,0.0
832814fffffffff,272.0,0.0,2.0,0.0,0.0,0.0
832815fffffffff,68.0,0.0,0.0,0.0,0.0,0.0
832816fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
832818fffffffff,48.0,0.0,0.0,0.0,0.0,0.0
832819fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83281afffffffff,108.0,0.0,43.0,0.0,0.0,0.0
83281bfffffffff,211.0,0.0,35.0,0.0,0.0,0.0
83281cfffffffff,220.0,0.0,20.0,0.0,0.0,0.0
83281dfffffffff,13.0,0.0,0.0,0.0,0.0,0.0
83281efffffffff,225.0,0.0,0.0,0.0,0.0,0.0
832830fffffffff,290.0,0.0,10.0,0.0,0.0,0.0
832831fffffffff,186.0,0.0,14.0,0.0,0.0,0.0
832832fffffffff,561.0,0.0,0.0,0.0,0.0,0.0
832833fffffffff,83.0,0.0,3.0,0.0,0.0,0.0
832834fffffffff,601.0,0.0,19.0,0.0,0.0,0.0
832836fffffffff,54.0,0.0,0.0,0.0,0.0,0.0
832880fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
832881fffffffff,88.0,0.0,0.0,0.0,0.0,0.0
832882fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832883fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
832884fffffffff,187.0,0.0,0.0,0.0,0.0,0.0
832886fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
832888fffffffff,37.0,0.0,0.0,0.0,0.0,0.0
832889fffffffff,45.0,0.0,0.0,0.0,0.0,0.0
83288afffffffff,73.0,0.0,0.0,0.0,0.0,0.0
83288bfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83288cfffffffff,103.0,0.0,0.0,0.0,0.0,0.0
83288dfffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83288efffffffff,100.0,0.0,0.0,0.0,0.0,0.0
832890fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
832891fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832892fffffffff,36.0,0.0,0.0,0.0,0.0,0.0
832893fffffffff,32.0,0.0,0.0,0.0,0.0,0.0
832894fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832896fffffffff,12.0,0.0,0.0,1.0,0.0,0.0
832898fffffffff,121.0,0.0,0.0,0.0,0.0,0.0
832899fffffffff,30.0,0.0,0.0,0.0,0.0,0.0
83289afffffffff,21.0,0.0,0.0,0.0,0.0,0.0
83289bfffffffff,61.0,0.0,0.0,0.0,0.0,0.0
83289cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83289dfffffffff,16.0,0.0,0.0,0.0,0.0,0.0
83289efffffffff,76.0,0.0,0.0,0.0,0.0,0.0
8328a8fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8328a9fffffffff,280.0,0.0,8.0,0.0,0.0,0.0
8328aafffffffff,46.0,0.0,0.0,0.0,0.0,0.0
8328abfffffffff,89.0,0.0,0.0,0.0,0.0,0.0
8328acfffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8328adfffffffff,66.0,0.0,0.0,0.0,0.0,0.0
8328aefffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8328b2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8328b5fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8328b6fffffffff,88.0,0.0,0.0,0.0,0.0,0.0
8328c2fffffffff,147.0,0.0,20.0,0.0,0.0,0.0
8328c6fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
8328d0fffffffff,85.0,0.0,11.0,0.0,0.0,0.0
8328d1fffffffff,540.0,0.0,22.0,0.0,0.0,0.0
8328d2fffffffff,172.0,0.0,4.0,0.0,0.0,0.0
8328d3fffffffff,88.0,0.0,0.0,0.0,0.0,0.0
8328d4fffffffff,256.0,0.0,16.0,0.0,0.0,0.0
8328d5fffffffff,173.0,0.0,8.0,0.0,0.0,0.0
8328d6fffffffff,71.0,0.0,0.0,0.0,0.0,0.0
8328d8fffffffff,45.0,0.0,4.0,0.0,0.0,0.0
8328d9fffffffff,13.0,0.0,2.0,0.0,0.0,0.0
8328dafffffffff,31.0,0.0,0.0,0.0,0.0,0.0
8328dcfffffffff,432.0,0.0,18.0,0.0,0.0,0.0
8328ddfffffffff,32.0,0.0,0.0,0.0,0.0,0.0
8328defffffffff,145.0,0.0,0.0,0.0,0.0,0.0
8328f0fffffffff,523.0,0.0,40.0,0.0,0.0,0.0
8328f1fffffffff,124.0,0.0,4.0,0.0,0.0,0.0
8328f2fffffffff,196.0,0.0,2.0,0.0,0.0,0.0
8328f3fffffffff,131.0,0.0,2.0,0.0,0.0,0.0
8328f4fffffffff,257.0,0.0,0.0,0.0,0.0,0.0
8328f5fffffffff,489.0,0.0,10.0,0.0,0.0,0.0
8328f6fffffffff,89.0,0.0,5.0,0.0,0.0,0.0
832912fffffffff,18.0,0.0,3.0,0.0,0.0,0.0
832913fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83291afffffffff,383.0,0.0,98.0,0.0,0.0,0.0
832989fffffffff,115.0,0.0,0.0,0.0,0.0,0.0
83298cfffffffff,27.0,0.0,0.0,0.0,0.0,0.0
83298dfffffffff,200.0,0.0,0.0,0.0,0.0,0.0
832990fffffffff,51.0,0.0,0.0,9.0,0.0,0.0
832991fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
832992fffffffff,8.0,0.0,0.0,2.0,0.0,0.0
832993fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832994fffffffff,21.0,0.0,0.0,3.0,0.0,0.0
832995fffffffff,23.0,0.0,0.0,1.0,0.0,0.0
832996fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8329a1fffffffff,25.0,0.0,4.0,0.0,0.0,0.0
8329a9fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8329aafffffffff,123.0,0.0,0.0,0.0,0.0,0.0
8329abfffffffff,162.0,0.0,0.0,0.0,0.0,0.0
8329acfffffffff,335.0,0.0,33.0,0.0,0.0,0.0
8329adfffffffff,146.0,0.0,0.0,0.0,0.0,0.0
8329aefffffffff,120.0,0.0,0.0,0.0,0.0,0.0
8329b2fffffffff,131.0,0.0,0.0,24.0,0.0,0.0
8329b6fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
834524fffffffff,18.0,0.0,0.0,0.0,7.0,0.0
834525fffffffff,25.0,0.0,0.0,0.0,24.0,0.0
834802fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
834805fffffffff,66.0,0.0,0.0,0.0,0.0,59.0
83480afffffffff,2.0,2.0,0.0,0.0,0.0,0.0
834814fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
834818fffffffff,4.0,4.0,0.0,0.0,0.0,0.0
834819fffffffff,24.0,13.0,0.0,0.0,0.0,0.0
83481cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83481dfffffffff,25.0,2.0,0.0,0.0,0.0,0.0
834823fffffffff,1.0,0.0,0.0,0.0,0.0,1.0
83482afffffffff,6.0,0.0,0.0,0.0,0.0,6.0
83482efffffffff,79.0,0.0,0.0,0.0,0.0,69.0
834833fffffffff,85.0,40.0,0.0,0.0,0.0,0.0
834836fffffffff,137.0,96.0,0.0,0.0,0.0,0.0
8348a0fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8348a2fffffffff,257.0,82.0,0.0,0.0,0.0,0.0
8348a6fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8348b5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8348c0fffffffff,39.0,0.0,0.0,3.0,0.0,0.0
8348c1fffffffff,52.0,0.0,0.0,24.0,0.0,0.0
8348c2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8348c3fffffffff,49.0,0.0,0.0,6.0,0.0,0.0
8348c4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8348c5fffffffff,1244.0,505.0,0.0,2.0,0.0,0.0
8348c9fffffffff,38.0,0.0,0.0,2.0,0.0,0.0
8348cafffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8348ccfffffffff,33.0,0.0,0.0,6.0,0.0,0.0
8348cdfffffffff,67.0,0.0,0.0,32.0,0.0,0.0
8348cefffffffff,6.0,0.0,0.0,4.0,0.0,0.0
8348d1fffffffff,25.0,0.0,0.0,2.0,0.0,0.0
8348d5fffffffff,14.0,0.0,0.0,12.0,0.0,0.0
8348d8fffffffff,322.0,0.0,0.0,34.0,0.0,0.0
8348dafffffffff,14.0,0.0,0.0,2.0,0.0,0.0
8348dbfffffffff,9.0,0.0,0.0,2.0,0.0,0.0
8348dcfffffffff,30.0,0.0,0.0,2.0,0.0,0.0
8348ddfffffffff,17.0,0.0,0.0,5.0,0.0,0.0
8348e0fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8348e1fffffffff,9.0,7.0,0.0,0.0,0.0,0.0
8348e2fffffffff,5.0,2.0,0.0,0.0,0.0,0.0
8348e3fffffffff,106.0,57.0,0.0,0.0,0.0,0.0
8348e4fffffffff,81.0,52.0,0.0,0.0,0.0,0.0
8348e6fffffffff,36.0,4.0,0.0,0.0,0.0,0.0
8348e8fffffffff,802.0,274.0,0.0,0.0,0.0,0.0
8348eafffffffff,31.0,9.0,0.0,0.0,0.0,0.0
8348ebfffffffff,79.0,0.0,0.0,12.0,0.0,0.0
8348ecfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8348eefffffffff,1579.0,684.0,0.0,0.0,0.0,0.0
834980fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
834985fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
834986fffffffff,20.0,5.0,0.0,0.0,0.0,0.0
834988fffffffff,63.0,0.0,0.0,0.0,0.0,0.0
83498cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83498dfffffffff,6.0,6.0,0.0,0.0,0.0,0.0
834990fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
834994fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
834995fffffffff,10.0,6.0,0.0,0.0,0.0,0.0
834996fffffffff,14.0,5.0,0.0,0.0,0.0,0.0
83499bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83499cfffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83499dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8349a8fffffffff,57.0,29.0,0.0,0.0,0.0,0.0
8349a9fffffffff,11.0,7.0,0.0,0.0,0.0,0.0
8349aafffffffff,96.0,63.0,0.0,0.0,0.0,0.0
8349abfffffffff,53.0,5.0,0.0,0.0,0.0,0.0
8349b0fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8349b1fffffffff,21.0,11.0,0.0,0.0,0.0,0.0
8349b2fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
836d05fffffffff,7.0,0.0,0.0,0.0,7.0,0.0
836d20fffffffff,4.0,0.0,0.0,0.0,4.0,0.0
836d21fffffffff,17.0,0.0,0.0,0.0,17.0,0.0
836d23fffffffff,71.0,0.0,0.0,0.0,39.0,0.0
836d28fffffffff,278.0,0.0,0.0,0.0,238.0,0.0
836d29fffffffff,150.0,0.0,0.0,0.0,103.0,0.0
836d2afffffffff,76.0,0.0,0.0,0.0,60.0,0.0
836d2bfffffffff,118.0,0.0,0.0,0.0,87.0,0.0
836d2cfffffffff,8.0,0.0,0.0,0.0,6.0,0.0
836d2dfffffffff,488.0,0.0,0.0,0.0,461.0,0.0
836d2efffffffff,6.0,0.0,0.0,0.0,5.0,0.0
836d30fffffffff,26.0,14.0,0.0,0.0,0.0,0.0
836d32fffffffff,383.0,248.0,0.0,0.0,0.0,0.0
836d33fffffffff,28.0,17.0,0.0,0.0,0.0,0.0
836d36fffffffff,7.0,3.0,0.0,0.0,0.0,0.0
836d66fffffffff,6.0,0.0,0.0,0.0,6.0,0.0
