cell_id,Spilopelia chinensis,Spilopelia chinensis suratensis/ceylonensis,Spilopelia chinensis chinensis/tigrina
8268d7fffffffff,90.0,0.0,41.0
8268dffffffffff,9.0,0.0,2.0
8268e7fffffffff,2.0,0.0,0.0
826917fffffffff,9.0,0.0,0.0
826937fffffffff,17.0,0.0,0.0
826947fffffffff,777.0,0.0,14.0
82694ffffffffff,662.0,0.0,9.0
82695ffffffffff,46.0,0.0,0.0
82696ffffffffff,81.0,0.0,8.0
8272affffffffff,26.0,0.0,0.0
8272f7fffffffff,137.0,0.0,0.0
827397fffffffff,100.0,0.0,4.0
82739ffffffffff,24.0,0.0,0.0
8273b7fffffffff,16.0,0.0,0.0
828c17fffffffff,775.0,0.0,147.0
828c1ffffffffff,1.0,0.0,0.0
828c8ffffffffff,8.0,0.0,0.0
828c97fffffffff,108.0,0.0,0.0
828caffffffffff,58.0,0.0,7.0
828cc7fffffffff,2.0,0.0,0.0
828cd7fffffffff,81.0,0.0,7.0
828cdffffffffff,1.0,0.0,1.0
828ce7fffffffff,1.0,0.0,0.0
828d87fffffffff,49.0,0.0,2.0
828d8ffffffffff,99.0,0.0,20.0
828d97fffffffff,2.0,0.0,0.0
828da7fffffffff,279.0,0.0,40.0
828daffffffffff,6.0,0.0,3.0
828db7fffffffff,848.0,0.0,201.0
829407fffffffff,36.0,0.0,7.0
829427fffffffff,76.0,0.0,7.0
82942ffffffffff,308.0,0.0,1.0
829437fffffffff,15.0,0.0,0.0
829467fffffffff,2.0,0.0,0.0
829507fffffffff,28.0,0.0,7.0
82950ffffffffff,12.0,0.0,8.0
829517fffffffff,4.0,0.0,0.0
82951ffffffffff,181.0,0.0,28.0
829547fffffffff,69.0,0.0,4.0
829557fffffffff,23.0,0.0,3.0
82955ffffffffff,6.0,0.0,2.0
82956ffffffffff,54.0,0.0,1.0
8295a7fffffffff,884.0,0.0,117.0
8295affffffffff,15.0,0.0,4.0
829b47fffffffff,31.0,0.0,0.0
829b4ffffffffff,31.0,0.0,0.0
829b5ffffffffff,55.0,0.0,0.0
829b6ffffffffff,93.0,0.0,0.0
829c07fffffffff,197.0,0.0,0.0
829c27fffffffff,1805.0,0.0,0.0
829ce7fffffffff,1.0,0.0,0.0
829d07fffffffff,47.0,0.0,0.0
829d0ffffffffff,92.0,0.0,0.0
829d27fffffffff,293.0,0.0,0.0
829d2ffffffffff,8.0,0.0,0.0
829e2ffffffffff,4.0,0.0,0.0
829f57fffffffff,182.0,0.0,0.0
829f5ffffffffff,4.0,0.0,0.0
82a247fffffffff,102.0,0.0,0.0
82a6a7fffffffff,10.0,0.0,0.0
82a707fffffffff,3.0,0.0,0.0
82a727fffffffff,1505.0,0.0,0.0
82a737fffffffff,2.0,0.0,0.0
82b887fffffffff,175.0,0.0,0.0
82b917fffffffff,1207.0,0.0,20.0
82b91ffffffffff,2.0,0.0,0.0
82b937fffffffff,6.0,0.0,0.0
82b9a7fffffffff,11.0,0.0,4.0
82b9affffffffff,114.0,0.0,0.0
82ba27fffffffff,7.0,0.0,0.0
82bb0ffffffffff,91.0,0.0,0.0
82bb57fffffffff,2361.0,0.0,0.0
82bb5ffffffffff,10.0,0.0,0.0
82bb77fffffffff,1.0,0.0,0.0
82be0ffffffffff,10673.0,0.0,100.0
82be1ffffffffff,1068.0,0.0,15.0
82be2ffffffffff,33.0,0.0,0.0
82be47fffffffff,206.0,0.0,5.0
82be4ffffffffff,346.0,0.0,17.0
82be57fffffffff,2.0,0.0,0.0
82be67fffffffff,10785.0,0.0,603.0
82be6ffffffffff,88.0,0.0,3.0
82be77fffffffff,2132.0,0.0,25.0
82be8ffffffffff,7067.0,0.0,0.0
82beaffffffffff,1474.0,0.0,110.0
82bec7fffffffff,31.0,0.0,0.0
82becffffffffff,1.0,0.0,0.0
82bed7fffffffff,59.0,0.0,0.0
82bedffffffffff,1.0,0.0,0.0
82bee7fffffffff,108.0,0.0,0.0
82beeffffffffff,2.0,0.0,0.0
82bef7fffffffff,1101.0,0.0,2.0
82bf4ffffffffff,688.0,0.0,0.0
82bf6ffffffffff,1.0,0.0,0.0
82c997fffffffff,500.0,0.0,0.0
82da97fffffffff,2.0,0.0,0.0
