cell_id,Rhopospina fruticeti,Rhopospina fruticeti fruticeti/peruviana,Rhopospina fruticeti coracina
83c32dfffffffff,46.0,0.0,0.0
83c32efffffffff,217.0,0.0,0.0
83c340fffffffff,3.0,0.0,0.0
83c345fffffffff,3.0,0.0,0.0
83c350fffffffff,2.0,0.0,0.0
83c354fffffffff,7.0,0.0,0.0
83c356fffffffff,16.0,0.0,0.0
83c360fffffffff,121.0,0.0,0.0
83c364fffffffff,26.0,0.0,0.0
83c365fffffffff,9.0,0.0,0.0
83c366fffffffff,36.0,0.0,0.0
83c368fffffffff,3.0,0.0,0.0
83c36cfffffffff,1.0,0.0,0.0
83c36dfffffffff,5.0,0.0,0.0
83c36efffffffff,5.0,0.0,0.0
83c370fffffffff,40.0,0.0,0.0
83c371fffffffff,72.0,0.0,0.0
83c372fffffffff,10.0,0.0,0.0
83c373fffffffff,14.0,0.0,0.0
83c375fffffffff,48.0,0.0,0.0
83c376fffffffff,50.0,0.0,0.0
83ce80fffffffff,250.0,0.0,0.0
83ce81fffffffff,10.0,0.0,0.0
83ce82fffffffff,36.0,0.0,0.0
83ce83fffffffff,174.0,0.0,0.0
83ce84fffffffff,57.0,0.0,0.0
83ce85fffffffff,5.0,0.0,0.0
83ce86fffffffff,13.0,0.0,0.0
83ce8efffffffff,1.0,0.0,0.0
83ce90fffffffff,6.0,0.0,0.0
83ce91fffffffff,42.0,0.0,0.0
83ce92fffffffff,7.0,0.0,0.0
83ce93fffffffff,593.0,0.0,0.0
83ce94fffffffff,10.0,0.0,0.0
83ce95fffffffff,18.0,0.0,0.0
83ce96fffffffff,35.0,0.0,0.0
83ce98fffffffff,416.0,0.0,0.0
83ce99fffffffff,33.0,0.0,0.0
83ce9afffffffff,14.0,0.0,0.0
83ce9bfffffffff,227.0,0.0,0.0
83ce9cfffffffff,148.0,0.0,0.0
83ce9dfffffffff,111.0,0.0,0.0
83ce9efffffffff,148.0,0.0,0.0
83cea0fffffffff,12.0,0.0,0.0
83cea2fffffffff,56.0,0.0,0.0
83cea3fffffffff,10.0,0.0,0.0
83cea5fffffffff,2.0,0.0,0.0
83cea6fffffffff,2.0,0.0,0.0
83ceaafffffffff,8.0,0.0,0.0
83ceaefffffffff,3.0,0.0,0.0
83ceb1fffffffff,2.0,0.0,0.0
83ceb3fffffffff,14.0,0.0,0.0
83ceb5fffffffff,2.0,0.0,0.0
83cf12fffffffff,334.0,15.0,0.0
83cf13fffffffff,5.0,0.0,0.0
83cf81fffffffff,14.0,0.0,0.0
83cf82fffffffff,4.0,0.0,0.0
83cf83fffffffff,4.0,0.0,0.0
83cf85fffffffff,55.0,0.0,0.0
83cf88fffffffff,46.0,0.0,0.0
83cf8bfffffffff,4.0,0.0,0.0
83cf8cfffffffff,252.0,0.0,0.0
83cf8dfffffffff,2.0,0.0,0.0
83cf8efffffffff,223.0,0.0,0.0
83cf90fffffffff,6.0,0.0,0.0
83cf91fffffffff,44.0,0.0,0.0
83cf92fffffffff,2.0,0.0,0.0
83cf94fffffffff,186.0,0.0,0.0
83cf95fffffffff,18.0,0.0,0.0
83cf98fffffffff,67.0,0.0,0.0
83cf9cfffffffff,5.0,0.0,0.0
83cf9dfffffffff,5.0,0.0,0.0
83cf9efffffffff,144.0,0.0,0.0
83cfa0fffffffff,42.0,0.0,0.0
83cfa1fffffffff,7.0,0.0,0.0
83cfa2fffffffff,276.0,0.0,0.0
83cfa3fffffffff,3.0,0.0,0.0
83cfa4fffffffff,194.0,1.0,0.0
83cfa6fffffffff,2.0,0.0,0.0
83cfa8fffffffff,14.0,0.0,0.0
83cfa9fffffffff,1.0,0.0,0.0
83cfaafffffffff,40.0,0.0,0.0
83cfabfffffffff,2.0,0.0,0.0
83cfacfffffffff,129.0,0.0,0.0
83cfaefffffffff,27.0,0.0,0.0
83cfb1fffffffff,30.0,0.0,0.0
83df4dfffffffff,11.0,0.0,0.0
83df68fffffffff,3.0,0.0,0.0
83df69fffffffff,27.0,7.0,0.0
83df6bfffffffff,7.0,0.0,0.0
