cell_id,Poecile montanus,Poecile montanus [montanus Group],Poecile montanus [songarus Group]
84089edffffffff,2.0,0.0,0.0
8408a07ffffffff,2.0,0.0,0.0
8408a0bffffffff,3.0,2.0,0.0
8408a15ffffffff,1.0,0.0,0.0
8408a27ffffffff,1.0,0.0,0.0
8408a43ffffffff,2.0,0.0,0.0
8408a45ffffffff,7.0,2.0,0.0
8408a4dffffffff,3.0,3.0,0.0
8408a51ffffffff,1.0,0.0,0.0
8408a53ffffffff,21.0,7.0,0.0
8408a59ffffffff,2.0,0.0,0.0
8408a61ffffffff,2.0,0.0,0.0
8408a69ffffffff,4.0,0.0,0.0
8408a8dffffffff,2.0,0.0,0.0
8408a97ffffffff,4.0,0.0,0.0
8408b01ffffffff,2.0,0.0,0.0
8408b31ffffffff,7.0,0.0,0.0
8408b37ffffffff,3.0,0.0,0.0
8408b61ffffffff,1.0,0.0,0.0
8408b65ffffffff,6.0,0.0,0.0
8408b67ffffffff,6.0,3.0,0.0
8408b6dffffffff,1.0,0.0,0.0
8408c19ffffffff,24.0,4.0,0.0
8408c1bffffffff,12.0,0.0,0.0
8408c21ffffffff,8.0,4.0,0.0
8408c29ffffffff,2.0,2.0,0.0
8408c31ffffffff,4.0,0.0,0.0
8408c33ffffffff,1.0,1.0,0.0
8408c3dffffffff,2.0,0.0,0.0
8408c5dffffffff,1.0,0.0,0.0
8408c89ffffffff,2.0,0.0,0.0
8408c8bffffffff,16.0,2.0,0.0
8408c8dffffffff,3.0,0.0,0.0
8408c91ffffffff,11.0,6.0,0.0
8408c93ffffffff,11.0,2.0,0.0
8408c95ffffffff,23.0,3.0,0.0
8408c97ffffffff,12.0,4.0,0.0
8408cd5ffffffff,6.0,0.0,0.0
8408cd7ffffffff,52.0,9.0,0.0
8408ce1ffffffff,13.0,0.0,0.0
8408ce5ffffffff,5.0,0.0,0.0
8408cedffffffff,3.0,0.0,0.0
8408d11ffffffff,7.0,0.0,0.0
8408d15ffffffff,7.0,7.0,0.0
8408d19ffffffff,34.0,10.0,0.0
8408d1bffffffff,5.0,0.0,0.0
8408d21ffffffff,2.0,0.0,0.0
8408d31ffffffff,3.0,0.0,0.0
8408d33ffffffff,1.0,1.0,0.0
8408d41ffffffff,7.0,0.0,0.0
8408d43ffffffff,3.0,0.0,0.0
8408d51ffffffff,3.0,0.0,0.0
8408d55ffffffff,2.0,0.0,0.0
8408d57ffffffff,2.0,0.0,0.0
8408d81ffffffff,53.0,4.0,0.0
8408d83ffffffff,2.0,0.0,0.0
8408d85ffffffff,7.0,0.0,0.0
8408d89ffffffff,4.0,0.0,0.0
8408d8bffffffff,84.0,4.0,0.0
8408da9ffffffff,2.0,1.0,0.0
8408dc9ffffffff,5.0,0.0,0.0
8408dd9ffffffff,11.0,2.0,0.0
8408ddbffffffff,2.0,2.0,0.0
8408de3ffffffff,2.0,0.0,0.0
8408debffffffff,2.0,0.0,0.0
8408e13ffffffff,3.0,0.0,0.0
8408e2dffffffff,1.0,0.0,0.0
8408e35ffffffff,4.0,0.0,0.0
8408e39ffffffff,1.0,0.0,0.0
8408e8bffffffff,4.0,0.0,0.0
8408e91ffffffff,1.0,0.0,0.0
8408e99ffffffff,4.0,0.0,0.0
8408ea3ffffffff,2.0,2.0,0.0
8408ea7ffffffff,1.0,0.0,0.0
8408eabffffffff,2.0,0.0,0.0
8408ec1ffffffff,9.0,0.0,0.0
8408ec9ffffffff,2.0,2.0,0.0
8408ecbffffffff,2.0,0.0,0.0
8408ed3ffffffff,26.0,0.0,0.0
8408ed7ffffffff,1.0,0.0,0.0
8408ed9ffffffff,3.0,0.0,0.0
8408ee1ffffffff,6.0,0.0,0.0
8408ee7ffffffff,1.0,0.0,0.0
8408f09ffffffff,2.0,0.0,0.0
8408f25ffffffff,3.0,1.0,0.0
8408f2dffffffff,2.0,0.0,0.0
8408f3dffffffff,2.0,0.0,0.0
8408f63ffffffff,3.0,0.0,0.0
84094a7ffffffff,5.0,0.0,0.0
84094b5ffffffff,5.0,0.0,0.0
84094b7ffffffff,5.0,0.0,0.0
8409587ffffffff,6.0,0.0,0.0
8409591ffffffff,2.0,0.0,0.0
8409595ffffffff,1.0,0.0,0.0
8409599ffffffff,1.0,0.0,0.0
840959bffffffff,1.0,0.0,0.0
84095abffffffff,2.0,0.0,0.0
84095bbffffffff,8.0,0.0,0.0
84095bdffffffff,1.0,0.0,0.0
8409807ffffffff,1.0,0.0,0.0
8409811ffffffff,12.0,0.0,0.0
8409821ffffffff,6.0,0.0,0.0
8409823ffffffff,2.0,0.0,0.0
840982bffffffff,1.0,0.0,0.0
840982dffffffff,1.0,0.0,0.0
8409837ffffffff,4.0,0.0,0.0
840983bffffffff,2.0,0.0,0.0
8409881ffffffff,3.0,0.0,0.0
8409883ffffffff,5.0,0.0,0.0
8409885ffffffff,4.0,0.0,0.0
8409887ffffffff,4.0,1.0,0.0
8409891ffffffff,2.0,2.0,0.0
8409893ffffffff,11.0,1.0,0.0
8409897ffffffff,1.0,0.0,0.0
840989bffffffff,3.0,2.0,0.0
84098a9ffffffff,6.0,0.0,0.0
84098abffffffff,4.0,0.0,0.0
84098bbffffffff,5.0,0.0,0.0
84098bdffffffff,3.0,0.0,0.0
84098c1ffffffff,6.0,0.0,0.0
84098c5ffffffff,2.0,0.0,0.0
84098c7ffffffff,6.0,4.0,0.0
84098cbffffffff,2.0,0.0,0.0
84098d5ffffffff,2.0,0.0,0.0
84098d9ffffffff,2.0,0.0,0.0
84098dbffffffff,4.0,0.0,0.0
84098e1ffffffff,3.0,0.0,0.0
84098e3ffffffff,1.0,0.0,0.0
84098e9ffffffff,1.0,0.0,0.0
84098ebffffffff,3.0,0.0,0.0
8409911ffffffff,2.0,0.0,0.0
8409917ffffffff,2.0,0.0,0.0
840991bffffffff,37.0,0.0,0.0
8409991ffffffff,11.0,7.0,0.0
8409993ffffffff,77.0,38.0,0.0
8409997ffffffff,8.0,3.0,0.0
840999bffffffff,5.0,5.0,0.0
840999dffffffff,2.0,1.0,0.0
84099b7ffffffff,1.0,0.0,0.0
84099b9ffffffff,2.0,0.0,0.0
84099bbffffffff,5.0,0.0,0.0
84099cdffffffff,5.0,0.0,0.0
84099d7ffffffff,2.0,2.0,0.0
84099dbffffffff,2.0,0.0,0.0
84099e9ffffffff,2.0,0.0,0.0
84099ebffffffff,1.0,0.0,0.0
8409ab1ffffffff,2.0,0.0,0.0
8409ab3ffffffff,2.0,0.0,0.0
840a337ffffffff,9.0,0.0,0.0
840a911ffffffff,2.0,2.0,0.0
840a91dffffffff,1.0,1.0,0.0
840b9a7ffffffff,2.0,0.0,0.0
840bb01ffffffff,2.0,0.0,0.0
840bb03ffffffff,9.0,1.0,0.0
840bb39ffffffff,3.0,0.0,0.0
841012dffffffff,2.0,0.0,0.0
8410169ffffffff,4.0,0.0,0.0
8410231ffffffff,1.0,0.0,0.0
841023dffffffff,1.0,0.0,0.0
8410245ffffffff,1.0,1.0,0.0
8410a21ffffffff,2.0,0.0,0.0
8410c05ffffffff,4.0,0.0,0.0
8410c07ffffffff,7.0,0.0,0.0
8410c23ffffffff,93.0,0.0,0.0
8410c27ffffffff,11.0,0.0,0.0
8410c2bffffffff,6.0,0.0,0.0
8410c35ffffffff,12.0,2.0,0.0
8410d13ffffffff,2.0,0.0,0.0
8410d15ffffffff,2.0,0.0,0.0
8410d21ffffffff,1.0,0.0,0.0
8410d47ffffffff,1.0,0.0,0.0
8410d5bffffffff,1.0,0.0,0.0
8410dc1ffffffff,2.0,0.0,0.0
8410dc9ffffffff,54.0,0.0,0.0
8410dcdffffffff,16.0,0.0,0.0
8410ee1ffffffff,52.0,0.0,0.0
8410f0dffffffff,6.0,2.0,0.0
8410f1bffffffff,2.0,0.0,0.0
8410f29ffffffff,4.0,0.0,0.0
8410f69ffffffff,1.0,0.0,0.0
8411009ffffffff,2.0,0.0,0.0
841100dffffffff,1.0,0.0,0.0
8411015ffffffff,1.0,0.0,0.0
8411031ffffffff,8.0,0.0,0.0
8411033ffffffff,2.0,0.0,0.0
8411041ffffffff,6.0,0.0,0.0
8411043ffffffff,2.0,0.0,0.0
8411045ffffffff,3.0,0.0,0.0
8411055ffffffff,2.0,0.0,0.0
8411059ffffffff,5.0,0.0,0.0
841105bffffffff,2.0,2.0,0.0
8411061ffffffff,28.0,0.0,0.0
8411063ffffffff,4.0,0.0,0.0
8411065ffffffff,4.0,0.0,0.0
8411069ffffffff,42.0,0.0,0.0
841106bffffffff,13.0,0.0,0.0
841106dffffffff,8.0,0.0,0.0
8411137ffffffff,1.0,0.0,0.0
8411139ffffffff,3.0,0.0,0.0
841115bffffffff,5.0,0.0,0.0
8411169ffffffff,19.0,0.0,0.0
8411219ffffffff,2.0,2.0,0.0
8411221ffffffff,2.0,2.0,0.0
8411223ffffffff,2.0,0.0,0.0
8411231ffffffff,1.0,0.0,0.0
8411235ffffffff,9.0,4.0,0.0
8411237ffffffff,10.0,6.0,0.0
8411241ffffffff,5.0,0.0,0.0
8411245ffffffff,2.0,0.0,0.0
8411249ffffffff,1.0,0.0,0.0
8411251ffffffff,2.0,0.0,0.0
8411253ffffffff,3.0,0.0,0.0
8411261ffffffff,12.0,2.0,0.0
8411263ffffffff,1.0,0.0,0.0
8411269ffffffff,3.0,0.0,0.0
841126bffffffff,2.0,2.0,0.0
841126dffffffff,10.0,4.0,0.0
8411281ffffffff,3.0,1.0,0.0
8411285ffffffff,6.0,0.0,0.0
84112a1ffffffff,1.0,0.0,0.0
84112abffffffff,1.0,0.0,0.0
84112adffffffff,6.0,4.0,0.0
84112d3ffffffff,8.0,2.0,0.0
84112d7ffffffff,4.0,4.0,0.0
84112d9ffffffff,2.0,0.0,0.0
84112e3ffffffff,3.0,0.0,0.0
84112ebffffffff,4.0,0.0,0.0
84112edffffffff,8.0,6.0,0.0
8411301ffffffff,2.0,0.0,0.0
841130bffffffff,2.0,0.0,0.0
8411345ffffffff,12.0,0.0,0.0
8411347ffffffff,18.0,0.0,0.0
8411349ffffffff,11.0,0.0,0.0
841134dffffffff,18.0,1.0,0.0
8411355ffffffff,4.0,0.0,0.0
8411359ffffffff,1.0,0.0,0.0
841135dffffffff,2.0,2.0,0.0
8411363ffffffff,6.0,0.0,0.0
8411365ffffffff,4.0,0.0,0.0
8411367ffffffff,2.0,0.0,0.0
8411369ffffffff,2.0,0.0,0.0
841136bffffffff,6.0,0.0,0.0
841136dffffffff,2.0,0.0,0.0
8411655ffffffff,1.0,0.0,0.0
841165bffffffff,2.0,0.0,0.0
8411661ffffffff,1.0,0.0,0.0
8411707ffffffff,2.0,0.0,0.0
8411811ffffffff,11.0,5.0,0.0
8411813ffffffff,9.0,1.0,0.0
8411817ffffffff,2.0,0.0,0.0
8411819ffffffff,4.0,0.0,0.0
841181bffffffff,5.0,0.0,0.0
841181dffffffff,24.0,10.0,0.0
8411853ffffffff,16.0,0.0,0.0
841185bffffffff,2.0,0.0,0.0
841185dffffffff,2.0,0.0,0.0
84118adffffffff,36.0,0.0,0.0
84118bdffffffff,2.0,0.0,0.0
84118c1ffffffff,11.0,0.0,0.0
84118c5ffffffff,14.0,0.0,0.0
84118c7ffffffff,2.0,0.0,0.0
84118c9ffffffff,23.0,0.0,0.0
84118cdffffffff,58.0,1.0,0.0
84118e1ffffffff,2.0,0.0,0.0
84118e7ffffffff,2.0,0.0,0.0
84118e9ffffffff,5.0,2.0,0.0
84119d1ffffffff,2.0,2.0,0.0
84119ebffffffff,9.0,9.0,0.0
8411a0dffffffff,2.0,0.0,0.0
8411a43ffffffff,1.0,0.0,0.0
8411a63ffffffff,1.0,0.0,0.0
8411a6bffffffff,3.0,0.0,0.0
8411a85ffffffff,1.0,0.0,0.0
8411aa1ffffffff,25.0,0.0,0.0
8411aa3ffffffff,9.0,0.0,0.0
8411aa5ffffffff,53.0,0.0,0.0
8411aa7ffffffff,95.0,7.0,0.0
8411aa9ffffffff,11.0,0.0,0.0
8411aabffffffff,9.0,3.0,0.0
8411aadffffffff,65.0,0.0,0.0
8411ab1ffffffff,27.0,19.0,0.0
8411ab5ffffffff,16.0,9.0,0.0
8411ab7ffffffff,5.0,0.0,0.0
8411ab9ffffffff,3.0,3.0,0.0
8411abdffffffff,3.0,1.0,0.0
8411ac3ffffffff,2.0,0.0,0.0
8411ae3ffffffff,150.0,46.0,0.0
8411ae5ffffffff,9.0,2.0,0.0
8411ae7ffffffff,27.0,10.0,0.0
8411b4dffffffff,2.0,0.0,0.0
8414813ffffffff,19.0,0.0,0.0
8414815ffffffff,1.0,0.0,0.0
84149adffffffff,30.0,0.0,0.0
84149e7ffffffff,2.0,0.0,0.0
8414a8dffffffff,2.0,0.0,0.0
8414ae5ffffffff,18.0,0.0,0.0
8414aedffffffff,4.0,0.0,0.0
8414d65ffffffff,4.0,0.0,0.0
84155d9ffffffff,3.0,0.0,0.0
8415885ffffffff,2.0,0.0,0.0
8415889ffffffff,7.0,0.0,0.0
84158adffffffff,2.0,0.0,0.0
841598bffffffff,31.0,13.0,0.0
8415995ffffffff,1.0,1.0,0.0
841599dffffffff,5.0,0.0,0.0
8416161ffffffff,36.0,1.0,0.0
8416163ffffffff,2.0,0.0,0.0
8416165ffffffff,2.0,0.0,0.0
841616bffffffff,1.0,0.0,0.0
8416301ffffffff,2.0,0.0,0.0
84171a7ffffffff,6.0,0.0,0.0
841788bffffffff,10.0,0.0,0.0
84178b3ffffffff,3.0,0.0,0.0
84182d3ffffffff,2.0,2.0,0.0
84186dbffffffff,2.0,0.0,0.0
8418749ffffffff,2.0,0.0,0.0
841909bffffffff,1.0,0.0,0.0
8419401ffffffff,2.0,2.0,0.0
8419405ffffffff,8.0,4.0,0.0
8419407ffffffff,1.0,0.0,0.0
8419421ffffffff,62.0,4.0,0.0
8419423ffffffff,147.0,6.0,0.0
8419425ffffffff,5.0,3.0,0.0
8419427ffffffff,21.0,0.0,0.0
8419429ffffffff,13.0,3.0,0.0
841942bffffffff,16.0,6.0,0.0
8419431ffffffff,2.0,1.0,0.0
8419435ffffffff,5.0,0.0,0.0
8419437ffffffff,15.0,2.0,0.0
8419439ffffffff,3.0,0.0,0.0
8419461ffffffff,2.0,2.0,0.0
8419463ffffffff,3.0,0.0,0.0
8419465ffffffff,13.0,0.0,0.0
8419467ffffffff,4.0,0.0,0.0
8419481ffffffff,2.0,0.0,0.0
841948bffffffff,9.0,0.0,0.0
8419495ffffffff,2.0,0.0,0.0
8419499ffffffff,2.0,0.0,0.0
84194a1ffffffff,1.0,1.0,0.0
84194b3ffffffff,1.0,0.0,0.0
84194d3ffffffff,7.0,5.0,0.0
84194d9ffffffff,4.0,0.0,0.0
84194dbffffffff,2.0,0.0,0.0
8419517ffffffff,1.0,0.0,0.0
841951bffffffff,135.0,7.0,0.0
8419545ffffffff,1.0,0.0,0.0
8419551ffffffff,3.0,3.0,0.0
8419555ffffffff,9.0,3.0,0.0
8419557ffffffff,3.0,3.0,0.0
8419559ffffffff,3.0,0.0,0.0
841955bffffffff,8.0,6.0,0.0
8419585ffffffff,3.0,2.0,0.0
841959bffffffff,1.0,0.0,0.0
84195a9ffffffff,2.0,0.0,0.0
84195abffffffff,2.0,2.0,0.0
84195b5ffffffff,1.0,0.0,0.0
84195b7ffffffff,2.0,0.0,0.0
84195c1ffffffff,3.0,0.0,0.0
84195c3ffffffff,1.0,0.0,0.0
84195c9ffffffff,68.0,24.0,0.0
84195cbffffffff,6.0,0.0,0.0
84195cdffffffff,16.0,2.0,0.0
84195e1ffffffff,4.0,0.0,0.0
84195e3ffffffff,3.0,2.0,0.0
84195e7ffffffff,11.0,2.0,0.0
8419691ffffffff,14.0,0.0,0.0
8419693ffffffff,29.0,0.0,0.0
8419697ffffffff,30.0,0.0,0.0
8419699ffffffff,12.0,2.0,0.0
841969bffffffff,31.0,4.0,0.0
841969dffffffff,83.0,13.0,0.0
84196b9ffffffff,2.0,0.0,0.0
84196bbffffffff,11.0,0.0,0.0
84196d1ffffffff,4.0,0.0,0.0
84196d3ffffffff,20.0,0.0,0.0
84196d7ffffffff,2.0,0.0,0.0
84196d9ffffffff,7.0,0.0,0.0
84196dbffffffff,19.0,2.0,0.0
8419731ffffffff,6.0,0.0,0.0
8419733ffffffff,49.0,2.0,0.0
8419735ffffffff,2.0,0.0,0.0
8419739ffffffff,5.0,0.0,0.0
841973bffffffff,34.0,0.0,0.0
841e009ffffffff,4.0,0.0,0.0
841e011ffffffff,4.0,0.0,0.0
841e013ffffffff,1.0,0.0,0.0
841e019ffffffff,29.0,2.0,0.0
841e01bffffffff,10.0,0.0,0.0
841e029ffffffff,2.0,0.0,0.0
841e031ffffffff,5.0,0.0,0.0
841e033ffffffff,1.0,0.0,0.0
841e03bffffffff,2.0,0.0,0.0
841e041ffffffff,15.0,0.0,0.0
841e043ffffffff,3.0,0.0,0.0
841e045ffffffff,5.0,0.0,0.0
841e047ffffffff,1.0,0.0,0.0
841e049ffffffff,7.0,2.0,0.0
841e04dffffffff,1.0,0.0,0.0
841e051ffffffff,13.0,0.0,0.0
841e053ffffffff,24.0,2.0,0.0
841e055ffffffff,14.0,0.0,0.0
841e057ffffffff,7.0,0.0,0.0
841e059ffffffff,15.0,0.0,0.0
841e05bffffffff,44.0,0.0,0.0
841e061ffffffff,19.0,2.0,0.0
841e063ffffffff,2.0,0.0,0.0
841e069ffffffff,4.0,1.0,0.0
841e06bffffffff,4.0,0.0,0.0
841e06dffffffff,4.0,0.0,0.0
841e085ffffffff,3.0,2.0,0.0
841e09bffffffff,6.0,0.0,0.0
841e0a9ffffffff,2.0,0.0,0.0
841e0b5ffffffff,4.0,0.0,0.0
841e0b7ffffffff,2.0,0.0,0.0
841e0c5ffffffff,8.0,2.0,0.0
841e0c7ffffffff,2.0,0.0,0.0
841e0d9ffffffff,2.0,0.0,0.0
841e0dbffffffff,3.0,0.0,0.0
841e0e1ffffffff,4.0,0.0,0.0
841e0edffffffff,19.0,2.0,0.0
841e107ffffffff,16.0,0.0,0.0
841e115ffffffff,3.0,0.0,0.0
841e121ffffffff,4.0,0.0,0.0
841e123ffffffff,9.0,0.0,0.0
841e127ffffffff,4.0,0.0,0.0
841e129ffffffff,31.0,0.0,0.0
841e12bffffffff,1.0,0.0,0.0
841e12dffffffff,2.0,2.0,0.0
841e139ffffffff,2.0,0.0,0.0
841e141ffffffff,9.0,0.0,0.0
841e143ffffffff,1.0,0.0,0.0
841e145ffffffff,5.0,0.0,0.0
841e147ffffffff,6.0,0.0,0.0
841e149ffffffff,2.0,0.0,0.0
841e14dffffffff,2.0,0.0,0.0
841e151ffffffff,29.0,0.0,0.0
841e155ffffffff,4.0,0.0,0.0
841e157ffffffff,1.0,0.0,0.0
841e15bffffffff,5.0,3.0,0.0
841e161ffffffff,3.0,0.0,0.0
841e163ffffffff,37.0,0.0,0.0
841e167ffffffff,33.0,0.0,0.0
841e169ffffffff,7.0,2.0,0.0
841e16bffffffff,3.0,0.0,0.0
841e16dffffffff,8.0,2.0,0.0
841e1bbffffffff,2.0,0.0,0.0
841e1cbffffffff,2.0,0.0,0.0
841e1ddffffffff,1.0,1.0,0.0
841e1e7ffffffff,7.0,0.0,0.0
841e201ffffffff,1.0,1.0,0.0
841e205ffffffff,1.0,0.0,0.0
841e20dffffffff,11.0,0.0,0.0
841e219ffffffff,1.0,0.0,0.0
841e223ffffffff,2.0,0.0,0.0
841e225ffffffff,12.0,0.0,0.0
841e229ffffffff,2.0,0.0,0.0
841e22dffffffff,4.0,0.0,0.0
841e231ffffffff,2.0,0.0,0.0
841e233ffffffff,4.0,0.0,0.0
841e237ffffffff,1.0,0.0,0.0
841e239ffffffff,14.0,0.0,0.0
841e23dffffffff,8.0,0.0,0.0
841e243ffffffff,1.0,0.0,0.0
841e249ffffffff,1.0,0.0,0.0
841e24bffffffff,17.0,1.0,0.0
841e253ffffffff,1.0,0.0,0.0
841e257ffffffff,12.0,0.0,0.0
841e25dffffffff,7.0,0.0,0.0
841e261ffffffff,2.0,0.0,0.0
841e265ffffffff,23.0,0.0,0.0
841e267ffffffff,15.0,0.0,0.0
841e285ffffffff,1.0,0.0,0.0
841e287ffffffff,2.0,0.0,0.0
841e295ffffffff,2.0,0.0,0.0
841e2a1ffffffff,2.0,0.0,0.0
841e2a3ffffffff,49.0,0.0,0.0
841e2a5ffffffff,6.0,0.0,0.0
841e2a7ffffffff,2.0,0.0,0.0
841e2a9ffffffff,11.0,0.0,0.0
841e2adffffffff,15.0,0.0,0.0
841e2b1ffffffff,2.0,0.0,0.0
841e2b5ffffffff,10.0,0.0,0.0
841e2b7ffffffff,33.0,0.0,0.0
841e2bdffffffff,4.0,0.0,0.0
841e2d9ffffffff,1.0,0.0,0.0
841e2e5ffffffff,89.0,0.0,0.0
841e2e7ffffffff,12.0,0.0,0.0
841e2ebffffffff,2.0,0.0,0.0
841e301ffffffff,2.0,0.0,0.0
841e303ffffffff,1.0,0.0,0.0
841e305ffffffff,10.0,0.0,0.0
841e307ffffffff,38.0,0.0,0.0
841e309ffffffff,8.0,0.0,0.0
841e30bffffffff,13.0,0.0,0.0
841e30dffffffff,13.0,0.0,0.0
841e317ffffffff,2.0,0.0,0.0
841e319ffffffff,5.0,0.0,0.0
841e31bffffffff,5.0,0.0,0.0
841e31dffffffff,2.0,0.0,0.0
841e327ffffffff,2.0,0.0,0.0
841e329ffffffff,15.0,0.0,0.0
841e32bffffffff,138.0,5.0,0.0
841e335ffffffff,2.0,0.0,0.0
841e337ffffffff,1.0,0.0,0.0
841e339ffffffff,35.0,0.0,0.0
841e33bffffffff,3.0,0.0,0.0
841e33dffffffff,9.0,0.0,0.0
841e341ffffffff,9.0,0.0,0.0
841e343ffffffff,8.0,0.0,0.0
841e345ffffffff,17.0,0.0,0.0
841e347ffffffff,12.0,0.0,0.0
841e349ffffffff,2.0,0.0,0.0
841e34bffffffff,33.0,0.0,0.0
841e34dffffffff,2.0,0.0,0.0
841e351ffffffff,59.0,0.0,0.0
841e353ffffffff,7.0,0.0,0.0
841e355ffffffff,31.0,0.0,0.0
841e357ffffffff,24.0,0.0,0.0
841e359ffffffff,30.0,0.0,0.0
841e35bffffffff,8.0,0.0,0.0
841e35dffffffff,4.0,0.0,0.0
841e361ffffffff,10.0,0.0,0.0
841e363ffffffff,11.0,0.0,0.0
841e365ffffffff,2.0,0.0,0.0
841e367ffffffff,7.0,0.0,0.0
841e369ffffffff,4.0,0.0,0.0
841e36bffffffff,13.0,0.0,0.0
841e425ffffffff,3.0,0.0,0.0
841e50dffffffff,3.0,0.0,0.0
841e521ffffffff,2.0,0.0,0.0
841e525ffffffff,8.0,1.0,0.0
841e527ffffffff,12.0,0.0,0.0
841e529ffffffff,5.0,0.0,0.0
841e53dffffffff,2.0,0.0,0.0
841e541ffffffff,3.0,0.0,0.0
841e56bffffffff,1.0,0.0,0.0
841e601ffffffff,2.0,0.0,0.0
841e609ffffffff,17.0,0.0,0.0
