cell_id,Perisoreus canadensis,Perisoreus canadensis [canadensis Group],Perisoreus canadensis capitalis/bicolor,Perisoreus canadensis obscurus/griseus
8412f13ffffffff,4.0,0.0,0.0,0.0
8413483ffffffff,6.0,0.0,0.0,0.0
8413829ffffffff,2.0,0.0,0.0,0.0
841382dffffffff,1.0,0.0,0.0,0.0
8413b1dffffffff,1.0,0.0,0.0,0.0
8413b53ffffffff,2.0,0.0,0.0,0.0
8413b5bffffffff,1.0,0.0,0.0,0.0
841aa35ffffffff,1.0,0.0,0.0,0.0
842680dffffffff,2.0,0.0,0.0,0.0
8426811ffffffff,8.0,0.0,3.0,0.0
8426813ffffffff,62.0,0.0,8.0,0.0
8426817ffffffff,4.0,0.0,3.0,0.0
8426819ffffffff,13.0,0.0,6.0,0.0
842681dffffffff,2.0,0.0,0.0,0.0
8426833ffffffff,4.0,0.0,0.0,0.0
842683bffffffff,2.0,0.0,0.0,0.0
8426857ffffffff,2.0,0.0,0.0,0.0
84268bdffffffff,15.0,0.0,4.0,0.0
84268c5ffffffff,2.0,0.0,0.0,0.0
84268c7ffffffff,20.0,0.0,0.0,0.0
84268e5ffffffff,2.0,0.0,0.0,0.0
84268e7ffffffff,4.0,0.0,2.0,0.0
84268ebffffffff,2.0,0.0,2.0,0.0
8426907ffffffff,4.0,0.0,0.0,0.0
8426909ffffffff,31.0,0.0,3.0,0.0
842690dffffffff,5.0,0.0,2.0,0.0
842693dffffffff,2.0,0.0,0.0,0.0
8426943ffffffff,18.0,0.0,0.0,0.0
8426947ffffffff,12.0,0.0,4.0,0.0
8426955ffffffff,4.0,0.0,2.0,0.0
8426983ffffffff,3.0,0.0,0.0,0.0
84269cbffffffff,5.0,0.0,1.0,0.0
84269ebffffffff,2.0,0.0,0.0,0.0
8426a3dffffffff,1.0,0.0,0.0,0.0
8427097ffffffff,1.0,1.0,0.0,0.0
842709bffffffff,2.0,2.0,0.0,0.0
84270e3ffffffff,1.0,0.0,0.0,0.0
8427183ffffffff,2.0,0.0,0.0,0.0
8427299ffffffff,2.0,0.0,0.0,0.0
84272d7ffffffff,1.0,0.0,0.0,0.0
842740dffffffff,1.0,1.0,0.0,0.0
8427425ffffffff,1.0,0.0,0.0,0.0
842742dffffffff,5.0,0.0,0.0,0.0
842744bffffffff,1.0,0.0,0.0,0.0
8427465ffffffff,3.0,0.0,0.0,0.0
8427467ffffffff,29.0,0.0,0.0,0.0
8427469ffffffff,183.0,0.0,0.0,0.0
842746bffffffff,6.0,0.0,0.0,0.0
842746dffffffff,15.0,0.0,0.0,0.0
8427509ffffffff,31.0,3.0,0.0,0.0
8427541ffffffff,1.0,0.0,0.0,0.0
8427543ffffffff,1.0,0.0,0.0,0.0
8427551ffffffff,3.0,0.0,0.0,0.0
8427553ffffffff,2.0,0.0,0.0,0.0
8427555ffffffff,3.0,0.0,0.0,0.0
8427557ffffffff,2.0,0.0,0.0,0.0
8427559ffffffff,2.0,0.0,0.0,0.0
842755bffffffff,155.0,8.0,0.0,0.0
842755dffffffff,3.0,0.0,0.0,0.0
8427561ffffffff,2.0,0.0,0.0,0.0
8427563ffffffff,2.0,0.0,0.0,0.0
8427569ffffffff,2.0,0.0,0.0,0.0
842756bffffffff,31.0,2.0,0.0,0.0
8427631ffffffff,42.0,1.0,0.0,0.0
8427633ffffffff,7.0,0.0,0.0,0.0
8427635ffffffff,2.0,0.0,0.0,0.0
8427637ffffffff,220.0,0.0,0.0,0.0
842763bffffffff,1.0,0.0,0.0,0.0
84276e9ffffffff,2.0,0.0,0.0,0.0
84276edffffffff,4.0,0.0,0.0,0.0
8427701ffffffff,11.0,0.0,0.0,0.0
8427707ffffffff,10.0,0.0,0.0,0.0
842770bffffffff,55.0,6.0,0.0,0.0
8427715ffffffff,4.0,0.0,0.0,0.0
8427717ffffffff,2.0,0.0,0.0,0.0
8427733ffffffff,5.0,0.0,0.0,0.0
842773bffffffff,2.0,0.0,0.0,0.0
84279a5ffffffff,24.0,0.0,6.0,0.0
8428023ffffffff,4.0,0.0,0.0,2.0
8428027ffffffff,2.0,0.0,0.0,0.0
842802bffffffff,2.0,0.0,0.0,0.0
8428109ffffffff,34.0,0.0,0.0,1.0
8428117ffffffff,2.0,0.0,0.0,0.0
8428137ffffffff,1.0,0.0,0.0,1.0
8428143ffffffff,17.0,0.0,0.0,0.0
8428155ffffffff,2.0,0.0,0.0,0.0
8428189ffffffff,2.0,0.0,0.0,0.0
84281a5ffffffff,2.0,0.0,0.0,0.0
84281a7ffffffff,2.0,0.0,0.0,0.0
84281b3ffffffff,2.0,0.0,0.0,2.0
84281c5ffffffff,2.0,0.0,0.0,0.0
84281c7ffffffff,4.0,0.0,0.0,4.0
84281cbffffffff,2.0,0.0,0.0,0.0
84281e1ffffffff,22.0,0.0,0.0,10.0
84281e7ffffffff,10.0,0.0,0.0,2.0
84281e9ffffffff,38.0,0.0,0.0,0.0
8428801ffffffff,2.0,0.0,0.0,0.0
8428817ffffffff,1.0,0.0,1.0,0.0
8428839ffffffff,2.0,0.0,0.0,0.0
84288cdffffffff,2.0,0.0,2.0,0.0
84288e3ffffffff,27.0,0.0,1.0,0.0
84288ebffffffff,1.0,0.0,1.0,0.0
8428923ffffffff,2.0,0.0,0.0,0.0
8428941ffffffff,2.0,0.0,0.0,0.0
8428987ffffffff,1.0,0.0,0.0,0.0
8428989ffffffff,1.0,0.0,1.0,0.0
84289c9ffffffff,6.0,0.0,6.0,0.0
8428a93ffffffff,2.0,0.0,0.0,2.0
8428a99ffffffff,1.0,0.0,0.0,1.0
8428a9bffffffff,13.0,0.0,0.0,13.0
8428aa9ffffffff,5.0,0.0,0.0,0.0
8428aabffffffff,4.0,0.0,4.0,0.0
8428adbffffffff,1.0,0.0,0.0,0.0
8428d0dffffffff,2.0,0.0,0.0,2.0
8428d1bffffffff,37.0,0.0,0.0,0.0
8428d23ffffffff,3.0,1.0,0.0,0.0
8428d2bffffffff,5.0,0.0,0.0,5.0
8428d35ffffffff,4.0,0.0,2.0,2.0
8428d39ffffffff,2.0,0.0,0.0,2.0
8428d41ffffffff,3.0,0.0,0.0,3.0
8428d49ffffffff,2.0,0.0,0.0,2.0
8428d51ffffffff,3.0,0.0,0.0,0.0
8428d57ffffffff,2.0,0.0,0.0,2.0
8428d59ffffffff,1.0,0.0,0.0,0.0
8428d6bffffffff,2.0,0.0,0.0,2.0
8428d89ffffffff,3.0,0.0,0.0,0.0
8428d8bffffffff,2.0,0.0,0.0,0.0
8428d95ffffffff,2.0,0.0,0.0,0.0
8428dadffffffff,4.0,0.0,0.0,0.0
8428dc3ffffffff,32.0,0.0,0.0,2.0
8428dc5ffffffff,3.0,0.0,0.0,1.0
8428dc7ffffffff,24.0,0.0,0.0,2.0
8428dcdffffffff,8.0,0.0,0.0,0.0
8428dd5ffffffff,2.0,0.0,0.0,0.0
8428de1ffffffff,2.0,0.0,0.0,2.0
8428f03ffffffff,4.0,0.0,0.0,3.0
8428f05ffffffff,12.0,0.0,0.0,0.0
8428f11ffffffff,2.0,0.0,0.0,0.0
8428f1dffffffff,1.0,0.0,0.0,1.0
8428f27ffffffff,14.0,0.0,0.0,12.0
8428f33ffffffff,3.0,0.0,0.0,0.0
8428f5dffffffff,2.0,0.0,0.0,2.0
8429903ffffffff,2.0,0.0,1.0,0.0
8429923ffffffff,9.0,0.0,0.0,0.0
842992bffffffff,4.0,0.0,0.0,0.0
8429935ffffffff,2.0,0.0,0.0,0.0
842a14dffffffff,7.0,0.0,0.0,0.0
842a323ffffffff,10.0,0.0,0.0,0.0
842a32bffffffff,3.0,1.0,0.0,0.0
842b009ffffffff,1.0,1.0,0.0,0.0
842b013ffffffff,1.0,0.0,0.0,0.0
842b06dffffffff,1.0,0.0,0.0,0.0
842b0cdffffffff,2.0,0.0,0.0,0.0
842b103ffffffff,2.0,2.0,0.0,0.0
842b125ffffffff,1.0,0.0,0.0,0.0
842b133ffffffff,2.0,0.0,0.0,0.0
842b147ffffffff,3.0,0.0,0.0,0.0
842b165ffffffff,3.0,0.0,0.0,0.0
842b167ffffffff,58.0,0.0,0.0,0.0
842b16dffffffff,2.0,0.0,0.0,0.0
842b217ffffffff,1.0,1.0,0.0,0.0
842b811ffffffff,1.0,0.0,0.0,0.0
842b827ffffffff,2.0,0.0,0.0,0.0
842b837ffffffff,10.0,0.0,0.0,0.0
842b83bffffffff,13.0,0.0,0.0,0.0
842b841ffffffff,12.0,0.0,0.0,0.0
842b843ffffffff,2.0,0.0,0.0,0.0
842b851ffffffff,2.0,0.0,0.0,0.0
842b853ffffffff,3.0,0.0,0.0,0.0
842b855ffffffff,2.0,0.0,0.0,0.0
842b85dffffffff,1.0,0.0,0.0,0.0
842b863ffffffff,2.0,0.0,0.0,0.0
842b889ffffffff,2.0,2.0,0.0,0.0
842b88dffffffff,58.0,13.0,0.0,0.0
842b89bffffffff,2.0,0.0,0.0,0.0
842b8c1ffffffff,20.0,11.0,0.0,0.0
842b8c7ffffffff,4.0,0.0,0.0,0.0
842b917ffffffff,11.0,0.0,0.0,0.0
842b933ffffffff,5.0,0.0,0.0,0.0
842b989ffffffff,31.0,2.0,0.0,0.0
842b98bffffffff,1.0,0.0,0.0,0.0
842b98dffffffff,11.0,0.0,0.0,0.0
842b9c1ffffffff,13.0,0.0,0.0,0.0
842b9c3ffffffff,7.0,0.0,0.0,0.0
842b9c5ffffffff,8.0,3.0,0.0,0.0
842b9c7ffffffff,2.0,2.0,0.0,0.0
842b9cdffffffff,10.0,2.0,0.0,0.0
842b9d5ffffffff,4.0,0.0,0.0,0.0
842b9ddffffffff,2.0,0.0,0.0,0.0
842b9e1ffffffff,3.0,0.0,0.0,0.0
842b9e5ffffffff,4.0,0.0,0.0,0.0
842b9e7ffffffff,2.0,0.0,0.0,0.0
842b9e9ffffffff,4.0,2.0,0.0,0.0
842b9ebffffffff,2.0,0.0,0.0,0.0
842ba19ffffffff,4.0,0.0,0.0,0.0
842ba27ffffffff,1.0,0.0,0.0,0.0
842ba51ffffffff,1.0,0.0,0.0,0.0
842ba59ffffffff,2.0,0.0,0.0,0.0
842ba83ffffffff,8.0,0.0,0.0,0.0
842ba85ffffffff,46.0,2.0,0.0,0.0
842ba87ffffffff,1.0,0.0,0.0,0.0
842ba8bffffffff,9.0,5.0,0.0,0.0
842ba8dffffffff,2.0,0.0,0.0,0.0
842ba95ffffffff,6.0,3.0,0.0,0.0
842ba97ffffffff,1.0,0.0,0.0,0.0
842ba9dffffffff,11.0,9.0,0.0,0.0
842baa5ffffffff,4.0,0.0,0.0,0.0
842baa7ffffffff,4.0,0.0,0.0,0.0
842bab9ffffffff,9.0,8.0,0.0,0.0
842babbffffffff,1.0,1.0,0.0,0.0
842bac3ffffffff,7.0,0.0,0.0,0.0
842bac5ffffffff,2.0,0.0,0.0,0.0
842bacbffffffff,11.0,0.0,0.0,0.0
842baebffffffff,11.0,0.0,0.0,0.0
842bb23ffffffff,2.0,0.0,0.0,0.0
842bb2bffffffff,1.0,0.0,0.0,0.0
842bb31ffffffff,1.0,0.0,0.0,0.0
842bb37ffffffff,1.0,0.0,0.0,0.0
8448cc5ffffffff,2.0,0.0,0.0,0.0
8448d83ffffffff,17.0,0.0,2.0,0.0
8448d87ffffffff,26.0,0.0,4.0,0.0
8448da3ffffffff,2.0,0.0,0.0,0.0
