cell_id,Campylorhynchus turdinus,Campylorhynchus turdinus turdinus/hypostictus,Campylorhynchus turdinus unicolor
838a24fffffffff,4.0,0.0,0.0
838a25fffffffff,7.0,0.0,0.0
838a31fffffffff,6.0,0.0,0.0
838a45fffffffff,380.0,0.0,0.0
838a63fffffffff,22.0,1.0,0.0
838a68fffffffff,22.0,0.0,0.0
838a69fffffffff,136.0,0.0,0.0
838a6dfffffffff,722.0,0.0,0.0
838a6efffffffff,1.0,0.0,0.0
838a70fffffffff,4.0,0.0,0.0
838a80fffffffff,14.0,1.0,0.0
838a90fffffffff,4.0,0.0,0.0
838a92fffffffff,4.0,0.0,0.0
838a9cfffffffff,20.0,0.0,0.0
838aadfffffffff,3.0,0.0,0.0
838ab6fffffffff,3.0,0.0,0.0
838ae5fffffffff,5.0,0.0,0.0
838af4fffffffff,10.0,1.0,0.0
838af6fffffffff,53.0,2.0,0.0
838b00fffffffff,7.0,0.0,0.0
838b01fffffffff,2.0,0.0,0.0
838b04fffffffff,13.0,0.0,0.0
838b05fffffffff,12.0,0.0,0.0
838b06fffffffff,10.0,0.0,0.0
838b08fffffffff,17.0,0.0,0.0
838b0afffffffff,1.0,0.0,0.0
838b0bfffffffff,2.0,0.0,0.0
838b0cfffffffff,112.0,0.0,0.0
838b0dfffffffff,26.0,0.0,0.0
838b0efffffffff,1.0,0.0,0.0
838b10fffffffff,14.0,0.0,0.0
838b11fffffffff,2.0,0.0,0.0
838b13fffffffff,2.0,0.0,0.0
838b1cfffffffff,2.0,0.0,0.0
838b1dfffffffff,3.0,0.0,0.0
838b1efffffffff,5.0,0.0,0.0
838b20fffffffff,35.0,0.0,0.0
838b21fffffffff,7.0,0.0,0.0
838b22fffffffff,1059.0,0.0,0.0
838b23fffffffff,25.0,0.0,0.0
838b26fffffffff,7.0,0.0,0.0
838b2afffffffff,98.0,0.0,0.0
838b2bfffffffff,2.0,0.0,0.0
838b2cfffffffff,7.0,0.0,0.0
838b2efffffffff,38.0,0.0,0.0
838b31fffffffff,70.0,0.0,0.0
838b33fffffffff,2.0,0.0,0.0
838b36fffffffff,13.0,0.0,0.0
838b40fffffffff,83.0,0.0,0.0
838b44fffffffff,324.0,2.0,0.0
838b45fffffffff,3.0,0.0,0.0
838b46fffffffff,2.0,0.0,0.0
838b4efffffffff,14.0,1.0,0.0
838b50fffffffff,4.0,0.0,0.0
838b51fffffffff,4.0,0.0,0.0
838b52fffffffff,7.0,0.0,0.0
838b56fffffffff,15.0,0.0,0.0
838b5cfffffffff,49.0,8.0,0.0
838b5dfffffffff,4.0,0.0,0.0
838b61fffffffff,159.0,0.0,0.0
838b62fffffffff,70.0,3.0,0.0
838b63fffffffff,420.0,3.0,0.0
838b68fffffffff,6.0,0.0,0.0
838b69fffffffff,33.0,0.0,0.0
838b6cfffffffff,1.0,0.0,0.0
838b6dfffffffff,2.0,0.0,0.0
838b6efffffffff,118.0,0.0,0.0
838b70fffffffff,8.0,0.0,0.0
838b71fffffffff,1012.0,5.0,0.0
838b72fffffffff,6.0,0.0,0.0
838b74fffffffff,29.0,0.0,0.0
838b75fffffffff,2.0,0.0,0.0
838b76fffffffff,74.0,0.0,0.0
838b82fffffffff,3.0,0.0,0.0
838b83fffffffff,1.0,0.0,0.0
838b84fffffffff,26.0,0.0,0.0
838b86fffffffff,2.0,0.0,0.0
838b88fffffffff,18.0,0.0,0.0
838b8afffffffff,4.0,0.0,0.0
838b8dfffffffff,2.0,0.0,0.0
838b99fffffffff,14.0,0.0,0.0
838b9cfffffffff,1.0,0.0,0.0
838b9dfffffffff,193.0,0.0,0.0
838ba0fffffffff,43.0,0.0,0.0
838ba2fffffffff,5.0,0.0,0.0
838ba4fffffffff,9.0,0.0,0.0
838ba5fffffffff,2.0,0.0,0.0
838ba6fffffffff,208.0,0.0,0.0
838bb5fffffffff,526.0,0.0,0.0
838e64fffffffff,40.0,0.0,0.0
838e65fffffffff,21.0,0.0,0.0
838f40fffffffff,48.0,0.0,0.0
838f43fffffffff,161.0,0.0,0.0
838f44fffffffff,11.0,0.0,0.0
838f46fffffffff,491.0,0.0,0.0
838f48fffffffff,96.0,0.0,0.0
838f4afffffffff,30.0,0.0,0.0
838f4bfffffffff,24.0,0.0,0.0
838f4cfffffffff,16.0,0.0,0.0
838f4efffffffff,1.0,0.0,0.0
838f55fffffffff,2.0,0.0,0.0
838f59fffffffff,2.0,0.0,0.0
838f61fffffffff,169.0,0.0,0.0
838f63fffffffff,7.0,0.0,0.0
838f65fffffffff,2.0,0.0,0.0
838f6bfffffffff,8.0,0.0,0.0
838f6efffffffff,83.0,0.0,0.0
838f70fffffffff,78.0,0.0,0.0
838f71fffffffff,10.0,0.0,0.0
838f72fffffffff,280.0,0.0,0.0
838f73fffffffff,23.0,0.0,0.0
838f74fffffffff,126.0,0.0,0.0
838f76fffffffff,88.0,0.0,0.0
83a596fffffffff,2.0,0.0,0.0
83a829fffffffff,87.0,0.0,0.0
83a82dfffffffff,8.0,0.0,0.0
83a840fffffffff,409.0,0.0,0.0
83a841fffffffff,54.0,0.0,0.0
83a842fffffffff,45.0,0.0,0.0
83a843fffffffff,9.0,0.0,0.0
83a844fffffffff,109.0,0.0,0.0
83a845fffffffff,52.0,0.0,0.0
83a846fffffffff,347.0,0.0,0.0
83a848fffffffff,1.0,0.0,0.0
83a84afffffffff,21.0,0.0,0.0
83a84dfffffffff,6.0,0.0,0.0
83a84efffffffff,25.0,0.0,0.0
83a851fffffffff,5.0,0.0,0.0
83a855fffffffff,99.0,0.0,0.0
83a859fffffffff,2158.0,0.0,0.0
83a85afffffffff,13.0,0.0,0.0
83a85bfffffffff,24.0,0.0,0.0
83a85cfffffffff,2.0,0.0,0.0
83a85dfffffffff,949.0,0.0,0.0
83a860fffffffff,48.0,0.0,0.0
83a862fffffffff,92.0,0.0,0.0
83a863fffffffff,11.0,0.0,0.0
83a864fffffffff,28.0,0.0,0.0
83a866fffffffff,2.0,0.0,0.0
83a86bfffffffff,5.0,0.0,0.0
83a86efffffffff,8.0,0.0,0.0
83a870fffffffff,39.0,0.0,0.0
83a871fffffffff,32.0,0.0,0.0
83a873fffffffff,45.0,0.0,0.0
83a874fffffffff,1.0,0.0,0.0
83a875fffffffff,55.0,0.0,0.0
83a876fffffffff,15.0,0.0,0.0
83a891fffffffff,159.0,0.0,0.0
83a89efffffffff,5.0,0.0,0.0
83a8c9fffffffff,3.0,0.0,0.0
83a940fffffffff,12.0,0.0,0.0
83a941fffffffff,494.0,0.0,0.0
83a942fffffffff,6.0,0.0,0.0
83a943fffffffff,182.0,0.0,0.0
83a945fffffffff,105.0,0.0,0.0
83a946fffffffff,17.0,0.0,0.0
83a948fffffffff,4.0,0.0,0.0
83a94afffffffff,2.0,0.0,0.0
83a94bfffffffff,6.0,0.0,0.0
83a94cfffffffff,36.0,0.0,0.0
83a94dfffffffff,1.0,0.0,0.0
83a94efffffffff,1379.0,0.0,0.0
83a950fffffffff,14.0,0.0,0.0
83a951fffffffff,95.0,0.0,0.0
83a953fffffffff,1160.0,0.0,0.0
83a955fffffffff,23.0,0.0,0.0
83a958fffffffff,4.0,0.0,0.0
83a959fffffffff,43.0,0.0,0.0
83a95afffffffff,148.0,0.0,0.0
83a95bfffffffff,47.0,0.0,0.0
83a95cfffffffff,58.0,0.0,0.0
83a95dfffffffff,288.0,0.0,0.0
83a95efffffffff,384.0,0.0,0.0
83a961fffffffff,21.0,0.0,0.0
83a96afffffffff,138.0,0.0,0.0
83a96efffffffff,49.0,0.0,0.0
83b366fffffffff,3.0,0.0,0.0
