cell_id,Larus californicus,Larus californicus californicus,Larus californicus albertaensis
8426d95ffffffff,2.0,0.0,0.0
8426dbbffffffff,2.0,0.0,0.0
8426dd9ffffffff,6.0,0.0,0.0
8426de7ffffffff,54.0,0.0,0.0
8426e19ffffffff,8.0,0.0,0.0
8426e21ffffffff,2.0,0.0,0.0
8426e2bffffffff,3.0,0.0,0.0
8426e2dffffffff,18.0,0.0,0.0
8426e3dffffffff,4.0,0.0,0.0
8426e43ffffffff,4.0,0.0,0.0
8426e47ffffffff,1.0,0.0,0.0
8426e51ffffffff,1.0,0.0,0.0
8426e53ffffffff,2.0,0.0,0.0
8426e59ffffffff,9.0,0.0,0.0
8426e5bffffffff,21.0,0.0,0.0
8426e67ffffffff,3.0,0.0,0.0
8426e95ffffffff,2.0,0.0,0.0
8426f25ffffffff,5.0,0.0,0.0
8426f27ffffffff,3.0,0.0,0.0
8426f2dffffffff,86.0,0.0,0.0
8427023ffffffff,2.0,0.0,0.0
84270e3ffffffff,2.0,0.0,0.0
842711bffffffff,9.0,0.0,0.0
8427133ffffffff,2.0,0.0,0.0
842713bffffffff,7.0,0.0,0.0
8427183ffffffff,2.0,0.0,0.0
842719dffffffff,3.0,0.0,0.0
84271abffffffff,2.0,0.0,2.0
84274a3ffffffff,3.0,0.0,0.0
84274b5ffffffff,4.0,0.0,0.0
8427527ffffffff,2.0,0.0,0.0
8427569ffffffff,58.0,0.0,0.0
842758bffffffff,23.0,0.0,0.0
842759bffffffff,30.0,0.0,0.0
84275d1ffffffff,2.0,0.0,0.0
84275d9ffffffff,4.0,0.0,0.0
84276b7ffffffff,4.0,0.0,0.0
8427801ffffffff,4.0,0.0,0.0
8427889ffffffff,3.0,0.0,0.0
84278b1ffffffff,7.0,0.0,0.0
84278b9ffffffff,1.0,0.0,0.0
8427901ffffffff,2.0,0.0,0.0
8427905ffffffff,11.0,0.0,0.0
8427927ffffffff,8.0,0.0,0.0
8427937ffffffff,2.0,0.0,0.0
8427961ffffffff,3.0,0.0,0.0
8427969ffffffff,4.0,0.0,0.0
84279e1ffffffff,15.0,0.0,0.0
84279ebffffffff,2.0,0.0,0.0
8427a01ffffffff,4.0,0.0,0.0
8427a03ffffffff,2.0,0.0,0.0
8427a2dffffffff,5.0,0.0,0.0
8427a6dffffffff,7.0,0.0,0.0
8427a93ffffffff,11.0,0.0,0.0
8427a95ffffffff,15.0,0.0,0.0
8427aa9ffffffff,22.0,0.0,0.0
8427ad9ffffffff,3.0,0.0,0.0
8427aebffffffff,2.0,0.0,0.0
8427b53ffffffff,4.0,0.0,0.0
8428023ffffffff,1.0,0.0,0.0
842802bffffffff,4.0,0.0,0.0
842803dffffffff,2.0,0.0,0.0
8428069ffffffff,17.0,7.0,0.0
842806bffffffff,2.0,2.0,0.0
842806dffffffff,3.0,3.0,0.0
8428103ffffffff,2.0,0.0,0.0
8428111ffffffff,10.0,0.0,0.0
8428119ffffffff,8.0,0.0,0.0
8428131ffffffff,1.0,0.0,0.0
8428133ffffffff,14.0,0.0,0.0
842813bffffffff,11.0,0.0,0.0
8428149ffffffff,11.0,0.0,0.0
842814bffffffff,12.0,0.0,0.0
8428151ffffffff,6.0,0.0,0.0
8428153ffffffff,1.0,0.0,0.0
8428157ffffffff,27.0,0.0,0.0
8428159ffffffff,1.0,0.0,0.0
842815dffffffff,1.0,0.0,0.0
8428195ffffffff,3.0,0.0,0.0
8428199ffffffff,3.0,0.0,0.0
842819dffffffff,4.0,0.0,0.0
84281a5ffffffff,2.0,0.0,0.0
84281b1ffffffff,2.0,0.0,0.0
84281b3ffffffff,12.0,0.0,0.0
84281b5ffffffff,2.0,2.0,0.0
84281bbffffffff,1.0,0.0,1.0
84281c3ffffffff,6.0,0.0,0.0
84281cbffffffff,5.0,0.0,0.0
84281d1ffffffff,5.0,0.0,0.0
84281d5ffffffff,14.0,0.0,0.0
84281e5ffffffff,1.0,0.0,0.0
84281ebffffffff,7.0,0.0,0.0
8428301ffffffff,25.0,0.0,0.0
8428305ffffffff,283.0,0.0,0.0
8428309ffffffff,100.0,5.0,4.0
842830bffffffff,51.0,2.0,1.0
842830dffffffff,22.0,0.0,0.0
8428313ffffffff,5.0,5.0,0.0
8428317ffffffff,3.0,1.0,0.0
842831dffffffff,7.0,0.0,0.0
8428321ffffffff,57.0,0.0,0.0
8428323ffffffff,8.0,0.0,0.0
8428327ffffffff,4.0,0.0,0.0
8428329ffffffff,7.0,0.0,0.0
842832bffffffff,26.0,1.0,0.0
8428335ffffffff,142.0,0.0,0.0
8428339ffffffff,3.0,0.0,0.0
842833bffffffff,3.0,0.0,0.0
8428341ffffffff,27.0,23.0,0.0
8428343ffffffff,32.0,0.0,0.0
8428345ffffffff,4.0,0.0,0.0
8428347ffffffff,15.0,0.0,0.0
8428349ffffffff,2.0,0.0,0.0
842834dffffffff,66.0,7.0,4.0
8428355ffffffff,12.0,2.0,3.0
8428357ffffffff,30.0,2.0,0.0
842835dffffffff,20.0,0.0,0.0
8428361ffffffff,144.0,0.0,0.0
8428363ffffffff,859.0,0.0,0.0
8428367ffffffff,154.0,0.0,0.0
8428369ffffffff,35.0,0.0,0.0
842836bffffffff,236.0,0.0,0.0
842836dffffffff,4.0,0.0,0.0
8428841ffffffff,1.0,0.0,0.0
8428843ffffffff,141.0,0.0,0.0
8428847ffffffff,2.0,0.0,0.0
8428849ffffffff,6.0,0.0,0.0
842884dffffffff,3.0,0.0,0.0
842885dffffffff,18.0,2.0,0.0
8428887ffffffff,2.0,0.0,0.0
8428889ffffffff,2.0,0.0,0.0
842888bffffffff,2.0,0.0,0.0
8428891ffffffff,2.0,0.0,0.0
8428895ffffffff,4.0,0.0,0.0
84288adffffffff,9.0,0.0,0.0
84288c5ffffffff,2.0,0.0,0.0
84288d1ffffffff,10.0,0.0,0.0
84288d5ffffffff,1.0,0.0,0.0
84288dbffffffff,3.0,0.0,0.0
84288e7ffffffff,4.0,0.0,0.0
8428907ffffffff,7.0,0.0,0.0
842890dffffffff,1.0,0.0,0.0
8428935ffffffff,1.0,0.0,0.0
842893dffffffff,9.0,0.0,0.0
8428949ffffffff,6.0,0.0,0.0
8428963ffffffff,2.0,0.0,0.0
8428985ffffffff,11.0,0.0,0.0
842898dffffffff,3.0,0.0,0.0
84289abffffffff,2.0,0.0,0.0
84289b5ffffffff,13.0,0.0,0.0
84289b7ffffffff,4.0,0.0,0.0
84289d1ffffffff,11.0,0.0,0.0
84289e9ffffffff,2.0,0.0,0.0
8428a97ffffffff,2.0,0.0,0.0
8428ac1ffffffff,2.0,0.0,0.0
8428acbffffffff,4.0,0.0,0.0
8428addffffffff,7.0,0.0,0.0
8428ae3ffffffff,14.0,0.0,0.0
8428b03ffffffff,2.0,0.0,0.0
8428b11ffffffff,2.0,0.0,0.0
8428b17ffffffff,5.0,0.0,0.0
8428b2bffffffff,2.0,0.0,0.0
8428b3bffffffff,12.0,0.0,0.0
8428b61ffffffff,1.0,0.0,0.0
8428c0dffffffff,9.0,0.0,0.0
8428c25ffffffff,4.0,0.0,0.0
8428c27ffffffff,1.0,0.0,0.0
8428c2bffffffff,2.0,0.0,0.0
8428c35ffffffff,11.0,0.0,0.0
8428c3bffffffff,1.0,0.0,0.0
8428c61ffffffff,12.0,1.0,0.0
8428c6bffffffff,10.0,0.0,0.0
8428c6dffffffff,1.0,0.0,0.0
8428d13ffffffff,14.0,0.0,0.0
8428d17ffffffff,3.0,0.0,0.0
8428d1bffffffff,83.0,0.0,0.0
8428d31ffffffff,2.0,0.0,0.0
8428d33ffffffff,8.0,0.0,0.0
8428d3bffffffff,14.0,0.0,0.0
8428d55ffffffff,9.0,0.0,0.0
8428d57ffffffff,2.0,0.0,0.0
8428d5dffffffff,9.0,0.0,0.0
8428d6bffffffff,2.0,0.0,0.0
8428d81ffffffff,2.0,0.0,0.0
8428d89ffffffff,24.0,0.0,0.0
8428d8bffffffff,4.0,0.0,0.0
8428d9dffffffff,2.0,0.0,0.0
8428dc7ffffffff,41.0,0.0,0.0
8428dc9ffffffff,25.0,0.0,0.0
8428dddffffffff,3.0,0.0,0.0
8428de9ffffffff,66.0,0.0,0.0
8428e61ffffffff,2.0,0.0,0.0
8428e65ffffffff,5.0,0.0,0.0
8428f01ffffffff,21.0,0.0,0.0
8428f03ffffffff,4.0,0.0,0.0
8428f05ffffffff,8.0,0.0,0.0
8428f07ffffffff,4.0,0.0,0.0
8428f0bffffffff,4.0,0.0,0.0
8428f11ffffffff,7.0,0.0,0.0
8428f17ffffffff,8.0,0.0,0.0
8428f19ffffffff,9.0,0.0,0.0
8428f29ffffffff,1.0,0.0,1.0
8428f39ffffffff,5.0,0.0,0.0
8428f51ffffffff,18.0,0.0,0.0
8428f55ffffffff,5.0,0.0,0.0
8428f59ffffffff,5.0,0.0,0.0
8428f5bffffffff,4.0,0.0,0.0
8428f67ffffffff,6.0,0.0,0.0
8428f6bffffffff,4.0,0.0,0.0
8429121ffffffff,3.0,0.0,0.0
8429125ffffffff,4.0,0.0,1.0
8429127ffffffff,1.0,0.0,0.0
8429129ffffffff,1.0,0.0,0.0
8429135ffffffff,3.0,0.0,0.0
8429137ffffffff,3.0,0.0,0.0
8429167ffffffff,2.0,0.0,0.0
84291a1ffffffff,6.0,0.0,0.0
84291a7ffffffff,16.0,3.0,3.0
84291b7ffffffff,1.0,0.0,0.0
842982bffffffff,2.0,0.0,0.0
8429861ffffffff,1.0,0.0,0.0
842986dffffffff,4.0,0.0,0.0
8429899ffffffff,53.0,0.0,0.0
842989bffffffff,42.0,0.0,0.0
84298c9ffffffff,10.0,0.0,0.0
84298cbffffffff,6.0,1.0,0.0
84298d5ffffffff,2.0,2.0,0.0
84298d7ffffffff,1.0,0.0,0.0
84298ddffffffff,10.0,1.0,0.0
8429903ffffffff,6.0,0.0,0.0
8429909ffffffff,14.0,0.0,0.0
842990bffffffff,6.0,0.0,0.0
8429923ffffffff,1.0,0.0,0.0
842992bffffffff,1.0,0.0,0.0
8429945ffffffff,2.0,0.0,0.0
8429953ffffffff,6.0,0.0,0.0
8429957ffffffff,16.0,0.0,0.0
8429963ffffffff,3.0,0.0,0.0
8429997ffffffff,4.0,0.0,0.0
8429a01ffffffff,28.0,2.0,0.0
8429a03ffffffff,6.0,0.0,0.0
8429a05ffffffff,11.0,0.0,0.0
8429a07ffffffff,13.0,0.0,0.0
8429a09ffffffff,31.0,0.0,0.0
8429a0bffffffff,58.0,0.0,0.0
8429a0dffffffff,17.0,0.0,0.0
8429a17ffffffff,10.0,0.0,0.0
8429a19ffffffff,5.0,0.0,0.0
8429a1dffffffff,2.0,0.0,0.0
8429a25ffffffff,2.0,0.0,0.0
8429a39ffffffff,3.0,0.0,0.0
8429a3bffffffff,8.0,0.0,0.0
8429a41ffffffff,24.0,0.0,0.0
8429a45ffffffff,2.0,0.0,0.0
8429a49ffffffff,22.0,0.0,0.0
8429a4bffffffff,20.0,0.0,0.0
8429a4dffffffff,16.0,0.0,0.0
8429a51ffffffff,10.0,0.0,0.0
8429a55ffffffff,117.0,0.0,0.0
8429a57ffffffff,9.0,3.0,2.0
8429a59ffffffff,14.0,0.0,0.0
8429a5dffffffff,6.0,0.0,0.0
8429a61ffffffff,36.0,0.0,0.0
8429a63ffffffff,10.0,0.0,0.0
8429a65ffffffff,2.0,0.0,0.0
8429a67ffffffff,2.0,0.0,0.0
8429a6dffffffff,104.0,0.0,0.0
8429a81ffffffff,2.0,0.0,0.0
8429a85ffffffff,17.0,0.0,0.0
8429a89ffffffff,11.0,0.0,0.0
8429a8dffffffff,4.0,0.0,0.0
8429a97ffffffff,1.0,0.0,0.0
8429aa7ffffffff,4.0,0.0,0.0
8429aadffffffff,64.0,0.0,0.0
8429ab7ffffffff,2.0,0.0,0.0
8429ab9ffffffff,5.0,0.0,0.0
8429ac5ffffffff,3.0,0.0,0.0
8429ac9ffffffff,1.0,0.0,0.0
8429ad1ffffffff,6.0,0.0,0.0
8429ad3ffffffff,3.0,0.0,0.0
8429addffffffff,3.0,0.0,0.0
8429ae3ffffffff,4.0,0.0,0.0
8429b09ffffffff,12.0,0.0,0.0
8429b0bffffffff,88.0,0.0,0.0
8429b0dffffffff,4.0,0.0,0.0
8429b13ffffffff,2.0,0.0,0.0
8429b15ffffffff,18.0,0.0,0.0
8429b1dffffffff,4.0,0.0,0.0
8429b29ffffffff,6.0,0.0,0.0
8429b2dffffffff,11.0,0.0,0.0
8429b55ffffffff,6.0,0.0,0.0
8429b5bffffffff,18.0,0.0,0.0
8429b5dffffffff,24.0,0.0,0.0
8429b61ffffffff,30.0,0.0,0.0
8429b65ffffffff,6.0,0.0,0.0
8429b69ffffffff,18.0,0.0,0.0
8429b6dffffffff,47.0,0.0,0.0
842a107ffffffff,9.0,0.0,0.0
842a135ffffffff,4.0,0.0,0.0
842a143ffffffff,34.0,0.0,5.0
842a15dffffffff,5.0,0.0,0.0
842a313ffffffff,1.0,0.0,0.0
842a84dffffffff,20.0,0.0,0.0
842a955ffffffff,4.0,0.0,0.0
842a959ffffffff,36.0,0.0,0.0
842aa49ffffffff,6.0,0.0,0.0
842aa4dffffffff,6.0,0.0,0.0
842aa83ffffffff,6.0,0.0,0.0
842aa89ffffffff,2.0,0.0,0.0
842aac7ffffffff,3.0,0.0,0.0
842aad1ffffffff,1.0,0.0,0.0
842ab2bffffffff,13.0,0.0,0.0
842ab35ffffffff,1.0,0.0,0.0
842ab39ffffffff,32.0,0.0,0.0
842ab3dffffffff,4.0,0.0,0.0
842ab4bffffffff,15.0,0.0,0.0
842ab51ffffffff,2.0,0.0,0.0
842ab57ffffffff,3.0,0.0,0.0
842ab61ffffffff,2.0,0.0,0.0
842ab67ffffffff,2.0,0.0,0.0
842ac6dffffffff,7.0,0.0,0.0
842af0dffffffff,6.0,0.0,0.0
842af17ffffffff,2.0,0.0,0.0
842af6bffffffff,1.0,0.0,0.0
842b0a7ffffffff,4.0,0.0,0.0
842b99dffffffff,2.0,0.0,0.0
842b9b3ffffffff,46.0,0.0,0.0
842b9b7ffffffff,1.0,0.0,0.0
842bae3ffffffff,3.0,0.0,0.0
84441e1ffffffff,34.0,2.0,0.0
84441e3ffffffff,1.0,0.0,0.0
84441e7ffffffff,3.0,0.0,0.0
844440dffffffff,56.0,0.0,0.0
844445dffffffff,1.0,0.0,0.0
8444465ffffffff,2.0,0.0,0.0
84444c3ffffffff,2.0,0.0,0.0
84445b9ffffffff,7.0,0.0,0.0
8444633ffffffff,59.0,0.0,0.0
84446c1ffffffff,11.0,0.0,0.0
84446cdffffffff,26.0,1.0,0.0
84446e9ffffffff,4.0,0.0,0.0
84446edffffffff,2.0,0.0,0.0
8444a95ffffffff,2.0,0.0,0.0
8444c81ffffffff,2.0,0.0,0.0
8444d5dffffffff,1.0,0.0,0.0
8444eb3ffffffff,2.0,0.0,0.0
8444f37ffffffff,1.0,0.0,0.0
8444f6dffffffff,7.0,0.0,0.0
8445721ffffffff,1.0,0.0,0.0
84481b1ffffffff,3.0,0.0,0.0
8448231ffffffff,1.0,0.0,0.0
8448233ffffffff,10.0,0.0,0.0
844823bffffffff,7.0,0.0,0.0
8448283ffffffff,6.0,0.0,0.0
84482adffffffff,1.0,0.0,0.0
84482e5ffffffff,4.0,0.0,0.0
8448361ffffffff,2.0,0.0,0.0
8448363ffffffff,6.0,0.0,0.0
8448435ffffffff,1.0,0.0,0.0
8448437ffffffff,1.0,0.0,0.0
84484a5ffffffff,11.0,0.0,0.0
84484a7ffffffff,2.0,0.0,0.0
8448557ffffffff,1.0,0.0,0.0
844855bffffffff,2.0,0.0,0.0
8448569ffffffff,2.0,0.0,0.0
8448597ffffffff,2.0,0.0,0.0
84485b5ffffffff,3.0,0.0,0.0
84485b7ffffffff,1.0,0.0,0.0
84485b9ffffffff,6.0,0.0,0.0
84485e7ffffffff,10.0,0.0,0.0
8448707ffffffff,6.0,0.0,0.0
8448715ffffffff,3.0,0.0,0.0
8448733ffffffff,1.0,0.0,0.0
8448739ffffffff,2.0,0.0,0.0
8448891ffffffff,1.0,0.0,0.0
84488e9ffffffff,2.0,0.0,0.0
8448923ffffffff,4.0,0.0,0.0
8448951ffffffff,10.0,1.0,0.0
8448955ffffffff,6.0,0.0,0.0
8448981ffffffff,2.0,0.0,0.0
844898bffffffff,1.0,0.0,0.0
84489a3ffffffff,4.0,0.0,0.0
84489cdffffffff,8.0,0.0,0.0
84489e3ffffffff,4.0,0.0,0.0
8448b23ffffffff,2.0,0.0,0.0
8448b2bffffffff,31.0,0.0,0.0
8448b3dffffffff,2.0,0.0,0.0
8448c2bffffffff,2.0,0.0,0.0
8448c2dffffffff,22.0,0.0,0.0
8448c35ffffffff,44.0,0.0,0.0
8448c57ffffffff,3.0,0.0,0.0
8448c61ffffffff,9.0,0.0,0.0
8448c69ffffffff,3.0,0.0,0.0
8448c6dffffffff,1.0,0.0,0.0
8448c8bffffffff,7.0,0.0,0.0
8448cadffffffff,2.0,0.0,0.0
8448cd3ffffffff,4.0,0.0,0.0
8448d33ffffffff,2.0,0.0,0.0
8448d35ffffffff,3.0,0.0,0.0
8448d81ffffffff,1.0,0.0,0.0
8448d89ffffffff,8.0,0.0,0.0
8448da3ffffffff,4.0,0.0,0.0
8448da7ffffffff,1.0,0.0,0.0
8448da9ffffffff,2.0,0.0,0.0
8448dbbffffffff,2.0,0.0,0.0
8448e81ffffffff,15.0,0.0,0.0
8448e85ffffffff,25.0,0.0,0.0
8448e87ffffffff,2.0,0.0,0.0
8448e8dffffffff,2.0,0.0,0.0
8448e93ffffffff,12.0,0.0,0.0
8448e95ffffffff,2.0,0.0,0.0
8448e97ffffffff,2.0,0.0,0.0
8448e99ffffffff,40.0,0.0,0.0
8448ea3ffffffff,44.0,0.0,0.0
8448eb7ffffffff,20.0,0.0,0.0
8448ebbffffffff,2.0,0.0,0.0
8448ec7ffffffff,8.0,0.0,0.0
8448ee3ffffffff,7.0,0.0,0.0
8448ee5ffffffff,4.0,0.0,0.0
8448ee7ffffffff,293.0,0.0,0.0
8448eebffffffff,64.0,0.0,0.0
8448f25ffffffff,12.0,0.0,0.0
8448f37ffffffff,5.0,0.0,0.0
8448f3bffffffff,9.0,0.0,0.0
8449a93ffffffff,1.0,0.0,0.0
8466a51ffffffff,9.0,0.0,0.0
846d051ffffffff,2.0,0.0,0.0
846d069ffffffff,7.0,0.0,0.0
846d2b3ffffffff,2.0,0.0,0.0
846d605ffffffff,3.0,0.0,0.0
846d607ffffffff,1.0,0.0,0.0
846d663ffffffff,11.0,0.0,0.0
846d697ffffffff,1.0,0.0,0.0
846d745ffffffff,6.0,0.0,6.0
846d75dffffffff,2.0,0.0,0.0
846d76dffffffff,5.0,0.0,0.0
