cell_id,Synallaxis albescens,Synallaxis albescens [albescens Group],Synallaxis albescens australis
84a8291ffffffff,2.0,0.0,0.0
84a829bffffffff,2.0,0.0,0.0
84a82bdffffffff,3.0,0.0,0.0
84a82d3ffffffff,1.0,0.0,0.0
84a840dffffffff,16.0,0.0,0.0
84a8413ffffffff,3.0,0.0,0.0
84a8439ffffffff,4.0,0.0,0.0
84a844dffffffff,4.0,0.0,0.0
84a845bffffffff,2.0,0.0,0.0
84a84a5ffffffff,2.0,0.0,0.0
84a8527ffffffff,2.0,0.0,0.0
84a8559ffffffff,3.0,0.0,0.0
84a8591ffffffff,1.0,0.0,0.0
84a8599ffffffff,2.0,0.0,0.0
84a85b7ffffffff,15.0,0.0,0.0
84a85d3ffffffff,3.0,0.0,0.0
84a860dffffffff,5.0,0.0,0.0
84a865bffffffff,10.0,0.0,0.0
84a8737ffffffff,2.0,0.0,0.0
84a876dffffffff,4.0,0.0,0.0
84a8805ffffffff,2.0,0.0,0.0
84a8807ffffffff,17.0,0.0,0.0
84a8811ffffffff,2.0,0.0,0.0
84a8817ffffffff,1.0,0.0,0.0
84a8819ffffffff,1.0,0.0,0.0
84a881bffffffff,18.0,0.0,0.0
84a8831ffffffff,2.0,0.0,0.0
84a883dffffffff,3.0,0.0,0.0
84a8849ffffffff,20.0,0.0,0.0
84a8853ffffffff,2.0,0.0,0.0
84a8857ffffffff,6.0,0.0,0.0
84a8863ffffffff,4.0,0.0,0.0
84a8867ffffffff,6.0,0.0,0.0
84a8889ffffffff,2.0,0.0,0.0
84a88a9ffffffff,5.0,0.0,0.0
84a88c3ffffffff,21.0,0.0,0.0
84a88cdffffffff,2.0,0.0,0.0
84a88d5ffffffff,9.0,0.0,0.0
84a88ddffffffff,96.0,0.0,0.0
84a88e9ffffffff,30.0,0.0,0.0
84a88ebffffffff,6.0,0.0,0.0
84a8911ffffffff,2.0,0.0,0.0
84a893bffffffff,2.0,0.0,0.0
84a89b3ffffffff,2.0,0.0,0.0
84a8a11ffffffff,3.0,0.0,0.0
84a8a13ffffffff,11.0,0.0,0.0
84a8a15ffffffff,9.0,0.0,0.0
84a8a17ffffffff,23.0,0.0,0.0
84a8a19ffffffff,2.0,0.0,0.0
84a8a1bffffffff,1.0,0.0,0.0
84a8a23ffffffff,2.0,0.0,0.0
84a8a2bffffffff,2.0,0.0,0.0
84a8a31ffffffff,4.0,0.0,0.0
84a8a39ffffffff,2.0,0.0,0.0
84a8a3bffffffff,1.0,0.0,0.0
84a8a85ffffffff,8.0,0.0,0.0
84a8a8dffffffff,4.0,0.0,0.0
84a8a91ffffffff,24.0,0.0,0.0
84a8a93ffffffff,16.0,0.0,0.0
84a8a95ffffffff,1.0,0.0,0.0
84a8a97ffffffff,86.0,0.0,0.0
84a8a9dffffffff,2.0,0.0,0.0
84a8aa1ffffffff,6.0,0.0,0.0
84a8aa5ffffffff,6.0,0.0,0.0
84a8aa7ffffffff,1.0,0.0,0.0
84a8aadffffffff,49.0,0.0,0.0
84a8ab1ffffffff,9.0,0.0,0.0
84a8ab9ffffffff,5.0,0.0,0.0
84a8abdffffffff,2.0,0.0,0.0
84a8ac5ffffffff,1.0,0.0,0.0
84a8ac9ffffffff,5.0,0.0,0.0
84a8acbffffffff,16.0,0.0,0.0
84a8ad3ffffffff,5.0,0.0,0.0
84a8addffffffff,2.0,0.0,0.0
84a8ae1ffffffff,5.0,0.0,0.0
84a8ae3ffffffff,6.0,0.0,0.0
84a8ae5ffffffff,4.0,0.0,0.0
84a8ae7ffffffff,9.0,0.0,0.0
84a8c03ffffffff,4.0,0.0,0.0
84a8c23ffffffff,8.0,0.0,0.0
84a8c25ffffffff,52.0,0.0,0.0
84a8c27ffffffff,35.0,0.0,0.0
84a8c9bffffffff,1.0,0.0,0.0
84a8d11ffffffff,2.0,0.0,0.0
84a8d19ffffffff,36.0,0.0,0.0
84a8d1bffffffff,45.0,0.0,0.0
84a8d35ffffffff,78.0,0.0,0.0
84a8d41ffffffff,3.0,0.0,0.0
84a8d43ffffffff,9.0,0.0,0.0
84a8d4bffffffff,2.0,0.0,0.0
84a8d53ffffffff,4.0,0.0,0.0
84a8d5dffffffff,4.0,0.0,0.0
84a8d69ffffffff,1.0,0.0,0.0
84a8de1ffffffff,40.0,0.0,0.0
84a8de3ffffffff,45.0,0.0,0.0
84a8de9ffffffff,13.0,0.0,0.0
84a8debffffffff,12.0,0.0,0.0
84a8e69ffffffff,2.0,0.0,0.0
84a8e6dffffffff,2.0,0.0,0.0
84a8ec9ffffffff,72.0,0.0,0.0
84a8ecbffffffff,6.0,0.0,0.0
84a8f05ffffffff,1.0,0.0,0.0
84a8f09ffffffff,2.0,0.0,0.0
84a8f2bffffffff,2.0,0.0,0.0
84a8f41ffffffff,8.0,0.0,0.0
84a8f43ffffffff,24.0,0.0,0.0
84a8f45ffffffff,3.0,0.0,0.0
84a8f47ffffffff,4.0,0.0,0.0
84a8f4bffffffff,1.0,0.0,0.0
84a8f4dffffffff,2.0,0.0,0.0
84a8f55ffffffff,1.0,0.0,0.0
84a8f57ffffffff,2.0,0.0,0.0
84a8f5dffffffff,2.0,0.0,0.0
84a8f61ffffffff,2.0,0.0,0.0
84a8f63ffffffff,1.0,0.0,0.0
84a940dffffffff,2.0,0.0,0.0
84a9411ffffffff,12.0,0.0,0.0
84a9413ffffffff,3.0,0.0,0.0
84a9417ffffffff,2.0,0.0,0.0
84a941bffffffff,37.0,0.0,0.0
84a9425ffffffff,5.0,0.0,0.0
84a9429ffffffff,4.0,0.0,0.0
84a9433ffffffff,5.0,0.0,0.0
84a9435ffffffff,4.0,0.0,0.0
84a9441ffffffff,5.0,0.0,0.0
84a9445ffffffff,3.0,0.0,0.0
84a9447ffffffff,3.0,0.0,0.0
84a9451ffffffff,1.0,0.0,0.0
84a9453ffffffff,2.0,0.0,0.0
84a945bffffffff,5.0,0.0,0.0
84a9461ffffffff,1.0,0.0,0.0
84a9463ffffffff,4.0,0.0,0.0
84a9465ffffffff,6.0,0.0,0.0
84a946bffffffff,1.0,0.0,0.0
84a9483ffffffff,6.0,0.0,0.0
84a94a9ffffffff,5.0,0.0,0.0
84a94c1ffffffff,5.0,0.0,0.0
84a94c3ffffffff,6.0,0.0,0.0
84a94c7ffffffff,12.0,0.0,0.0
84a94d1ffffffff,6.0,0.0,0.0
84a94d5ffffffff,2.0,0.0,0.0
84a94ddffffffff,11.0,0.0,0.0
84a94e1ffffffff,1.0,0.0,0.0
84a94e3ffffffff,1.0,0.0,0.0
84a94e5ffffffff,192.0,0.0,0.0
84a94e7ffffffff,7.0,0.0,0.0
84a94edffffffff,6.0,0.0,0.0
84a9523ffffffff,1.0,0.0,0.0
84a9595ffffffff,16.0,0.0,0.0
84a9599ffffffff,2.0,0.0,0.0
84a959bffffffff,2.0,0.0,0.0
84a95abffffffff,20.0,0.0,0.0
84a95bbffffffff,4.0,0.0,0.0
84a95d1ffffffff,33.0,0.0,0.0
84a95d9ffffffff,3.0,0.0,0.0
84a95dbffffffff,15.0,0.0,0.0
84a95edffffffff,3.0,0.0,0.0
84a9601ffffffff,4.0,0.0,0.0
84a9611ffffffff,13.0,0.0,0.0
84a9613ffffffff,9.0,0.0,0.0
84a9617ffffffff,13.0,0.0,0.0
84a9619ffffffff,5.0,0.0,0.0
84a9623ffffffff,24.0,0.0,0.0
84a9625ffffffff,3.0,0.0,0.0
84a9627ffffffff,17.0,0.0,0.0
84a962bffffffff,2.0,0.0,0.0
84a9631ffffffff,2.0,0.0,0.0
84a9639ffffffff,2.0,0.0,0.0
84a9645ffffffff,1.0,0.0,0.0
84a9647ffffffff,1.0,0.0,0.0
84a9649ffffffff,4.0,0.0,0.0
84a9657ffffffff,1.0,0.0,0.0
84a9663ffffffff,1.0,0.0,0.0
84a966bffffffff,1.0,0.0,0.0
84a9685ffffffff,6.0,0.0,0.0
84a969dffffffff,1.0,0.0,0.0
84a96a5ffffffff,6.0,0.0,0.0
84a96a7ffffffff,5.0,0.0,0.0
84a96a9ffffffff,2.0,0.0,0.0
84a96adffffffff,42.0,0.0,0.0
84a96b1ffffffff,1.0,0.0,0.0
84a96b5ffffffff,2.0,0.0,0.0
84a96b9ffffffff,3.0,0.0,0.0
84a96c5ffffffff,25.0,0.0,0.0
84a96c7ffffffff,2.0,0.0,0.0
84a96cdffffffff,2.0,0.0,0.0
84a96e1ffffffff,2.0,0.0,0.0
84a96e3ffffffff,3.0,0.0,0.0
84a96e5ffffffff,1.0,0.0,0.0
84a96e7ffffffff,14.0,0.0,0.0
84a96e9ffffffff,11.0,0.0,0.0
84a9711ffffffff,1.0,0.0,0.0
84a9719ffffffff,2.0,0.0,0.0
84b2297ffffffff,2.0,0.0,0.0
84b2401ffffffff,8.0,0.0,0.0
84b2405ffffffff,8.0,0.0,0.0
84b2407ffffffff,9.0,0.0,0.0
84b2409ffffffff,2.0,0.0,0.0
84b240bffffffff,1.0,0.0,0.0
84b2413ffffffff,257.0,0.0,0.0
84b2417ffffffff,4.0,0.0,0.0
84b2419ffffffff,6.0,0.0,0.0
84b2421ffffffff,2.0,0.0,0.0
84b2423ffffffff,5.0,0.0,0.0
84b2425ffffffff,2.0,0.0,0.0
84b2427ffffffff,2.0,0.0,0.0
84b2429ffffffff,2.0,0.0,0.0
84b242bffffffff,43.0,0.0,0.0
84b2431ffffffff,6.0,0.0,0.0
84b2435ffffffff,84.0,0.0,0.0
84b2437ffffffff,27.0,0.0,0.0
84b2439ffffffff,2.0,0.0,0.0
84b243dffffffff,39.0,0.0,0.0
84b2443ffffffff,2.0,0.0,0.0
84b2453ffffffff,22.0,0.0,0.0
84b2455ffffffff,3.0,0.0,0.0
84b2457ffffffff,2.0,0.0,0.0
84b245dffffffff,2.0,0.0,0.0
84b2463ffffffff,54.0,0.0,0.0
84b246bffffffff,4.0,0.0,0.0
84b246dffffffff,2.0,0.0,0.0
84b2485ffffffff,2.0,0.0,0.0
84b248bffffffff,1.0,0.0,0.0
84b24a1ffffffff,17.0,0.0,0.0
84b24a5ffffffff,2.0,0.0,0.0
84b24a9ffffffff,37.0,0.0,0.0
84b24abffffffff,2.0,0.0,0.0
84b24adffffffff,39.0,0.0,0.0
84b24b1ffffffff,11.0,0.0,0.0
84b24b7ffffffff,2.0,0.0,0.0
84b24bbffffffff,4.0,0.0,0.0
84b24bdffffffff,5.0,0.0,0.0
84b24c1ffffffff,37.0,0.0,0.0
84b24c5ffffffff,10.0,0.0,0.0
84b24c9ffffffff,2.0,0.0,0.0
84b24cdffffffff,71.0,0.0,0.0
84b24d1ffffffff,6.0,0.0,0.0
84b24d7ffffffff,2.0,0.0,0.0
84b24d9ffffffff,2.0,0.0,0.0
84b24dbffffffff,5.0,0.0,0.0
84b24e3ffffffff,28.0,0.0,0.0
84b24e5ffffffff,33.0,0.0,0.0
84b24e9ffffffff,7.0,0.0,0.0
84b24ebffffffff,10.0,0.0,0.0
84b24edffffffff,19.0,0.0,0.0
84b250bffffffff,1.0,0.0,0.0
84b250dffffffff,4.0,0.0,0.0
84b2519ffffffff,2.0,0.0,0.0
84b251bffffffff,29.0,0.0,0.0
84b2533ffffffff,6.0,0.0,0.0
84b2549ffffffff,8.0,0.0,0.0
84b254bffffffff,6.0,0.0,0.0
84b2555ffffffff,4.0,0.0,0.0
84b2557ffffffff,4.0,0.0,0.0
84b2559ffffffff,3.0,0.0,0.0
84b255dffffffff,6.0,0.0,0.0
84b2581ffffffff,1.0,0.0,0.0
84b2583ffffffff,19.0,0.0,0.0
84b2585ffffffff,6.0,0.0,0.0
84b2587ffffffff,2.0,0.0,0.0
84b2589ffffffff,27.0,0.0,0.0
84b258dffffffff,2.0,0.0,0.0
84b2591ffffffff,69.0,0.0,0.0
84b2595ffffffff,33.0,0.0,0.0
84b2599ffffffff,5.0,0.0,0.0
84b259bffffffff,1.0,0.0,0.0
84b259dffffffff,4.0,0.0,0.0
84b25a1ffffffff,2.0,0.0,0.0
84b25a7ffffffff,3.0,0.0,0.0
84b25abffffffff,7.0,0.0,0.0
84b25adffffffff,1.0,0.0,0.0
84b25b1ffffffff,17.0,0.0,0.0
84b25b9ffffffff,31.0,0.0,0.0
84b25bbffffffff,5.0,0.0,0.0
84b25bdffffffff,2.0,0.0,0.0
84b25c1ffffffff,13.0,0.0,0.0
84b25c3ffffffff,3.0,0.0,0.0
84b25c7ffffffff,12.0,0.0,0.0
84b25c9ffffffff,2.0,0.0,0.0
84b25cbffffffff,9.0,0.0,0.0
84b25cdffffffff,68.0,0.0,0.0
84b25d1ffffffff,45.0,0.0,0.0
84b25d3ffffffff,9.0,0.0,0.0
84b25d5ffffffff,47.0,0.0,0.0
84b25d7ffffffff,14.0,0.0,0.0
84b25d9ffffffff,40.0,0.0,0.0
84b25dbffffffff,10.0,0.0,0.0
84b25ddffffffff,13.0,0.0,0.0
84b25e1ffffffff,42.0,0.0,0.0
84b25e3ffffffff,22.0,0.0,0.0
84b25e5ffffffff,4.0,0.0,0.0
84b25e7ffffffff,4.0,0.0,0.0
84b25ebffffffff,2.0,0.0,0.0
84b2613ffffffff,14.0,0.0,0.0
84b2623ffffffff,3.0,0.0,0.0
84b2629ffffffff,4.0,0.0,0.0
84b262bffffffff,2.0,0.0,0.0
84b262dffffffff,29.0,0.0,0.0
84b2633ffffffff,7.0,0.0,0.0
84b263dffffffff,4.0,0.0,0.0
84b2655ffffffff,10.0,0.0,0.0
84b2657ffffffff,1.0,0.0,0.0
84b2659ffffffff,1.0,0.0,0.0
84b265dffffffff,2.0,0.0,0.0
84b2661ffffffff,3.0,0.0,0.0
84b2665ffffffff,12.0,0.0,0.0
84b2667ffffffff,14.0,0.0,0.0
84b2683ffffffff,9.0,0.0,0.0
84b2689ffffffff,2.0,0.0,0.0
84b268bffffffff,29.0,0.0,0.0
84b268dffffffff,16.0,0.0,0.0
84b2691ffffffff,10.0,0.0,0.0
84b2693ffffffff,3.0,0.0,0.0
84b2695ffffffff,5.0,0.0,0.0
84b2699ffffffff,9.0,0.0,0.0
84b269bffffffff,4.0,0.0,0.0
84b269dffffffff,10.0,0.0,0.0
84b26a5ffffffff,7.0,0.0,0.0
84b26adffffffff,13.0,0.0,0.0
84b26cbffffffff,2.0,0.0,0.0
84b26d1ffffffff,3.0,0.0,0.0
84b26d3ffffffff,2.0,0.0,0.0
84b26d7ffffffff,11.0,0.0,0.0
84b26ddffffffff,2.0,0.0,0.0
84b26e7ffffffff,1.0,0.0,0.0
84b2701ffffffff,2.0,0.0,0.0
84b2705ffffffff,2.0,0.0,0.0
84b2709ffffffff,10.0,0.0,0.0
84b270bffffffff,9.0,0.0,0.0
84b2715ffffffff,11.0,0.0,0.0
84b2719ffffffff,2.0,0.0,0.0
84b271dffffffff,4.0,0.0,0.0
84b2721ffffffff,2.0,0.0,0.0
84b2723ffffffff,7.0,0.0,0.0
84b272bffffffff,2.0,0.0,0.0
84b274bffffffff,4.0,0.0,0.0
84b2753ffffffff,2.0,0.0,0.0
84b2755ffffffff,2.0,0.0,0.0
84b2757ffffffff,4.0,0.0,0.0
84b275bffffffff,60.0,0.0,0.0
84b275dffffffff,17.0,0.0,0.0
84b2e85ffffffff,15.0,0.0,0.0
84b2e91ffffffff,33.0,0.0,0.0
84b2e99ffffffff,28.0,0.0,0.0
84b2ea9ffffffff,1.0,0.0,0.0
84b2eabffffffff,1.0,0.0,0.0
84b2eb9ffffffff,4.0,0.0,0.0
84b2ebbffffffff,2.0,0.0,0.0
84b2ec1ffffffff,8.0,0.0,0.0
84b2ec7ffffffff,2.0,0.0,0.0
84b2ec9ffffffff,1.0,0.0,0.0
84b2ecbffffffff,1.0,0.0,0.0
84b2ed9ffffffff,12.0,0.0,0.0
84b2eebffffffff,4.0,0.0,0.0
84b324bffffffff,2.0,0.0,0.0
84b3409ffffffff,2.0,0.0,0.0
84b3429ffffffff,1.0,0.0,0.0
84b342bffffffff,6.0,0.0,0.0
84b3439ffffffff,6.0,0.0,0.0
84b343bffffffff,14.0,0.0,0.0
84b349dffffffff,5.0,0.0,0.0
84b34a5ffffffff,4.0,0.0,0.0
84b34b1ffffffff,24.0,0.0,0.0
84b34b9ffffffff,19.0,0.0,0.0
84b34bdffffffff,19.0,0.0,0.0
84b34c5ffffffff,8.0,0.0,0.0
84b34d1ffffffff,19.0,0.0,0.0
84b34d3ffffffff,4.0,0.0,0.0
84b34d7ffffffff,5.0,0.0,0.0
84b34d9ffffffff,7.0,0.0,0.0
84b34dbffffffff,40.0,0.0,0.0
84b3513ffffffff,5.0,0.0,0.0
84b3587ffffffff,1.0,0.0,0.0
84b3589ffffffff,6.0,0.0,0.0
84b358dffffffff,1.0,0.0,0.0
84b35a3ffffffff,3.0,0.0,0.0
84b35b9ffffffff,5.0,0.0,0.0
84b35bdffffffff,3.0,0.0,0.0
84b35c3ffffffff,1.0,0.0,0.0
84b35c5ffffffff,2.0,0.0,0.0
84b35c7ffffffff,2.0,0.0,0.0
84b35d5ffffffff,3.0,0.0,0.0
84b35ddffffffff,1.0,0.0,0.0
84b35e9ffffffff,5.0,0.0,0.0
84b3627ffffffff,2.0,0.0,0.0
84b3629ffffffff,2.0,0.0,0.0
84b3633ffffffff,3.0,0.0,0.0
84b3657ffffffff,1.0,0.0,0.0
84b3665ffffffff,5.0,0.0,0.0
84b3667ffffffff,1.0,0.0,0.0
84b366dffffffff,4.0,0.0,0.0
84b3683ffffffff,3.0,0.0,0.0
84b368bffffffff,24.0,0.0,0.0
84b3699ffffffff,17.0,0.0,0.0
84b369dffffffff,12.0,0.0,0.0
84b36b3ffffffff,4.0,0.0,0.0
84b36b5ffffffff,1.0,0.0,0.0
84b36d5ffffffff,13.0,0.0,0.0
84b3715ffffffff,1.0,0.0,0.0
84c2053ffffffff,4.0,0.0,0.0
84c205bffffffff,2.0,0.0,0.0
84c21b9ffffffff,1.0,0.0,0.0
84c21d9ffffffff,4.0,0.0,0.0
84c2201ffffffff,5.0,0.0,0.0
84c2209ffffffff,4.0,0.0,0.0
84c2247ffffffff,5.0,0.0,0.0
84c22e3ffffffff,2.0,0.0,0.0
84c2c11ffffffff,2.0,0.0,0.0
84c2c17ffffffff,9.0,0.0,0.0
84c2c19ffffffff,11.0,0.0,0.0
84c2c1bffffffff,2.0,0.0,0.0
84c2c53ffffffff,297.0,0.0,0.0
84c2c5bffffffff,170.0,0.0,0.0
84c2c81ffffffff,2.0,0.0,0.0
84c2c87ffffffff,7.0,0.0,0.0
84c2c8dffffffff,2.0,0.0,0.0
84c2c91ffffffff,8.0,0.0,0.0
84c2c97ffffffff,25.0,0.0,0.0
84c2ca1ffffffff,3.0,0.0,0.0
84c2ca3ffffffff,10.0,0.0,0.0
84c2ca7ffffffff,8.0,0.0,0.0
84c2ca9ffffffff,8.0,0.0,0.0
84c2cabffffffff,18.0,0.0,0.0
84c2cadffffffff,10.0,0.0,0.0
84c2cb1ffffffff,70.0,0.0,0.0
84c2cb5ffffffff,8.0,0.0,0.0
84c2cb9ffffffff,7.0,0.0,0.0
84c2cbdffffffff,42.0,0.0,0.0
84c2cc1ffffffff,2.0,0.0,0.0
84c2cc3ffffffff,7.0,0.0,0.0
84c2cc5ffffffff,3.0,0.0,0.0
84c2cc7ffffffff,9.0,0.0,0.0
84c2ccbffffffff,4.0,0.0,0.0
84c2ccdffffffff,5.0,0.0,0.0
84c2cd1ffffffff,8.0,0.0,0.0
84c2cd3ffffffff,38.0,0.0,0.0
84c2cd5ffffffff,2.0,0.0,0.0
84c2cd7ffffffff,2.0,0.0,0.0
84c2cd9ffffffff,4.0,0.0,0.0
84c2cdbffffffff,55.0,0.0,0.0
84c2ce1ffffffff,20.0,0.0,0.0
84c2ce7ffffffff,4.0,0.0,0.0
84c2ce9ffffffff,4.0,0.0,0.0
84c2d9bffffffff,4.0,0.0,0.0
84c2e17ffffffff,2.0,0.0,0.0
84c2e1dffffffff,1.0,0.0,0.0
84c2e31ffffffff,9.0,0.0,0.0
84c2e33ffffffff,4.0,0.0,0.0
84c2e3bffffffff,1.0,0.0,0.0
84c2e3dffffffff,13.0,0.0,0.0
84c2e49ffffffff,2.0,0.0,0.0
84c2e53ffffffff,2.0,0.0,0.0
84c2e85ffffffff,8.0,0.0,0.0
84c2e87ffffffff,5.0,0.0,0.0
84c2e89ffffffff,1.0,0.0,0.0
84c2e91ffffffff,3.0,0.0,0.0
84c2e97ffffffff,2.0,0.0,0.0
84c2e99ffffffff,21.0,0.0,0.0
84c2ea1ffffffff,67.0,0.0,0.0
84c2ea3ffffffff,4.0,0.0,0.0
84c2ea5ffffffff,2.0,0.0,0.0
84c2eadffffffff,17.0,0.0,0.0
84c2eb5ffffffff,9.0,0.0,0.0
84c2eb9ffffffff,4.0,0.0,0.0
84c2ebbffffffff,17.0,0.0,0.0
84c2ecdffffffff,3.0,0.0,0.0
84c2ee7ffffffff,4.0,0.0,0.0
84c3083ffffffff,19.0,0.0,0.0
84c3093ffffffff,13.0,0.0,0.0
84c3097ffffffff,2.0,0.0,0.0
84c3297ffffffff,8.0,0.0,0.0
84c3401ffffffff,46.0,0.0,0.0
84c3403ffffffff,55.0,0.0,0.0
84c3409ffffffff,42.0,0.0,0.0
84c340bffffffff,4.0,0.0,0.0
84c340dffffffff,14.0,0.0,0.0
84c3419ffffffff,3.0,0.0,0.0
84c3439ffffffff,2.0,0.0,0.0
84c343dffffffff,2.0,0.0,0.0
84c3441ffffffff,4.0,0.0,0.0
84c3443ffffffff,2.0,0.0,0.0
84c3451ffffffff,1.0,0.0,0.0
84c3453ffffffff,2.0,0.0,0.0
84c3455ffffffff,2.0,0.0,0.0
84c3457ffffffff,4.0,0.0,0.0
84c3459ffffffff,5.0,0.0,0.0
84c345dffffffff,22.0,0.0,0.0
84c3467ffffffff,12.0,0.0,0.0
84c3481ffffffff,3.0,0.0,0.0
84c3487ffffffff,2.0,0.0,0.0
84c3491ffffffff,6.0,0.0,0.0
84c3497ffffffff,4.0,0.0,0.0
84c349bffffffff,9.0,0.0,0.0
84c349dffffffff,2.0,0.0,0.0
84c34bbffffffff,83.0,0.0,0.0
84c34bdffffffff,1.0,0.0,0.0
84c34c1ffffffff,1.0,0.0,0.0
84c34c5ffffffff,2.0,0.0,0.0
84c34c7ffffffff,2.0,0.0,0.0
84c34cbffffffff,2.0,0.0,0.0
84c34d1ffffffff,2.0,0.0,0.0
84c34e3ffffffff,7.0,0.0,0.0
84c34edffffffff,1.0,0.0,0.0
84c3501ffffffff,1.0,0.0,0.0
84c3505ffffffff,1.0,0.0,0.0
84c3509ffffffff,17.0,0.0,0.0
84c350bffffffff,3.0,0.0,0.0
84c350dffffffff,11.0,0.0,0.0
84c3543ffffffff,6.0,0.0,0.0
84c3545ffffffff,8.0,0.0,0.0
84c3547ffffffff,7.0,0.0,0.0
84c3553ffffffff,1.0,0.0,0.0
84c3555ffffffff,18.0,0.0,0.0
84c3557ffffffff,3.0,0.0,0.0
84c3563ffffffff,4.0,0.0,0.0
84c3569ffffffff,16.0,0.0,0.0
84c356bffffffff,99.0,0.0,0.0
84c356dffffffff,2.0,0.0,0.0
84c35c9ffffffff,2.0,0.0,0.0
84c35edffffffff,2.0,0.0,0.0
84c3625ffffffff,2.0,0.0,0.0
84c36b1ffffffff,1.0,0.0,0.0
84c36c1ffffffff,3.0,0.0,0.0
84c371bffffffff,48.0,0.0,0.0
84c371dffffffff,9.0,0.0,0.0
84c3733ffffffff,21.0,0.0,0.0
84c3735ffffffff,2.0,0.0,0.0
84c3737ffffffff,1.0,0.0,0.0
84c3739ffffffff,9.0,0.0,0.0
84c373bffffffff,2.0,0.0,0.0
84c3761ffffffff,2.0,0.0,0.0
84c376dffffffff,3.0,0.0,0.0
