cell_id,Ramphastos vitellinus,Ramphastos vitellinus citreolaemus,Ramphastos vitellinus culminatus/pintoi,Ramphastos vitellinus vitellinus,Ramphastos vitellinus ariel,Ramphastos vitellinus citreolaemus x culminatus,Ramphastos vitellinus culminatus x vitellinus,Ramphastos vitellinus culminatus x ariel
8466c27ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c29ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c2bffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c2dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c35ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c37ffffffff,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8466c57ffffffff,25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8466c5bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466c5dffffffff,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466cc5ffffffff,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
8466cdbffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466ce1ffffffff,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8466ce5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466ce9ffffffff,61.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8466cedffffffff,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8466d13ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d19ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d1bffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466d81ffffffff,96.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8466d89ffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8466d8dffffffff,36.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8466da1ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466da3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466da7ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466da9ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dadffffffff,71.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
8466db1ffffffff,36.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
8466db5ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dc3ffffffff,811.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0
8466dc7ffffffff,71.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
8466dc9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dcbffffffff,52.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
8466dcdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dd1ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dd3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dd5ffffffff,89.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8466dd7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dd9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466ddbffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dddffffffff,27.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
8466de1ffffffff,844.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0
8466de3ffffffff,109.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
8466de7ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466debffffffff,84.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
8466e03ffffffff,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e0bffffffff,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e11ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e13ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e15ffffffff,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e17ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e19ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e1dffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e37ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e39ffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e3bffffffff,77.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
8466e43ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e49ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e51ffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e53ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e55ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e57ffffffff,917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e59ffffffff,59.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8466e5bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e5dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e81ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e89ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e8dffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e9dffffffff,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
8466eadffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466ec1ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466ec5ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466ec7ffffffff,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466ec9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466ecbffffffff,174.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
8466ee5ffffffff,137.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8466ee7ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466eebffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466eedffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8467531ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84675a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84800c7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84802cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480445ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848044dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480469ffffffff,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848046bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84804cbffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480619ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480623ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480625ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480643ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480655ffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480665ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848066bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848068bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848068dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848069dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84806a3ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84806a7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84806abffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84806adffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84806b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84806b7ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84806ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480713ffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480717ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480723ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480745ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480755ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480759ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848075bffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481143ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481149ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848114bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481161ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481163ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481167ffffffff,33.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
8481303ffffffff,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
8481307ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848130bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481321ffffffff,24.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
8481323ffffffff,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
8481327ffffffff,43.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
8481329ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848132dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481331ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481335ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481337ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481339ffffffff,142.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
8481343ffffffff,21.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
848134dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481363ffffffff,118.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0
8481367ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481401ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481403ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481407ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481423ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481429ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481431ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481437ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481439ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481445ffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8481447ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481449ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848144bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481459ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848145dffffffff,37.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8481463ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848146bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481485ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84814a1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84814a9ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84814adffffffff,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84814c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84814d1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84814d5ffffffff,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84814d7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84814d9ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84814e3ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84814e5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84814e7ffffffff,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8481583ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
