cell_id,Microrhopias quixensis,Microrhopias quixensis [boucardi Group],Microrhopias quixensis microstictus,Microrhopias quixensis quixensis,Microrhopias quixensis nigriventris,Microrhopias quixensis albicauda/intercedens,Microrhopias quixensis bicolor,Microrhopias quixensis emiliae
846d691ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d693ffffffff,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d697ffffffff,2532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d699ffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d69bffffffff,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d69dffffffff,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d6d1ffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d6d3ffffffff,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d6d5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846d6d7ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84806b7ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84814d5ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84814d9ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a001ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a00bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a01dffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a04bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a059ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a05bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a05dffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a069ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a109ffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a127ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a155ffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a157ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a213ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a217ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a21bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a233ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a23bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a249ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a25bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a2cdffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a313ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a317ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a337ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a33bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a459ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a699ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a6d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a6d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a6dbffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a809ffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a81bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aa87ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aa8bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aa9dffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aaa3ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aaa5ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aaadffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aab9ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aabdffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aac9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aacbffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aad5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aadbffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848aaddffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848ab21ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848ab65ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848ad13ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848adc5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848ae5bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848af29ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848af45ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848af63ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b401ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b40bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b40dffffffff,30.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
848b429ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b447ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b44bffffffff,89.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
848b44dffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b469ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b4e5ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b513ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b525ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b5c3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b5cdffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b5e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b617ffffffff,467.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
848b627ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b633ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b637ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b639ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b63bffffffff,55.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
848b69bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6c3ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6e5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6e7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6edffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b713ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b71bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b751ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b75bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b839ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b849ffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b881ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b8a5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b8dbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b999ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b99dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b9c9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b9d1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848b9d5ffffffff,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
848b9d7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848e64bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f291ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f295ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2a9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2bbffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2c3ffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2cdffffffff,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f401ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f40dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f429ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f42dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f487ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f4a5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f5d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848f74bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84b324bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
