cell_id,Cyanoliseus patagonus,Cyanoliseus patagonus andinus,Cyanoliseus patagonus patagonus/conlara,Cyanoliseus patagonus bloxami
84c36d9ffffffff,3.0,0.0,0.0,0.0
84c36dbffffffff,4.0,0.0,0.0,0.0
84c36ddffffffff,5.0,0.0,0.0,0.0
84c3701ffffffff,2.0,0.0,0.0,0.0
84c3703ffffffff,4.0,0.0,0.0,0.0
84c3709ffffffff,114.0,0.0,0.0,0.0
84c3711ffffffff,3.0,0.0,0.0,0.0
84c3719ffffffff,2.0,0.0,0.0,0.0
84c371bffffffff,28.0,0.0,0.0,0.0
84c371dffffffff,6.0,0.0,0.0,0.0
84c3729ffffffff,3.0,0.0,0.0,0.0
84c3733ffffffff,10.0,0.0,0.0,0.0
84c3735ffffffff,36.0,0.0,0.0,0.0
84c3739ffffffff,11.0,0.0,0.0,0.0
84c373bffffffff,2.0,0.0,0.0,0.0
84c373dffffffff,9.0,0.0,0.0,0.0
84c3743ffffffff,4.0,0.0,0.0,0.0
84c3755ffffffff,7.0,0.0,0.0,0.0
84c3759ffffffff,2.0,0.0,0.0,0.0
84c375bffffffff,1.0,0.0,0.0,0.0
84c375dffffffff,32.0,0.0,0.0,0.0
84c3761ffffffff,2.0,0.0,0.0,0.0
84c3765ffffffff,4.0,0.0,0.0,0.0
84c3767ffffffff,28.0,0.0,0.0,0.0
84c376bffffffff,4.0,0.0,0.0,0.0
84c376dffffffff,107.0,0.0,0.0,0.0
84ce801ffffffff,7.0,0.0,0.0,0.0
84ce803ffffffff,2.0,0.0,0.0,0.0
84ce807ffffffff,12.0,0.0,0.0,0.0
84ce809ffffffff,6.0,0.0,0.0,0.0
84ce80bffffffff,2.0,0.0,0.0,0.0
84ce80dffffffff,11.0,0.0,0.0,0.0
84ce823ffffffff,22.0,0.0,0.0,0.0
84ce827ffffffff,7.0,0.0,0.0,0.0
84ce82bffffffff,11.0,0.0,0.0,0.0
84ce831ffffffff,83.0,0.0,0.0,0.0
84ce833ffffffff,3.0,0.0,0.0,0.0
84ce835ffffffff,22.0,0.0,0.0,0.0
84ce839ffffffff,122.0,0.0,0.0,0.0
84ce83dffffffff,50.0,0.0,0.0,0.0
84ce847ffffffff,7.0,0.0,0.0,0.0
84ce84bffffffff,1.0,0.0,0.0,0.0
84ce861ffffffff,8.0,0.0,0.0,0.0
84ce863ffffffff,10.0,0.0,0.0,0.0
84ce865ffffffff,3.0,0.0,0.0,0.0
84ce90bffffffff,15.0,0.0,0.0,0.0
84ce913ffffffff,13.0,0.0,0.0,0.0
84ce917ffffffff,7.0,0.0,0.0,0.0
84ce923ffffffff,11.0,0.0,0.0,0.0
84ce927ffffffff,17.0,0.0,0.0,0.0
84ce931ffffffff,69.0,0.0,0.0,0.0
84ce933ffffffff,16.0,0.0,0.0,0.0
84ce935ffffffff,302.0,0.0,0.0,0.0
84ce937ffffffff,50.0,0.0,0.0,0.0
84ce93bffffffff,5.0,0.0,0.0,0.0
84ce93dffffffff,4.0,0.0,0.0,0.0
84ce943ffffffff,5.0,0.0,0.0,0.0
84ce955ffffffff,2.0,0.0,0.0,0.0
84ce961ffffffff,19.0,0.0,0.0,0.0
84ce967ffffffff,1.0,0.0,0.0,0.0
84ce969ffffffff,7.0,0.0,0.0,0.0
84ce96bffffffff,10.0,0.0,0.0,0.0
84ce96dffffffff,7.0,0.0,0.0,0.0
84ce981ffffffff,27.0,0.0,0.0,0.0
84ce983ffffffff,98.0,0.0,0.0,0.0
84ce989ffffffff,235.0,0.0,0.0,0.0
84ce98bffffffff,6.0,0.0,0.0,0.0
84ce98dffffffff,40.0,0.0,0.0,0.0
84ce9a3ffffffff,8.0,0.0,0.0,0.0
84ce9abffffffff,3.0,0.0,0.0,0.0
84ce9b1ffffffff,2.0,0.0,0.0,0.0
84ce9b3ffffffff,2.0,0.0,0.0,0.0
84ce9b5ffffffff,33.0,0.0,0.0,0.0
84ce9b7ffffffff,2.0,0.0,0.0,0.0
84ce9b9ffffffff,2.0,0.0,0.0,0.0
84ce9bdffffffff,73.0,0.0,0.0,0.0
84ce9c1ffffffff,8.0,0.0,0.0,0.0
84ce9c3ffffffff,6.0,0.0,0.0,0.0
84ce9c7ffffffff,201.0,0.0,0.0,0.0
84ce9c9ffffffff,5.0,0.0,0.0,0.0
84ce9cbffffffff,12.0,0.0,0.0,0.0
84ce9cdffffffff,2.0,0.0,0.0,0.0
84ce9d1ffffffff,3.0,0.0,0.0,0.0
84ce9d5ffffffff,2.0,0.0,0.0,0.0
84ce9e3ffffffff,7.0,0.0,0.0,0.0
84ce9e5ffffffff,4.0,0.0,0.0,0.0
84ce9e9ffffffff,3.0,0.0,0.0,0.0
84ce9edffffffff,18.0,0.0,0.0,0.0
84cea05ffffffff,7.0,0.0,0.0,0.0
84cea07ffffffff,8.0,0.0,0.0,0.0
84cea21ffffffff,5.0,0.0,0.0,0.0
84cea2bffffffff,4.0,0.0,0.0,0.0
84cea35ffffffff,5.0,0.0,0.0,0.0
84cea3dffffffff,1.0,0.0,0.0,0.0
84ceb19ffffffff,2.0,0.0,0.0,0.0
84ceb31ffffffff,1.0,0.0,0.0,0.0
84ceb33ffffffff,1.0,0.0,0.0,0.0
84ceb4bffffffff,3.0,0.0,0.0,0.0
84cf989ffffffff,5.0,0.0,0.0,0.0
84cf98bffffffff,16.0,0.0,0.0,0.0
84cf9d5ffffffff,4.0,0.0,0.0,0.0
84cf9e1ffffffff,15.0,0.0,0.0,0.0
84cf9e7ffffffff,3.0,0.0,0.0,0.0
84cf9ebffffffff,7.0,0.0,0.0,0.0
