cell_id,Petrochelidon fulva,Petrochelidon fulva [fulva Group],Petrochelidon fulva pallida,Petrochelidon fulva citata
83459efffffffff,17.0,17.0,0.0,0.0
8345b0fffffffff,13.0,0.0,0.0,0.0
8345b2fffffffff,449.0,0.0,0.0,0.0
8345b3fffffffff,1.0,0.0,0.0,0.0
834810fffffffff,28.0,0.0,0.0,0.0
834812fffffffff,17.0,0.0,0.0,0.0
834814fffffffff,91.0,0.0,0.0,0.0
834816fffffffff,16.0,0.0,0.0,0.0
83481afffffffff,27.0,0.0,0.0,0.0
83481bfffffffff,2.0,0.0,0.0,0.0
834880fffffffff,296.0,0.0,10.0,0.0
834881fffffffff,58.0,0.0,2.0,0.0
834882fffffffff,645.0,0.0,9.0,0.0
834883fffffffff,912.0,0.0,59.0,0.0
834884fffffffff,10.0,0.0,0.0,0.0
834885fffffffff,1.0,0.0,0.0,0.0
834886fffffffff,189.0,0.0,4.0,0.0
834888fffffffff,177.0,0.0,12.0,0.0
834889fffffffff,132.0,0.0,4.0,0.0
83488afffffffff,173.0,0.0,0.0,0.0
83488bfffffffff,60.0,0.0,0.0,0.0
83488cfffffffff,5.0,0.0,0.0,0.0
83488dfffffffff,324.0,0.0,17.0,0.0
83488efffffffff,493.0,0.0,4.0,0.0
834890fffffffff,367.0,0.0,2.0,0.0
834891fffffffff,388.0,0.0,11.0,0.0
834892fffffffff,218.0,0.0,0.0,0.0
834893fffffffff,692.0,0.0,4.0,0.0
834895fffffffff,1386.0,0.0,20.0,0.0
834898fffffffff,959.0,0.0,26.0,0.0
834899fffffffff,277.0,0.0,0.0,0.0
83489afffffffff,389.0,0.0,4.0,0.0
83489bfffffffff,63.0,0.0,0.0,0.0
83489cfffffffff,3062.0,0.0,47.0,0.0
83489dfffffffff,553.0,0.0,27.0,0.0
83489efffffffff,2024.0,0.0,57.0,0.0
8348a0fffffffff,122.0,0.0,0.0,0.0
8348a2fffffffff,443.0,0.0,0.0,0.0
8348a3fffffffff,1.0,0.0,0.0,0.0
8348a6fffffffff,46.0,0.0,0.0,0.0
8348abfffffffff,140.0,0.0,27.0,0.0
8348acfffffffff,1.0,0.0,0.0,0.0
8348aefffffffff,3.0,0.0,0.0,0.0
8348b0fffffffff,2.0,0.0,0.0,0.0
8348b1fffffffff,1355.0,0.0,95.0,0.0
8348b2fffffffff,688.0,0.0,32.0,0.0
8348b3fffffffff,7460.0,0.0,649.0,0.0
8348b5fffffffff,22.0,0.0,0.0,0.0
8348c0fffffffff,2.0,0.0,0.0,0.0
8348c6fffffffff,483.0,0.0,34.0,0.0
8348d0fffffffff,48.0,0.0,0.0,0.0
8348d2fffffffff,2.0,0.0,0.0,0.0
8348d4fffffffff,620.0,0.0,28.0,0.0
8348d6fffffffff,8.0,0.0,0.0,0.0
8348e6fffffffff,3.0,0.0,0.0,0.0
8348f0fffffffff,2.0,0.0,0.0,0.0
8348f2fffffffff,620.0,0.0,26.0,0.0
8348f3fffffffff,157.0,0.0,7.0,0.0
8348f6fffffffff,48.0,0.0,3.0,0.0
834981fffffffff,5.0,0.0,0.0,0.0
834983fffffffff,9.0,0.0,0.0,0.0
834988fffffffff,4.0,0.0,0.0,0.0
83498bfffffffff,3.0,0.0,0.0,0.0
834998fffffffff,4.0,0.0,0.0,0.0
83499bfffffffff,4.0,0.0,0.0,0.0
83499dfffffffff,22.0,0.0,0.0,0.0
834c88fffffffff,145.0,0.0,0.0,0.0
834c89fffffffff,5.0,0.0,0.0,0.0
834c93fffffffff,9.0,3.0,0.0,0.0
834c98fffffffff,83.0,67.0,0.0,0.0
834c9afffffffff,81.0,13.0,0.0,0.0
834cc0fffffffff,1068.0,128.0,0.0,0.0
834cc4fffffffff,99.0,11.0,0.0,0.0
834cc5fffffffff,4945.0,765.0,0.0,0.0
834cc6fffffffff,13.0,0.0,0.0,0.0
834cd0fffffffff,10.0,0.0,0.0,0.0
834cd2fffffffff,60.0,12.0,0.0,0.0
834cd4fffffffff,12.0,2.0,0.0,0.0
834cd5fffffffff,35.0,2.0,0.0,0.0
834ce8fffffffff,2.0,0.0,0.0,0.0
834ceafffffffff,982.0,128.0,0.0,0.0
834ceefffffffff,3337.0,335.0,0.0,0.0
834cf2fffffffff,8.0,0.0,0.0,0.0
834cf3fffffffff,86.0,17.0,0.0,0.0
836720fffffffff,6.0,0.0,0.0,0.0
836722fffffffff,2.0,0.0,0.0,0.0
836725fffffffff,14.0,0.0,0.0,0.0
836726fffffffff,15.0,0.0,0.0,0.0
836730fffffffff,30.0,0.0,0.0,0.0
836732fffffffff,84.0,0.0,0.0,0.0
836735fffffffff,2.0,0.0,0.0,0.0
836736fffffffff,170.0,0.0,0.0,0.0
836d04fffffffff,49.0,0.0,0.0,0.0
836d05fffffffff,6.0,0.0,0.0,0.0
836d23fffffffff,65.0,0.0,0.0,9.0
836d2afffffffff,24.0,0.0,0.0,0.0
836d2bfffffffff,62.0,0.0,0.0,0.0
836d2efffffffff,9.0,0.0,0.0,0.0
836d60fffffffff,89.0,0.0,15.0,0.0
836d66fffffffff,22.0,0.0,9.0,0.0
836d74fffffffff,42.0,0.0,0.0,0.0
836d75fffffffff,79.0,0.0,0.0,0.0
836d76fffffffff,25.0,0.0,0.0,0.0
