cell_id,Pternistis afer,Pternistis afer cranchii/harterti,Pternistis afer [leucoparaeus Group],Pternistis afer afer,Pternistis afer castaneiventer
8396a8fffffffff,4.0,0.0,0.0,0.0,0.0
8396aafffffffff,2.0,0.0,0.0,0.0,0.0
8396abfffffffff,4.0,0.0,0.0,0.0,0.0
8396b0fffffffff,10.0,0.0,0.0,0.0,0.0
8396b1fffffffff,238.0,0.0,0.0,0.0,0.0
8396b5fffffffff,20.0,0.0,0.0,0.0,0.0
8396b6fffffffff,72.0,0.0,0.0,0.0,0.0
839700fffffffff,3.0,0.0,0.0,0.0,0.0
839702fffffffff,31.0,0.0,0.0,0.0,0.0
839703fffffffff,38.0,0.0,1.0,0.0,0.0
839705fffffffff,1.0,0.0,0.0,0.0,0.0
839710fffffffff,11.0,0.0,0.0,0.0,0.0
839711fffffffff,287.0,0.0,0.0,0.0,0.0
839713fffffffff,9.0,0.0,0.0,0.0,0.0
839715fffffffff,3.0,0.0,0.0,0.0,0.0
83971cfffffffff,49.0,0.0,2.0,0.0,0.0
839724fffffffff,3.0,0.0,0.0,0.0,0.0
839731fffffffff,4.0,0.0,0.0,0.0,0.0
839735fffffffff,22.0,0.0,1.0,0.0,0.0
839751fffffffff,9.0,0.0,0.0,0.0,0.0
839753fffffffff,2.0,0.0,0.0,0.0,0.0
839758fffffffff,2.0,0.0,0.0,0.0,0.0
839782fffffffff,4.0,0.0,0.0,0.0,0.0
839789fffffffff,2.0,0.0,0.0,0.0,0.0
83978bfffffffff,2.0,0.0,0.0,0.0,0.0
839791fffffffff,2.0,0.0,0.0,0.0,0.0
8397a8fffffffff,16.0,0.0,0.0,0.0,0.0
8397aafffffffff,30.0,0.0,0.0,0.0,0.0
8397abfffffffff,1.0,0.0,0.0,0.0,0.0
8397acfffffffff,1.0,0.0,0.0,0.0,0.0
83ac8afffffffff,81.0,0.0,0.0,27.0,0.0
83ac8efffffffff,3.0,0.0,0.0,0.0,0.0
83bc09fffffffff,3.0,0.0,0.0,0.0,0.0
83bc0bfffffffff,5.0,0.0,0.0,0.0,0.0
83bc40fffffffff,48.0,0.0,0.0,0.0,0.0
83bc41fffffffff,1.0,0.0,0.0,0.0,0.0
83bc44fffffffff,11.0,0.0,0.0,0.0,0.0
83bc45fffffffff,95.0,0.0,0.0,0.0,18.0
83bc46fffffffff,3.0,0.0,0.0,0.0,0.0
83bc54fffffffff,3.0,0.0,0.0,0.0,2.0
83bc55fffffffff,5.0,0.0,0.0,0.0,2.0
83bc56fffffffff,1.0,0.0,0.0,0.0,0.0
83bc6afffffffff,15.0,0.0,0.0,0.0,4.0
83bc71fffffffff,27.0,0.0,0.0,0.0,0.0
83bc72fffffffff,2.0,0.0,0.0,0.0,0.0
83bc73fffffffff,62.0,0.0,0.0,0.0,3.0
83bc89fffffffff,11.0,0.0,0.0,0.0,0.0
83bc8bfffffffff,5.0,0.0,0.0,0.0,0.0
83bc99fffffffff,32.0,0.0,3.0,0.0,0.0
83bc9bfffffffff,1.0,0.0,0.0,0.0,0.0
83bcc4fffffffff,1.0,0.0,0.0,0.0,0.0
83bcc6fffffffff,2.0,0.0,0.0,0.0,0.0
83bcd0fffffffff,48.0,0.0,0.0,0.0,7.0
83bcd2fffffffff,18.0,0.0,0.0,0.0,0.0
83bcd6fffffffff,51.0,0.0,0.0,0.0,0.0
83bce0fffffffff,2.0,0.0,0.0,0.0,0.0
83bce2fffffffff,68.0,0.0,0.0,0.0,27.0
83bce6fffffffff,76.0,0.0,0.0,0.0,20.0
83bcf1fffffffff,2.0,0.0,0.0,0.0,0.0
83bcf3fffffffff,3.0,0.0,0.0,0.0,3.0
83bcf5fffffffff,65.0,0.0,0.0,0.0,18.0
