cell_id,Lagopus lagopus,Lagopus lagopus scotica/hibernica,Lagopus lagopus [lagopus Group]
84126edffffffff,4.0,0.0,0.0
8412705ffffffff,4.0,0.0,0.0
8412729ffffffff,2.0,0.0,0.0
8412745ffffffff,7.0,0.0,0.0
841276bffffffff,12.0,0.0,0.0
8412851ffffffff,4.0,0.0,0.0
8412857ffffffff,1.0,0.0,0.0
841285dffffffff,1.0,0.0,0.0
841288dffffffff,4.0,0.0,0.0
8412a29ffffffff,2.0,0.0,0.0
8412a2dffffffff,2.0,0.0,0.0
8412ad7ffffffff,19.0,0.0,0.0
8412b01ffffffff,1.0,0.0,0.0
8412f0bffffffff,2.0,0.0,0.0
8412f13ffffffff,1.0,0.0,0.0
8412f43ffffffff,8.0,0.0,0.0
8412f47ffffffff,1.0,0.0,0.0
8413069ffffffff,5.0,0.0,0.0
841306dffffffff,6.0,0.0,0.0
8413157ffffffff,6.0,0.0,0.0
841315dffffffff,9.0,0.0,0.0
84131b1ffffffff,2.0,0.0,0.0
841328bffffffff,2.0,0.0,0.0
841329dffffffff,3.0,0.0,0.0
8413431ffffffff,1.0,0.0,0.0
84134d7ffffffff,2.0,0.0,0.0
84134edffffffff,1.0,0.0,0.0
8413529ffffffff,61.0,0.0,0.0
841373dffffffff,2.0,0.0,0.0
8413825ffffffff,4.0,0.0,0.0
8413829ffffffff,2.0,0.0,0.0
841382dffffffff,7.0,0.0,0.0
8413843ffffffff,1.0,0.0,0.0
8413867ffffffff,17.0,0.0,0.0
84138a5ffffffff,2.0,0.0,0.0
84138c5ffffffff,2.0,0.0,0.0
8413907ffffffff,1.0,0.0,0.0
841390bffffffff,49.0,0.0,0.0
8413919ffffffff,22.0,0.0,0.0
8413939ffffffff,1.0,0.0,0.0
8413947ffffffff,2.0,0.0,0.0
8413955ffffffff,36.0,0.0,0.0
8413963ffffffff,3.0,0.0,0.0
84139e1ffffffff,5.0,0.0,0.0
84139ebffffffff,1.0,0.0,0.0
8413a35ffffffff,2.0,0.0,0.0
8413a49ffffffff,2.0,0.0,0.0
8413a6bffffffff,1.0,0.0,0.0
8413a87ffffffff,3.0,0.0,0.0
8413ac5ffffffff,3.0,0.0,0.0
8413b0bffffffff,6.0,0.0,0.0
8413b1dffffffff,1.0,0.0,0.0
8413b21ffffffff,1.0,0.0,0.0
8413b23ffffffff,7.0,0.0,0.0
8413b35ffffffff,1.0,0.0,0.0
8413b37ffffffff,1.0,0.0,0.0
8413b3dffffffff,1.0,0.0,0.0
8414c87ffffffff,4.0,0.0,0.0
8416301ffffffff,1.0,0.0,0.0
841630bffffffff,1.0,0.0,0.0
8417111ffffffff,4.0,0.0,4.0
84171a7ffffffff,4.0,0.0,0.0
8417509ffffffff,4.0,0.0,0.0
84176bdffffffff,2.0,0.0,2.0
84178b3ffffffff,2.0,0.0,2.0
8418219ffffffff,6.0,6.0,0.0
84182a5ffffffff,1.0,1.0,0.0
84182c1ffffffff,41.0,41.0,0.0
84182ebffffffff,3.0,3.0,0.0
8419081ffffffff,4.0,4.0,0.0
8419087ffffffff,2.0,2.0,0.0
841908dffffffff,1.0,1.0,0.0
8419091ffffffff,4.0,4.0,0.0
8419099ffffffff,3.0,3.0,0.0
84190bbffffffff,3.0,3.0,0.0
84190c1ffffffff,3.0,0.0,0.0
84190c3ffffffff,2.0,0.0,0.0
84190c7ffffffff,4.0,2.0,0.0
84190cbffffffff,2.0,2.0,0.0
84190d1ffffffff,28.0,20.0,0.0
84190d3ffffffff,32.0,22.0,0.0
84190d5ffffffff,1.0,0.0,0.0
84190d7ffffffff,4.0,2.0,0.0
84190d9ffffffff,281.0,209.0,0.0
84190dbffffffff,56.0,37.0,0.0
84190ddffffffff,12.0,6.0,0.0
84190e1ffffffff,1.0,1.0,0.0
84190e3ffffffff,3.0,3.0,0.0
84190e9ffffffff,2.0,2.0,0.0
8419281ffffffff,2.0,0.0,0.0
841928dffffffff,6.0,6.0,0.0
84192a3ffffffff,4.0,4.0,0.0
84192a7ffffffff,8.0,3.0,0.0
84192b3ffffffff,30.0,27.0,0.0
84192b5ffffffff,77.0,77.0,0.0
84192b7ffffffff,2.0,0.0,0.0
84192bdffffffff,2.0,2.0,0.0
8419421ffffffff,40.0,34.0,0.0
8419425ffffffff,71.0,67.0,0.0
8419427ffffffff,431.0,245.0,0.0
841942dffffffff,55.0,28.0,0.0
8419461ffffffff,89.0,60.0,0.0
8419467ffffffff,8.0,7.0,0.0
8419507ffffffff,9.0,9.0,0.0
8419513ffffffff,16.0,16.0,0.0
8419519ffffffff,3.0,3.0,0.0
8419541ffffffff,2.0,2.0,0.0
8419547ffffffff,2.0,0.0,0.0
8419551ffffffff,1.0,1.0,0.0
8419553ffffffff,18.0,12.0,0.0
8419555ffffffff,2.0,0.0,0.0
8419559ffffffff,87.0,65.0,0.0
841955bffffffff,35.0,14.0,0.0
841955dffffffff,6.0,4.0,0.0
8419585ffffffff,8.0,8.0,0.0
84195e9ffffffff,19.0,9.0,0.0
84195ebffffffff,3.0,3.0,0.0
8419721ffffffff,1.0,0.0,0.0
8419723ffffffff,42.0,33.0,0.0
8419725ffffffff,12.0,11.0,0.0
8419727ffffffff,7.0,7.0,0.0
841972dffffffff,14.0,13.0,0.0
8419731ffffffff,20.0,13.0,0.0
8419733ffffffff,2.0,2.0,0.0
8419737ffffffff,4.0,3.0,0.0
8419739ffffffff,1.0,1.0,0.0
8419761ffffffff,3.0,2.0,0.0
8419765ffffffff,36.0,24.0,0.0
8419767ffffffff,25.0,21.0,0.0
841a849ffffffff,37.0,0.0,2.0
841aa07ffffffff,1.0,0.0,0.0
841aa23ffffffff,17.0,0.0,7.0
841aa27ffffffff,3.0,0.0,0.0
841aa2bffffffff,2.0,0.0,0.0
841aa35ffffffff,133.0,0.0,13.0
841aa3dffffffff,2.0,0.0,0.0
841aa47ffffffff,1.0,0.0,0.0
841aa6bffffffff,2.0,0.0,0.0
841b807ffffffff,3.0,0.0,0.0
841b823ffffffff,6.0,0.0,2.0
841b831ffffffff,2.0,0.0,0.0
841b839ffffffff,7.0,0.0,0.0
841b9adffffffff,3.0,0.0,0.0
841b9c9ffffffff,2.0,0.0,0.0
841b9e1ffffffff,4.0,0.0,0.0
841b9e3ffffffff,16.0,0.0,0.0
841b9ebffffffff,3.0,0.0,0.0
841bb07ffffffff,1.0,0.0,0.0
84204b3ffffffff,9.0,0.0,0.0
842400dffffffff,1.0,0.0,0.0
8424043ffffffff,1.0,0.0,0.0
8424255ffffffff,5.0,0.0,0.0
8424265ffffffff,7.0,0.0,0.0
84251b3ffffffff,1.0,0.0,0.0
84255abffffffff,1.0,0.0,0.0
842b361ffffffff,4.0,0.0,0.0
842b365ffffffff,4.0,0.0,0.0
842b369ffffffff,10.0,0.0,0.0
842ba09ffffffff,6.0,0.0,0.0
842ba0dffffffff,15.0,0.0,0.0
842ba41ffffffff,1.0,0.0,0.0
842ba45ffffffff,4.0,0.0,0.0
842ba47ffffffff,2.0,0.0,0.0
842ba65ffffffff,10.0,0.0,0.0
842ba6bffffffff,2.0,0.0,0.0
842bb01ffffffff,17.0,0.0,0.0
842bb05ffffffff,2.0,0.0,0.0
842bb07ffffffff,8.0,0.0,0.0
842bb09ffffffff,10.0,0.0,0.0
842bb0dffffffff,4.0,0.0,0.0
842bb29ffffffff,4.0,0.0,0.0
842bb43ffffffff,7.0,0.0,0.0
842bb59ffffffff,65.0,0.0,0.0
842bb5dffffffff,11.0,0.0,0.0
842bb63ffffffff,9.0,0.0,0.0
842bb69ffffffff,10.0,0.0,0.0
842bb6bffffffff,11.0,0.0,0.0
