cell_id,Leptasthenura aegithaloides,Leptasthenura aegithaloides grisescens,Leptasthenura aegithaloides berlepschi,Leptasthenura aegithaloides aegithaloides,Leptasthenura aegithaloides pallida
84ce961ffffffff,3.0,0.0,0.0,0.0,0.0
84ce96bffffffff,2.0,0.0,0.0,0.0,0.0
84ce981ffffffff,7.0,0.0,0.0,0.0,0.0
84ce983ffffffff,23.0,0.0,0.0,0.0,0.0
84ce989ffffffff,100.0,0.0,0.0,0.0,0.0
84ce98bffffffff,3.0,0.0,0.0,0.0,0.0
84ce98dffffffff,67.0,0.0,0.0,0.0,0.0
84ce993ffffffff,8.0,0.0,0.0,0.0,0.0
84ce995ffffffff,6.0,0.0,0.0,0.0,0.0
84ce997ffffffff,34.0,0.0,0.0,9.0,0.0
84ce999ffffffff,2.0,0.0,0.0,0.0,0.0
84ce99bffffffff,5.0,0.0,0.0,3.0,0.0
84ce9a9ffffffff,2.0,0.0,0.0,0.0,0.0
84ce9adffffffff,2.0,0.0,0.0,0.0,0.0
84ce9b1ffffffff,2.0,0.0,0.0,0.0,0.0
84ce9b3ffffffff,17.0,0.0,0.0,0.0,1.0
84ce9b5ffffffff,7.0,0.0,0.0,0.0,1.0
84ce9b7ffffffff,14.0,0.0,0.0,0.0,0.0
84ce9b9ffffffff,1.0,0.0,0.0,0.0,0.0
84ce9bbffffffff,2.0,0.0,0.0,0.0,0.0
84ce9bdffffffff,6.0,0.0,0.0,0.0,0.0
84ce9c1ffffffff,2.0,0.0,0.0,0.0,0.0
84ce9c3ffffffff,27.0,0.0,0.0,0.0,0.0
84ce9c7ffffffff,63.0,0.0,0.0,0.0,1.0
84ce9cbffffffff,3.0,0.0,0.0,0.0,0.0
84ce9cdffffffff,1.0,0.0,0.0,0.0,0.0
84ce9d1ffffffff,72.0,0.0,0.0,2.0,2.0
84ce9d3ffffffff,8.0,0.0,0.0,0.0,0.0
84ce9d5ffffffff,3.0,0.0,0.0,0.0,0.0
84ce9d7ffffffff,31.0,0.0,0.0,0.0,0.0
84ce9d9ffffffff,6.0,0.0,0.0,0.0,0.0
84ce9dbffffffff,16.0,0.0,0.0,6.0,0.0
84ce9ddffffffff,45.0,0.0,0.0,0.0,3.0
84ce9e1ffffffff,3.0,0.0,0.0,0.0,0.0
84ce9e3ffffffff,18.0,0.0,0.0,0.0,0.0
84ce9e5ffffffff,2.0,0.0,0.0,0.0,0.0
84ce9e9ffffffff,2.0,0.0,0.0,0.0,0.0
84ce9ebffffffff,7.0,0.0,0.0,0.0,0.0
84ce9edffffffff,40.0,0.0,0.0,0.0,0.0
84cea03ffffffff,2.0,0.0,0.0,0.0,0.0
84cea05ffffffff,4.0,0.0,0.0,0.0,0.0
84cea07ffffffff,17.0,0.0,0.0,0.0,0.0
84cea0bffffffff,4.0,0.0,0.0,0.0,0.0
84cea11ffffffff,37.0,0.0,0.0,2.0,0.0
84cea17ffffffff,8.0,0.0,0.0,2.0,0.0
84cea23ffffffff,5.0,0.0,0.0,0.0,0.0
84cea25ffffffff,17.0,0.0,0.0,0.0,0.0
84cea27ffffffff,3.0,0.0,0.0,0.0,0.0
84cea29ffffffff,4.0,0.0,0.0,0.0,0.0
84cea2bffffffff,7.0,0.0,0.0,0.0,0.0
84cea31ffffffff,2.0,0.0,0.0,0.0,0.0
84cea35ffffffff,4.0,0.0,0.0,0.0,0.0
84cea37ffffffff,17.0,0.0,0.0,0.0,2.0
84cea3dffffffff,25.0,0.0,0.0,0.0,0.0
84cea85ffffffff,116.0,0.0,0.0,8.0,0.0
84cea89ffffffff,30.0,0.0,0.0,6.0,0.0
84cea8dffffffff,91.0,0.0,0.0,8.0,0.0
84ceaa1ffffffff,13.0,0.0,0.0,0.0,0.0
84ceaa3ffffffff,4.0,0.0,0.0,0.0,0.0
84ceaa5ffffffff,7.0,0.0,0.0,0.0,0.0
84ceaa7ffffffff,163.0,0.0,0.0,2.0,0.0
84ceaa9ffffffff,282.0,0.0,0.0,12.0,0.0
84ceaabffffffff,14.0,0.0,0.0,2.0,0.0
84ceaadffffffff,21.0,0.0,0.0,0.0,0.0
84ceab5ffffffff,6.0,0.0,0.0,0.0,0.0
84ceac1ffffffff,42.0,0.0,0.0,18.0,0.0
84ceac3ffffffff,2.0,0.0,0.0,0.0,0.0
84ceac5ffffffff,22.0,0.0,0.0,7.0,0.0
84ceac7ffffffff,21.0,0.0,0.0,8.0,0.0
84ceacdffffffff,6.0,0.0,0.0,0.0,0.0
84ceae1ffffffff,12.0,0.0,0.0,0.0,0.0
84ceae3ffffffff,51.0,0.0,0.0,0.0,0.0
84ceae5ffffffff,11.0,0.0,0.0,0.0,0.0
84ceae7ffffffff,123.0,0.0,0.0,12.0,0.0
84ceae9ffffffff,2.0,0.0,0.0,0.0,0.0
84ceaebffffffff,8.0,0.0,0.0,1.0,0.0
84ceaedffffffff,2.0,0.0,0.0,0.0,0.0
84ceb01ffffffff,1.0,0.0,0.0,0.0,0.0
84ceb19ffffffff,2.0,0.0,0.0,0.0,0.0
84ceb51ffffffff,2.0,0.0,0.0,0.0,0.0
84cf105ffffffff,2.0,0.0,0.0,0.0,0.0
84cf121ffffffff,2.0,0.0,0.0,0.0,0.0
84cf123ffffffff,28.0,0.0,0.0,0.0,2.0
84cf127ffffffff,31.0,0.0,0.0,0.0,1.0
84cf129ffffffff,10.0,0.0,0.0,0.0,0.0
84cf12bffffffff,28.0,0.0,0.0,0.0,3.0
84cf135ffffffff,1.0,0.0,0.0,0.0,0.0
84cf813ffffffff,3.0,0.0,0.0,0.0,0.0
84cf829ffffffff,4.0,0.0,0.0,0.0,0.0
84cf851ffffffff,2.0,0.0,0.0,0.0,0.0
84cf853ffffffff,26.0,0.0,0.0,0.0,0.0
84cf855ffffffff,2.0,0.0,0.0,0.0,0.0
84cf85bffffffff,3.0,0.0,0.0,0.0,0.0
84cf881ffffffff,9.0,0.0,0.0,0.0,6.0
84cf885ffffffff,10.0,0.0,0.0,0.0,8.0
84cf887ffffffff,2.0,0.0,0.0,0.0,0.0
84cf88dffffffff,31.0,0.0,0.0,0.0,3.0
84cf895ffffffff,2.0,0.0,0.0,0.0,0.0
84cf8a3ffffffff,4.0,0.0,0.0,0.0,0.0
84cf8bbffffffff,1.0,0.0,0.0,0.0,1.0
84cf8bdffffffff,2.0,0.0,0.0,0.0,0.0
84cf8c1ffffffff,10.0,0.0,0.0,0.0,0.0
84cf8c3ffffffff,9.0,0.0,0.0,0.0,0.0
84cf8c5ffffffff,35.0,0.0,0.0,2.0,0.0
84cf8c7ffffffff,2.0,0.0,0.0,0.0,0.0
84cf8c9ffffffff,5.0,0.0,0.0,0.0,0.0
84cf8d5ffffffff,2.0,0.0,0.0,0.0,0.0
84cf8ddffffffff,1.0,0.0,0.0,0.0,0.0
84cf8e1ffffffff,2.0,0.0,0.0,0.0,0.0
84cf8e3ffffffff,2.0,0.0,0.0,0.0,0.0
84cf8e9ffffffff,21.0,0.0,0.0,0.0,0.0
84cf8ebffffffff,1.0,0.0,0.0,0.0,0.0
84cf8edffffffff,28.0,0.0,0.0,0.0,0.0
84cf913ffffffff,20.0,0.0,0.0,0.0,0.0
84cf943ffffffff,70.0,0.0,0.0,0.0,0.0
84cf959ffffffff,6.0,0.0,0.0,0.0,0.0
84cf98bffffffff,2.0,0.0,0.0,0.0,0.0
84cf9e1ffffffff,20.0,0.0,0.0,0.0,0.0
84cf9e9ffffffff,9.0,0.0,0.0,0.0,0.0
84cf9ebffffffff,23.0,0.0,0.0,0.0,0.0
84cfa05ffffffff,5.0,0.0,0.0,0.0,0.0
84cfa0dffffffff,24.0,0.0,0.0,0.0,0.0
84cfa21ffffffff,127.0,0.0,0.0,0.0,0.0
84cfa23ffffffff,4.0,0.0,0.0,0.0,0.0
84cfa27ffffffff,33.0,0.0,0.0,0.0,0.0
84cfa2bffffffff,26.0,0.0,0.0,0.0,0.0
84cfa35ffffffff,3.0,0.0,0.0,0.0,0.0
84cfa45ffffffff,50.0,0.0,0.0,0.0,0.0
84cfa47ffffffff,106.0,0.0,0.0,0.0,0.0
84cfa49ffffffff,27.0,0.0,0.0,0.0,3.0
84cfa4dffffffff,7.0,0.0,0.0,0.0,2.0
84cfa5dffffffff,2.0,0.0,0.0,0.0,0.0
84cfa85ffffffff,4.0,0.0,0.0,0.0,0.0
84cfa87ffffffff,3.0,0.0,0.0,0.0,0.0
84cfa89ffffffff,15.0,0.0,0.0,0.0,0.0
84cfaadffffffff,11.0,0.0,0.0,0.0,0.0
84cfac9ffffffff,6.0,0.0,0.0,0.0,0.0
84cfacdffffffff,115.0,0.0,0.0,0.0,0.0
84cfae1ffffffff,3.0,0.0,0.0,0.0,0.0
84cfae3ffffffff,3.0,0.0,0.0,0.0,0.0
84cfae7ffffffff,3.0,0.0,0.0,0.0,0.0
84cfaebffffffff,4.0,0.0,0.0,0.0,0.0
84cfb11ffffffff,3.0,0.0,0.0,0.0,0.0
84cfb13ffffffff,31.0,0.0,0.0,0.0,0.0
84df4d9ffffffff,17.0,0.0,0.0,0.0,0.0
84df683ffffffff,74.0,0.0,0.0,0.0,10.0
84df687ffffffff,19.0,0.0,0.0,0.0,2.0
84df691ffffffff,16.0,0.0,0.0,0.0,2.0
84df693ffffffff,3.0,0.0,0.0,0.0,0.0
84df695ffffffff,3.0,0.0,0.0,0.0,0.0
84df697ffffffff,9.0,0.0,0.0,0.0,0.0
84df699ffffffff,2.0,0.0,0.0,0.0,0.0
84df69dffffffff,1.0,0.0,0.0,0.0,0.0
84df6a7ffffffff,3.0,0.0,0.0,0.0,0.0
84df6b5ffffffff,1.0,0.0,0.0,0.0,0.0
84df6bbffffffff,5.0,0.0,0.0,0.0,0.0
