cell_id,Picus viridis,Picus viridis viridis/karelini,Picus viridis innominatus
841fb0dffffffff,32.0,5.0,0.0
841fb11ffffffff,42.0,2.0,0.0
841fb13ffffffff,17.0,0.0,0.0
841fb17ffffffff,13.0,2.0,0.0
841fb1bffffffff,6.0,0.0,0.0
841fb21ffffffff,16.0,0.0,0.0
841fb25ffffffff,6.0,0.0,0.0
841fb27ffffffff,2.0,0.0,0.0
841fb29ffffffff,4.0,0.0,0.0
841fb2dffffffff,39.0,0.0,0.0
841fb31ffffffff,3.0,2.0,0.0
841fb41ffffffff,9.0,0.0,0.0
841fb43ffffffff,66.0,13.0,0.0
841fb45ffffffff,16.0,9.0,0.0
841fb47ffffffff,329.0,13.0,0.0
841fb4dffffffff,6.0,0.0,0.0
841fb51ffffffff,2.0,0.0,0.0
841fb55ffffffff,33.0,2.0,0.0
841fb57ffffffff,4.0,1.0,0.0
841fb5bffffffff,5.0,0.0,0.0
841fb5dffffffff,5.0,2.0,0.0
841fb65ffffffff,2.0,0.0,0.0
841fb67ffffffff,62.0,0.0,0.0
841fb6bffffffff,5.0,0.0,0.0
841fb6dffffffff,8.0,0.0,0.0
842c011ffffffff,1.0,0.0,0.0
842c019ffffffff,3.0,0.0,0.0
842c01bffffffff,13.0,0.0,0.0
842c01dffffffff,1.0,0.0,0.0
842c033ffffffff,2.0,0.0,0.0
842c037ffffffff,2.0,0.0,0.0
842c049ffffffff,1.0,1.0,0.0
842c04bffffffff,1.0,0.0,0.0
842c053ffffffff,1.0,0.0,0.0
842c083ffffffff,2.0,0.0,0.0
842c091ffffffff,2.0,0.0,0.0
842c095ffffffff,5.0,0.0,0.0
842c0c1ffffffff,10.0,0.0,0.0
842c0c9ffffffff,6.0,0.0,0.0
842c0cbffffffff,4.0,0.0,0.0
842c103ffffffff,2.0,0.0,0.0
842c10bffffffff,4.0,0.0,0.0
842c11dffffffff,4.0,0.0,0.0
842c143ffffffff,2.0,0.0,0.0
842c15dffffffff,2.0,0.0,0.0
842c187ffffffff,2.0,0.0,0.0
842c191ffffffff,46.0,0.0,0.0
842c193ffffffff,14.0,0.0,0.0
842c1b3ffffffff,5.0,0.0,0.0
842c1bbffffffff,2.0,2.0,0.0
842c1d1ffffffff,2.0,0.0,0.0
842c1d5ffffffff,2.0,0.0,0.0
842c1d9ffffffff,4.0,0.0,0.0
842c1ddffffffff,2.0,0.0,0.0
842c213ffffffff,1.0,0.0,0.0
842c215ffffffff,5.0,0.0,0.0
842c219ffffffff,6.0,0.0,0.0
842c223ffffffff,3.0,0.0,0.0
842c229ffffffff,10.0,2.0,0.0
842c22dffffffff,7.0,3.0,0.0
842c233ffffffff,1.0,0.0,0.0
842c239ffffffff,3.0,0.0,0.0
842c23bffffffff,9.0,0.0,0.0
842c263ffffffff,1.0,0.0,0.0
842c26dffffffff,2.0,0.0,0.0
842c283ffffffff,2.0,0.0,0.0
842c285ffffffff,1.0,0.0,0.0
842c287ffffffff,14.0,0.0,0.0
842c2a1ffffffff,129.0,0.0,0.0
842c2a3ffffffff,7.0,0.0,0.0
842c2a7ffffffff,1.0,0.0,0.0
842c2a9ffffffff,1.0,0.0,0.0
842c2abffffffff,44.0,0.0,0.0
842c2b5ffffffff,12.0,0.0,0.0
842c2b7ffffffff,3.0,0.0,0.0
842c2bdffffffff,3.0,0.0,0.0
842c2c5ffffffff,2.0,0.0,0.0
842c2c9ffffffff,2.0,0.0,0.0
842c2d9ffffffff,1.0,0.0,0.0
842c2e1ffffffff,5.0,0.0,0.0
842c2e5ffffffff,49.0,0.0,0.0
842c2e9ffffffff,10.0,0.0,0.0
842c2edffffffff,2.0,0.0,0.0
842c333ffffffff,5.0,0.0,0.0
842c355ffffffff,1.0,0.0,0.0
842c56dffffffff,2.0,0.0,0.0
842c763ffffffff,34.0,0.0,0.0
842c8ebffffffff,1.0,1.0,0.0
842cac3ffffffff,35.0,4.0,0.0
842cacbffffffff,2.0,0.0,0.0
842cc05ffffffff,19.0,0.0,0.0
842cc07ffffffff,82.0,0.0,0.0
842cc21ffffffff,3.0,0.0,0.0
842cc29ffffffff,8.0,0.0,0.0
842cc2bffffffff,3.0,0.0,0.0
842cc2dffffffff,1.0,0.0,0.0
842cc31ffffffff,8.0,0.0,0.0
842cc39ffffffff,1.0,0.0,0.0
842cc3dffffffff,8.0,2.0,0.0
842cc61ffffffff,1.0,0.0,0.0
842cc65ffffffff,12.0,0.0,0.0
842cc67ffffffff,13.0,0.0,0.0
842cce1ffffffff,9.0,0.0,0.0
842cce5ffffffff,2.0,0.0,0.0
842ccedffffffff,22.0,0.0,0.0
842ce49ffffffff,11.0,0.0,0.0
842ce6dffffffff,4.0,0.0,0.0
842cf03ffffffff,8.0,8.0,0.0
842cf15ffffffff,2.0,0.0,0.0
842d005ffffffff,3.0,0.0,0.0
842d009ffffffff,4.0,0.0,0.0
842d00bffffffff,2.0,0.0,0.0
842d00dffffffff,2.0,0.0,0.0
842d01dffffffff,5.0,0.0,0.0
842d021ffffffff,8.0,0.0,0.0
842d027ffffffff,3.0,0.0,0.0
842d029ffffffff,3.0,0.0,0.0
842d02bffffffff,2.0,0.0,0.0
842d02dffffffff,3.0,0.0,0.0
842d033ffffffff,11.0,0.0,0.0
842d035ffffffff,1.0,0.0,0.0
842d03bffffffff,10.0,0.0,0.0
842d03dffffffff,1.0,0.0,0.0
842d043ffffffff,11.0,0.0,0.0
842d045ffffffff,5.0,0.0,0.0
842d04bffffffff,4.0,0.0,0.0
842d04dffffffff,2.0,0.0,0.0
842d069ffffffff,3.0,0.0,0.0
842d06dffffffff,8.0,0.0,0.0
842d0edffffffff,5.0,0.0,0.0
842d11bffffffff,3.0,0.0,0.0
842d121ffffffff,3.0,0.0,0.0
842d123ffffffff,3.0,0.0,0.0
842d12bffffffff,5.0,0.0,0.0
842d12dffffffff,8.0,0.0,0.0
842d131ffffffff,2.0,0.0,0.0
842d137ffffffff,2.0,0.0,0.0
842d181ffffffff,5.0,0.0,0.0
842d183ffffffff,2.0,0.0,0.0
842d195ffffffff,6.0,0.0,0.0
842d1b7ffffffff,4.0,0.0,0.0
842d1c9ffffffff,4.0,0.0,0.0
842d1cbffffffff,2.0,0.0,0.0
842d1cdffffffff,3.0,0.0,0.0
842d1ddffffffff,2.0,0.0,0.0
842d305ffffffff,5.0,0.0,0.0
842d30dffffffff,3.0,0.0,0.0
842d311ffffffff,27.0,2.0,0.0
842d315ffffffff,22.0,0.0,0.0
842d317ffffffff,19.0,0.0,0.0
842d31bffffffff,1.0,0.0,0.0
842d31dffffffff,6.0,0.0,0.0
842d333ffffffff,26.0,0.0,0.0
842d33bffffffff,18.0,4.0,0.0
842d341ffffffff,10.0,0.0,0.0
842d345ffffffff,1.0,0.0,0.0
842d349ffffffff,8.0,0.0,0.0
842d34bffffffff,2.0,0.0,0.0
842d351ffffffff,5.0,0.0,0.0
842d353ffffffff,6.0,0.0,0.0
842d355ffffffff,2.0,0.0,0.0
842d357ffffffff,5.0,0.0,0.0
842d359ffffffff,7.0,0.0,0.0
842d35bffffffff,25.0,0.0,0.0
842d35dffffffff,1.0,0.0,0.0
842d363ffffffff,8.0,0.0,0.0
842d369ffffffff,5.0,0.0,0.0
842d36bffffffff,2.0,0.0,0.0
842d511ffffffff,3.0,0.0,0.0
842d531ffffffff,4.0,0.0,0.0
842d547ffffffff,2.0,0.0,0.0
842d549ffffffff,4.0,0.0,0.0
842d569ffffffff,5.0,0.0,0.0
842d56bffffffff,2.0,0.0,0.0
842d5c3ffffffff,2.0,0.0,0.0
842d721ffffffff,6.0,0.0,0.0
842d729ffffffff,4.0,0.0,0.0
842d735ffffffff,2.0,0.0,0.0
842dac5ffffffff,3.0,0.0,0.0
842dac9ffffffff,1.0,0.0,0.0
842dacbffffffff,5.0,0.0,0.0
842dacdffffffff,4.0,0.0,0.0
8439601ffffffff,55.0,3.0,0.0
8439603ffffffff,4.0,0.0,0.0
8439605ffffffff,4.0,0.0,0.0
8439607ffffffff,18.0,2.0,0.0
843960dffffffff,23.0,0.0,0.0
8439613ffffffff,12.0,0.0,0.0
8439615ffffffff,2.0,0.0,0.0
8439617ffffffff,3.0,0.0,0.0
843961bffffffff,15.0,0.0,0.0
8439629ffffffff,9.0,0.0,0.0
843962bffffffff,8.0,0.0,0.0
8439633ffffffff,8.0,0.0,0.0
843963bffffffff,2.0,0.0,0.0
843963dffffffff,1.0,0.0,0.0
8439641ffffffff,4.0,0.0,0.0
8439643ffffffff,5.0,0.0,0.0
8439645ffffffff,6.0,0.0,0.0
8439647ffffffff,10.0,1.0,0.0
8439649ffffffff,4.0,0.0,0.0
843964bffffffff,6.0,0.0,0.0
8439651ffffffff,4.0,2.0,0.0
8439655ffffffff,1.0,1.0,0.0
8439659ffffffff,1.0,1.0,0.0
843965dffffffff,4.0,0.0,0.0
8439663ffffffff,3.0,0.0,0.0
8439665ffffffff,44.0,10.0,0.0
8439667ffffffff,9.0,1.0,0.0
8439669ffffffff,5.0,0.0,0.0
843966bffffffff,3.0,0.0,0.0
843966dffffffff,2.0,0.0,0.0
8439681ffffffff,4.0,0.0,0.0
8439683ffffffff,2.0,0.0,0.0
8439689ffffffff,23.0,2.0,0.0
843968bffffffff,13.0,2.0,0.0
843968dffffffff,3.0,0.0,0.0
8439691ffffffff,5.0,0.0,0.0
8439695ffffffff,1.0,0.0,0.0
8439699ffffffff,16.0,7.0,0.0
843969bffffffff,28.0,4.0,0.0
843969dffffffff,3.0,3.0,0.0
84396c1ffffffff,12.0,0.0,0.0
84396c3ffffffff,54.0,2.0,0.0
84396c5ffffffff,23.0,4.0,0.0
84396c7ffffffff,236.0,10.0,0.0
84396c9ffffffff,3.0,0.0,0.0
84396cbffffffff,8.0,0.0,0.0
84396cdffffffff,11.0,2.0,0.0
84396d1ffffffff,16.0,0.0,0.0
84396d3ffffffff,6.0,0.0,0.0
84396d5ffffffff,30.0,0.0,0.0
84396d7ffffffff,13.0,0.0,0.0
84396d9ffffffff,23.0,0.0,0.0
84396dbffffffff,31.0,0.0,0.0
84396ddffffffff,27.0,6.0,0.0
84396e9ffffffff,9.0,0.0,0.0
84396ebffffffff,1.0,0.0,0.0
8439759ffffffff,10.0,0.0,0.0
843975bffffffff,44.0,2.0,0.0
843f241ffffffff,2.0,0.0,0.0
843f265ffffffff,2.0,0.0,0.0
843f29dffffffff,3.0,0.0,0.0
843f2d7ffffffff,3.0,2.0,0.0
843f2d9ffffffff,2.0,2.0,0.0
843f2dbffffffff,18.0,0.0,0.0
843f45bffffffff,12.0,0.0,0.0
843f60dffffffff,6.0,0.0,0.0
843f615ffffffff,4.0,0.0,0.0
843f617ffffffff,1.0,0.0,0.0
843f61bffffffff,5.0,0.0,0.0
843f631ffffffff,43.0,1.0,0.0
843f635ffffffff,7.0,0.0,0.0
843f639ffffffff,2.0,0.0,0.0
843f649ffffffff,8.0,0.0,0.0
843f64dffffffff,10.0,0.0,0.0
843f659ffffffff,4.0,0.0,0.0
843f681ffffffff,7.0,0.0,0.0
843f689ffffffff,3.0,0.0,0.0
843f68bffffffff,16.0,2.0,0.0
843f691ffffffff,2.0,0.0,0.0
843f6c3ffffffff,3.0,0.0,0.0
843f6d7ffffffff,2.0,0.0,0.0
843f6e3ffffffff,5.0,0.0,0.0
843f6e7ffffffff,1.0,0.0,0.0
843f6edffffffff,5.0,0.0,0.0
