cell_id,Salpinctes obsoletus,Salpinctes obsoletus [obsoletus Group],Salpinctes obsoletus [guttatus Group]
8326c0fffffffff,25.0,0.0,0.0
8326c2fffffffff,2.0,0.0,0.0
8326c3fffffffff,138.0,0.0,0.0
8326c6fffffffff,7.0,0.0,0.0
8326c9fffffffff,3.0,0.0,0.0
8326cafffffffff,9.0,0.0,0.0
8326cefffffffff,1.0,0.0,0.0
8326d0fffffffff,11.0,0.0,0.0
8326d1fffffffff,214.0,0.0,0.0
8326d2fffffffff,199.0,0.0,0.0
8326d3fffffffff,24.0,0.0,0.0
8326d4fffffffff,663.0,0.0,0.0
8326d5fffffffff,52.0,0.0,0.0
8326d6fffffffff,160.0,0.0,0.0
8326d8fffffffff,46.0,0.0,0.0
8326d9fffffffff,23.0,0.0,0.0
8326dafffffffff,25.0,0.0,0.0
8326dbfffffffff,51.0,0.0,0.0
8326dcfffffffff,9.0,0.0,0.0
8326ddfffffffff,18.0,0.0,0.0
8326defffffffff,180.0,0.0,0.0
8326e2fffffffff,5.0,0.0,0.0
8326f0fffffffff,70.0,0.0,0.0
8326f1fffffffff,18.0,0.0,0.0
8326f2fffffffff,631.0,0.0,0.0
8326f3fffffffff,3.0,0.0,0.0
8326f5fffffffff,6.0,0.0,0.0
8326f6fffffffff,50.0,0.0,0.0
832780fffffffff,14.0,0.0,0.0
832781fffffffff,102.0,0.0,0.0
832782fffffffff,6.0,0.0,0.0
832783fffffffff,4.0,0.0,0.0
832784fffffffff,32.0,0.0,0.0
832785fffffffff,4.0,0.0,0.0
832786fffffffff,4.0,0.0,0.0
832788fffffffff,48.0,0.0,0.0
83278afffffffff,2.0,0.0,0.0
83278bfffffffff,138.0,0.0,0.0
83278cfffffffff,316.0,0.0,0.0
83278dfffffffff,6.0,0.0,0.0
83278efffffffff,8.0,0.0,0.0
832790fffffffff,37.0,0.0,0.0
832791fffffffff,15.0,0.0,0.0
832792fffffffff,196.0,0.0,0.0
832793fffffffff,36.0,0.0,0.0
832794fffffffff,23.0,0.0,0.0
832795fffffffff,41.0,0.0,0.0
832796fffffffff,22.0,0.0,0.0
832798fffffffff,278.0,0.0,0.0
832799fffffffff,23.0,0.0,0.0
83279afffffffff,128.0,0.0,0.0
83279bfffffffff,41.0,0.0,0.0
83279cfffffffff,119.0,0.0,0.0
83279dfffffffff,11.0,0.0,0.0
83279efffffffff,182.0,0.0,0.0
8327a0fffffffff,7.0,0.0,0.0
8327a3fffffffff,2.0,0.0,0.0
8327a8fffffffff,18.0,0.0,0.0
8327a9fffffffff,2.0,0.0,0.0
8327aafffffffff,57.0,0.0,0.0
8327abfffffffff,4.0,0.0,0.0
8327b1fffffffff,73.0,0.0,0.0
8327b2fffffffff,49.0,0.0,0.0
8327b3fffffffff,15.0,0.0,0.0
8327b6fffffffff,369.0,0.0,0.0
832802fffffffff,1.0,0.0,0.0
832806fffffffff,79.0,0.0,0.0
832810fffffffff,150.0,0.0,0.0
832811fffffffff,364.0,0.0,0.0
832812fffffffff,199.0,0.0,0.0
832813fffffffff,443.0,0.0,0.0
832814fffffffff,255.0,0.0,0.0
832815fffffffff,100.0,0.0,0.0
832816fffffffff,155.0,0.0,0.0
83281afffffffff,9.0,0.0,0.0
83281efffffffff,428.0,0.0,0.0
832830fffffffff,1090.0,3.0,0.0
832831fffffffff,58.0,0.0,0.0
832832fffffffff,1091.0,0.0,0.0
832833fffffffff,569.0,0.0,0.0
832834fffffffff,1387.0,2.0,0.0
832835fffffffff,3844.0,0.0,0.0
832836fffffffff,1415.0,0.0,0.0
832880fffffffff,98.0,0.0,0.0
832881fffffffff,313.0,0.0,0.0
832882fffffffff,38.0,0.0,0.0
832883fffffffff,65.0,0.0,0.0
832884fffffffff,1816.0,0.0,0.0
832885fffffffff,178.0,0.0,0.0
832886fffffffff,62.0,0.0,0.0
832888fffffffff,436.0,0.0,0.0
832889fffffffff,2115.0,0.0,0.0
83288afffffffff,370.0,0.0,0.0
83288bfffffffff,350.0,0.0,0.0
83288cfffffffff,101.0,0.0,0.0
83288dfffffffff,439.0,0.0,0.0
83288efffffffff,413.0,0.0,0.0
832890fffffffff,91.0,0.0,0.0
832891fffffffff,118.0,0.0,0.0
832892fffffffff,117.0,0.0,0.0
832893fffffffff,571.0,0.0,0.0
832894fffffffff,115.0,0.0,0.0
832895fffffffff,69.0,0.0,0.0
832896fffffffff,62.0,0.0,0.0
832898fffffffff,69.0,0.0,0.0
83289afffffffff,6.0,0.0,0.0
83289bfffffffff,32.0,0.0,0.0
83289cfffffffff,14.0,0.0,0.0
83289dfffffffff,33.0,0.0,0.0
83289efffffffff,52.0,0.0,0.0
8328a0fffffffff,17.0,0.0,0.0
8328a1fffffffff,640.0,45.0,0.0
8328a2fffffffff,94.0,0.0,0.0
8328a3fffffffff,184.0,0.0,0.0
8328a4fffffffff,4.0,0.0,0.0
8328a5fffffffff,7.0,0.0,0.0
8328a6fffffffff,5.0,0.0,0.0
8328a8fffffffff,92.0,5.0,0.0
8328a9fffffffff,606.0,0.0,0.0
8328aafffffffff,130.0,0.0,0.0
8328abfffffffff,439.0,0.0,0.0
8328acfffffffff,229.0,0.0,0.0
8328adfffffffff,493.0,0.0,0.0
8328aefffffffff,1199.0,36.0,0.0
8328b0fffffffff,352.0,0.0,0.0
8328b1fffffffff,374.0,0.0,0.0
8328b2fffffffff,81.0,0.0,0.0
8328b3fffffffff,197.0,0.0,0.0
8328b4fffffffff,31.0,0.0,0.0
8328b5fffffffff,187.0,0.0,0.0
8328b6fffffffff,232.0,0.0,0.0
8328d2fffffffff,126.0,0.0,0.0
8328d4fffffffff,87.0,0.0,0.0
8328d6fffffffff,456.0,0.0,0.0
8328f0fffffffff,6.0,0.0,0.0
8328f2fffffffff,82.0,0.0,0.0
8328f3fffffffff,4.0,0.0,0.0
8328f4fffffffff,1.0,0.0,0.0
8328f6fffffffff,352.0,0.0,0.0
832912fffffffff,538.0,0.0,0.0
832913fffffffff,41.0,0.0,0.0
832916fffffffff,194.0,0.0,0.0
83291afffffffff,6.0,0.0,0.0
832980fffffffff,135.0,0.0,0.0
832981fffffffff,344.0,0.0,0.0
832982fffffffff,61.0,0.0,0.0
832983fffffffff,11.0,0.0,0.0
832984fffffffff,494.0,0.0,0.0
832985fffffffff,581.0,0.0,0.0
832986fffffffff,1257.0,0.0,0.0
832988fffffffff,41.0,0.0,0.0
832989fffffffff,546.0,0.0,0.0
83298afffffffff,42.0,0.0,0.0
83298bfffffffff,13.0,0.0,0.0
83298cfffffffff,2723.0,0.0,0.0
83298dfffffffff,695.0,0.0,0.0
83298efffffffff,53.0,0.0,0.0
832990fffffffff,382.0,1.0,0.0
832991fffffffff,87.0,0.0,0.0
832992fffffffff,374.0,0.0,0.0
832993fffffffff,45.0,0.0,0.0
832994fffffffff,738.0,0.0,0.0
832995fffffffff,2068.0,0.0,0.0
832996fffffffff,494.0,0.0,0.0
832998fffffffff,12.0,0.0,0.0
832999fffffffff,26.0,0.0,0.0
83299afffffffff,62.0,0.0,0.0
83299bfffffffff,568.0,0.0,0.0
83299cfffffffff,8.0,0.0,0.0
83299dfffffffff,4.0,0.0,0.0
83299efffffffff,52.0,0.0,0.0
8329a0fffffffff,2339.0,0.0,0.0
8329a1fffffffff,2566.0,0.0,0.0
8329a2fffffffff,650.0,0.0,0.0
8329a3fffffffff,483.0,0.0,0.0
8329a4fffffffff,1234.0,0.0,0.0
8329a5fffffffff,1233.0,0.0,0.0
8329a6fffffffff,2154.0,0.0,0.0
8329a8fffffffff,161.0,0.0,0.0
8329a9fffffffff,1092.0,0.0,0.0
8329aafffffffff,1222.0,0.0,0.0
8329abfffffffff,701.0,0.0,0.0
8329acfffffffff,1000.0,0.0,0.0
8329adfffffffff,560.0,0.0,0.0
8329aefffffffff,2391.0,0.0,0.0
8329b0fffffffff,974.0,0.0,0.0
8329b1fffffffff,398.0,0.0,0.0
8329b2fffffffff,1211.0,1.0,0.0
8329b3fffffffff,54.0,0.0,0.0
8329b4fffffffff,90.0,8.0,0.0
8329b5fffffffff,118.0,0.0,0.0
8329b6fffffffff,2418.0,172.0,0.0
834801fffffffff,6.0,0.0,0.0
834802fffffffff,2.0,0.0,0.0
834805fffffffff,2.0,0.0,0.0
834808fffffffff,3.0,0.0,0.0
834809fffffffff,179.0,0.0,0.0
83480afffffffff,60.0,0.0,0.0
83480bfffffffff,8.0,0.0,0.0
83480dfffffffff,45.0,0.0,0.0
83480efffffffff,7.0,0.0,0.0
834812fffffffff,10.0,0.0,0.0
834814fffffffff,150.0,0.0,0.0
834815fffffffff,2.0,0.0,0.0
834816fffffffff,4.0,0.0,0.0
834818fffffffff,11.0,0.0,0.0
834819fffffffff,39.0,0.0,0.0
83481afffffffff,5.0,0.0,0.0
83481bfffffffff,30.0,0.0,0.0
83481dfffffffff,25.0,0.0,0.0
83481efffffffff,4.0,0.0,0.0
834823fffffffff,4.0,0.0,0.0
83482afffffffff,9.0,0.0,0.0
83482bfffffffff,24.0,0.0,0.0
83482efffffffff,6.0,0.0,0.0
834832fffffffff,1.0,0.0,0.0
834833fffffffff,25.0,0.0,0.0
834842fffffffff,89.0,0.0,0.0
834843fffffffff,18.0,0.0,0.0
834846fffffffff,15.0,0.0,0.0
83484afffffffff,146.0,0.0,0.0
834850fffffffff,2.0,0.0,0.0
834851fffffffff,6.0,0.0,0.0
834854fffffffff,4.0,0.0,0.0
834855fffffffff,45.0,0.0,0.0
834856fffffffff,84.0,0.0,0.0
834858fffffffff,12.0,0.0,0.0
834859fffffffff,480.0,0.0,0.0
83485afffffffff,103.0,0.0,0.0
83485bfffffffff,155.0,0.0,0.0
83485cfffffffff,29.0,0.0,0.0
83485dfffffffff,116.0,0.0,0.0
83485efffffffff,37.0,0.0,0.0
83486afffffffff,47.0,0.0,0.0
834871fffffffff,21.0,0.0,0.0
834872fffffffff,4.0,0.0,0.0
834873fffffffff,7.0,0.0,0.0
834880fffffffff,16.0,0.0,0.0
834881fffffffff,2.0,0.0,0.0
834882fffffffff,4.0,0.0,0.0
834883fffffffff,78.0,0.0,0.0
834884fffffffff,23.0,0.0,0.0
834886fffffffff,21.0,0.0,0.0
834888fffffffff,127.0,0.0,0.0
834889fffffffff,15.0,0.0,0.0
83488afffffffff,56.0,0.0,0.0
83488bfffffffff,47.0,0.0,0.0
83488cfffffffff,48.0,0.0,0.0
83488dfffffffff,222.0,0.0,0.0
83488efffffffff,455.0,0.0,0.0
834898fffffffff,285.0,0.0,0.0
834899fffffffff,66.0,0.0,0.0
83489afffffffff,48.0,0.0,0.0
83489cfffffffff,59.0,0.0,0.0
83489dfffffffff,108.0,0.0,0.0
83489efffffffff,1.0,0.0,0.0
8348a0fffffffff,71.0,0.0,0.0
8348a2fffffffff,174.0,0.0,0.0
8348a3fffffffff,9.0,0.0,0.0
8348a6fffffffff,33.0,0.0,0.0
8348abfffffffff,1637.0,0.0,0.0
8348aefffffffff,5.0,0.0,0.0
8348b1fffffffff,26.0,0.0,0.0
8348c0fffffffff,666.0,0.0,0.0
8348c1fffffffff,205.0,0.0,0.0
8348c2fffffffff,159.0,0.0,0.0
8348c3fffffffff,452.0,0.0,0.0
8348c4fffffffff,17.0,0.0,0.0
8348c5fffffffff,952.0,0.0,0.0
8348c6fffffffff,773.0,0.0,0.0
8348c8fffffffff,491.0,101.0,0.0
8348c9fffffffff,314.0,3.0,0.0
8348cafffffffff,108.0,0.0,0.0
8348cbfffffffff,73.0,4.0,0.0
8348ccfffffffff,101.0,18.0,0.0
8348cdfffffffff,957.0,22.0,0.0
8348cefffffffff,127.0,22.0,0.0
8348d0fffffffff,170.0,0.0,0.0
8348d1fffffffff,100.0,0.0,0.0
8348d2fffffffff,26.0,0.0,0.0
8348d3fffffffff,139.0,0.0,0.0
8348d4fffffffff,863.0,0.0,0.0
8348d5fffffffff,202.0,0.0,0.0
8348d6fffffffff,19.0,0.0,0.0
8348d8fffffffff,4386.0,0.0,0.0
8348d9fffffffff,111.0,0.0,0.0
8348dafffffffff,226.0,0.0,0.0
8348dbfffffffff,392.0,0.0,0.0
8348dcfffffffff,475.0,0.0,0.0
8348ddfffffffff,257.0,0.0,0.0
8348defffffffff,283.0,0.0,0.0
8348e0fffffffff,13.0,0.0,0.0
8348e1fffffffff,57.0,0.0,0.0
8348e2fffffffff,14.0,0.0,0.0
8348e3fffffffff,447.0,0.0,0.0
8348e4fffffffff,22.0,0.0,0.0
8348e5fffffffff,43.0,0.0,0.0
8348e6fffffffff,10.0,0.0,0.0
8348e8fffffffff,7341.0,0.0,0.0
8348e9fffffffff,758.0,90.0,0.0
8348eafffffffff,590.0,34.0,0.0
8348ebfffffffff,2624.0,99.0,0.0
8348ecfffffffff,3311.0,0.0,0.0
8348edfffffffff,407.0,0.0,0.0
8348eefffffffff,4843.0,0.0,0.0
8348f0fffffffff,10.0,0.0,0.0
8348f1fffffffff,1.0,0.0,0.0
8348f2fffffffff,1424.0,0.0,0.0
8348f3fffffffff,53.0,0.0,0.0
8348f4fffffffff,5.0,0.0,0.0
8348f5fffffffff,5.0,0.0,0.0
8348f6fffffffff,330.0,0.0,0.0
834980fffffffff,6.0,0.0,0.0
834981fffffffff,5.0,0.0,0.0
834982fffffffff,16.0,0.0,0.0
834983fffffffff,53.0,0.0,0.0
834986fffffffff,4.0,0.0,0.0
834988fffffffff,99.0,0.0,0.0
834989fffffffff,2.0,0.0,0.0
83498efffffffff,22.0,0.0,0.0
834990fffffffff,31.0,4.0,0.0
834991fffffffff,63.0,12.0,0.0
834994fffffffff,11.0,0.0,0.0
834995fffffffff,25.0,0.0,0.0
834996fffffffff,8.0,4.0,0.0
834998fffffffff,2.0,0.0,0.0
834999fffffffff,4.0,0.0,0.0
83499bfffffffff,6.0,0.0,0.0
83499cfffffffff,9.0,0.0,0.0
83499dfffffffff,15.0,0.0,0.0
8349abfffffffff,10.0,0.0,0.0
8349b2fffffffff,4.0,0.0,0.0
8349b3fffffffff,6.0,0.0,0.0
836d28fffffffff,67.0,0.0,0.0
836d29fffffffff,189.0,0.0,14.0
836d2bfffffffff,2.0,0.0,0.0
836d2dfffffffff,50.0,0.0,0.0
836d2efffffffff,18.0,0.0,0.0
836d32fffffffff,921.0,118.0,0.0
836d33fffffffff,73.0,1.0,0.0
836d36fffffffff,64.0,0.0,0.0
836d74fffffffff,40.0,0.0,0.0
