cell_id,Parabuteo unicinctus,Parabuteo unicinctus harrisi,Parabuteo unicinctus unicinctus
834859fffffffff,119.0,0.0,0.0
83485afffffffff,2.0,0.0,0.0
83485cfffffffff,1.0,0.0,0.0
83485dfffffffff,77.0,0.0,0.0
834880fffffffff,1.0,0.0,0.0
834884fffffffff,2.0,0.0,0.0
834885fffffffff,3.0,0.0,0.0
834888fffffffff,2.0,0.0,0.0
834889fffffffff,6.0,0.0,0.0
83488bfffffffff,6.0,0.0,0.0
83488dfffffffff,54.0,2.0,0.0
83488efffffffff,1.0,0.0,0.0
834890fffffffff,4.0,0.0,0.0
834891fffffffff,2.0,0.0,0.0
834892fffffffff,15.0,0.0,0.0
834893fffffffff,15.0,0.0,0.0
834895fffffffff,26.0,0.0,0.0
834898fffffffff,8.0,2.0,0.0
83489afffffffff,22.0,0.0,0.0
83489cfffffffff,30.0,0.0,0.0
83489dfffffffff,16.0,0.0,0.0
83489efffffffff,38.0,0.0,0.0
8348a2fffffffff,1.0,0.0,0.0
8348abfffffffff,12.0,0.0,0.0
8348adfffffffff,1.0,1.0,0.0
8348b1fffffffff,3.0,0.0,0.0
8348b2fffffffff,10.0,2.0,0.0
8348b3fffffffff,11.0,3.0,0.0
8348c0fffffffff,10.0,0.0,0.0
8348c3fffffffff,2.0,0.0,0.0
8348c5fffffffff,2.0,0.0,0.0
8348c6fffffffff,7.0,0.0,0.0
8348d0fffffffff,4.0,0.0,0.0
8348d2fffffffff,5.0,0.0,0.0
8348d3fffffffff,4.0,0.0,0.0
8348d4fffffffff,2.0,0.0,0.0
8348d6fffffffff,6.0,0.0,0.0
8348e8fffffffff,674.0,11.0,0.0
8348eafffffffff,18.0,0.0,0.0
8348ebfffffffff,15.0,0.0,0.0
8348ecfffffffff,37.0,0.0,0.0
8348eefffffffff,43.0,0.0,0.0
8348f2fffffffff,5.0,2.0,0.0
8348f6fffffffff,38.0,0.0,0.0
834983fffffffff,2.0,2.0,0.0
83498bfffffffff,6.0,6.0,0.0
83498efffffffff,1.0,0.0,0.0
834992fffffffff,2.0,0.0,0.0
834995fffffffff,5.0,4.0,0.0
834996fffffffff,18.0,0.0,0.0
83499bfffffffff,3.0,0.0,0.0
83499cfffffffff,1.0,0.0,0.0
8349abfffffffff,2.0,0.0,0.0
836526fffffffff,2.0,0.0,0.0
836619fffffffff,1.0,0.0,0.0
836664fffffffff,1.0,0.0,1.0
8366b4fffffffff,14.0,0.0,0.0
8366d0fffffffff,21.0,0.0,0.0
8366d1fffffffff,6.0,0.0,0.0
8366d3fffffffff,7.0,7.0,0.0
8366d5fffffffff,22.0,0.0,0.0
8366defffffffff,8.0,0.0,0.0
836743fffffffff,1.0,0.0,0.0
836755fffffffff,4.0,0.0,0.0
836756fffffffff,2.0,0.0,0.0
836758fffffffff,8.0,0.0,0.0
83675afffffffff,2.0,0.0,0.0
83675bfffffffff,1.0,0.0,0.0
836d28fffffffff,2.0,0.0,0.0
836d31fffffffff,2.0,0.0,0.0
836d60fffffffff,5.0,0.0,0.0
836d61fffffffff,13.0,0.0,0.0
836d64fffffffff,189.0,0.0,0.0
836d65fffffffff,7.0,0.0,0.0
836d68fffffffff,10.0,1.0,0.0
836d69fffffffff,8.0,2.0,0.0
836d6cfffffffff,2.0,0.0,0.0
836d6dfffffffff,6.0,0.0,0.0
836d6efffffffff,2.0,0.0,0.0
836d74fffffffff,7.0,0.0,0.0
836d75fffffffff,2.0,0.0,0.0
836d76fffffffff,4.0,0.0,0.0
838185fffffffff,2.0,0.0,0.0
838e62fffffffff,8.0,0.0,0.0
838f0dfffffffff,1.0,0.0,0.0
838f2cfffffffff,3.0,0.0,0.0
838f50fffffffff,7.0,1.0,1.0
83a94efffffffff,1.0,0.0,0.0
83b204fffffffff,2.0,0.0,0.0
83b219fffffffff,4.0,0.0,0.0
83b224fffffffff,2.0,0.0,0.0
83b226fffffffff,8.0,0.0,0.0
83b24bfffffffff,1.0,0.0,0.0
83b24dfffffffff,131.0,0.0,0.0
83b261fffffffff,16.0,0.0,0.0
83b268fffffffff,16.0,0.0,0.0
83b26bfffffffff,13.0,0.0,0.0
83b26cfffffffff,2.0,0.0,0.0
83b26dfffffffff,5.0,0.0,0.0
83b2c4fffffffff,7.0,0.0,0.0
83b2c5fffffffff,5.0,0.0,2.0
83b2dafffffffff,2.0,0.0,0.0
83b304fffffffff,33.0,0.0,0.0
83b30afffffffff,4.0,0.0,0.0
83b30bfffffffff,1.0,0.0,0.0
83b30efffffffff,7.0,0.0,0.0
83b319fffffffff,2.0,0.0,0.0
83b31dfffffffff,2.0,0.0,0.0
83b35afffffffff,2.0,0.0,0.0
83c203fffffffff,2.0,0.0,0.0
83c2c0fffffffff,3.0,0.0,0.0
83c2c4fffffffff,2.0,0.0,0.0
83c2c5fffffffff,1.0,0.0,1.0
83c2c6fffffffff,4.0,0.0,0.0
83c2cdfffffffff,1.0,0.0,0.0
83c2cefffffffff,5.0,0.0,0.0
83c2e0fffffffff,3.0,0.0,3.0
83c2e1fffffffff,2.0,0.0,2.0
83c2e2fffffffff,7.0,0.0,7.0
83c2e3fffffffff,12.0,0.0,6.0
83c2e9fffffffff,9.0,0.0,0.0
83c2ebfffffffff,11.0,0.0,0.0
83c2f1fffffffff,4.0,0.0,0.0
83c2f3fffffffff,1.0,0.0,1.0
83c329fffffffff,4.0,0.0,0.0
83c36afffffffff,3.0,0.0,0.0
83ce8efffffffff,4.0,0.0,0.0
83ceacfffffffff,1.0,0.0,1.0
83cf88fffffffff,4.0,0.0,0.0
83cf8bfffffffff,1.0,0.0,0.0
83cf8efffffffff,2.0,0.0,0.0
83cf91fffffffff,19.0,0.0,0.0
83cfa1fffffffff,6.0,0.0,0.0
83cfa3fffffffff,2.0,0.0,0.0
83df4dfffffffff,2.0,0.0,0.0
