cell_id,Sturnella magna,Sturnella magna hippocrepis,Sturnella magna [magna Group]
824c97fffffffff,4.0,2.0,0.0
824c9ffffffffff,76.0,67.0,0.0
825f0ffffffffff,6.0,0.0,0.0
825f17fffffffff,11.0,0.0,0.0
825f1ffffffffff,57.0,0.0,0.0
825f27fffffffff,18.0,0.0,0.0
825f2ffffffffff,579.0,0.0,1.0
825f47fffffffff,107.0,0.0,1.0
825f4ffffffffff,5.0,0.0,0.0
825f5ffffffffff,1.0,0.0,0.0
825f67fffffffff,1.0,0.0,0.0
825f6ffffffffff,20.0,0.0,0.0
825f77fffffffff,38.0,0.0,2.0
826607fffffffff,91.0,0.0,0.0
82660ffffffffff,2832.0,0.0,34.0
826617fffffffff,689.0,0.0,0.0
82661ffffffffff,89.0,0.0,0.0
826627fffffffff,78.0,0.0,0.0
82662ffffffffff,293.0,0.0,6.0
826637fffffffff,2.0,0.0,0.0
826647fffffffff,165.0,0.0,10.0
826657fffffffff,1055.0,0.0,0.0
826667fffffffff,70.0,0.0,0.0
82666ffffffffff,2.0,0.0,0.0
826677fffffffff,498.0,0.0,0.0
8266a7fffffffff,1794.0,0.0,0.0
8266b7fffffffff,3606.0,0.0,0.0
8266c7fffffffff,541.0,0.0,0.0
8266e7fffffffff,8031.0,0.0,154.0
8266effffffffff,383.0,0.0,0.0
826747fffffffff,75.0,0.0,2.0
82674ffffffffff,47.0,0.0,3.0
826757fffffffff,245.0,0.0,0.0
82675ffffffffff,215.0,0.0,0.0
826797fffffffff,72.0,0.0,0.0
82679ffffffffff,217.0,0.0,0.0
8267b7fffffffff,10.0,0.0,0.0
826d07fffffffff,117.0,0.0,14.0
826d27fffffffff,495.0,0.0,34.0
826d2ffffffffff,1131.0,0.0,30.0
826d37fffffffff,2097.0,0.0,82.0
826d67fffffffff,2906.0,0.0,0.0
826d6ffffffffff,5664.0,0.0,0.0
826d77fffffffff,79.0,0.0,0.0
82804ffffffffff,1.0,0.0,0.0
82806ffffffffff,4.0,0.0,0.0
828adffffffffff,61.0,0.0,9.0
