cell_id,Thraupis palmarum,Thraupis palmarum [palmarum Group],Thraupis palmarum violilavata
836628fffffffff,6.0,0.0,0.0
836629fffffffff,203.0,0.0,0.0
83662bfffffffff,129.0,0.0,0.0
83662cfffffffff,11.0,0.0,0.0
83662dfffffffff,30.0,0.0,0.0
83662efffffffff,116.0,0.0,0.0
836631fffffffff,193.0,0.0,0.0
836640fffffffff,2.0,0.0,0.0
836641fffffffff,840.0,0.0,0.0
836642fffffffff,4.0,0.0,0.0
836643fffffffff,1.0,0.0,0.0
836644fffffffff,24.0,0.0,0.0
836645fffffffff,12.0,0.0,0.0
836648fffffffff,21.0,0.0,0.0
83664bfffffffff,2.0,0.0,0.0
83664efffffffff,6.0,0.0,0.0
836650fffffffff,47.0,0.0,0.0
836651fffffffff,2.0,0.0,0.0
836652fffffffff,853.0,0.0,0.0
836653fffffffff,6.0,0.0,0.0
836654fffffffff,263.0,0.0,0.0
836656fffffffff,691.0,0.0,0.0
83665afffffffff,992.0,0.0,0.0
83665bfffffffff,318.0,0.0,0.0
83665efffffffff,181.0,0.0,0.0
836660fffffffff,4.0,0.0,0.0
836661fffffffff,2.0,0.0,0.0
836662fffffffff,3.0,0.0,0.0
836663fffffffff,92.0,0.0,0.0
836664fffffffff,3.0,0.0,0.0
83666afffffffff,5.0,0.0,0.0
83666bfffffffff,6.0,0.0,0.0
83666cfffffffff,11.0,0.0,0.0
83666efffffffff,6.0,0.0,0.0
836670fffffffff,34.0,0.0,0.0
836671fffffffff,8.0,0.0,0.0
836672fffffffff,361.0,0.0,0.0
836673fffffffff,69.0,0.0,0.0
836674fffffffff,2.0,0.0,0.0
836675fffffffff,6.0,0.0,0.0
836676fffffffff,21.0,0.0,0.0
836684fffffffff,14.0,0.0,0.0
8366a0fffffffff,2479.0,0.0,0.0
8366a1fffffffff,405.0,0.0,0.0
8366a2fffffffff,140.0,0.0,0.0
8366a3fffffffff,197.0,0.0,0.0
8366a5fffffffff,13643.0,0.0,0.0
8366a6fffffffff,824.0,0.0,0.0
8366adfffffffff,2.0,0.0,0.0
8366aefffffffff,9.0,0.0,0.0
8366b0fffffffff,2622.0,0.0,0.0
8366b1fffffffff,101.0,0.0,0.0
8366b4fffffffff,10359.0,0.0,0.0
8366b5fffffffff,6002.0,0.0,0.0
8366b6fffffffff,831.0,0.0,0.0
8366c0fffffffff,958.0,0.0,0.0
8366c1fffffffff,21.0,0.0,0.0
8366c2fffffffff,2817.0,0.0,0.0
8366c3fffffffff,35.0,0.0,0.0
8366c4fffffffff,1170.0,0.0,0.0
8366c5fffffffff,212.0,0.0,0.0
8366c6fffffffff,2020.0,0.0,0.0
8366c9fffffffff,12.0,0.0,0.0
8366cdfffffffff,18.0,0.0,0.0
8366cefffffffff,157.0,0.0,0.0
8366d0fffffffff,909.0,0.0,0.0
8366d1fffffffff,144.0,0.0,0.0
8366d2fffffffff,330.0,0.0,0.0
8366d3fffffffff,10214.0,0.0,0.0
8366d4fffffffff,102.0,0.0,0.0
8366d5fffffffff,143.0,0.0,0.0
8366d6fffffffff,2.0,0.0,0.0
8366d8fffffffff,142.0,0.0,0.0
8366dafffffffff,586.0,0.0,0.0
8366dbfffffffff,55.0,0.0,0.0
8366dcfffffffff,1724.0,0.0,0.0
8366ddfffffffff,116.0,0.0,0.0
8366defffffffff,3779.0,0.0,0.0
8366e0fffffffff,3786.0,0.0,0.0
8366e1fffffffff,1499.0,0.0,0.0
8366e2fffffffff,369.0,0.0,0.0
8366e3fffffffff,392.0,0.0,0.0
8366e4fffffffff,3348.0,0.0,0.0
8366e5fffffffff,6308.0,0.0,0.0
8366e6fffffffff,12609.0,0.0,0.0
8366e8fffffffff,26.0,0.0,0.0
8366e9fffffffff,22.0,0.0,0.0
8366eafffffffff,8.0,0.0,0.0
8366ecfffffffff,1171.0,0.0,0.0
8366eefffffffff,645.0,0.0,0.0
8366f0fffffffff,2340.0,0.0,0.0
8366f1fffffffff,7681.0,0.0,0.0
8366f3fffffffff,159.0,0.0,0.0
8366f5fffffffff,3231.0,0.0,0.0
836741fffffffff,944.0,0.0,0.0
836742fffffffff,268.0,0.0,0.0
836743fffffffff,778.0,0.0,0.0
83674afffffffff,10.0,0.0,0.0
83674cfffffffff,929.0,0.0,0.0
83674dfffffffff,1.0,0.0,0.0
83674efffffffff,263.0,0.0,0.0
836751fffffffff,214.0,0.0,0.0
836752fffffffff,10.0,0.0,0.0
836753fffffffff,71.0,0.0,0.0
836755fffffffff,403.0,0.0,0.0
836758fffffffff,16.0,0.0,0.0
836759fffffffff,19.0,0.0,0.0
83675afffffffff,153.0,0.0,0.0
83675bfffffffff,3.0,0.0,0.0
83675cfffffffff,539.0,0.0,0.0
83675dfffffffff,13.0,0.0,0.0
83675efffffffff,94.0,0.0,0.0
836769fffffffff,1.0,0.0,0.0
83676bfffffffff,9.0,0.0,0.0
83678bfffffffff,15.0,0.0,0.0
836790fffffffff,7.0,0.0,0.0
836792fffffffff,3.0,0.0,0.0
836793fffffffff,10.0,0.0,0.0
836794fffffffff,1.0,0.0,0.0
836796fffffffff,5.0,0.0,0.0
83679afffffffff,6420.0,0.0,0.0
83679bfffffffff,1792.0,0.0,0.0
836d61fffffffff,8.0,0.0,0.0
836d68fffffffff,2235.0,0.0,0.0
836d69fffffffff,21973.0,0.0,0.0
836d6afffffffff,2.0,0.0,0.0
836d6bfffffffff,239.0,0.0,0.0
836d6cfffffffff,25.0,0.0,0.0
836d6dfffffffff,2658.0,0.0,0.0
838000fffffffff,2.0,0.0,0.0
838002fffffffff,27.0,0.0,0.0
838005fffffffff,16.0,0.0,0.0
838008fffffffff,6.0,0.0,0.0
838009fffffffff,2.0,0.0,0.0
83800cfffffffff,16.0,0.0,0.0
83800efffffffff,6.0,0.0,0.0
838010fffffffff,519.0,0.0,0.0
838011fffffffff,53.0,0.0,0.0
838014fffffffff,6.0,0.0,0.0
838015fffffffff,2.0,0.0,0.0
838016fffffffff,8.0,0.0,0.0
83801cfffffffff,3.0,0.0,0.0
838020fffffffff,2.0,0.0,0.0
838023fffffffff,3.0,0.0,0.0
838029fffffffff,3.0,0.0,0.0
83802bfffffffff,12.0,0.0,0.0
83802cfffffffff,2.0,0.0,0.0
838030fffffffff,22.0,0.0,0.0
838036fffffffff,118.0,0.0,0.0
838040fffffffff,10.0,0.0,0.0
838044fffffffff,193.0,0.0,0.0
838046fffffffff,373.0,0.0,0.0
838048fffffffff,14.0,0.0,0.0
83804cfffffffff,22.0,0.0,0.0
838054fffffffff,40.0,0.0,0.0
838055fffffffff,7.0,0.0,0.0
838061fffffffff,24.0,0.0,0.0
838062fffffffff,6.0,0.0,0.0
838065fffffffff,48.0,0.0,0.0
838066fffffffff,14.0,0.0,0.0
838068fffffffff,2.0,0.0,0.0
83806afffffffff,39.0,0.0,0.0
83806bfffffffff,51.0,0.0,0.0
83806efffffffff,2.0,0.0,0.0
838070fffffffff,1.0,0.0,0.0
838071fffffffff,25.0,0.0,0.0
838072fffffffff,4.0,0.0,0.0
838073fffffffff,47.0,0.0,0.0
838074fffffffff,20.0,0.0,0.0
838075fffffffff,8.0,0.0,0.0
838100fffffffff,2.0,0.0,0.0
838102fffffffff,131.0,0.0,0.0
838106fffffffff,7.0,0.0,0.0
838109fffffffff,24.0,0.0,0.0
838110fffffffff,4.0,0.0,0.0
838111fffffffff,2.0,0.0,0.0
838112fffffffff,19.0,0.0,0.0
838114fffffffff,17.0,0.0,0.0
838116fffffffff,80.0,0.0,0.0
83811efffffffff,8.0,0.0,0.0
838121fffffffff,3.0,0.0,0.0
838124fffffffff,64.0,0.0,0.0
838128fffffffff,1.0,0.0,0.0
83812bfffffffff,4.0,0.0,0.0
83812cfffffffff,9.0,0.0,0.0
83812dfffffffff,51.0,0.0,0.0
838130fffffffff,40.0,0.0,0.0
838131fffffffff,1.0,0.0,0.0
838132fffffffff,235.0,0.0,0.0
838133fffffffff,268.0,0.0,0.0
838134fffffffff,23.0,0.0,0.0
838135fffffffff,1.0,0.0,0.0
838136fffffffff,279.0,0.0,0.0
838140fffffffff,35.0,0.0,0.0
838141fffffffff,2.0,0.0,0.0
838142fffffffff,15.0,0.0,0.0
838143fffffffff,20.0,0.0,0.0
838144fffffffff,18.0,0.0,0.0
838145fffffffff,37.0,0.0,0.0
838146fffffffff,27.0,0.0,0.0
83814afffffffff,253.0,0.0,0.0
83814cfffffffff,6.0,0.0,0.0
83814dfffffffff,143.0,0.0,0.0
83814efffffffff,108.0,0.0,0.0
838150fffffffff,4.0,0.0,0.0
838151fffffffff,8.0,0.0,0.0
838158fffffffff,3.0,0.0,0.0
838159fffffffff,10.0,0.0,0.0
83815afffffffff,12.0,0.0,0.0
83815cfffffffff,7.0,0.0,0.0
83815dfffffffff,100.0,0.0,0.0
83815efffffffff,5.0,0.0,0.0
838162fffffffff,37.0,0.0,0.0
838163fffffffff,71.0,0.0,0.0
838166fffffffff,5.0,0.0,0.0
838170fffffffff,2.0,0.0,0.0
838171fffffffff,350.0,0.0,0.0
838172fffffffff,5.0,0.0,0.0
838175fffffffff,22.0,0.0,0.0
838180fffffffff,183.0,0.0,0.0
838181fffffffff,592.0,0.0,0.0
838183fffffffff,230.0,0.0,0.0
838185fffffffff,543.0,0.0,0.0
83818bfffffffff,2.0,0.0,0.0
83818efffffffff,83.0,0.0,0.0
83819dfffffffff,50.0,0.0,0.0
8381a1fffffffff,45.0,0.0,0.0
8381a3fffffffff,4.0,0.0,0.0
8381aafffffffff,2.0,0.0,0.0
8381adfffffffff,10.0,0.0,0.0
838a00fffffffff,36.0,0.0,0.0
838a01fffffffff,16.0,0.0,0.0
838a04fffffffff,8.0,0.0,0.0
838a05fffffffff,100.0,0.0,0.0
838a10fffffffff,18.0,0.0,0.0
838a12fffffffff,2.0,0.0,0.0
838a15fffffffff,7.0,0.0,0.0
838a1afffffffff,23.0,0.0,0.0
838a21fffffffff,20.0,0.0,0.0
838a22fffffffff,2.0,0.0,0.0
838a23fffffffff,18.0,0.0,0.0
838a24fffffffff,7.0,0.0,0.0
838a25fffffffff,10.0,0.0,0.0
838a2efffffffff,2.0,0.0,0.0
838a31fffffffff,60.0,0.0,0.0
838a33fffffffff,20.0,0.0,0.0
838a35fffffffff,2.0,0.0,0.0
838a40fffffffff,1.0,0.0,0.0
838a41fffffffff,5.0,0.0,0.0
838a45fffffffff,944.0,0.0,0.0
838a4bfffffffff,7.0,0.0,0.0
838a4efffffffff,5.0,0.0,0.0
838a52fffffffff,2.0,0.0,0.0
838a56fffffffff,5.0,0.0,0.0
838a5afffffffff,1.0,0.0,0.0
838a63fffffffff,98.0,0.0,0.0
838a68fffffffff,23.0,0.0,0.0
838a69fffffffff,186.0,0.0,0.0
838a6dfffffffff,1043.0,0.0,0.0
838a6efffffffff,4.0,0.0,0.0
838a70fffffffff,13.0,0.0,0.0
838a73fffffffff,11.0,0.0,0.0
838a75fffffffff,6.0,0.0,0.0
838a80fffffffff,44.0,0.0,0.0
838a81fffffffff,4.0,0.0,0.0
838a82fffffffff,24.0,0.0,0.0
838a85fffffffff,8.0,0.0,0.0
838a8cfffffffff,22.0,0.0,0.0
838a8dfffffffff,7.0,0.0,0.0
838a90fffffffff,7.0,0.0,0.0
838a91fffffffff,4.0,0.0,0.0
838a92fffffffff,30.0,0.0,0.0
838a9cfffffffff,52.0,0.0,0.0
838a9efffffffff,3.0,0.0,0.0
838aa5fffffffff,2.0,0.0,0.0
838aa8fffffffff,46.0,0.0,0.0
838aa9fffffffff,47.0,0.0,0.0
838aaafffffffff,64.0,0.0,0.0
838aabfffffffff,24.0,0.0,0.0
838aacfffffffff,3.0,0.0,0.0
838aadfffffffff,5.0,0.0,0.0
838ab2fffffffff,2.0,0.0,0.0
838ab6fffffffff,3.0,0.0,0.0
838ad1fffffffff,40.0,0.0,0.0
838ad8fffffffff,15.0,0.0,0.0
838adafffffffff,107.0,0.0,0.0
838adbfffffffff,106.0,0.0,0.0
838adcfffffffff,63.0,0.0,0.0
838adefffffffff,10.0,0.0,0.0
838ae5fffffffff,17.0,0.0,0.0
838ae8fffffffff,4.0,0.0,0.0
838af0fffffffff,115.0,0.0,0.0
838af1fffffffff,1.0,0.0,0.0
838af2fffffffff,471.0,0.0,0.0
838af3fffffffff,2.0,0.0,0.0
838af4fffffffff,130.0,0.0,0.0
838af6fffffffff,961.0,0.0,0.0
838b00fffffffff,8.0,0.0,0.0
838b04fffffffff,11.0,0.0,0.0
838b05fffffffff,2.0,0.0,0.0
838b06fffffffff,8.0,0.0,0.0
838b08fffffffff,3.0,0.0,0.0
838b0bfffffffff,2.0,0.0,0.0
838b0cfffffffff,47.0,0.0,0.0
838b0dfffffffff,134.0,0.0,0.0
838b10fffffffff,9.0,0.0,0.0
838b11fffffffff,8.0,0.0,0.0
838b13fffffffff,5.0,0.0,0.0
838b1dfffffffff,8.0,0.0,0.0
838b1efffffffff,8.0,0.0,0.0
838b20fffffffff,19.0,0.0,0.0
838b21fffffffff,21.0,0.0,0.0
838b22fffffffff,263.0,0.0,0.0
838b23fffffffff,12.0,0.0,0.0
838b26fffffffff,1.0,0.0,0.0
838b28fffffffff,1.0,0.0,0.0
838b29fffffffff,4.0,0.0,0.0
838b2afffffffff,43.0,0.0,0.0
838b2bfffffffff,2.0,0.0,0.0
838b2cfffffffff,78.0,0.0,0.0
838b2dfffffffff,16.0,0.0,0.0
838b2efffffffff,37.0,0.0,0.0
838b31fffffffff,16.0,0.0,0.0
838b40fffffffff,90.0,0.0,0.0
838b42fffffffff,39.0,0.0,0.0
838b44fffffffff,612.0,0.0,0.0
838b45fffffffff,13.0,0.0,0.0
838b46fffffffff,42.0,0.0,0.0
838b48fffffffff,8.0,0.0,0.0
838b4efffffffff,13.0,0.0,0.0
838b51fffffffff,104.0,0.0,0.0
838b52fffffffff,9.0,0.0,0.0
838b53fffffffff,6.0,0.0,0.0
838b56fffffffff,53.0,0.0,0.0
838b5cfffffffff,89.0,0.0,0.0
838b5dfffffffff,8.0,0.0,0.0
838b5efffffffff,1.0,0.0,0.0
838b61fffffffff,1348.0,0.0,0.0
838b62fffffffff,34.0,0.0,0.0
838b63fffffffff,461.0,0.0,0.0
838b66fffffffff,2.0,0.0,0.0
838b68fffffffff,1.0,0.0,0.0
838b69fffffffff,26.0,0.0,0.0
838b6cfffffffff,548.0,0.0,0.0
838b6dfffffffff,6.0,0.0,0.0
838b6efffffffff,42.0,0.0,0.0
838b70fffffffff,7.0,0.0,0.0
838b71fffffffff,766.0,0.0,0.0
838b72fffffffff,6.0,0.0,0.0
838b74fffffffff,159.0,0.0,0.0
838b75fffffffff,64.0,0.0,0.0
838b76fffffffff,42.0,0.0,0.0
838b82fffffffff,15.0,0.0,0.0
838b83fffffffff,5.0,0.0,0.0
838b84fffffffff,226.0,0.0,0.0
838b88fffffffff,63.0,0.0,0.0
838b8afffffffff,3.0,0.0,0.0
838b8dfffffffff,2.0,0.0,0.0
838b96fffffffff,3.0,0.0,0.0
838b99fffffffff,178.0,0.0,0.0
838b9cfffffffff,1.0,0.0,0.0
838b9dfffffffff,1042.0,0.0,0.0
838ba0fffffffff,56.0,0.0,0.0
838ba2fffffffff,3.0,0.0,0.0
838ba4fffffffff,7.0,0.0,0.0
838ba5fffffffff,2.0,0.0,0.0
838ba6fffffffff,137.0,0.0,0.0
838bb4fffffffff,1.0,0.0,0.0
838bb5fffffffff,731.0,0.0,0.0
838e61fffffffff,2.0,0.0,0.0
838e64fffffffff,286.0,0.0,0.0
838e65fffffffff,125.0,0.0,0.0
838e6cfffffffff,13.0,0.0,0.0
838f0dfffffffff,756.0,0.0,0.0
838f28fffffffff,44.0,0.0,0.0
838f29fffffffff,211.0,0.0,0.0
838f2afffffffff,209.0,0.0,0.0
838f2bfffffffff,203.0,0.0,0.0
838f2cfffffffff,317.0,0.0,0.0
838f2dfffffffff,39.0,0.0,0.0
838f2efffffffff,19.0,0.0,0.0
838f40fffffffff,778.0,0.0,0.0
838f42fffffffff,33.0,0.0,0.0
838f43fffffffff,132.0,0.0,0.0
838f44fffffffff,29.0,0.0,0.0
838f46fffffffff,1339.0,0.0,0.0
838f48fffffffff,93.0,0.0,0.0
838f4afffffffff,245.0,0.0,0.0
838f4bfffffffff,44.0,0.0,0.0
838f4cfffffffff,52.0,0.0,0.0
838f4efffffffff,6.0,0.0,0.0
838f54fffffffff,26.0,0.0,0.0
838f55fffffffff,22.0,0.0,0.0
838f59fffffffff,7.0,0.0,0.0
838f5cfffffffff,5.0,0.0,0.0
838f5dfffffffff,81.0,0.0,0.0
838f61fffffffff,195.0,0.0,0.0
838f63fffffffff,4.0,0.0,0.0
838f65fffffffff,6.0,0.0,0.0
838f6bfffffffff,40.0,0.0,0.0
838f6cfffffffff,22.0,0.0,0.0
838f6efffffffff,9.0,0.0,0.0
838f70fffffffff,177.0,0.0,0.0
838f71fffffffff,53.0,0.0,0.0
838f72fffffffff,1094.0,0.0,0.0
838f73fffffffff,68.0,0.0,0.0
838f74fffffffff,276.0,0.0,0.0
838f76fffffffff,416.0,0.0,0.0
83a596fffffffff,422.0,0.0,0.0
83a801fffffffff,3.0,0.0,0.0
83a802fffffffff,13.0,0.0,0.0
83a803fffffffff,5.0,0.0,0.0
83a804fffffffff,2.0,0.0,0.0
83a806fffffffff,226.0,0.0,0.0
83a809fffffffff,3.0,0.0,0.0
83a80bfffffffff,7.0,0.0,0.0
83a80cfffffffff,23.0,0.0,0.0
83a80dfffffffff,6.0,0.0,0.0
83a80efffffffff,1.0,0.0,0.0
83a810fffffffff,6138.0,0.0,0.0
83a811fffffffff,227.0,0.0,0.0
83a812fffffffff,1314.0,0.0,0.0
83a813fffffffff,527.0,0.0,0.0
83a814fffffffff,1244.0,0.0,0.0
83a815fffffffff,691.0,0.0,0.0
83a816fffffffff,111.0,0.0,0.0
83a818fffffffff,19.0,0.0,0.0
83a819fffffffff,19.0,0.0,0.0
83a81afffffffff,21.0,0.0,0.0
83a81bfffffffff,26.0,0.0,0.0
83a81cfffffffff,72.0,0.0,0.0
83a81dfffffffff,2.0,0.0,0.0
83a81efffffffff,940.0,0.0,0.0
83a826fffffffff,8.0,0.0,0.0
83a829fffffffff,16.0,0.0,0.0
83a831fffffffff,264.0,0.0,0.0
83a833fffffffff,233.0,0.0,0.0
83a835fffffffff,239.0,0.0,0.0
83a840fffffffff,128.0,0.0,0.0
83a841fffffffff,12.0,0.0,0.0
83a842fffffffff,30.0,0.0,0.0
83a843fffffffff,2.0,0.0,0.0
83a844fffffffff,51.0,0.0,0.0
83a846fffffffff,213.0,0.0,0.0
83a84afffffffff,10.0,0.0,0.0
83a84dfffffffff,2.0,0.0,0.0
83a84efffffffff,1.0,0.0,0.0
83a851fffffffff,7.0,0.0,0.0
83a853fffffffff,2.0,0.0,0.0
83a855fffffffff,68.0,0.0,0.0
83a856fffffffff,1.0,0.0,0.0
83a859fffffffff,1152.0,0.0,0.0
83a85afffffffff,2.0,0.0,0.0
83a85bfffffffff,29.0,0.0,0.0
83a85dfffffffff,425.0,0.0,0.0
83a860fffffffff,4.0,0.0,0.0
83a862fffffffff,45.0,0.0,0.0
83a863fffffffff,2.0,0.0,0.0
83a864fffffffff,2.0,0.0,0.0
83a869fffffffff,1.0,0.0,0.0
83a870fffffffff,9.0,0.0,0.0
83a871fffffffff,7.0,0.0,0.0
83a872fffffffff,4.0,0.0,0.0
83a873fffffffff,26.0,0.0,0.0
83a875fffffffff,5.0,0.0,0.0
83a876fffffffff,29.0,0.0,0.0
83a880fffffffff,164.0,0.0,0.0
83a881fffffffff,389.0,0.0,0.0
83a882fffffffff,39.0,0.0,0.0
83a883fffffffff,30.0,0.0,0.0
83a884fffffffff,147.0,0.0,0.0
83a885fffffffff,23.0,0.0,0.0
83a886fffffffff,83.0,0.0,0.0
83a889fffffffff,10.0,0.0,0.0
83a88afffffffff,4.0,0.0,0.0
83a88bfffffffff,19.0,0.0,0.0
83a88cfffffffff,41.0,0.0,0.0
83a88dfffffffff,61.0,0.0,0.0
83a88efffffffff,62.0,0.0,0.0
83a891fffffffff,287.0,0.0,0.0
83a893fffffffff,1.0,0.0,0.0
83a895fffffffff,159.0,0.0,0.0
83a89afffffffff,4.0,0.0,0.0
83a89dfffffffff,3.0,0.0,0.0
83a89efffffffff,16.0,0.0,0.0
83a8a0fffffffff,1802.0,0.0,0.0
83a8a1fffffffff,1374.0,0.0,0.0
83a8a2fffffffff,712.0,0.0,0.0
83a8a3fffffffff,329.0,0.0,0.0
83a8a5fffffffff,243.0,0.0,0.0
83a8a8fffffffff,19.0,0.0,0.0
83a8a9fffffffff,194.0,0.0,0.0
83a8aafffffffff,38.0,0.0,0.0
83a8abfffffffff,4.0,0.0,0.0
83a8acfffffffff,42.0,0.0,0.0
83a8adfffffffff,46.0,0.0,0.0
83a8aefffffffff,177.0,0.0,0.0
83a8b1fffffffff,16.0,0.0,0.0
83a8c0fffffffff,56.0,0.0,0.0
83a8c1fffffffff,2.0,0.0,0.0
83a8c2fffffffff,62.0,0.0,0.0
83a8c4fffffffff,16.0,0.0,0.0
83a8c6fffffffff,2.0,0.0,0.0
83a8c8fffffffff,1.0,0.0,0.0
83a8c9fffffffff,11.0,0.0,0.0
83a8cafffffffff,4.0,0.0,0.0
83a8ccfffffffff,2.0,0.0,0.0
83a8cdfffffffff,4.0,0.0,0.0
83a8cefffffffff,2.0,0.0,0.0
83a8d0fffffffff,4.0,0.0,0.0
83a8d1fffffffff,104.0,0.0,0.0
83a8d2fffffffff,1.0,0.0,0.0
83a8d3fffffffff,109.0,0.0,0.0
83a8d4fffffffff,13.0,0.0,0.0
83a8d5fffffffff,8.0,0.0,0.0
83a8d6fffffffff,4.0,0.0,0.0
83a8d9fffffffff,2.0,0.0,0.0
83a8dafffffffff,3.0,0.0,0.0
83a8dcfffffffff,1.0,0.0,0.0
83a8ddfffffffff,1.0,0.0,0.0
83a8defffffffff,160.0,0.0,0.0
83a8e1fffffffff,1.0,0.0,0.0
83a8e4fffffffff,2.0,0.0,0.0
83a8e6fffffffff,12.0,0.0,0.0
83a8eafffffffff,6.0,0.0,0.0
83a8ebfffffffff,2.0,0.0,0.0
83a8ecfffffffff,53.0,0.0,0.0
83a8f1fffffffff,10.0,0.0,0.0
83a8f4fffffffff,38.0,0.0,0.0
83a8f5fffffffff,18.0,0.0,0.0
83a8f6fffffffff,1.0,0.0,0.0
83a90cfffffffff,2.0,0.0,0.0
83a90efffffffff,3.0,0.0,0.0
83a918fffffffff,6.0,0.0,0.0
83a91bfffffffff,275.0,0.0,0.0
83a91dfffffffff,1.0,0.0,0.0
83a921fffffffff,2.0,0.0,0.0
83a92efffffffff,7.0,0.0,0.0
83a943fffffffff,1.0,0.0,0.0
83a953fffffffff,5.0,0.0,0.0
83a95cfffffffff,1.0,0.0,0.0
83a95efffffffff,12.0,0.0,0.0
83b321fffffffff,1.0,0.0,0.0
83b324fffffffff,33.0,0.0,0.0
83b325fffffffff,189.0,0.0,0.0
83b366fffffffff,8.0,0.0,0.0
