cell_id,Myiodynastes maculatus,Myiodynastes maculatus [maculatus Group],Myiodynastes maculatus solitarius
83a812fffffffff,1018.0,0.0,108.0
83a813fffffffff,653.0,0.0,124.0
83a814fffffffff,146.0,0.0,6.0
83a815fffffffff,595.0,0.0,39.0
83a816fffffffff,23.0,0.0,1.0
83a818fffffffff,129.0,0.0,0.0
83a819fffffffff,101.0,0.0,6.0
83a81afffffffff,70.0,0.0,0.0
83a81bfffffffff,64.0,0.0,0.0
83a81cfffffffff,234.0,0.0,0.0
83a81dfffffffff,73.0,0.0,18.0
83a81efffffffff,1397.0,0.0,139.0
83a820fffffffff,8.0,0.0,0.0
83a821fffffffff,26.0,0.0,0.0
83a822fffffffff,29.0,0.0,0.0
83a823fffffffff,27.0,0.0,0.0
83a824fffffffff,63.0,0.0,0.0
83a825fffffffff,11.0,0.0,0.0
83a826fffffffff,52.0,0.0,0.0
83a828fffffffff,13.0,0.0,0.0
83a829fffffffff,51.0,0.0,0.0
83a82afffffffff,22.0,0.0,0.0
83a82cfffffffff,33.0,0.0,0.0
83a82dfffffffff,11.0,0.0,0.0
83a82efffffffff,31.0,0.0,20.0
83a831fffffffff,310.0,0.0,9.0
83a833fffffffff,112.0,0.0,13.0
83a835fffffffff,295.0,0.0,8.0
83a840fffffffff,92.0,0.0,1.0
83a841fffffffff,16.0,0.0,0.0
83a842fffffffff,26.0,0.0,1.0
83a843fffffffff,3.0,0.0,0.0
83a844fffffffff,38.0,0.0,1.0
83a845fffffffff,12.0,0.0,0.0
83a846fffffffff,167.0,0.0,6.0
83a84afffffffff,10.0,0.0,3.0
83a84dfffffffff,8.0,0.0,0.0
83a84efffffffff,4.0,0.0,4.0
83a850fffffffff,3.0,0.0,0.0
83a851fffffffff,4.0,0.0,0.0
83a853fffffffff,1.0,0.0,0.0
83a855fffffffff,80.0,0.0,6.0
83a856fffffffff,1.0,0.0,1.0
83a859fffffffff,486.0,0.0,44.0
83a85afffffffff,6.0,0.0,0.0
83a85bfffffffff,8.0,0.0,2.0
83a85dfffffffff,139.0,0.0,13.0
83a860fffffffff,61.0,0.0,0.0
83a862fffffffff,32.0,0.0,0.0
83a863fffffffff,5.0,0.0,0.0
83a864fffffffff,9.0,0.0,0.0
83a865fffffffff,12.0,0.0,0.0
83a866fffffffff,18.0,0.0,0.0
83a868fffffffff,2.0,0.0,0.0
83a869fffffffff,7.0,0.0,0.0
83a86afffffffff,2.0,0.0,0.0
83a86bfffffffff,5.0,0.0,0.0
83a86cfffffffff,2.0,0.0,0.0
83a86efffffffff,8.0,0.0,0.0
83a870fffffffff,15.0,0.0,1.0
83a871fffffffff,2.0,0.0,0.0
83a872fffffffff,1.0,0.0,0.0
83a873fffffffff,16.0,0.0,6.0
83a874fffffffff,1.0,0.0,0.0
83a875fffffffff,16.0,0.0,0.0
83a876fffffffff,19.0,0.0,0.0
83a880fffffffff,45.0,0.0,0.0
83a881fffffffff,169.0,0.0,9.0
83a882fffffffff,70.0,0.0,0.0
83a883fffffffff,22.0,0.0,2.0
83a884fffffffff,257.0,0.0,3.0
83a885fffffffff,10.0,0.0,0.0
83a886fffffffff,56.0,0.0,0.0
83a888fffffffff,2.0,0.0,0.0
83a889fffffffff,4.0,0.0,4.0
83a88afffffffff,4.0,0.0,0.0
83a88bfffffffff,18.0,0.0,10.0
83a88cfffffffff,27.0,0.0,0.0
83a88dfffffffff,30.0,0.0,1.0
83a88efffffffff,17.0,0.0,7.0
83a891fffffffff,185.0,0.0,0.0
83a895fffffffff,20.0,0.0,0.0
83a89bfffffffff,2.0,0.0,0.0
83a89dfffffffff,5.0,0.0,0.0
83a89efffffffff,6.0,0.0,0.0
83a8a0fffffffff,178.0,0.0,0.0
83a8a1fffffffff,731.0,0.0,68.0
83a8a2fffffffff,507.0,0.0,56.0
83a8a3fffffffff,226.0,0.0,0.0
83a8a5fffffffff,51.0,0.0,12.0
83a8a8fffffffff,11.0,0.0,0.0
83a8a9fffffffff,83.0,0.0,12.0
83a8aafffffffff,20.0,0.0,0.0
83a8abfffffffff,1.0,0.0,0.0
83a8acfffffffff,103.0,0.0,7.0
83a8adfffffffff,18.0,0.0,0.0
83a8aefffffffff,28.0,0.0,0.0
83a8b1fffffffff,6.0,0.0,0.0
83a8c0fffffffff,122.0,0.0,14.0
83a8c1fffffffff,2.0,0.0,0.0
83a8c2fffffffff,60.0,0.0,54.0
83a8c3fffffffff,2.0,0.0,0.0
83a8c4fffffffff,4.0,0.0,0.0
83a8c6fffffffff,9.0,0.0,2.0
83a8c9fffffffff,2.0,0.0,2.0
83a8ccfffffffff,1.0,0.0,0.0
83a8cdfffffffff,2.0,0.0,0.0
83a8cefffffffff,1.0,0.0,0.0
83a8d0fffffffff,14.0,0.0,0.0
83a8d1fffffffff,98.0,0.0,4.0
83a8d3fffffffff,1.0,0.0,0.0
83a8d4fffffffff,41.0,0.0,0.0
83a8d5fffffffff,11.0,0.0,0.0
83a8dafffffffff,3.0,0.0,0.0
83a8defffffffff,50.0,0.0,2.0
83a8e4fffffffff,10.0,0.0,0.0
83a8e6fffffffff,27.0,0.0,0.0
83a8ecfffffffff,1.0,0.0,0.0
83a8eefffffffff,2.0,0.0,2.0
83a8f0fffffffff,5.0,0.0,0.0
83a8f1fffffffff,6.0,0.0,0.0
83a8f4fffffffff,24.0,0.0,0.0
83a8f5fffffffff,15.0,0.0,1.0
83a901fffffffff,44.0,0.0,3.0
83a903fffffffff,2.0,0.0,0.0
83a905fffffffff,22.0,0.0,0.0
83a908fffffffff,11.0,0.0,0.0
83a909fffffffff,43.0,0.0,0.0
83a90afffffffff,17.0,0.0,0.0
83a90bfffffffff,5.0,0.0,0.0
83a90cfffffffff,10.0,0.0,0.0
83a90dfffffffff,7.0,0.0,0.0
83a90efffffffff,49.0,0.0,0.0
83a918fffffffff,15.0,0.0,3.0
83a919fffffffff,39.0,0.0,3.0
83a91bfffffffff,187.0,0.0,2.0
83a91dfffffffff,87.0,0.0,3.0
83a928fffffffff,2.0,0.0,0.0
83a92afffffffff,2.0,0.0,0.0
83a92cfffffffff,273.0,0.0,0.0
83a92dfffffffff,21.0,0.0,0.0
83a92efffffffff,30.0,0.0,0.0
83a940fffffffff,25.0,0.0,0.0
83a941fffffffff,170.0,0.0,0.0
83a942fffffffff,139.0,0.0,0.0
83a943fffffffff,324.0,0.0,0.0
83a944fffffffff,235.0,0.0,0.0
83a945fffffffff,102.0,0.0,0.0
83a946fffffffff,488.0,0.0,0.0
83a94afffffffff,1.0,0.0,0.0
83a94bfffffffff,5.0,0.0,0.0
83a94cfffffffff,59.0,0.0,0.0
83a94dfffffffff,10.0,0.0,0.0
83a94efffffffff,379.0,0.0,0.0
83a950fffffffff,289.0,0.0,0.0
83a951fffffffff,83.0,0.0,0.0
83a952fffffffff,141.0,0.0,7.0
83a953fffffffff,1030.0,0.0,2.0
83a954fffffffff,5.0,0.0,0.0
83a955fffffffff,134.0,0.0,0.0
83a956fffffffff,2.0,0.0,0.0
83a959fffffffff,8.0,0.0,0.0
83a95afffffffff,53.0,0.0,0.0
83a95bfffffffff,8.0,0.0,0.0
83a95cfffffffff,166.0,0.0,0.0
83a95dfffffffff,104.0,0.0,0.0
83a95efffffffff,162.0,0.0,0.0
83a961fffffffff,78.0,0.0,0.0
83a962fffffffff,102.0,0.0,0.0
83a963fffffffff,63.0,0.0,0.0
83a964fffffffff,71.0,0.0,0.0
83a965fffffffff,7.0,0.0,0.0
83a966fffffffff,3.0,0.0,0.0
83a968fffffffff,63.0,0.0,0.0
83a969fffffffff,1.0,0.0,0.0
83a96afffffffff,169.0,0.0,0.0
83a96bfffffffff,38.0,0.0,0.0
83a96cfffffffff,40.0,0.0,0.0
83a96efffffffff,166.0,0.0,0.0
83a971fffffffff,73.0,0.0,0.0
83a972fffffffff,10.0,0.0,0.0
83a973fffffffff,25.0,0.0,0.0
83a974fffffffff,3.0,0.0,0.0
83a975fffffffff,2.0,0.0,0.0
83a976fffffffff,55.0,0.0,0.0
83b240fffffffff,4.0,0.0,0.0
83b241fffffffff,8.0,0.0,0.0
83b242fffffffff,24.0,0.0,0.0
83b243fffffffff,161.0,0.0,0.0
83b245fffffffff,3.0,0.0,0.0
83b246fffffffff,4.0,0.0,0.0
83b24afffffffff,21.0,0.0,0.0
83b24dfffffffff,5.0,0.0,0.0
83b24efffffffff,5.0,0.0,0.0
83b250fffffffff,5.0,0.0,0.0
83b251fffffffff,42.0,0.0,0.0
83b252fffffffff,2.0,0.0,0.0
83b253fffffffff,2.0,0.0,0.0
83b255fffffffff,11.0,0.0,0.0
83b256fffffffff,4.0,0.0,0.0
83b258fffffffff,18.0,0.0,0.0
83b259fffffffff,3.0,0.0,0.0
83b25cfffffffff,46.0,0.0,0.0
83b25dfffffffff,57.0,0.0,0.0
83b25efffffffff,106.0,0.0,0.0
83b262fffffffff,26.0,0.0,0.0
83b263fffffffff,7.0,0.0,0.0
83b265fffffffff,1.0,0.0,0.0
83b266fffffffff,2.0,0.0,0.0
83b269fffffffff,5.0,0.0,0.0
83b26afffffffff,4.0,0.0,0.0
83b26dfffffffff,22.0,0.0,0.0
83b270fffffffff,75.0,0.0,0.0
83b271fffffffff,2.0,0.0,0.0
83b272fffffffff,6.0,0.0,0.0
83b274fffffffff,40.0,0.0,0.0
83b275fffffffff,34.0,0.0,0.0
83b2e9fffffffff,31.0,0.0,0.0
83b2ebfffffffff,2.0,0.0,0.0
83b2edfffffffff,4.0,0.0,0.0
83b324fffffffff,14.0,0.0,0.0
83b325fffffffff,79.0,0.0,0.0
83b340fffffffff,17.0,0.0,0.0
83b342fffffffff,524.0,0.0,0.0
83b343fffffffff,31.0,0.0,0.0
83b344fffffffff,27.0,0.0,0.0
83b346fffffffff,45.0,0.0,0.0
83b349fffffffff,4.0,0.0,0.0
83b34afffffffff,8.0,0.0,0.0
83b34bfffffffff,60.0,0.0,0.0
83b34cfffffffff,15.0,0.0,0.0
