cell_id,Sphecotheres vieilloti,Sphecotheres vieilloti [flaviventris Group],Sphecotheres vieilloti salvadorii,Sphecotheres vieilloti vieilloti
849c0e1ffffffff,3.0,0.0,0.0,0.0
849c0e9ffffffff,8.0,0.0,0.0,0.0
849c0edffffffff,2.0,0.0,0.0,0.0
849c191ffffffff,500.0,0.0,0.0,0.0
849c193ffffffff,14.0,0.0,0.0,0.0
849c199ffffffff,8.0,0.0,0.0,0.0
849c19bffffffff,5.0,0.0,0.0,0.0
849c19dffffffff,38.0,0.0,0.0,0.0
849c203ffffffff,319.0,0.0,0.0,0.0
849c207ffffffff,6.0,0.0,0.0,0.0
849c20bffffffff,81.0,0.0,0.0,0.0
849c211ffffffff,4.0,0.0,0.0,0.0
849c215ffffffff,92.0,0.0,0.0,0.0
849c217ffffffff,9.0,0.0,0.0,0.0
849c21bffffffff,29.0,0.0,0.0,0.0
849c21dffffffff,2.0,0.0,0.0,0.0
849c231ffffffff,3238.0,0.0,0.0,0.0
849c233ffffffff,300.0,0.0,0.0,0.0
849c237ffffffff,1967.0,0.0,0.0,0.0
849c239ffffffff,1039.0,0.0,0.0,0.0
849c23bffffffff,577.0,0.0,0.0,0.0
849c23dffffffff,9.0,0.0,0.0,0.0
849c251ffffffff,127.0,0.0,0.0,0.0
849c255ffffffff,36.0,0.0,0.0,0.0
849c257ffffffff,5.0,0.0,0.0,0.0
849c259ffffffff,63.0,0.0,0.0,0.0
849c25dffffffff,43.0,0.0,0.0,0.0
849c2cdffffffff,1.0,0.0,0.0,0.0
849c2ddffffffff,4.0,0.0,0.0,0.0
849c2e1ffffffff,9.0,0.0,0.0,0.0
849c4b3ffffffff,7.0,0.0,0.0,0.0
849c581ffffffff,2.0,0.0,0.0,0.0
849c583ffffffff,1.0,0.0,0.0,0.0
849c589ffffffff,6.0,0.0,0.0,0.0
849c5a5ffffffff,2.0,0.0,0.0,0.0
849c5a7ffffffff,2.0,0.0,0.0,0.0
849c605ffffffff,1.0,0.0,0.0,0.0
849c741ffffffff,2.0,0.0,0.0,0.0
849c743ffffffff,42.0,0.0,0.0,0.0
849c747ffffffff,7.0,0.0,0.0,0.0
849c85bffffffff,29.0,0.0,0.0,0.0
849ca65ffffffff,19.0,0.0,0.0,0.0
849caa1ffffffff,1.0,0.0,0.0,0.0
849caa5ffffffff,2.0,0.0,0.0,0.0
849caadffffffff,13.0,0.0,0.0,0.0
849cae7ffffffff,172.0,0.0,0.0,0.0
849ce0dffffffff,3.0,0.0,0.0,0.0
849ce2dffffffff,3.0,0.0,0.0,0.0
849ce45ffffffff,2.0,0.0,0.0,0.0
849ce47ffffffff,34.0,0.0,0.0,0.0
849ce9bffffffff,33.0,0.0,0.0,0.0
849cf19ffffffff,15.0,0.0,0.0,0.0
849cf53ffffffff,84.0,0.0,0.0,0.0
849d013ffffffff,68.0,0.0,0.0,0.0
849d01bffffffff,341.0,0.0,0.0,0.0
849d083ffffffff,4.0,0.0,0.0,0.0
849d085ffffffff,4.0,0.0,0.0,0.0
849d08dffffffff,1.0,0.0,0.0,0.0
849d097ffffffff,13.0,0.0,0.0,0.0
849d0abffffffff,39.0,0.0,0.0,0.0
849d0b1ffffffff,170.0,0.0,0.0,0.0
849d0b3ffffffff,16.0,0.0,0.0,0.0
849d0b5ffffffff,269.0,0.0,0.0,0.0
849d0b7ffffffff,58.0,0.0,0.0,0.0
849d0bbffffffff,2.0,0.0,0.0,0.0
849d0bdffffffff,71.0,0.0,0.0,0.0
849d0c1ffffffff,12.0,0.0,0.0,0.0
849d0c5ffffffff,21.0,0.0,0.0,0.0
849d0c7ffffffff,2.0,0.0,0.0,0.0
849d0c9ffffffff,6.0,0.0,0.0,0.0
849d0cdffffffff,152.0,0.0,0.0,0.0
849d0e1ffffffff,54.0,0.0,0.0,0.0
849d0e3ffffffff,38.0,0.0,0.0,0.0
849d0e9ffffffff,20.0,0.0,0.0,0.0
849d0ebffffffff,2.0,0.0,0.0,0.0
849d211ffffffff,28.0,0.0,0.0,0.0
849d213ffffffff,6.0,0.0,0.0,0.0
849d215ffffffff,22.0,0.0,0.0,0.0
849d217ffffffff,145.0,0.0,0.0,0.0
849d219ffffffff,6.0,0.0,0.0,0.0
849d21bffffffff,2.0,0.0,0.0,0.0
849d21dffffffff,154.0,0.0,0.0,0.0
849d23bffffffff,50.0,0.0,0.0,0.0
849d241ffffffff,1.0,0.0,0.0,0.0
849d24bffffffff,288.0,0.0,0.0,0.0
849d251ffffffff,6.0,0.0,0.0,0.0
849d253ffffffff,12.0,0.0,0.0,0.0
849d255ffffffff,35.0,0.0,0.0,0.0
849d257ffffffff,65.0,0.0,0.0,0.0
849d259ffffffff,9.0,0.0,0.0,0.0
849d25bffffffff,6.0,0.0,0.0,0.0
849d289ffffffff,43.0,0.0,0.0,0.0
849d28bffffffff,14.0,0.0,0.0,0.0
849d295ffffffff,9.0,0.0,0.0,0.0
849d2a1ffffffff,6.0,0.0,0.0,0.0
849d2a5ffffffff,21.0,0.0,0.0,0.0
849d2a7ffffffff,5.0,0.0,0.0,0.0
849d2a9ffffffff,3.0,0.0,0.0,0.0
849d2abffffffff,2.0,0.0,0.0,0.0
849d2adffffffff,15.0,0.0,0.0,0.0
849d2c7ffffffff,2.0,0.0,0.0,0.0
849d2c9ffffffff,2.0,0.0,0.0,0.0
849d2d5ffffffff,2.0,0.0,0.0,0.0
849d2d7ffffffff,2.0,0.0,0.0,0.0
849d2d9ffffffff,5.0,0.0,0.0,0.0
849d2e1ffffffff,11.0,0.0,0.0,0.0
849d2e7ffffffff,32.0,0.0,0.0,0.0
849d565ffffffff,4.0,0.0,0.0,0.0
84be085ffffffff,77.0,0.0,0.0,0.0
84be089ffffffff,2093.0,0.0,0.0,0.0
84be08dffffffff,260.0,0.0,0.0,0.0
84be0a5ffffffff,14.0,0.0,0.0,0.0
84be0a7ffffffff,3.0,0.0,0.0,0.0
84be0a9ffffffff,11.0,0.0,0.0,0.0
84be0adffffffff,143.0,0.0,0.0,0.0
84be0c3ffffffff,875.0,0.0,0.0,0.0
84be0c7ffffffff,33.0,0.0,0.0,0.0
84be0d5ffffffff,4.0,0.0,0.0,0.0
84be0d9ffffffff,7.0,0.0,0.0,0.0
84be0ddffffffff,44.0,0.0,0.0,0.0
84be0e3ffffffff,609.0,0.0,0.0,0.0
84be0e7ffffffff,176.0,0.0,0.0,0.0
84be181ffffffff,308.0,0.0,0.0,0.0
84be183ffffffff,6.0,0.0,0.0,0.0
84be185ffffffff,120.0,0.0,0.0,0.0
84be187ffffffff,36.0,0.0,0.0,0.0
84be189ffffffff,124.0,0.0,0.0,0.0
84be18bffffffff,122.0,0.0,0.0,0.0
84be18dffffffff,40.0,0.0,0.0,0.0
84be199ffffffff,7.0,0.0,0.0,0.0
84be19dffffffff,11.0,0.0,0.0,0.0
84be1a1ffffffff,164.0,0.0,0.0,0.0
84be1a3ffffffff,9.0,0.0,0.0,0.0
84be1a5ffffffff,34.0,0.0,0.0,0.0
84be1a7ffffffff,1.0,0.0,0.0,0.0
84be1a9ffffffff,120.0,0.0,0.0,0.0
84be1abffffffff,40.0,0.0,0.0,0.0
84be1b1ffffffff,2.0,0.0,0.0,0.0
84be1bdffffffff,22.0,0.0,0.0,0.0
84be1d1ffffffff,189.0,0.0,0.0,0.0
84be1d3ffffffff,151.0,0.0,0.0,0.0
84be1d5ffffffff,70.0,0.0,0.0,0.0
84be1d7ffffffff,16.0,0.0,0.0,0.0
84be1dbffffffff,216.0,0.0,0.0,0.0
84be293ffffffff,31.0,0.0,0.0,0.0
84be2b3ffffffff,3.0,0.0,0.0,0.0
84be749ffffffff,2.0,0.0,0.0,0.0
84be74dffffffff,131.0,0.0,0.0,0.0
84be759ffffffff,27.0,0.0,0.0,0.0
84be765ffffffff,7.0,0.0,0.0,0.0
84be769ffffffff,19.0,0.0,0.0,0.0
84be76dffffffff,17.0,0.0,0.0,0.0
84be883ffffffff,358.0,0.0,0.0,0.0
84be887ffffffff,171.0,0.0,0.0,0.0
84be88bffffffff,819.0,0.0,0.0,0.0
84be891ffffffff,8.0,0.0,0.0,0.0
84be895ffffffff,9.0,0.0,0.0,0.0
84be897ffffffff,3.0,0.0,0.0,0.0
84be899ffffffff,29.0,0.0,0.0,0.0
84be89bffffffff,23.0,0.0,0.0,0.0
84be89dffffffff,161.0,0.0,0.0,0.0
84be8b1ffffffff,25.0,0.0,0.0,0.0
84be8b3ffffffff,4.0,0.0,0.0,0.0
84be8b5ffffffff,33.0,0.0,0.0,0.0
84be8b7ffffffff,131.0,0.0,0.0,0.0
84be8b9ffffffff,11.0,0.0,0.0,0.0
84be8bbffffffff,1.0,0.0,0.0,0.0
84be8bdffffffff,126.0,0.0,0.0,0.0
84be8d1ffffffff,6613.0,0.0,0.0,0.0
84be8d3ffffffff,414.0,0.0,0.0,0.0
84be8d5ffffffff,551.0,0.0,0.0,0.0
84be8d7ffffffff,258.0,0.0,0.0,0.0
84be8d9ffffffff,3422.0,0.0,0.0,0.0
84be8dbffffffff,1783.0,0.0,0.0,0.0
84be8ddffffffff,850.0,0.0,0.0,0.0
84bea91ffffffff,145.0,0.0,0.0,0.0
84bea93ffffffff,4.0,0.0,0.0,0.0
84bea95ffffffff,703.0,0.0,0.0,0.0
84bea97ffffffff,230.0,0.0,0.0,0.0
84bea9bffffffff,51.0,0.0,0.0,0.0
84beab1ffffffff,11.0,0.0,0.0,0.0
84beab3ffffffff,1141.0,0.0,0.0,0.0
84beab7ffffffff,29.0,0.0,0.0,0.0
84beabbffffffff,831.0,0.0,0.0,0.0
84bec45ffffffff,1.0,0.0,0.0,0.0
84bec63ffffffff,7.0,0.0,0.0,0.0
84bed07ffffffff,2.0,0.0,0.0,0.0
84bed17ffffffff,2.0,0.0,0.0,0.0
84bed19ffffffff,9.0,0.0,0.0,0.0
84bed25ffffffff,12.0,0.0,0.0,0.0
84bed27ffffffff,3.0,0.0,0.0,0.0
84bed2bffffffff,5.0,0.0,0.0,0.0
84bed2dffffffff,13.0,0.0,0.0,0.0
84bed33ffffffff,2.0,0.0,0.0,0.0
84bed41ffffffff,3.0,0.0,0.0,0.0
84bed43ffffffff,2.0,0.0,0.0,0.0
84bed4dffffffff,2.0,0.0,0.0,0.0
84bed67ffffffff,2.0,0.0,0.0,0.0
84bed6dffffffff,3.0,0.0,0.0,0.0
84bede5ffffffff,28.0,0.0,0.0,0.0
84bededffffffff,29.0,0.0,0.0,0.0
84bee25ffffffff,3.0,0.0,0.0,0.0
84bee2dffffffff,2.0,0.0,0.0,0.0
84bee4dffffffff,2.0,0.0,0.0,0.0
84bee65ffffffff,2.0,0.0,0.0,0.0
84bee6dffffffff,12.0,0.0,0.0,0.0
84bef01ffffffff,2.0,0.0,0.0,0.0
84bef05ffffffff,8.0,0.0,0.0,0.0
84bef0dffffffff,20.0,0.0,0.0,0.0
84bef15ffffffff,2.0,0.0,0.0,0.0
84bef21ffffffff,15.0,0.0,0.0,0.0
84bef23ffffffff,2.0,0.0,0.0,0.0
84bef25ffffffff,15.0,0.0,0.0,0.0
84bef27ffffffff,6.0,0.0,0.0,0.0
84bef29ffffffff,4.0,0.0,0.0,0.0
84bef2bffffffff,2.0,0.0,0.0,0.0
84bef2dffffffff,607.0,0.0,0.0,0.0
84bef41ffffffff,2.0,0.0,0.0,0.0
84bef43ffffffff,3.0,0.0,0.0,0.0
84bef45ffffffff,3.0,0.0,0.0,0.0
84bef47ffffffff,7.0,0.0,0.0,0.0
84bef4dffffffff,1.0,0.0,0.0,0.0
84bef51ffffffff,2.0,0.0,0.0,0.0
84bef5dffffffff,11.0,0.0,0.0,0.0
84bef61ffffffff,7.0,0.0,0.0,0.0
84bef63ffffffff,10.0,0.0,0.0,0.0
84bef65ffffffff,328.0,0.0,0.0,0.0
84bef67ffffffff,58.0,0.0,0.0,0.0
84bef69ffffffff,20.0,0.0,0.0,0.0
84bef6dffffffff,87.0,0.0,0.0,0.0
