cell_id,Troglodytes pacificus,Troglodytes pacificus [alascensis Group],Troglodytes pacificus [pacificus Group]
8412d5dffffffff,3.0,0.0,0.0
8412d63ffffffff,15.0,0.0,0.0
8412d65ffffffff,2.0,0.0,0.0
8412d67ffffffff,14.0,0.0,0.0
8412d6bffffffff,3.0,0.0,0.0
8412d6dffffffff,2.0,0.0,0.0
8412d81ffffffff,100.0,0.0,0.0
8412d83ffffffff,67.0,0.0,0.0
8412d85ffffffff,24.0,0.0,0.0
8412d87ffffffff,36.0,0.0,0.0
8412d89ffffffff,138.0,0.0,0.0
8412d8bffffffff,191.0,0.0,0.0
8412d8dffffffff,54.0,0.0,0.0
8412d91ffffffff,41.0,0.0,0.0
8412d93ffffffff,33.0,0.0,0.0
8412d95ffffffff,169.0,0.0,0.0
8412d97ffffffff,55.0,0.0,0.0
8412d99ffffffff,31.0,0.0,0.0
8412d9bffffffff,6.0,0.0,0.0
8412d9dffffffff,96.0,0.0,0.0
8412da1ffffffff,5.0,0.0,0.0
8412da7ffffffff,27.0,0.0,0.0
8412da9ffffffff,24.0,0.0,0.0
8412dabffffffff,4.0,0.0,0.0
8412dadffffffff,6.0,0.0,0.0
8412db1ffffffff,99.0,0.0,0.0
8412db3ffffffff,89.0,0.0,0.0
8412db5ffffffff,21.0,0.0,0.0
8412db7ffffffff,17.0,0.0,0.0
8412db9ffffffff,24.0,0.0,0.0
8412dbbffffffff,18.0,0.0,0.0
8412dbdffffffff,6.0,0.0,0.0
8412dc1ffffffff,23.0,0.0,0.0
8412dc3ffffffff,337.0,0.0,0.0
8412dc5ffffffff,13.0,0.0,0.0
8412dc7ffffffff,31.0,0.0,0.0
8412dc9ffffffff,214.0,0.0,0.0
8412dcbffffffff,51.0,0.0,0.0
8412dcdffffffff,5.0,0.0,0.0
8412dd1ffffffff,14.0,0.0,0.0
8412dd3ffffffff,11.0,0.0,0.0
8412dd5ffffffff,23.0,0.0,0.0
8412dd7ffffffff,187.0,0.0,0.0
8412dd9ffffffff,33.0,0.0,0.0
8412ddbffffffff,85.0,0.0,0.0
8412dddffffffff,36.0,0.0,0.0
8412de1ffffffff,3.0,0.0,0.0
8412de5ffffffff,63.0,0.0,0.0
8412de7ffffffff,21.0,0.0,0.0
8412de9ffffffff,20.0,0.0,0.0
8412debffffffff,6.0,0.0,0.0
8412dedffffffff,12.0,0.0,0.0
8412e15ffffffff,2.0,0.0,0.0
8412e25ffffffff,3.0,0.0,0.0
8412e27ffffffff,3.0,0.0,0.0
8412e2bffffffff,2.0,0.0,0.0
8412ea5ffffffff,14.0,0.0,0.0
8412eadffffffff,3.0,0.0,0.0
8412f01ffffffff,4.0,0.0,0.0
8412f05ffffffff,6.0,0.0,0.0
8412f11ffffffff,4.0,0.0,0.0
8412f13ffffffff,67.0,0.0,0.0
8412f15ffffffff,15.0,0.0,0.0
8412f17ffffffff,2.0,0.0,0.0
8412f1bffffffff,16.0,0.0,0.0
8412f21ffffffff,4.0,0.0,0.0
8412f27ffffffff,7.0,0.0,0.0
8412f29ffffffff,21.0,0.0,0.0
8412f2dffffffff,9.0,0.0,0.0
8412f33ffffffff,7.0,0.0,0.0
8412f37ffffffff,17.0,0.0,0.0
8412f4dffffffff,2.0,0.0,0.0
8412f61ffffffff,18.0,0.0,0.0
8412f63ffffffff,12.0,0.0,0.0
8412f65ffffffff,40.0,0.0,0.0
8412f67ffffffff,8.0,0.0,0.0
8412f69ffffffff,10.0,0.0,0.0
8412f6bffffffff,40.0,0.0,0.0
8412f6dffffffff,109.0,0.0,0.0
841390bffffffff,2.0,0.0,0.0
841390dffffffff,1.0,0.0,0.0
8413911ffffffff,32.0,0.0,0.0
8413917ffffffff,64.0,0.0,0.0
8413919ffffffff,28.0,0.0,0.0
841391dffffffff,18.0,0.0,0.0
8413931ffffffff,46.0,0.0,0.0
8413933ffffffff,180.0,0.0,0.0
8413935ffffffff,5.0,0.0,0.0
8413937ffffffff,7.0,0.0,0.0
8413939ffffffff,5.0,0.0,0.0
841393bffffffff,5.0,0.0,0.0
8413955ffffffff,1.0,0.0,0.0
841396dffffffff,7.0,0.0,0.0
8413985ffffffff,2.0,0.0,0.0
841398dffffffff,5.0,0.0,0.0
84139a3ffffffff,3.0,0.0,0.0
84139a5ffffffff,2.0,0.0,0.0
84139abffffffff,2.0,0.0,0.0
84139c5ffffffff,1.0,0.0,0.0
84139e1ffffffff,551.0,0.0,0.0
84139e5ffffffff,5.0,0.0,0.0
84139e7ffffffff,2.0,0.0,0.0
84139edffffffff,828.0,0.0,0.0
8416505ffffffff,3.0,3.0,0.0
8416507ffffffff,113.0,89.0,0.0
8416531ffffffff,5.0,5.0,0.0
8416539ffffffff,4.0,4.0,0.0
841653bffffffff,12.0,12.0,0.0
8416581ffffffff,31.0,23.0,0.0
8416587ffffffff,2.0,0.0,0.0
84165e1ffffffff,172.0,72.0,0.0
841d209ffffffff,10.0,0.0,0.0
841d241ffffffff,2.0,0.0,0.0
841d243ffffffff,178.0,0.0,0.0
841d247ffffffff,7.0,0.0,0.0
841d249ffffffff,2.0,0.0,0.0
841d24dffffffff,17.0,0.0,0.0
841d255ffffffff,2.0,0.0,0.0
84225a5ffffffff,370.0,141.0,0.0
8422c0dffffffff,3.0,0.0,0.0
8422d01ffffffff,10.0,5.0,0.0
8422d09ffffffff,15.0,8.0,0.0
8422d0bffffffff,129.0,60.0,0.0
8422d29ffffffff,4.0,0.0,0.0
8422db7ffffffff,1801.0,1076.0,0.0
8422dbdffffffff,136.0,7.0,0.0
8422e99ffffffff,2.0,0.0,0.0
8422e9bffffffff,45.0,7.0,0.0
8426905ffffffff,3.0,0.0,0.0
842690dffffffff,3.0,0.0,0.0
8426961ffffffff,19.0,0.0,0.0
8426963ffffffff,28.0,0.0,0.0
8426967ffffffff,1.0,0.0,0.0
8426969ffffffff,16.0,0.0,0.0
842696bffffffff,179.0,0.0,0.0
84269e1ffffffff,2.0,0.0,0.0
8426a59ffffffff,22.0,0.0,1.0
8427905ffffffff,4.0,0.0,0.0
8427907ffffffff,2.0,0.0,0.0
8427925ffffffff,1.0,0.0,0.0
8427927ffffffff,4.0,0.0,0.0
842793dffffffff,1.0,0.0,0.0
8427945ffffffff,2.0,0.0,0.0
8427b2bffffffff,6.0,0.0,0.0
8428005ffffffff,55.0,0.0,0.0
8428007ffffffff,16.0,0.0,0.0
8428021ffffffff,145.0,0.0,0.0
8428023ffffffff,2674.0,0.0,0.0
8428025ffffffff,7.0,0.0,0.0
8428027ffffffff,32.0,0.0,0.0
8428029ffffffff,112.0,0.0,0.0
842802bffffffff,1237.0,0.0,0.0
842802dffffffff,5.0,0.0,0.0
8428035ffffffff,261.0,0.0,0.0
842803dffffffff,2.0,0.0,0.0
8428061ffffffff,24.0,0.0,0.0
8428063ffffffff,159.0,0.0,0.0
8428065ffffffff,2.0,0.0,0.0
8428069ffffffff,475.0,0.0,0.0
842806bffffffff,193.0,0.0,0.0
842806dffffffff,11.0,0.0,0.0
8428109ffffffff,16.0,0.0,0.0
842810bffffffff,11.0,0.0,0.0
842810dffffffff,6.0,0.0,0.0
8428111ffffffff,162.0,0.0,0.0
8428113ffffffff,19.0,0.0,0.0
8428119ffffffff,12.0,0.0,0.0
842811bffffffff,13.0,0.0,0.0
842811dffffffff,6.0,0.0,0.0
8428123ffffffff,8.0,0.0,0.0
842812bffffffff,4.0,0.0,0.0
8428133ffffffff,36.0,0.0,0.0
8428137ffffffff,2.0,0.0,0.0
842813bffffffff,1.0,0.0,0.0
8428141ffffffff,85.0,0.0,0.0
8428143ffffffff,67.0,0.0,0.0
8428145ffffffff,8.0,0.0,0.0
8428147ffffffff,9.0,0.0,0.0
8428149ffffffff,133.0,0.0,21.0
842814bffffffff,43.0,0.0,0.0
842814dffffffff,40.0,0.0,0.0
8428151ffffffff,2.0,0.0,0.0
8428153ffffffff,14.0,0.0,0.0
8428155ffffffff,7.0,0.0,0.0
8428157ffffffff,1.0,0.0,0.0
842816bffffffff,3.0,0.0,0.0
8428181ffffffff,31.0,0.0,2.0
8428183ffffffff,264.0,0.0,13.0
8428185ffffffff,13.0,0.0,0.0
8428187ffffffff,24.0,0.0,0.0
8428189ffffffff,35.0,0.0,0.0
842818bffffffff,245.0,0.0,9.0
842818dffffffff,62.0,0.0,0.0
8428195ffffffff,255.0,0.0,12.0
842819dffffffff,208.0,0.0,4.0
84281a1ffffffff,38.0,0.0,0.0
84281a3ffffffff,328.0,0.0,0.0
84281a5ffffffff,113.0,0.0,0.0
84281a7ffffffff,238.0,0.0,0.0
84281a9ffffffff,17.0,0.0,0.0
84281abffffffff,34.0,0.0,0.0
84281adffffffff,27.0,0.0,0.0
84281b1ffffffff,272.0,0.0,0.0
84281b3ffffffff,1276.0,0.0,0.0
84281b5ffffffff,1060.0,0.0,0.0
84281b7ffffffff,654.0,0.0,0.0
84281b9ffffffff,118.0,0.0,3.0
84281bbffffffff,184.0,0.0,0.0
84281bdffffffff,26.0,0.0,0.0
84281c1ffffffff,24.0,0.0,2.0
84281c3ffffffff,402.0,0.0,26.0
84281c5ffffffff,22.0,0.0,0.0
84281c7ffffffff,93.0,0.0,0.0
84281c9ffffffff,854.0,0.0,10.0
84281cbffffffff,883.0,0.0,105.0
84281cdffffffff,6.0,0.0,0.0
84281d5ffffffff,193.0,0.0,11.0
84281ddffffffff,70.0,0.0,3.0
84281e1ffffffff,19.0,0.0,0.0
84281e3ffffffff,66.0,0.0,0.0
84281e5ffffffff,101.0,0.0,0.0
84281e7ffffffff,47.0,0.0,0.0
84281e9ffffffff,223.0,0.0,0.0
84281ebffffffff,146.0,0.0,0.0
84281edffffffff,32.0,0.0,0.0
8428301ffffffff,26.0,0.0,0.0
8428303ffffffff,133.0,0.0,0.0
8428305ffffffff,9.0,0.0,0.0
8428307ffffffff,88.0,0.0,0.0
8428309ffffffff,5409.0,0.0,292.0
842830bffffffff,5072.0,0.0,159.0
842830dffffffff,9.0,0.0,0.0
8428311ffffffff,176.0,0.0,11.0
8428313ffffffff,208.0,0.0,0.0
8428315ffffffff,17.0,0.0,0.0
8428317ffffffff,45.0,0.0,0.0
842831dffffffff,697.0,0.0,52.0
8428321ffffffff,7.0,0.0,0.0
8428323ffffffff,9.0,0.0,0.0
8428325ffffffff,110.0,0.0,9.0
8428327ffffffff,379.0,0.0,0.0
8428329ffffffff,4.0,0.0,0.0
842832bffffffff,21.0,0.0,0.0
842832dffffffff,76.0,0.0,8.0
8428331ffffffff,8.0,0.0,0.0
8428333ffffffff,4.0,0.0,2.0
8428335ffffffff,4.0,0.0,0.0
8428337ffffffff,2.0,0.0,0.0
842833bffffffff,40.0,0.0,0.0
842833dffffffff,2.0,0.0,0.0
8428341ffffffff,2807.0,0.0,124.0
8428343ffffffff,2134.0,0.0,280.0
8428345ffffffff,17.0,0.0,0.0
8428347ffffffff,86.0,0.0,0.0
842834dffffffff,306.0,0.0,63.0
8428355ffffffff,125.0,0.0,0.0
8428357ffffffff,282.0,0.0,25.0
8428365ffffffff,4.0,0.0,0.0
842836bffffffff,4.0,0.0,0.0
8428801ffffffff,8.0,0.0,0.0
8428803ffffffff,5.0,0.0,0.0
8428805ffffffff,2.0,0.0,0.0
8428807ffffffff,2.0,0.0,0.0
8428809ffffffff,35.0,0.0,0.0
842880dffffffff,17.0,0.0,0.0
8428811ffffffff,18.0,0.0,0.0
8428813ffffffff,105.0,0.0,0.0
8428815ffffffff,2.0,0.0,0.0
8428817ffffffff,211.0,0.0,0.0
8428819ffffffff,3.0,0.0,0.0
842881bffffffff,27.0,0.0,0.0
8428821ffffffff,3.0,0.0,0.0
8428829ffffffff,1.0,0.0,0.0
8428831ffffffff,4.0,0.0,0.0
8428833ffffffff,3.0,0.0,0.0
8428835ffffffff,10.0,0.0,0.0
8428837ffffffff,2.0,0.0,0.0
8428839ffffffff,32.0,0.0,0.0
842883bffffffff,21.0,0.0,0.0
842883dffffffff,6.0,0.0,0.0
8428841ffffffff,13.0,0.0,0.0
8428843ffffffff,288.0,0.0,0.0
8428845ffffffff,2.0,0.0,0.0
8428847ffffffff,26.0,0.0,0.0
8428849ffffffff,75.0,0.0,0.0
842884dffffffff,3.0,0.0,0.0
8428851ffffffff,2.0,0.0,0.0
8428855ffffffff,2.0,0.0,0.0
842885bffffffff,7.0,0.0,0.0
842885dffffffff,21.0,0.0,0.0
8428863ffffffff,32.0,0.0,0.0
842886dffffffff,6.0,0.0,0.0
8428881ffffffff,8.0,0.0,0.0
8428883ffffffff,2.0,0.0,0.0
8428885ffffffff,14.0,0.0,0.0
8428887ffffffff,19.0,0.0,0.0
8428889ffffffff,13.0,0.0,0.0
842888bffffffff,107.0,0.0,0.0
842888dffffffff,68.0,0.0,0.0
8428891ffffffff,24.0,0.0,0.0
8428893ffffffff,71.0,0.0,0.0
8428895ffffffff,2.0,0.0,0.0
8428897ffffffff,6.0,0.0,0.0
8428899ffffffff,7.0,0.0,0.0
842889bffffffff,90.0,0.0,0.0
842889dffffffff,9.0,0.0,0.0
84288a1ffffffff,35.0,0.0,0.0
84288a3ffffffff,2.0,0.0,0.0
84288a5ffffffff,47.0,0.0,0.0
84288a7ffffffff,1.0,0.0,0.0
84288a9ffffffff,4.0,0.0,0.0
84288adffffffff,87.0,0.0,0.0
84288b5ffffffff,3.0,0.0,0.0
84288b7ffffffff,8.0,0.0,0.0
84288c5ffffffff,85.0,0.0,0.0
84288c7ffffffff,7.0,0.0,0.0
84288cdffffffff,39.0,0.0,0.0
84288d1ffffffff,2.0,0.0,0.0
84288d3ffffffff,9.0,0.0,0.0
84288d5ffffffff,12.0,0.0,0.0
84288dbffffffff,11.0,0.0,0.0
84288e1ffffffff,6.0,0.0,0.0
84288e3ffffffff,102.0,0.0,0.0
84288e5ffffffff,5.0,0.0,0.0
84288e7ffffffff,18.0,0.0,0.0
84288e9ffffffff,20.0,0.0,0.0
84288ebffffffff,45.0,0.0,0.0
84288edffffffff,10.0,0.0,0.0
8428907ffffffff,4.0,0.0,0.0
8428913ffffffff,6.0,0.0,0.0
842891bffffffff,2.0,0.0,0.0
8428923ffffffff,16.0,0.0,0.0
842892bffffffff,11.0,0.0,0.0
8428933ffffffff,2.0,0.0,0.0
8428937ffffffff,2.0,0.0,0.0
8428941ffffffff,6.0,0.0,0.0
8428981ffffffff,18.0,0.0,0.0
8428983ffffffff,15.0,0.0,0.0
8428985ffffffff,88.0,0.0,1.0
8428987ffffffff,14.0,0.0,0.0
8428989ffffffff,35.0,0.0,0.0
842898bffffffff,8.0,0.0,0.0
842898dffffffff,158.0,0.0,0.0
8428991ffffffff,8.0,0.0,0.0
8428993ffffffff,55.0,0.0,0.0
8428995ffffffff,2.0,0.0,0.0
8428997ffffffff,36.0,0.0,0.0
8428999ffffffff,6.0,0.0,0.0
842899bffffffff,60.0,0.0,0.0
842899dffffffff,1.0,0.0,0.0
84289a3ffffffff,31.0,0.0,0.0
84289a5ffffffff,3.0,0.0,0.0
84289a9ffffffff,13.0,0.0,0.0
84289abffffffff,62.0,0.0,0.0
84289adffffffff,2.0,0.0,0.0
84289b1ffffffff,3.0,0.0,0.0
84289b3ffffffff,2.0,0.0,0.0
84289b5ffffffff,29.0,0.0,0.0
84289b7ffffffff,25.0,0.0,0.0
84289bdffffffff,10.0,0.0,0.0
84289c3ffffffff,11.0,0.0,0.0
84289c5ffffffff,14.0,0.0,0.0
84289c7ffffffff,46.0,0.0,0.0
84289c9ffffffff,3.0,0.0,0.0
84289cbffffffff,1.0,0.0,0.0
84289cdffffffff,4.0,0.0,0.0
84289d1ffffffff,8.0,0.0,0.0
84289d3ffffffff,50.0,0.0,0.0
84289d7ffffffff,18.0,0.0,0.0
84289d9ffffffff,6.0,0.0,0.0
84289dbffffffff,5.0,0.0,0.0
84289ddffffffff,5.0,0.0,0.0
84289e3ffffffff,27.0,0.0,0.0
84289e9ffffffff,9.0,0.0,0.0
84289ebffffffff,37.0,0.0,0.0
84289edffffffff,4.0,0.0,0.0
8428a11ffffffff,11.0,0.0,0.0
8428a17ffffffff,2.0,0.0,0.0
8428a27ffffffff,2.0,0.0,0.0
8428a2dffffffff,2.0,0.0,0.0
8428a87ffffffff,2.0,0.0,0.0
8428a91ffffffff,117.0,0.0,0.0
8428a93ffffffff,217.0,0.0,0.0
8428a95ffffffff,2.0,0.0,0.0
8428a97ffffffff,25.0,0.0,0.0
8428a99ffffffff,40.0,0.0,0.0
8428a9bffffffff,79.0,0.0,0.0
8428aa1ffffffff,13.0,0.0,0.0
8428aa3ffffffff,15.0,0.0,0.0
8428aa5ffffffff,2.0,0.0,0.0
8428aa7ffffffff,5.0,0.0,0.0
8428aa9ffffffff,11.0,0.0,0.0
8428aabffffffff,7.0,0.0,0.0
8428ab1ffffffff,4.0,0.0,0.0
8428ab3ffffffff,18.0,0.0,0.0
8428ab7ffffffff,5.0,0.0,0.0
