cell_id,Salpinctes obsoletus,Salpinctes obsoletus [obsoletus Group],Salpinctes obsoletus [guttatus Group]
8326e4fffffffff,3.0,0.0,0.0
8326e5fffffffff,8.0,0.0,0.0
8326e6fffffffff,34.0,0.0,0.0
8326e8fffffffff,3.0,0.0,0.0
8326e9fffffffff,8.0,0.0,0.0
8326edfffffffff,2.0,0.0,0.0
8326f0fffffffff,8.0,0.0,0.0
8326f1fffffffff,19.0,0.0,0.0
8326f2fffffffff,8.0,0.0,0.0
8326f3fffffffff,2.0,0.0,0.0
8326f5fffffffff,8.0,0.0,0.0
8326f6fffffffff,3.0,0.0,0.0
832702fffffffff,1.0,0.0,0.0
832703fffffffff,1.0,0.0,0.0
832713fffffffff,1.0,0.0,0.0
832715fffffffff,4.0,0.0,0.0
83274bfffffffff,2.0,0.0,0.0
83274efffffffff,28.0,0.0,0.0
832759fffffffff,13.0,0.0,0.0
832763fffffffff,2.0,0.0,0.0
83276bfffffffff,1.0,0.0,0.0
83276dfffffffff,5.0,0.0,0.0
832771fffffffff,5.0,0.0,0.0
832780fffffffff,4.0,0.0,0.0
832781fffffffff,4.0,0.0,0.0
832784fffffffff,5.0,0.0,0.0
83278cfffffffff,2.0,0.0,0.0
83278efffffffff,5.0,0.0,0.0
832790fffffffff,3.0,0.0,0.0
832794fffffffff,2.0,0.0,0.0
832798fffffffff,9.0,2.0,0.0
832799fffffffff,2.0,0.0,0.0
83279efffffffff,2.0,0.0,0.0
8327a0fffffffff,10.0,0.0,0.0
8327a3fffffffff,2.0,0.0,0.0
8327a8fffffffff,1.0,0.0,0.0
8327a9fffffffff,2.0,0.0,0.0
8327aafffffffff,1.0,0.0,0.0
8327aefffffffff,1.0,0.0,0.0
8327b1fffffffff,26.0,0.0,0.0
8327b2fffffffff,4.0,0.0,0.0
8327b3fffffffff,2.0,0.0,0.0
8327b6fffffffff,8.0,0.0,0.0
832800fffffffff,3.0,0.0,0.0
832802fffffffff,23.0,0.0,0.0
832806fffffffff,33.0,0.0,0.0
832810fffffffff,2.0,0.0,0.0
832811fffffffff,1.0,0.0,0.0
832812fffffffff,6.0,0.0,0.0
832813fffffffff,15.0,0.0,0.0
832814fffffffff,2.0,0.0,0.0
832815fffffffff,5.0,0.0,0.0
832818fffffffff,3.0,0.0,0.0
832819fffffffff,1.0,0.0,0.0
83281afffffffff,23.0,0.0,0.0
83281bfffffffff,8.0,0.0,0.0
83281cfffffffff,22.0,0.0,0.0
83281dfffffffff,2.0,0.0,0.0
83281efffffffff,3.0,1.0,0.0
832830fffffffff,99.0,0.0,0.0
832832fffffffff,82.0,0.0,0.0
832833fffffffff,63.0,0.0,0.0
832834fffffffff,168.0,6.0,0.0
832835fffffffff,167.0,26.0,0.0
832836fffffffff,338.0,0.0,0.0
832880fffffffff,1.0,0.0,0.0
832881fffffffff,1.0,0.0,0.0
832884fffffffff,10.0,0.0,0.0
832888fffffffff,1.0,0.0,0.0
832889fffffffff,1.0,0.0,0.0
83288cfffffffff,1.0,0.0,0.0
83288dfffffffff,4.0,0.0,0.0
83288efffffffff,2.0,0.0,0.0
832890fffffffff,1.0,0.0,0.0
832891fffffffff,1.0,0.0,0.0
832892fffffffff,2.0,0.0,0.0
832893fffffffff,6.0,0.0,0.0
832894fffffffff,2.0,0.0,0.0
832898fffffffff,2.0,0.0,0.0
832899fffffffff,2.0,0.0,0.0
83289bfffffffff,11.0,0.0,0.0
83289dfffffffff,4.0,0.0,0.0
8328a9fffffffff,32.0,0.0,0.0
8328acfffffffff,2.0,0.0,0.0
8328b0fffffffff,2.0,0.0,0.0
8328b1fffffffff,8.0,0.0,0.0
8328b3fffffffff,3.0,0.0,0.0
8328b6fffffffff,7.0,0.0,0.0
8328c0fffffffff,2.0,0.0,0.0
8328c2fffffffff,15.0,2.0,0.0
8328c6fffffffff,1.0,0.0,0.0
8328d1fffffffff,62.0,0.0,0.0
8328d3fffffffff,1.0,0.0,0.0
8328d4fffffffff,40.0,0.0,0.0
8328d5fffffffff,56.0,2.0,0.0
8328dcfffffffff,16.0,0.0,0.0
8328ddfffffffff,3.0,0.0,0.0
8328defffffffff,49.0,0.0,0.0
8328f0fffffffff,40.0,0.0,0.0
8328f1fffffffff,26.0,0.0,0.0
8328f3fffffffff,10.0,0.0,0.0
8328f4fffffffff,17.0,0.0,0.0
8328f5fffffffff,8.0,0.0,0.0
8328f6fffffffff,13.0,0.0,0.0
832912fffffffff,3.0,0.0,0.0
832916fffffffff,3.0,0.0,0.0
83291afffffffff,4.0,0.0,0.0
832984fffffffff,6.0,0.0,0.0
832985fffffffff,5.0,0.0,0.0
832989fffffffff,2.0,0.0,0.0
83298cfffffffff,9.0,0.0,0.0
832990fffffffff,3.0,0.0,0.0
832992fffffffff,11.0,4.0,0.0
832994fffffffff,7.0,2.0,0.0
832995fffffffff,18.0,0.0,0.0
832996fffffffff,1.0,0.0,0.0
8329a0fffffffff,1.0,0.0,0.0
8329a1fffffffff,26.0,1.0,0.0
8329a3fffffffff,2.0,0.0,0.0
8329a4fffffffff,83.0,0.0,0.0
8329a5fffffffff,100.0,1.0,0.0
8329a6fffffffff,60.0,1.0,0.0
8329a8fffffffff,3.0,0.0,0.0
8329a9fffffffff,4.0,0.0,0.0
8329aafffffffff,1.0,0.0,0.0
8329acfffffffff,3.0,0.0,0.0
8329aefffffffff,6.0,0.0,0.0
8329b0fffffffff,2.0,0.0,0.0
8329b1fffffffff,5.0,0.0,0.0
8329b5fffffffff,3.0,3.0,0.0
8329b6fffffffff,17.0,9.0,0.0
832a12fffffffff,80.0,6.0,0.0
832a1afffffffff,21.0,0.0,0.0
832a30fffffffff,102.0,11.0,0.0
832a31fffffffff,2.0,0.0,0.0
832a86fffffffff,5.0,0.0,0.0
832aabfffffffff,49.0,8.0,0.0
832aacfffffffff,46.0,0.0,0.0
832aadfffffffff,3.0,0.0,0.0
832ab2fffffffff,2.0,0.0,0.0
832b06fffffffff,4.0,0.0,0.0
832b0cfffffffff,20.0,2.0,0.0
832b16fffffffff,57.0,0.0,0.0
832b25fffffffff,1.0,0.0,0.0
832b81fffffffff,47.0,0.0,0.0
832b9bfffffffff,2.0,0.0,0.0
834445fffffffff,13.0,0.0,0.0
834446fffffffff,4.0,0.0,0.0
834449fffffffff,6.0,0.0,0.0
83444bfffffffff,5.0,0.0,0.0
834450fffffffff,4.0,0.0,0.0
83446cfffffffff,11.0,0.0,0.0
83446efffffffff,4.0,0.0,0.0
8344cefffffffff,4.0,0.0,0.0
834525fffffffff,4.0,0.0,0.0
834526fffffffff,4.0,0.0,0.0
834859fffffffff,82.0,0.0,0.0
83485afffffffff,2.0,2.0,0.0
83485bfffffffff,22.0,0.0,0.0
83485dfffffffff,3.0,0.0,0.0
834880fffffffff,2.0,0.0,0.0
834886fffffffff,2.0,0.0,0.0
83488afffffffff,2.0,0.0,0.0
83488bfffffffff,7.0,0.0,0.0
83488efffffffff,3.0,0.0,0.0
834890fffffffff,2.0,0.0,0.0
834898fffffffff,30.0,0.0,0.0
834899fffffffff,2.0,0.0,0.0
83489bfffffffff,5.0,0.0,0.0
83489cfffffffff,10.0,0.0,0.0
83489dfffffffff,18.0,0.0,0.0
83489efffffffff,2.0,0.0,0.0
8348b1fffffffff,157.0,0.0,0.0
8348b2fffffffff,3.0,0.0,0.0
8348b3fffffffff,49.0,0.0,0.0
8348c1fffffffff,6.0,2.0,0.0
8348c3fffffffff,2.0,0.0,0.0
8348c5fffffffff,8.0,4.0,0.0
8348c6fffffffff,11.0,3.0,0.0
8348cdfffffffff,6.0,6.0,0.0
8348d2fffffffff,1.0,0.0,0.0
8348d4fffffffff,5.0,1.0,0.0
8348d8fffffffff,72.0,0.0,0.0
8348dafffffffff,2.0,0.0,0.0
8348dbfffffffff,20.0,0.0,0.0
8348dcfffffffff,6.0,3.0,0.0
8348e2fffffffff,2.0,0.0,0.0
8348e3fffffffff,1.0,0.0,0.0
8348e8fffffffff,77.0,1.0,0.0
8348e9fffffffff,2.0,0.0,0.0
8348eafffffffff,31.0,30.0,0.0
8348ebfffffffff,8.0,1.0,0.0
8348ecfffffffff,5.0,0.0,0.0
8348edfffffffff,2.0,0.0,0.0
8348eefffffffff,13.0,1.0,0.0
834982fffffffff,2.0,0.0,0.0
834990fffffffff,2.0,0.0,0.0
834991fffffffff,9.0,3.0,0.0
834995fffffffff,16.0,7.0,0.0
83499cfffffffff,13.0,0.0,0.0
836d28fffffffff,35.0,0.0,0.0
836d29fffffffff,29.0,0.0,3.0
836d2dfffffffff,14.0,0.0,0.0
836d2efffffffff,2.0,0.0,0.0
836d30fffffffff,4.0,0.0,0.0
836d32fffffffff,5.0,1.0,0.0
836d60fffffffff,91.0,0.0,50.0
836d61fffffffff,2.0,0.0,0.0
836d64fffffffff,2.0,0.0,0.0
836d65fffffffff,104.0,0.0,4.0
836d66fffffffff,58.0,0.0,13.0
836d68fffffffff,1.0,0.0,0.0
836d74fffffffff,3.0,0.0,0.0
