cell_id,Mionectes oleagineus,Mionectes oleagineus assimilis,Mionectes oleagineus parcus,Mionectes oleagineus pacificus,Mionectes oleagineus [oleagineus Group]
8366f3fffffffff,15.0,0.0,0.0,0.0,0.0
8366f5fffffffff,431.0,0.0,0.0,0.0,0.0
836743fffffffff,1.0,0.0,0.0,0.0,0.0
83674cfffffffff,50.0,0.0,0.0,0.0,0.0
83674efffffffff,7.0,0.0,0.0,0.0,0.0
836751fffffffff,2.0,0.0,0.0,0.0,0.0
836753fffffffff,3.0,0.0,0.0,0.0,0.0
836758fffffffff,3.0,0.0,0.0,0.0,0.0
83675afffffffff,14.0,0.0,0.0,0.0,0.0
83675cfffffffff,4.0,0.0,0.0,0.0,0.0
83675efffffffff,10.0,0.0,0.0,0.0,0.0
83678bfffffffff,1.0,0.0,0.0,0.0,0.0
836790fffffffff,3.0,0.0,0.0,0.0,0.0
836792fffffffff,15.0,0.0,0.0,0.0,0.0
836793fffffffff,2.0,0.0,0.0,0.0,0.0
836794fffffffff,7.0,0.0,0.0,0.0,0.0
836796fffffffff,155.0,0.0,0.0,0.0,0.0
83679afffffffff,1739.0,0.0,0.0,0.0,0.0
83679bfffffffff,277.0,0.0,0.0,0.0,0.0
836d04fffffffff,4.0,0.0,0.0,0.0,0.0
836d05fffffffff,194.0,0.0,0.0,0.0,0.0
836d14fffffffff,2.0,0.0,0.0,0.0,0.0
836d20fffffffff,48.0,0.0,0.0,0.0,0.0
836d21fffffffff,93.0,0.0,0.0,0.0,0.0
836d22fffffffff,8.0,0.0,0.0,0.0,0.0
836d23fffffffff,22.0,0.0,0.0,0.0,0.0
836d25fffffffff,1.0,0.0,0.0,0.0,0.0
836d28fffffffff,3.0,0.0,0.0,0.0,0.0
836d29fffffffff,24.0,0.0,0.0,0.0,0.0
836d2afffffffff,27.0,0.0,0.0,0.0,0.0
836d2bfffffffff,314.0,0.0,0.0,0.0,0.0
836d2cfffffffff,244.0,0.0,0.0,0.0,0.0
836d2dfffffffff,619.0,0.0,0.0,0.0,0.0
836d2efffffffff,6.0,0.0,0.0,0.0,0.0
836d30fffffffff,72.0,0.0,0.0,0.0,0.0
836d31fffffffff,37.0,0.0,0.0,0.0,0.0
836d33fffffffff,28.0,0.0,0.0,0.0,0.0
836d34fffffffff,32.0,0.0,0.0,0.0,0.0
836d35fffffffff,80.0,0.0,0.0,0.0,0.0
836d36fffffffff,8.0,0.0,0.0,0.0,0.0
836d60fffffffff,8.0,0.0,0.0,0.0,0.0
836d61fffffffff,35.0,0.0,0.0,0.0,0.0
836d64fffffffff,10.0,0.0,0.0,0.0,0.0
836d65fffffffff,1054.0,0.0,0.0,0.0,0.0
836d66fffffffff,47.0,0.0,0.0,0.0,0.0
836d68fffffffff,672.0,0.0,0.0,0.0,0.0
836d69fffffffff,4980.0,0.0,0.0,0.0,0.0
836d6bfffffffff,291.0,0.0,0.0,0.0,0.0
836d6cfffffffff,3.0,0.0,0.0,0.0,0.0
836d6dfffffffff,387.0,0.0,0.0,0.0,0.0
836d6efffffffff,3.0,0.0,0.0,0.0,0.0
836d74fffffffff,24.0,0.0,0.0,0.0,0.0
838008fffffffff,1.0,0.0,0.0,0.0,0.0
838046fffffffff,17.0,0.0,0.0,0.0,0.0
838061fffffffff,8.0,0.0,0.0,0.0,0.0
838065fffffffff,2.0,0.0,0.0,0.0,0.0
838068fffffffff,1.0,0.0,0.0,0.0,0.0
83806afffffffff,1.0,0.0,0.0,0.0,0.0
83806bfffffffff,10.0,0.0,0.0,0.0,0.0
838071fffffffff,4.0,0.0,0.0,0.0,0.0
838072fffffffff,2.0,0.0,0.0,0.0,0.0
838074fffffffff,2.0,0.0,0.0,0.0,0.0
838075fffffffff,2.0,0.0,0.0,0.0,0.0
838112fffffffff,2.0,0.0,0.0,0.0,0.0
838114fffffffff,4.0,0.0,0.0,0.0,0.0
838116fffffffff,2.0,0.0,0.0,0.0,0.0
838132fffffffff,23.0,0.0,0.0,0.0,0.0
838136fffffffff,18.0,0.0,0.0,0.0,0.0
838142fffffffff,2.0,0.0,0.0,0.0,0.0
838143fffffffff,3.0,0.0,0.0,0.0,0.0
83814afffffffff,15.0,0.0,0.0,0.0,0.0
83814dfffffffff,11.0,0.0,0.0,0.0,0.0
83814efffffffff,3.0,0.0,0.0,0.0,0.0
838159fffffffff,7.0,0.0,0.0,0.0,0.0
83815afffffffff,2.0,0.0,0.0,0.0,0.0
83815dfffffffff,5.0,0.0,0.0,0.0,0.0
838163fffffffff,2.0,0.0,0.0,0.0,0.0
838180fffffffff,2.0,0.0,0.0,0.0,0.0
838183fffffffff,7.0,0.0,0.0,0.0,0.0
838185fffffffff,71.0,0.0,0.0,0.0,0.0
838a00fffffffff,3.0,0.0,0.0,0.0,0.0
838a05fffffffff,8.0,0.0,0.0,0.0,0.0
838a10fffffffff,6.0,0.0,0.0,0.0,0.0
838a15fffffffff,4.0,0.0,0.0,0.0,0.0
838a1afffffffff,11.0,0.0,0.0,0.0,0.0
838a24fffffffff,2.0,0.0,0.0,0.0,0.0
838a31fffffffff,25.0,0.0,0.0,0.0,0.0
838a33fffffffff,5.0,0.0,0.0,0.0,0.0
838a45fffffffff,108.0,0.0,0.0,0.0,0.0
838a48fffffffff,3.0,0.0,0.0,0.0,0.0
838a4bfffffffff,7.0,0.0,0.0,0.0,0.0
838a56fffffffff,2.0,0.0,0.0,0.0,0.0
838a63fffffffff,37.0,0.0,0.0,0.0,0.0
838a68fffffffff,3.0,0.0,0.0,0.0,0.0
838a69fffffffff,68.0,0.0,0.0,0.0,0.0
838a6bfffffffff,1.0,0.0,0.0,0.0,0.0
838a6dfffffffff,177.0,0.0,0.0,0.0,0.0
838a80fffffffff,6.0,0.0,0.0,0.0,0.0
838a82fffffffff,5.0,0.0,0.0,0.0,0.0
838aa8fffffffff,10.0,0.0,0.0,0.0,0.0
838aa9fffffffff,5.0,0.0,0.0,0.0,0.0
838aacfffffffff,1.0,0.0,0.0,0.0,0.0
838aadfffffffff,2.0,0.0,0.0,0.0,0.0
838ab2fffffffff,1.0,0.0,0.0,0.0,0.0
838ad8fffffffff,6.0,0.0,0.0,0.0,0.0
838adbfffffffff,1.0,0.0,0.0,0.0,0.0
838adcfffffffff,8.0,0.0,0.0,0.0,0.0
838adefffffffff,2.0,0.0,0.0,0.0,0.0
838af0fffffffff,26.0,0.0,0.0,0.0,0.0
838af2fffffffff,58.0,0.0,0.0,0.0,0.0
838af4fffffffff,19.0,0.0,0.0,0.0,0.0
838af6fffffffff,39.0,0.0,0.0,0.0,0.0
838b1cfffffffff,2.0,0.0,0.0,0.0,0.0
838b20fffffffff,5.0,0.0,0.0,0.0,0.0
838b21fffffffff,2.0,0.0,0.0,0.0,0.0
838b22fffffffff,4.0,0.0,0.0,0.0,0.0
838b2cfffffffff,6.0,0.0,0.0,0.0,0.0
838b2dfffffffff,4.0,0.0,0.0,0.0,0.0
838b2efffffffff,10.0,0.0,0.0,0.0,0.0
838b40fffffffff,10.0,0.0,0.0,0.0,0.0
838b42fffffffff,2.0,0.0,0.0,0.0,0.0
838b44fffffffff,169.0,0.0,0.0,0.0,0.0
838b46fffffffff,6.0,0.0,0.0,0.0,0.0
838b61fffffffff,109.0,0.0,0.0,0.0,0.0
838b62fffffffff,23.0,0.0,0.0,0.0,0.0
838b63fffffffff,99.0,0.0,0.0,0.0,0.0
838b69fffffffff,21.0,0.0,0.0,0.0,0.0
838b6cfffffffff,2.0,0.0,0.0,0.0,0.0
838b6efffffffff,23.0,0.0,0.0,0.0,0.0
838b71fffffffff,43.0,0.0,0.0,0.0,0.0
838b74fffffffff,24.0,0.0,0.0,0.0,0.0
838b75fffffffff,2.0,0.0,0.0,0.0,0.0
838b82fffffffff,1.0,0.0,0.0,0.0,0.0
838b83fffffffff,2.0,0.0,0.0,0.0,0.0
838b84fffffffff,4.0,0.0,0.0,0.0,0.0
838b88fffffffff,4.0,0.0,0.0,0.0,0.0
838b8dfffffffff,1.0,0.0,0.0,0.0,0.0
838b99fffffffff,15.0,0.0,0.0,0.0,0.0
838b9dfffffffff,212.0,0.0,0.0,0.0,0.0
838bb5fffffffff,17.0,0.0,0.0,0.0,0.0
838e64fffffffff,8.0,0.0,0.0,0.0,0.0
838f0dfffffffff,183.0,0.0,0.0,0.0,0.0
838f28fffffffff,10.0,0.0,0.0,0.0,0.0
838f29fffffffff,24.0,0.0,0.0,0.0,0.0
838f2afffffffff,47.0,0.0,0.0,0.0,0.0
838f2bfffffffff,48.0,0.0,0.0,0.0,0.0
838f2cfffffffff,178.0,0.0,0.0,0.0,0.0
838f2efffffffff,1.0,0.0,0.0,0.0,0.0
838f40fffffffff,172.0,0.0,0.0,0.0,0.0
838f41fffffffff,1.0,0.0,0.0,0.0,0.0
838f42fffffffff,7.0,0.0,0.0,0.0,0.0
838f43fffffffff,4.0,0.0,0.0,0.0,0.0
838f44fffffffff,10.0,0.0,0.0,0.0,0.0
838f46fffffffff,200.0,0.0,0.0,0.0,0.0
838f48fffffffff,19.0,0.0,0.0,0.0,0.0
838f4afffffffff,3.0,0.0,0.0,0.0,0.0
838f5dfffffffff,3.0,0.0,0.0,0.0,0.0
838f61fffffffff,18.0,0.0,0.0,0.0,0.0
838f65fffffffff,144.0,0.0,0.0,0.0,0.0
838f6bfffffffff,19.0,0.0,0.0,0.0,0.0
838f6efffffffff,6.0,0.0,0.0,0.0,0.0
838f71fffffffff,22.0,0.0,0.0,0.0,0.0
838f72fffffffff,36.0,0.0,0.0,0.0,0.0
838f73fffffffff,1.0,0.0,0.0,0.0,0.0
838f74fffffffff,23.0,0.0,0.0,0.0,0.0
838f76fffffffff,2.0,0.0,0.0,0.0,0.0
83a596fffffffff,32.0,0.0,0.0,0.0,0.0
83a891fffffffff,7.0,0.0,0.0,0.0,0.0
83a895fffffffff,19.0,0.0,0.0,0.0,0.0
83a8a0fffffffff,1.0,0.0,0.0,0.0,0.0
83a8a1fffffffff,5.0,0.0,0.0,0.0,0.0
83a8a2fffffffff,310.0,0.0,0.0,0.0,0.0
83a8a3fffffffff,58.0,0.0,0.0,0.0,0.0
83a8b1fffffffff,8.0,0.0,0.0,0.0,0.0
83b324fffffffff,2.0,0.0,0.0,0.0,0.0
83b325fffffffff,3.0,0.0,0.0,0.0,0.0
