cell_id,Vireo huttoni,Vireo huttoni [huttoni Group],Vireo huttoni [stephensi Group]
834985fffffffff,36.0,0.0,0.0
834986fffffffff,300.0,0.0,28.0
834988fffffffff,68.0,0.0,0.0
834989fffffffff,25.0,0.0,0.0
83498cfffffffff,14.0,0.0,0.0
83498dfffffffff,5.0,0.0,0.0
83498efffffffff,5.0,0.0,0.0
834990fffffffff,47.0,0.0,10.0
834991fffffffff,72.0,0.0,11.0
834994fffffffff,46.0,0.0,4.0
834995fffffffff,1932.0,0.0,172.0
834996fffffffff,464.0,0.0,95.0
834998fffffffff,16.0,0.0,0.0
83499bfffffffff,13.0,0.0,0.0
83499cfffffffff,94.0,0.0,26.0
83499dfffffffff,18.0,0.0,0.0
8349a2fffffffff,2.0,0.0,0.0
8349a8fffffffff,154.0,0.0,11.0
8349a9fffffffff,41.0,0.0,2.0
8349aafffffffff,175.0,0.0,8.0
8349abfffffffff,44.0,0.0,0.0
8349b0fffffffff,6.0,0.0,0.0
8349b1fffffffff,61.0,0.0,0.0
8349b2fffffffff,39.0,0.0,0.0
8349b3fffffffff,614.0,0.0,2.0
8349b6fffffffff,2.0,0.0,0.0
836d04fffffffff,1.0,0.0,0.0
836d20fffffffff,14.0,0.0,2.0
836d21fffffffff,94.0,0.0,16.0
836d23fffffffff,1194.0,0.0,174.0
836d28fffffffff,663.0,0.0,0.0
836d29fffffffff,529.0,0.0,0.0
836d2afffffffff,148.0,0.0,15.0
836d2bfffffffff,62.0,0.0,0.0
836d2cfffffffff,2.0,0.0,0.0
836d2dfffffffff,19.0,0.0,0.0
836d2efffffffff,40.0,0.0,0.0
836d30fffffffff,446.0,0.0,51.0
836d32fffffffff,1425.0,0.0,203.0
836d33fffffffff,533.0,0.0,141.0
836d36fffffffff,24.0,0.0,0.0
