cell_id,Vireo cassinii,Vireo cassinii cassinii,Vireo cassinii lucasanus
8329a0fffffffff,126.0,0.0,0.0
8329a1fffffffff,119.0,1.0,0.0
8329a2fffffffff,4.0,0.0,0.0
8329a3fffffffff,4.0,0.0,0.0
8329a4fffffffff,98.0,3.0,0.0
8329a5fffffffff,88.0,0.0,0.0
8329a6fffffffff,56.0,2.0,0.0
8329a8fffffffff,2.0,0.0,0.0
8329a9fffffffff,5.0,0.0,0.0
8329aafffffffff,4.0,0.0,0.0
8329abfffffffff,4.0,0.0,0.0
8329acfffffffff,4.0,0.0,0.0
8329adfffffffff,8.0,0.0,0.0
8329aefffffffff,6.0,0.0,0.0
8329b0fffffffff,20.0,0.0,0.0
8329b1fffffffff,6.0,0.0,0.0
8329b2fffffffff,14.0,0.0,0.0
8329b5fffffffff,9.0,0.0,0.0
8329b6fffffffff,98.0,3.0,0.0
832a34fffffffff,4.0,0.0,0.0
83446cfffffffff,2.0,0.0,0.0
83446dfffffffff,14.0,0.0,0.0
83446efffffffff,4.0,0.0,0.0
834805fffffffff,2.0,0.0,2.0
83480afffffffff,3.0,0.0,0.0
834823fffffffff,6.0,0.0,6.0
83482bfffffffff,1.0,1.0,0.0
83482efffffffff,4.0,0.0,4.0
834833fffffffff,3.0,0.0,0.0
834842fffffffff,6.0,0.0,0.0
83485afffffffff,1.0,0.0,0.0
83485bfffffffff,18.0,0.0,0.0
83485cfffffffff,2.0,0.0,0.0
83485dfffffffff,4.0,0.0,0.0
834882fffffffff,2.0,0.0,0.0
834883fffffffff,5.0,1.0,0.0
834886fffffffff,4.0,0.0,0.0
83488bfffffffff,3.0,0.0,0.0
83488efffffffff,3.0,0.0,0.0
834895fffffffff,10.0,0.0,0.0
83489afffffffff,1.0,0.0,0.0
83489cfffffffff,7.0,0.0,0.0
83489dfffffffff,8.0,0.0,0.0
8348abfffffffff,13.0,0.0,0.0
8348b1fffffffff,7.0,0.0,0.0
8348b2fffffffff,3.0,0.0,0.0
8348b3fffffffff,7.0,1.0,0.0
8348c0fffffffff,11.0,0.0,0.0
8348c1fffffffff,5.0,0.0,0.0
8348c2fffffffff,4.0,0.0,0.0
8348c5fffffffff,17.0,0.0,0.0
8348c6fffffffff,1.0,0.0,0.0
8348c8fffffffff,4.0,0.0,0.0
8348c9fffffffff,7.0,0.0,0.0
8348cbfffffffff,2.0,0.0,0.0
8348ccfffffffff,1.0,0.0,0.0
8348cdfffffffff,15.0,0.0,0.0
8348d0fffffffff,3.0,0.0,0.0
8348d1fffffffff,2.0,0.0,0.0
8348d2fffffffff,6.0,0.0,0.0
8348d4fffffffff,28.0,0.0,0.0
8348d6fffffffff,2.0,0.0,0.0
8348d8fffffffff,44.0,0.0,0.0
8348dafffffffff,2.0,0.0,0.0
8348dbfffffffff,2.0,0.0,0.0
8348dcfffffffff,3.0,0.0,0.0
8348defffffffff,1.0,0.0,0.0
8348e3fffffffff,7.0,0.0,0.0
8348e5fffffffff,2.0,0.0,0.0
8348e8fffffffff,198.0,0.0,0.0
8348e9fffffffff,16.0,1.0,0.0
8348eafffffffff,6.0,0.0,0.0
8348ebfffffffff,49.0,2.0,0.0
8348ecfffffffff,68.0,0.0,0.0
8348edfffffffff,2.0,0.0,0.0
8348eefffffffff,103.0,1.0,0.0
8348f2fffffffff,18.0,0.0,0.0
8348f3fffffffff,6.0,0.0,0.0
834982fffffffff,9.0,0.0,0.0
834995fffffffff,10.0,0.0,0.0
834996fffffffff,13.0,0.0,0.0
83499cfffffffff,2.0,0.0,0.0
8349aafffffffff,1.0,1.0,0.0
8349b0fffffffff,2.0,0.0,0.0
836d06fffffffff,1.0,0.0,0.0
836d30fffffffff,6.0,0.0,0.0
836d32fffffffff,2.0,0.0,0.0
836d33fffffffff,16.0,0.0,0.0
