cell_id,Phaethon lepturus,Phaethon lepturus lepturus,Phaethon lepturus fulvus,Phaethon lepturus europae,Phaethon lepturus catesbyi,Phaethon lepturus dorotheae,Phaethon lepturus ascensionis
8273affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
827cf7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
827d6ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8280b7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8282c7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82845ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8285a7fffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
828927fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
828937fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
829417fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8294a7fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8294b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
829557fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8295a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8299a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
829a17fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
829b8ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
829c27fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
829d8ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
829e27fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
829ed7fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
82a0dffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82a247fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
82a607fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82b0a7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
82b4c7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82be0ffffffffff,2.0,0.0,0.0,0.0,0.0,1.0,0.0
82be17fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82be1ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
82be8ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82bea7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82beaffffffffff,19.0,0.0,0.0,0.0,0.0,7.0,0.0
