cell_id,Vireo plumbeus,Vireo plumbeus plumbeus/gravis,Vireo plumbeus notius/montanus
834530fffffffff,4.0,0.0,4.0
834534fffffffff,14.0,0.0,14.0
834535fffffffff,9.0,0.0,9.0
834536fffffffff,17.0,0.0,16.0
834802fffffffff,36.0,0.0,0.0
834803fffffffff,2.0,0.0,0.0
834805fffffffff,31.0,0.0,0.0
834806fffffffff,20.0,0.0,0.0
834808fffffffff,2.0,0.0,0.0
834809fffffffff,44.0,0.0,0.0
83480afffffffff,501.0,0.0,0.0
83480bfffffffff,2.0,0.0,0.0
83480efffffffff,22.0,0.0,0.0
834814fffffffff,52.0,0.0,0.0
834815fffffffff,25.0,0.0,0.0
834816fffffffff,7.0,0.0,0.0
834818fffffffff,4.0,0.0,0.0
834819fffffffff,29.0,0.0,0.0
83481afffffffff,3.0,0.0,0.0
83481cfffffffff,5.0,0.0,0.0
83481dfffffffff,25.0,0.0,0.0
834823fffffffff,18.0,0.0,0.0
83482afffffffff,10.0,0.0,0.0
83482efffffffff,30.0,0.0,0.0
834830fffffffff,2.0,0.0,0.0
834832fffffffff,17.0,0.0,0.0
834833fffffffff,506.0,0.0,0.0
834836fffffffff,1318.0,4.0,0.0
834856fffffffff,51.0,0.0,0.0
834889fffffffff,2.0,0.0,0.0
83488bfffffffff,2.0,0.0,0.0
83488dfffffffff,67.0,0.0,0.0
8348abfffffffff,424.0,0.0,0.0
8348c0fffffffff,568.0,0.0,0.0
8348c1fffffffff,398.0,0.0,0.0
8348c2fffffffff,36.0,0.0,0.0
8348c3fffffffff,736.0,0.0,0.0
8348c4fffffffff,3.0,0.0,0.0
8348c5fffffffff,8641.0,0.0,0.0
8348c6fffffffff,207.0,0.0,0.0
8348c8fffffffff,42.0,0.0,0.0
8348c9fffffffff,491.0,2.0,0.0
8348cafffffffff,167.0,0.0,0.0
8348cbfffffffff,10.0,0.0,0.0
8348ccfffffffff,361.0,16.0,0.0
8348cdfffffffff,1005.0,17.0,0.0
8348cefffffffff,68.0,0.0,0.0
8348d0fffffffff,17.0,0.0,0.0
8348d1fffffffff,125.0,0.0,0.0
8348d2fffffffff,9.0,0.0,0.0
8348d3fffffffff,177.0,0.0,0.0
8348d4fffffffff,384.0,0.0,0.0
8348d5fffffffff,81.0,0.0,0.0
8348d6fffffffff,1.0,0.0,0.0
8348d8fffffffff,6510.0,0.0,0.0
8348d9fffffffff,42.0,0.0,0.0
8348dafffffffff,273.0,0.0,0.0
8348dbfffffffff,324.0,0.0,0.0
8348dcfffffffff,195.0,0.0,0.0
8348ddfffffffff,176.0,0.0,0.0
8348defffffffff,41.0,0.0,0.0
8348e0fffffffff,21.0,0.0,0.0
8348e1fffffffff,22.0,0.0,0.0
8348e2fffffffff,13.0,0.0,0.0
8348e3fffffffff,130.0,0.0,0.0
8348e4fffffffff,72.0,0.0,0.0
8348e5fffffffff,23.0,0.0,0.0
8348e6fffffffff,78.0,0.0,0.0
8348e8fffffffff,8928.0,0.0,0.0
8348e9fffffffff,71.0,0.0,0.0
8348eafffffffff,344.0,0.0,0.0
8348ebfffffffff,1364.0,0.0,0.0
8348ecfffffffff,2617.0,0.0,0.0
8348edfffffffff,2.0,0.0,0.0
8348eefffffffff,11098.0,0.0,0.0
8348f2fffffffff,1276.0,58.0,0.0
8348f3fffffffff,7.0,0.0,0.0
8348f6fffffffff,28.0,0.0,0.0
834980fffffffff,229.0,2.0,0.0
834981fffffffff,10.0,0.0,0.0
834982fffffffff,13.0,0.0,0.0
834983fffffffff,28.0,0.0,0.0
834985fffffffff,9.0,0.0,0.0
834986fffffffff,53.0,0.0,0.0
834988fffffffff,14.0,0.0,0.0
834989fffffffff,2.0,0.0,0.0
83498cfffffffff,48.0,0.0,0.0
83498dfffffffff,3.0,0.0,0.0
83498efffffffff,7.0,0.0,0.0
834990fffffffff,4.0,0.0,0.0
834991fffffffff,6.0,0.0,0.0
834994fffffffff,25.0,0.0,0.0
834995fffffffff,122.0,21.0,0.0
834996fffffffff,93.0,23.0,0.0
83499cfffffffff,23.0,0.0,0.0
83499dfffffffff,1.0,0.0,0.0
83499efffffffff,2.0,0.0,0.0
8349a2fffffffff,12.0,0.0,0.0
8349a3fffffffff,1.0,0.0,0.0
8349a8fffffffff,232.0,6.0,0.0
8349a9fffffffff,545.0,19.0,0.0
8349aafffffffff,156.0,7.0,0.0
8349abfffffffff,167.0,0.0,0.0
8349adfffffffff,8.0,0.0,0.0
8349aefffffffff,2.0,0.0,0.0
8349b0fffffffff,4.0,0.0,0.0
8349b1fffffffff,19.0,0.0,0.0
8349b2fffffffff,35.0,1.0,0.0
8349b3fffffffff,143.0,0.0,0.0
8349b5fffffffff,11.0,0.0,0.0
8349b6fffffffff,2.0,0.0,0.0
8367b2fffffffff,4.0,0.0,4.0
836d04fffffffff,1.0,0.0,0.0
836d05fffffffff,291.0,0.0,166.0
836d15fffffffff,19.0,0.0,0.0
836d20fffffffff,8.0,0.0,0.0
836d21fffffffff,24.0,0.0,18.0
836d23fffffffff,84.0,0.0,43.0
836d28fffffffff,75.0,0.0,11.0
836d29fffffffff,153.0,0.0,37.0
836d2afffffffff,33.0,0.0,2.0
836d2bfffffffff,226.0,0.0,97.0
836d2dfffffffff,140.0,0.0,83.0
836d2efffffffff,52.0,0.0,23.0
836d30fffffffff,55.0,2.0,0.0
836d32fffffffff,545.0,26.0,0.0
836d33fffffffff,89.0,4.0,0.0
836d36fffffffff,4.0,0.0,0.0
836d60fffffffff,213.0,0.0,204.0
836d64fffffffff,459.0,0.0,400.0
836d65fffffffff,105.0,0.0,105.0
836d66fffffffff,7.0,0.0,7.0
836d74fffffffff,2.0,0.0,0.0
