cell_id,Basileuterus culicivorus,Basileuterus culicivorus [culicivorus Group],Basileuterus culicivorus [cabanisi Group],Basileuterus culicivorus [auricapilla Group],Basileuterus culicivorus hypoleucus
84a90d1ffffffff,2.0,0.0,0.0,0.0,0.0
84a90d5ffffffff,7.0,0.0,0.0,0.0,0.0
84a90d9ffffffff,8.0,0.0,0.0,0.0,0.0
84a90dbffffffff,23.0,0.0,0.0,0.0,0.0
84a90e1ffffffff,81.0,0.0,0.0,0.0,0.0
84a90e3ffffffff,8.0,0.0,0.0,0.0,0.0
84a90e5ffffffff,93.0,0.0,0.0,0.0,0.0
84a90e7ffffffff,22.0,0.0,0.0,0.0,0.0
84a90e9ffffffff,51.0,0.0,0.0,0.0,0.0
84a90ebffffffff,8.0,0.0,0.0,0.0,0.0
84a9183ffffffff,1.0,0.0,0.0,0.0,0.0
84a9187ffffffff,4.0,0.0,0.0,0.0,0.0
84a918bffffffff,48.0,0.0,0.0,2.0,0.0
84a9191ffffffff,19.0,0.0,0.0,0.0,0.0
84a9193ffffffff,3.0,0.0,0.0,0.0,0.0
84a9195ffffffff,43.0,0.0,0.0,1.0,0.0
84a9199ffffffff,3.0,0.0,0.0,0.0,0.0
84a919bffffffff,2.0,0.0,0.0,0.0,0.0
84a919dffffffff,28.0,0.0,0.0,0.0,0.0
84a91b1ffffffff,158.0,0.0,0.0,0.0,0.0
84a91b3ffffffff,8.0,0.0,0.0,0.0,0.0
84a91b5ffffffff,159.0,0.0,0.0,6.0,0.0
84a91b7ffffffff,181.0,0.0,0.0,0.0,0.0
84a91b9ffffffff,6.0,0.0,0.0,0.0,0.0
84a91bbffffffff,18.0,0.0,0.0,0.0,0.0
84a91bdffffffff,16.0,0.0,0.0,0.0,0.0
84a91d1ffffffff,10.0,0.0,0.0,0.0,0.0
84a91d5ffffffff,18.0,0.0,0.0,0.0,0.0
84a91d7ffffffff,37.0,0.0,0.0,2.0,0.0
84a91d9ffffffff,76.0,0.0,0.0,0.0,0.0
84a91dbffffffff,2.0,0.0,0.0,0.0,0.0
84a91ddffffffff,10.0,0.0,0.0,0.0,0.0
84a9213ffffffff,3.0,0.0,0.0,0.0,0.0
84a921bffffffff,8.0,0.0,0.0,0.0,0.0
84a9289ffffffff,2.0,0.0,0.0,0.0,0.0
84a9291ffffffff,3.0,0.0,0.0,0.0,0.0
84a9293ffffffff,4.0,0.0,0.0,0.0,0.0
84a9295ffffffff,4.0,0.0,0.0,0.0,0.0
84a92a5ffffffff,6.0,0.0,0.0,0.0,0.0
84a92abffffffff,4.0,0.0,0.0,0.0,0.0
84a92adffffffff,2.0,0.0,0.0,0.0,0.0
84a92bdffffffff,3.0,0.0,0.0,0.0,0.0
84a92c5ffffffff,13.0,0.0,0.0,0.0,0.0
84a92c7ffffffff,5.0,0.0,0.0,0.0,0.0
84a92cbffffffff,428.0,0.0,0.0,0.0,0.0
84a92d7ffffffff,3.0,0.0,0.0,0.0,0.0
84a92ddffffffff,4.0,0.0,0.0,0.0,0.0
84a92e1ffffffff,42.0,0.0,0.0,0.0,0.0
84a92e3ffffffff,14.0,0.0,0.0,0.0,0.0
84a92e9ffffffff,13.0,0.0,0.0,0.0,0.0
84a92ebffffffff,77.0,0.0,0.0,0.0,0.0
84a9407ffffffff,3.0,0.0,0.0,0.0,0.0
84a940dffffffff,11.0,0.0,0.0,0.0,2.0
84a9411ffffffff,27.0,0.0,0.0,0.0,0.0
84a9413ffffffff,61.0,0.0,0.0,0.0,0.0
84a9417ffffffff,10.0,0.0,0.0,0.0,0.0
84a9419ffffffff,10.0,0.0,0.0,0.0,0.0
84a941bffffffff,107.0,0.0,0.0,0.0,0.0
84a9425ffffffff,299.0,0.0,0.0,25.0,0.0
84a9427ffffffff,24.0,0.0,0.0,10.0,0.0
84a9429ffffffff,22.0,0.0,0.0,0.0,0.0
84a942dffffffff,35.0,0.0,0.0,0.0,0.0
84a9431ffffffff,3.0,0.0,0.0,0.0,0.0
84a9433ffffffff,14.0,0.0,0.0,2.0,0.0
84a9437ffffffff,49.0,0.0,0.0,0.0,0.0
84a9439ffffffff,3.0,0.0,0.0,0.0,0.0
84a943dffffffff,360.0,0.0,0.0,0.0,0.0
84a9441ffffffff,28.0,0.0,0.0,0.0,0.0
84a9443ffffffff,3.0,0.0,0.0,0.0,0.0
84a9445ffffffff,14.0,0.0,0.0,0.0,0.0
84a9447ffffffff,17.0,0.0,0.0,0.0,0.0
84a9449ffffffff,2.0,0.0,0.0,0.0,0.0
84a944bffffffff,3.0,0.0,0.0,0.0,0.0
84a9453ffffffff,20.0,0.0,0.0,2.0,0.0
84a9457ffffffff,41.0,0.0,0.0,0.0,0.0
84a945bffffffff,33.0,0.0,0.0,0.0,0.0
84a9461ffffffff,88.0,0.0,0.0,0.0,0.0
84a9463ffffffff,23.0,0.0,0.0,0.0,0.0
84a9465ffffffff,480.0,0.0,0.0,0.0,0.0
84a9467ffffffff,38.0,0.0,0.0,0.0,0.0
84a946bffffffff,75.0,0.0,0.0,0.0,0.0
84a946dffffffff,22.0,0.0,0.0,0.0,0.0
84a94c1ffffffff,8.0,0.0,0.0,0.0,0.0
84a94c3ffffffff,4.0,0.0,0.0,0.0,0.0
84a94c5ffffffff,11.0,0.0,0.0,0.0,0.0
84a94c7ffffffff,65.0,0.0,0.0,0.0,0.0
84a94e3ffffffff,2.0,0.0,0.0,0.0,0.0
84a94e5ffffffff,71.0,0.0,0.0,1.0,0.0
84a94e9ffffffff,18.0,0.0,0.0,0.0,0.0
84a94edffffffff,14.0,0.0,0.0,0.0,0.0
84a9501ffffffff,216.0,0.0,0.0,0.0,0.0
84a9503ffffffff,27.0,0.0,0.0,0.0,0.0
84a9507ffffffff,247.0,0.0,0.0,0.0,0.0
84a9509ffffffff,188.0,0.0,0.0,0.0,0.0
84a950bffffffff,216.0,0.0,0.0,0.0,0.0
84a950dffffffff,88.0,0.0,0.0,0.0,0.0
84a9511ffffffff,4.0,0.0,0.0,4.0,0.0
84a9515ffffffff,66.0,0.0,0.0,0.0,0.0
84a9517ffffffff,4.0,0.0,0.0,0.0,0.0
84a951bffffffff,8.0,0.0,0.0,0.0,0.0
84a951dffffffff,25.0,0.0,0.0,0.0,0.0
84a9521ffffffff,7.0,0.0,0.0,1.0,0.0
84a9523ffffffff,1.0,0.0,0.0,0.0,0.0
84a9525ffffffff,12.0,0.0,0.0,2.0,0.0
84a9527ffffffff,394.0,0.0,0.0,0.0,0.0
84a9529ffffffff,1.0,0.0,0.0,0.0,0.0
84a952bffffffff,1.0,0.0,0.0,0.0,0.0
84a952dffffffff,4.0,0.0,0.0,0.0,0.0
84a9531ffffffff,367.0,0.0,0.0,0.0,0.0
84a9533ffffffff,196.0,0.0,0.0,0.0,0.0
84a9535ffffffff,5.0,0.0,0.0,0.0,0.0
84a9537ffffffff,3.0,0.0,0.0,0.0,0.0
84a9539ffffffff,40.0,0.0,0.0,0.0,0.0
84a953bffffffff,2486.0,0.0,0.0,16.0,0.0
84a953dffffffff,9.0,0.0,0.0,0.0,0.0
84a9543ffffffff,5.0,0.0,0.0,0.0,0.0
84a9545ffffffff,2.0,0.0,0.0,0.0,0.0
84a9547ffffffff,7.0,0.0,0.0,0.0,0.0
84a9549ffffffff,4.0,0.0,0.0,0.0,0.0
84a954bffffffff,1.0,0.0,0.0,0.0,0.0
84a9551ffffffff,73.0,0.0,0.0,0.0,0.0
84a9553ffffffff,18.0,0.0,0.0,0.0,0.0
84a9555ffffffff,47.0,0.0,0.0,0.0,0.0
84a9557ffffffff,68.0,0.0,0.0,0.0,0.0
84a9559ffffffff,49.0,0.0,0.0,0.0,0.0
84a955bffffffff,197.0,0.0,0.0,0.0,0.0
84a955dffffffff,12.0,0.0,0.0,0.0,0.0
84a9565ffffffff,12.0,0.0,0.0,0.0,0.0
84a9567ffffffff,2.0,0.0,0.0,0.0,0.0
84a956bffffffff,2.0,0.0,0.0,0.0,0.0
84a9589ffffffff,2.0,0.0,0.0,0.0,0.0
84a9595ffffffff,1.0,0.0,0.0,0.0,0.0
84a9599ffffffff,6.0,0.0,0.0,0.0,0.0
84a95a5ffffffff,27.0,0.0,0.0,0.0,0.0
84a95abffffffff,154.0,0.0,0.0,0.0,2.0
84a95adffffffff,11.0,0.0,0.0,0.0,0.0
84a95b3ffffffff,3.0,0.0,0.0,0.0,0.0
84a95bbffffffff,2.0,0.0,0.0,0.0,0.0
84a95c3ffffffff,11.0,0.0,0.0,0.0,0.0
84a95c5ffffffff,74.0,0.0,0.0,8.0,0.0
84a95c9ffffffff,231.0,0.0,0.0,0.0,0.0
84a95cbffffffff,2.0,0.0,0.0,0.0,0.0
84a95d9ffffffff,20.0,0.0,0.0,0.0,0.0
84a95dbffffffff,4.0,0.0,0.0,0.0,0.0
84a95e5ffffffff,16.0,0.0,0.0,2.0,0.0
84a95edffffffff,631.0,0.0,0.0,19.0,0.0
84a9607ffffffff,1.0,0.0,0.0,0.0,0.0
84a9611ffffffff,10.0,0.0,0.0,0.0,0.0
84a9613ffffffff,3.0,0.0,0.0,0.0,0.0
84a9617ffffffff,16.0,0.0,0.0,0.0,0.0
84a9619ffffffff,4.0,0.0,0.0,0.0,0.0
84a9623ffffffff,32.0,0.0,0.0,0.0,0.0
84a9627ffffffff,26.0,0.0,0.0,0.0,0.0
84a962dffffffff,8.0,0.0,0.0,0.0,0.0
84a9631ffffffff,8.0,0.0,0.0,0.0,0.0
84a9637ffffffff,13.0,0.0,0.0,0.0,0.0
84a963dffffffff,7.0,0.0,0.0,0.0,0.0
84a9645ffffffff,61.0,0.0,0.0,0.0,0.0
84a964dffffffff,6.0,0.0,0.0,0.0,0.0
84a9667ffffffff,2.0,0.0,0.0,0.0,0.0
84a9669ffffffff,2.0,0.0,0.0,0.0,0.0
84a9685ffffffff,92.0,0.0,0.0,0.0,0.0
84a9687ffffffff,1.0,0.0,0.0,0.0,0.0
84a96a1ffffffff,6.0,0.0,0.0,0.0,0.0
84a96a5ffffffff,8.0,0.0,0.0,0.0,0.0
84a96a7ffffffff,26.0,0.0,0.0,0.0,0.0
84a96a9ffffffff,14.0,0.0,0.0,0.0,0.0
84a96abffffffff,8.0,0.0,0.0,0.0,0.0
84a96adffffffff,155.0,0.0,0.0,0.0,0.0
84a96b1ffffffff,3.0,0.0,0.0,0.0,0.0
84a96b5ffffffff,4.0,0.0,0.0,0.0,0.0
84a96b9ffffffff,30.0,0.0,0.0,0.0,0.0
84a96bdffffffff,2.0,0.0,0.0,0.0,0.0
84a96e5ffffffff,11.0,0.0,0.0,0.0,0.0
84a96e7ffffffff,78.0,0.0,0.0,0.0,0.0
84a96e9ffffffff,5.0,0.0,0.0,0.0,0.0
84a9711ffffffff,11.0,0.0,0.0,0.0,0.0
84a9715ffffffff,2.0,0.0,0.0,0.0,0.0
84a9717ffffffff,46.0,0.0,0.0,0.0,0.0
84a9719ffffffff,13.0,0.0,0.0,0.0,0.0
84a971bffffffff,1.0,0.0,0.0,0.0,0.0
84a9723ffffffff,9.0,0.0,0.0,0.0,0.0
84a972bffffffff,2.0,0.0,0.0,0.0,0.0
84a9733ffffffff,46.0,0.0,0.0,0.0,0.0
84a9737ffffffff,6.0,0.0,0.0,0.0,0.0
84a973bffffffff,55.0,0.0,0.0,0.0,0.0
84a973dffffffff,4.0,0.0,0.0,0.0,0.0
84a974dffffffff,11.0,0.0,0.0,0.0,0.0
84a9753ffffffff,9.0,0.0,0.0,0.0,0.0
84a975bffffffff,2.0,0.0,0.0,0.0,0.0
84a9761ffffffff,9.0,0.0,0.0,0.0,0.0
84a9765ffffffff,80.0,0.0,0.0,0.0,0.0
84a976dffffffff,1.0,0.0,0.0,0.0,0.0
84b2701ffffffff,4.0,0.0,0.0,0.0,0.0
84b2709ffffffff,8.0,0.0,0.0,0.0,0.0
84b2741ffffffff,17.0,0.0,0.0,0.0,0.0
84b2747ffffffff,3.0,0.0,0.0,0.0,0.0
84b2749ffffffff,51.0,0.0,0.0,0.0,0.0
84b3253ffffffff,8.0,0.0,0.0,0.0,0.0
84b340dffffffff,10.0,0.0,0.0,0.0,0.0
84b342dffffffff,2.0,0.0,0.0,0.0,0.0
84b3441ffffffff,2.0,0.0,0.0,0.0,0.0
84b3445ffffffff,2.0,0.0,0.0,0.0,0.0
84b3447ffffffff,3.0,0.0,0.0,0.0,0.0
84b3463ffffffff,4.0,0.0,0.0,0.0,0.0
84b3467ffffffff,2.0,0.0,0.0,0.0,0.0
84b346dffffffff,2.0,0.0,0.0,0.0,0.0
84b3513ffffffff,40.0,0.0,0.0,1.0,0.0
84b3585ffffffff,2.0,0.0,0.0,0.0,0.0
84b3589ffffffff,14.0,0.0,0.0,0.0,0.0
84b358dffffffff,2.0,0.0,0.0,0.0,0.0
84b35a1ffffffff,3.0,0.0,0.0,0.0,0.0
84b35a3ffffffff,2.0,0.0,0.0,0.0,0.0
84b35b5ffffffff,129.0,0.0,0.0,0.0,0.0
84b35bdffffffff,69.0,0.0,0.0,0.0,0.0
84b35c1ffffffff,7.0,0.0,0.0,0.0,0.0
84b35c5ffffffff,3.0,0.0,0.0,0.0,0.0
84b35c7ffffffff,16.0,0.0,0.0,0.0,0.0
84b35d7ffffffff,2.0,0.0,0.0,0.0,0.0
84b35e1ffffffff,2.0,0.0,0.0,0.0,0.0
84b35e9ffffffff,9.0,0.0,0.0,0.0,0.0
84b35ebffffffff,4.0,0.0,0.0,0.0,0.0
84b35edffffffff,1.0,0.0,0.0,0.0,0.0
84c21b3ffffffff,1.0,0.0,0.0,0.0,0.0
84c2893ffffffff,4.0,0.0,0.0,0.0,0.0
84c2c05ffffffff,2.0,0.0,0.0,0.0,0.0
84c2c07ffffffff,2.0,0.0,0.0,0.0,0.0
84c2c15ffffffff,20.0,0.0,0.0,0.0,0.0
84c2c17ffffffff,84.0,0.0,0.0,0.0,0.0
84c2c19ffffffff,53.0,0.0,0.0,0.0,0.0
84c2c1dffffffff,55.0,0.0,0.0,0.0,0.0
84c2c23ffffffff,9.0,0.0,0.0,0.0,0.0
84c2c29ffffffff,8.0,0.0,0.0,0.0,0.0
84c2c2bffffffff,2.0,0.0,0.0,0.0,0.0
84c2c37ffffffff,9.0,0.0,0.0,0.0,0.0
84c2c41ffffffff,3.0,0.0,0.0,0.0,0.0
84c2c49ffffffff,29.0,0.0,0.0,1.0,0.0
84c2c4bffffffff,2.0,0.0,0.0,0.0,0.0
84c2c4dffffffff,16.0,0.0,0.0,0.0,0.0
84c2c51ffffffff,1.0,0.0,0.0,0.0,0.0
84c2c53ffffffff,22.0,0.0,0.0,0.0,0.0
84c2c57ffffffff,9.0,0.0,0.0,0.0,0.0
84c2c59ffffffff,2.0,0.0,0.0,0.0,0.0
84c2c5bffffffff,11.0,0.0,0.0,0.0,0.0
84c2c69ffffffff,3.0,0.0,0.0,0.0,0.0
84c2c6dffffffff,12.0,0.0,0.0,0.0,0.0
84c2ca5ffffffff,6.0,0.0,0.0,0.0,0.0
84c2ca7ffffffff,2.0,0.0,0.0,0.0,0.0
84c2ca9ffffffff,2.0,0.0,0.0,0.0,0.0
84c2cadffffffff,52.0,0.0,0.0,0.0,0.0
84c2ce1ffffffff,189.0,0.0,0.0,0.0,0.0
84c2ce5ffffffff,9.0,0.0,0.0,0.0,0.0
84c2ce7ffffffff,11.0,0.0,0.0,0.0,0.0
84c2ce9ffffffff,3.0,0.0,0.0,0.0,0.0
84c2cedffffffff,8.0,0.0,0.0,0.0,0.0
84c2d03ffffffff,41.0,0.0,0.0,0.0,0.0
84c2d05ffffffff,13.0,0.0,0.0,0.0,0.0
84c2d17ffffffff,7.0,0.0,0.0,0.0,0.0
84c2d31ffffffff,6.0,0.0,0.0,0.0,0.0
84c2d35ffffffff,3.0,0.0,0.0,0.0,0.0
84c2d37ffffffff,18.0,0.0,0.0,0.0,0.0
84c2d39ffffffff,3.0,0.0,0.0,0.0,0.0
84c2d3dffffffff,4.0,0.0,0.0,0.0,0.0
84c2d43ffffffff,5.0,0.0,0.0,0.0,0.0
84c2d45ffffffff,21.0,0.0,0.0,0.0,0.0
84c2d49ffffffff,13.0,0.0,0.0,2.0,0.0
84c2d4bffffffff,12.0,0.0,0.0,0.0,0.0
84c2d4dffffffff,13.0,0.0,0.0,2.0,0.0
84c2d55ffffffff,2.0,0.0,0.0,0.0,0.0
84c2d61ffffffff,1.0,0.0,0.0,0.0,0.0
84c2d63ffffffff,18.0,0.0,0.0,0.0,0.0
84c2d69ffffffff,7.0,0.0,0.0,0.0,0.0
84c2d6bffffffff,27.0,0.0,0.0,0.0,0.0
84c2d81ffffffff,1.0,0.0,0.0,0.0,0.0
84c2d85ffffffff,55.0,0.0,0.0,0.0,0.0
84c2d8dffffffff,14.0,0.0,0.0,0.0,0.0
84c2d93ffffffff,74.0,0.0,0.0,0.0,0.0
84c2d9bffffffff,4.0,0.0,0.0,0.0,0.0
84c2dabffffffff,3.0,0.0,0.0,0.0,0.0
84c2db9ffffffff,2.0,0.0,0.0,0.0,0.0
84c2dbbffffffff,5.0,0.0,0.0,0.0,0.0
84c2dc1ffffffff,2.0,0.0,0.0,0.0,0.0
84c2dd5ffffffff,3.0,0.0,0.0,0.0,0.0
84c2dd7ffffffff,4.0,0.0,0.0,0.0,0.0
84c2ddbffffffff,3.0,0.0,0.0,0.0,0.0
84c2de9ffffffff,2.0,0.0,0.0,0.0,0.0
84c2debffffffff,4.0,0.0,0.0,0.0,0.0
84c2e07ffffffff,14.0,0.0,0.0,0.0,0.0
84c2e17ffffffff,34.0,0.0,0.0,0.0,0.0
84c2e21ffffffff,184.0,0.0,0.0,0.0,0.0
84c2e23ffffffff,320.0,0.0,0.0,0.0,0.0
84c2e29ffffffff,18.0,0.0,0.0,0.0,0.0
84c2e2bffffffff,38.0,0.0,0.0,0.0,0.0
84c2e2dffffffff,107.0,0.0,0.0,0.0,0.0
84c2e31ffffffff,2442.0,0.0,0.0,58.0,0.0
84c2e33ffffffff,439.0,0.0,0.0,0.0,0.0
84c2e35ffffffff,36.0,0.0,0.0,0.0,0.0
84c2e37ffffffff,28.0,0.0,0.0,0.0,0.0
84c2e39ffffffff,269.0,0.0,0.0,0.0,0.0
84c2e3bffffffff,99.0,0.0,0.0,0.0,0.0
84c2e3dffffffff,203.0,0.0,0.0,0.0,0.0
84c2e67ffffffff,2.0,0.0,0.0,0.0,0.0
84c2e85ffffffff,2.0,0.0,0.0,0.0,0.0
84c2e87ffffffff,4.0,0.0,0.0,0.0,0.0
84c2ec5ffffffff,2.0,0.0,0.0,0.0,0.0
84c2ee3ffffffff,18.0,0.0,0.0,0.0,0.0
84c2ee5ffffffff,5.0,0.0,0.0,0.0,0.0
84c2eedffffffff,4.0,0.0,0.0,0.0,0.0
84c2f11ffffffff,160.0,0.0,0.0,2.0,0.0
84c2f13ffffffff,3.0,0.0,0.0,0.0,0.0
84c2f15ffffffff,170.0,0.0,0.0,0.0,0.0
84c2f17ffffffff,38.0,0.0,0.0,0.0,0.0
84c2f23ffffffff,29.0,0.0,0.0,0.0,0.0
84c2f27ffffffff,37.0,0.0,0.0,4.0,0.0
84c2f2bffffffff,35.0,0.0,0.0,4.0,0.0
84c2f31ffffffff,24.0,0.0,0.0,0.0,0.0
84c2f33ffffffff,8.0,0.0,0.0,0.0,0.0
84c2f35ffffffff,14.0,0.0,0.0,1.0,0.0
84c2f37ffffffff,21.0,0.0,0.0,0.0,0.0
84c2f39ffffffff,46.0,0.0,0.0,0.0,0.0
84c2f3bffffffff,19.0,0.0,0.0,0.0,0.0
84c2f3dffffffff,160.0,0.0,0.0,0.0,0.0
