cell_id,Basileuterus culicivorus,Basileuterus culicivorus [culicivorus Group],Basileuterus culicivorus [cabanisi Group],Basileuterus culicivorus [auricapilla Group],Basileuterus culicivorus hypoleucus
8466f03ffffffff,8.0,0.0,0.0,0.0,0.0
8466f0bffffffff,6.0,0.0,0.0,0.0,0.0
8466f11ffffffff,6.0,0.0,0.0,0.0,0.0
8466f15ffffffff,62.0,0.0,0.0,0.0,0.0
8466f17ffffffff,15.0,0.0,0.0,0.0,0.0
8466f19ffffffff,111.0,0.0,0.0,0.0,0.0
8466f1dffffffff,389.0,0.0,1.0,0.0,0.0
8466f51ffffffff,15.0,0.0,0.0,0.0,0.0
8466f53ffffffff,19.0,0.0,5.0,0.0,0.0
8466f57ffffffff,322.0,0.0,4.0,0.0,0.0
8466f59ffffffff,41.0,0.0,0.0,0.0,0.0
8466f5bffffffff,161.0,0.0,9.0,0.0,0.0
8466f5dffffffff,5.0,0.0,0.0,0.0,0.0
8467413ffffffff,363.0,0.0,2.0,0.0,0.0
8467417ffffffff,8.0,0.0,0.0,0.0,0.0
8467425ffffffff,177.0,0.0,0.0,0.0,0.0
8467427ffffffff,4.0,0.0,0.0,0.0,0.0
8467431ffffffff,2.0,0.0,0.0,0.0,0.0
8467433ffffffff,43.0,0.0,0.0,0.0,0.0
8467437ffffffff,130.0,0.0,0.0,0.0,0.0
846743bffffffff,28.0,0.0,0.0,0.0,0.0
846743dffffffff,3.0,0.0,0.0,0.0,0.0
84674c5ffffffff,408.0,0.0,14.0,0.0,0.0
84674c7ffffffff,2.0,0.0,0.0,0.0,0.0
84674cdffffffff,53.0,0.0,0.0,0.0,0.0
84674e1ffffffff,41.0,0.0,0.0,0.0,0.0
84674e5ffffffff,15.0,0.0,0.0,0.0,0.0
84674e9ffffffff,49.0,0.0,0.0,0.0,0.0
84674ebffffffff,24.0,0.0,0.0,0.0,0.0
84674edffffffff,99.0,0.0,0.0,0.0,0.0
8467519ffffffff,59.0,0.0,0.0,0.0,0.0
8467531ffffffff,8.0,0.0,0.0,0.0,0.0
8467533ffffffff,1.0,0.0,0.0,0.0,0.0
846758dffffffff,6.0,0.0,0.0,0.0,0.0
84675a5ffffffff,25.0,0.0,0.0,0.0,0.0
84675a9ffffffff,14.0,0.0,0.0,0.0,0.0
84675abffffffff,2.0,0.0,0.0,0.0,0.0
84675adffffffff,2.0,0.0,0.0,0.0,0.0
84675c1ffffffff,16.0,0.0,0.0,0.0,0.0
84675c7ffffffff,10.0,0.0,0.0,0.0,0.0
84675c9ffffffff,3.0,0.0,0.0,0.0,0.0
84675cbffffffff,69.0,0.0,0.0,0.0,0.0
84675ddffffffff,6.0,0.0,0.0,0.0,0.0
84675e3ffffffff,21.0,0.0,0.0,0.0,0.0
84675ebffffffff,10.0,0.0,0.0,0.0,0.0
8467913ffffffff,1.0,0.0,0.0,0.0,0.0
846792dffffffff,7.0,0.0,0.0,0.0,0.0
8467945ffffffff,1.0,0.0,0.0,0.0,0.0
8467961ffffffff,21.0,0.0,0.0,0.0,0.0
84679a7ffffffff,31.0,0.0,0.0,0.0,0.0
846d049ffffffff,1.0,0.0,0.0,0.0,0.0
846d04bffffffff,11.0,0.0,0.0,0.0,0.0
846d04dffffffff,2.0,0.0,0.0,0.0,0.0
846d059ffffffff,79.0,2.0,0.0,0.0,0.0
846d05bffffffff,409.0,164.0,0.0,0.0,0.0
846d203ffffffff,1.0,0.0,0.0,0.0,0.0
846d207ffffffff,1.0,0.0,0.0,0.0,0.0
846d211ffffffff,1.0,0.0,0.0,0.0,0.0
846d21bffffffff,142.0,46.0,0.0,0.0,0.0
846d21dffffffff,118.0,10.0,0.0,0.0,0.0
846d221ffffffff,2.0,0.0,0.0,0.0,0.0
846d223ffffffff,39.0,2.0,0.0,0.0,0.0
846d225ffffffff,2.0,0.0,0.0,0.0,0.0
846d227ffffffff,4.0,0.0,0.0,0.0,0.0
846d22bffffffff,12.0,0.0,0.0,0.0,0.0
846d237ffffffff,4.0,0.0,0.0,0.0,0.0
846d23dffffffff,355.0,72.0,0.0,0.0,0.0
846d257ffffffff,2.0,0.0,0.0,0.0,0.0
846d281ffffffff,3.0,0.0,0.0,0.0,0.0
846d283ffffffff,15.0,0.0,0.0,0.0,0.0
846d287ffffffff,37.0,0.0,0.0,0.0,0.0
846d28dffffffff,1.0,0.0,0.0,0.0,0.0
846d291ffffffff,46.0,0.0,0.0,0.0,0.0
846d295ffffffff,522.0,24.0,0.0,0.0,0.0
846d297ffffffff,21.0,1.0,0.0,0.0,0.0
846d2a9ffffffff,12.0,2.0,0.0,0.0,0.0
846d2abffffffff,23.0,0.0,0.0,0.0,0.0
846d2adffffffff,3.0,0.0,0.0,0.0,0.0
846d2b9ffffffff,801.0,24.0,0.0,0.0,0.0
846d2c1ffffffff,23.0,16.0,0.0,0.0,0.0
846d2c3ffffffff,3.0,0.0,0.0,0.0,0.0
846d2c5ffffffff,18.0,4.0,0.0,0.0,0.0
846d2c7ffffffff,43.0,4.0,0.0,0.0,0.0
846d2c9ffffffff,226.0,41.0,0.0,0.0,0.0
846d2cbffffffff,21.0,7.0,0.0,0.0,0.0
846d2cdffffffff,2.0,0.0,0.0,0.0,0.0
846d2d1ffffffff,439.0,87.0,0.0,0.0,0.0
846d2d3ffffffff,39.0,18.0,0.0,0.0,0.0
846d2d5ffffffff,4.0,0.0,0.0,0.0,0.0
846d2d7ffffffff,326.0,192.0,0.0,0.0,0.0
846d2d9ffffffff,5.0,3.0,0.0,0.0,0.0
846d2ddffffffff,4.0,0.0,0.0,0.0,0.0
846d2e5ffffffff,21.0,10.0,0.0,0.0,0.0
846d2ebffffffff,71.0,15.0,0.0,0.0,0.0
846d303ffffffff,10.0,0.0,0.0,0.0,0.0
846d305ffffffff,94.0,2.0,0.0,0.0,0.0
846d307ffffffff,8.0,0.0,0.0,0.0,0.0
846d30dffffffff,156.0,11.0,0.0,0.0,0.0
846d311ffffffff,2.0,0.0,0.0,0.0,0.0
846d315ffffffff,18.0,0.0,0.0,0.0,0.0
846d319ffffffff,96.0,40.0,0.0,0.0,0.0
846d31bffffffff,12.0,0.0,0.0,0.0,0.0
846d333ffffffff,2.0,0.0,0.0,0.0,0.0
846d335ffffffff,11.0,0.0,0.0,0.0,0.0
846d337ffffffff,509.0,43.0,0.0,0.0,0.0
846d34bffffffff,46.0,13.0,0.0,0.0,0.0
846d35dffffffff,469.0,53.0,0.0,0.0,0.0
846d361ffffffff,6.0,0.0,0.0,0.0,0.0
846d363ffffffff,3.0,0.0,0.0,0.0,0.0
846d369ffffffff,16.0,0.0,0.0,0.0,0.0
846d36dffffffff,18.0,0.0,0.0,0.0,0.0
846d641ffffffff,4.0,0.0,0.0,0.0,0.0
846d651ffffffff,909.0,0.0,0.0,0.0,0.0
846d653ffffffff,399.0,0.0,0.0,0.0,0.0
846d655ffffffff,48.0,0.0,0.0,0.0,0.0
846d657ffffffff,7.0,0.0,0.0,0.0,0.0
846d659ffffffff,3.0,0.0,0.0,0.0,0.0
846d65bffffffff,36.0,0.0,0.0,0.0,0.0
846d65dffffffff,3.0,0.0,0.0,0.0,0.0
846d681ffffffff,283.0,0.0,0.0,0.0,0.0
846d68bffffffff,463.0,0.0,0.0,0.0,0.0
846d68dffffffff,4.0,0.0,0.0,0.0,0.0
846d691ffffffff,812.0,0.0,0.0,0.0,0.0
846d693ffffffff,91.0,0.0,0.0,0.0,0.0
846d695ffffffff,11.0,0.0,0.0,0.0,0.0
846d697ffffffff,6.0,0.0,0.0,0.0,0.0
846d699ffffffff,8.0,0.0,0.0,0.0,0.0
846d69bffffffff,397.0,0.0,0.0,0.0,0.0
846d69dffffffff,5448.0,0.0,0.0,0.0,0.0
846d741ffffffff,22.0,0.0,0.0,0.0,0.0
846d745ffffffff,14.0,0.0,0.0,0.0,0.0
8480007ffffffff,3.0,0.0,0.0,0.0,0.0
8480021ffffffff,11.0,0.0,0.0,0.0,0.0
8480023ffffffff,6.0,0.0,0.0,0.0,0.0
8480027ffffffff,4.0,0.0,0.0,0.0,0.0
8480053ffffffff,1.0,0.0,0.0,0.0,0.0
8480055ffffffff,2.0,0.0,0.0,0.0,0.0
8480061ffffffff,6.0,0.0,0.0,0.0,0.0
8480101ffffffff,52.0,0.0,0.0,5.0,0.0
8480105ffffffff,14.0,0.0,0.0,0.0,0.0
8480109ffffffff,260.0,0.0,0.0,15.0,0.0
848011bffffffff,33.0,0.0,0.0,0.0,0.0
848011dffffffff,4.0,0.0,0.0,0.0,0.0
84801c9ffffffff,3.0,0.0,0.0,0.0,0.0
8480305ffffffff,5.0,0.0,0.0,2.0,0.0
8480363ffffffff,132.0,0.0,0.0,13.0,0.0
8481005ffffffff,12.0,0.0,0.0,0.0,0.0
8481007ffffffff,2.0,0.0,0.0,0.0,0.0
8481021ffffffff,4.0,0.0,0.0,0.0,0.0
8481023ffffffff,6.0,0.0,0.0,0.0,0.0
8481027ffffffff,5.0,0.0,0.0,0.0,0.0
8481029ffffffff,181.0,0.0,0.0,0.0,0.0
8481049ffffffff,11.0,0.0,0.0,0.0,0.0
8481061ffffffff,4.0,0.0,0.0,0.0,0.0
8481063ffffffff,13.0,0.0,0.0,0.0,0.0
8481099ffffffff,6.0,0.0,0.0,0.0,0.0
8481105ffffffff,2.0,0.0,0.0,0.0,0.0
8481113ffffffff,3.0,0.0,0.0,0.0,0.0
8481143ffffffff,1.0,0.0,0.0,0.0,0.0
8481167ffffffff,4.0,0.0,0.0,0.0,0.0
84811c5ffffffff,2.0,0.0,0.0,0.0,0.0
84811c9ffffffff,2.0,0.0,0.0,0.0,0.0
84811e1ffffffff,8.0,0.0,0.0,0.0,0.0
84811e9ffffffff,18.0,0.0,0.0,0.0,0.0
8481205ffffffff,2.0,0.0,0.0,0.0,0.0
8481211ffffffff,40.0,0.0,0.0,13.0,0.0
8481215ffffffff,6.0,0.0,0.0,0.0,0.0
8481241ffffffff,2.0,0.0,0.0,0.0,0.0
8481245ffffffff,46.0,0.0,0.0,2.0,4.0
848124bffffffff,149.0,0.0,0.0,18.0,0.0
848124dffffffff,69.0,0.0,0.0,4.0,0.0
84812bdffffffff,5.0,0.0,0.0,0.0,0.0
84812d1ffffffff,29.0,0.0,0.0,0.0,14.0
84812d3ffffffff,7.0,0.0,0.0,0.0,7.0
84812d7ffffffff,30.0,0.0,0.0,0.0,16.0
8481301ffffffff,2.0,0.0,0.0,0.0,0.0
8481303ffffffff,36.0,0.0,0.0,0.0,0.0
8481307ffffffff,13.0,0.0,0.0,0.0,0.0
8481327ffffffff,3.0,0.0,0.0,0.0,0.0
8481339ffffffff,289.0,0.0,0.0,0.0,0.0
8481341ffffffff,2.0,0.0,0.0,0.0,0.0
8481343ffffffff,18.0,0.0,0.0,1.0,0.0
848134dffffffff,1.0,0.0,0.0,0.0,0.0
8481363ffffffff,134.0,0.0,0.0,0.0,0.0
8481403ffffffff,7.0,0.0,0.0,0.0,0.0
8481407ffffffff,1.0,0.0,0.0,0.0,0.0
8481429ffffffff,1.0,0.0,0.0,0.0,0.0
8481431ffffffff,1.0,0.0,0.0,0.0,0.0
8481439ffffffff,6.0,0.0,0.0,0.0,0.0
8481445ffffffff,2.0,0.0,0.0,0.0,2.0
848144bffffffff,9.0,0.0,0.0,0.0,0.0
848145dffffffff,58.0,0.0,0.0,0.0,21.0
848146bffffffff,17.0,0.0,0.0,0.0,0.0
84814a9ffffffff,4.0,0.0,0.0,0.0,0.0
84814e3ffffffff,1.0,0.0,0.0,0.0,0.0
84814e5ffffffff,2.0,0.0,0.0,0.0,0.0
84814e7ffffffff,7.0,0.0,0.0,0.0,0.0
8481513ffffffff,2.0,0.0,0.0,0.0,0.0
8481581ffffffff,2.0,0.0,0.0,0.0,0.0
84815c9ffffffff,5.0,0.0,0.0,0.0,0.0
84815dbffffffff,2.0,0.0,0.0,0.0,0.0
84815e9ffffffff,3.0,0.0,0.0,0.0,0.0
8481627ffffffff,1.0,0.0,0.0,0.0,0.0
8481635ffffffff,3.0,0.0,0.0,0.0,2.0
8481711ffffffff,154.0,0.0,0.0,0.0,55.0
8481713ffffffff,97.0,0.0,0.0,0.0,31.0
8481715ffffffff,3.0,0.0,0.0,0.0,0.0
848173dffffffff,2.0,0.0,0.0,0.0,0.0
848174bffffffff,2.0,0.0,0.0,0.0,2.0
848175dffffffff,17.0,0.0,0.0,0.0,9.0
8481801ffffffff,3.0,0.0,0.0,0.0,0.0
8481803ffffffff,3.0,0.0,0.0,0.0,0.0
848180bffffffff,28.0,0.0,0.0,0.0,0.0
8481811ffffffff,2.0,0.0,0.0,2.0,0.0
