cell_id,Thalurania colombica,Thalurania colombica venusta/townsendi,Thalurania colombica colombica/rostrifera,Thalurania colombica [fannyae Group],Thalurania colombica hypochlora,Thalurania colombica (Violet-crowned Woodnymph),Thalurania colombica (Green-crowned Woodnymph)
8466e51ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8466e59ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e61ffffffff,30.0,0.0,3.0,0.0,0.0,0.0,0.0
8466e63ffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e65ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e67ffffffff,490.0,0.0,16.0,0.0,0.0,0.0,0.0
8466e69ffffffff,189.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e6bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e6dffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f01ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f03ffffffff,551.0,0.0,0.0,9.0,0.0,0.0,53.0
8466f0bffffffff,54.0,0.0,0.0,7.0,0.0,0.0,0.0
8466f11ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f15ffffffff,211.0,0.0,0.0,12.0,0.0,0.0,2.0
8466f19ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f1dffffffff,4111.0,0.0,0.0,85.0,0.0,9.0,217.0
8466f33ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f35ffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f37ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f3bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f53ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8466f57ffffffff,653.0,0.0,0.0,1.0,0.0,0.0,11.0
8466f59ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,4.0
8466f5dffffffff,16.0,0.0,0.0,0.0,0.0,0.0,2.0
8467531ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
846758dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84675a5ffffffff,18.0,0.0,0.0,0.0,0.0,4.0,0.0
84675c7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84675e3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84675e7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84675ebffffffff,14.0,0.0,0.0,0.0,0.0,2.0,0.0
8467903ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
846790bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
846790dffffffff,14.0,0.0,0.0,0.0,0.0,2.0,0.0
846792dffffffff,6.0,0.0,0.0,0.0,0.0,2.0,0.0
8467931ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
846793bffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8467945ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8467961ffffffff,100.0,0.0,0.0,0.0,0.0,33.0,0.0
8467969ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84679a1ffffffff,73.0,0.0,0.0,0.0,0.0,0.0,0.0
84679a3ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84679a5ffffffff,1308.0,0.0,0.0,0.0,0.0,0.0,0.0
84679a7ffffffff,533.0,0.0,0.0,0.0,0.0,0.0,0.0
84679adffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
84679b3ffffffff,18.0,0.0,0.0,0.0,0.0,4.0,0.0
84679b5ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
84679b7ffffffff,402.0,0.0,0.0,0.0,0.0,0.0,0.0
846d651ffffffff,27.0,0.0,0.0,0.0,0.0,5.0,0.0
846d653ffffffff,135.0,0.0,0.0,0.0,0.0,8.0,0.0
846d659ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
846d65bffffffff,36.0,0.0,0.0,0.0,0.0,4.0,0.0
846d681ffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0
846d683ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
846d689ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
846d68bffffffff,759.0,0.0,0.0,0.0,0.0,0.0,0.0
846d68dffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
846d691ffffffff,1077.0,0.0,0.0,0.0,0.0,0.0,0.0
846d693ffffffff,219.0,0.0,0.0,0.0,0.0,0.0,0.0
846d697ffffffff,111.0,0.0,0.0,0.0,0.0,0.0,0.0
846d699ffffffff,183.0,0.0,0.0,0.0,0.0,0.0,0.0
846d69bffffffff,2577.0,0.0,0.0,0.0,0.0,0.0,0.0
846d69dffffffff,3112.0,0.0,0.0,0.0,0.0,0.0,0.0
846d6d1ffffffff,40.0,0.0,0.0,0.0,0.0,14.0,0.0
846d6d3ffffffff,243.0,0.0,0.0,0.0,0.0,3.0,0.0
846d6d5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
846d6dbffffffff,12.0,0.0,0.0,0.0,0.0,2.0,0.0
846d6ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848f099ffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0
848f0d1ffffffff,11.0,0.0,0.0,0.0,1.0,0.0,2.0
848f0d3ffffffff,3.0,0.0,0.0,0.0,3.0,0.0,0.0
848f0d5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848f0dbffffffff,546.0,0.0,0.0,0.0,226.0,0.0,0.0
848f28dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848f291ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
848f295ffffffff,63.0,0.0,0.0,4.0,0.0,0.0,4.0
848f297ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2a9ffffffff,53.0,0.0,0.0,5.0,0.0,0.0,4.0
848f2abffffffff,18.0,0.0,0.0,7.0,0.0,0.0,1.0
848f2b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
848f2bbffffffff,26.0,0.0,0.0,0.0,0.0,0.0,2.0
848f2c3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,4.0
848f2c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f2cbffffffff,30.0,0.0,0.0,1.0,0.0,0.0,0.0
848f2cdffffffff,107.0,0.0,0.0,0.0,0.0,0.0,0.0
848f765ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
