cell_id,Lagopus lagopus,Lagopus lagopus scotica/hibernica,Lagopus lagopus [lagopus Group]
830e6afffffffff,4.0,0.0,0.0
830e6efffffffff,4.0,0.0,0.0
830e80fffffffff,1306.0,0.0,0.0
830e82fffffffff,1.0,0.0,0.0
830e83fffffffff,12.0,0.0,0.0
830e86fffffffff,2.0,0.0,0.0
830e8dfffffffff,1.0,0.0,0.0
830eb3fffffffff,3.0,0.0,0.0
830ec5fffffffff,3.0,0.0,0.0
830ee0fffffffff,3.0,0.0,0.0
830ee1fffffffff,4.0,0.0,0.0
830ee2fffffffff,8.0,0.0,0.0
830ee8fffffffff,19.0,0.0,0.0
830ee9fffffffff,35.0,0.0,0.0
830eecfffffffff,25.0,0.0,0.0
830eedfffffffff,15.0,0.0,0.0
830eeefffffffff,36.0,0.0,0.0
830ef1fffffffff,1.0,0.0,0.0
830f10fffffffff,8.0,0.0,0.0
830f5afffffffff,3.0,0.0,0.0
830f5cfffffffff,1.0,0.0,0.0
830f5dfffffffff,1.0,0.0,0.0
830f9afffffffff,155.0,0.0,0.0
830f9efffffffff,1.0,0.0,0.0
8310eefffffffff,19.0,0.0,8.0
831128fffffffff,4.0,0.0,0.0
83112dfffffffff,2.0,0.0,0.0
83115cfffffffff,1.0,0.0,0.0
831160fffffffff,1.0,0.0,0.0
831213fffffffff,3.0,0.0,0.0
831226fffffffff,2.0,0.0,0.0
831229fffffffff,4.0,0.0,0.0
831242fffffffff,8.0,0.0,0.0
83124cfffffffff,1.0,0.0,0.0
83124efffffffff,1.0,0.0,0.0
831254fffffffff,2.0,0.0,0.0
831266fffffffff,3.0,0.0,0.0
83126bfffffffff,15.0,0.0,0.0
83126efffffffff,6.0,0.0,0.0
831270fffffffff,2.0,0.0,0.0
831272fffffffff,6.0,0.0,0.0
831276fffffffff,19.0,0.0,0.0
831285fffffffff,6.0,0.0,0.0
83128efffffffff,4.0,0.0,0.0
8312a2fffffffff,2.0,0.0,0.0
8312a6fffffffff,2.0,0.0,0.0
8312adfffffffff,19.0,0.0,0.0
8312b0fffffffff,1.0,0.0,0.0
8312f0fffffffff,2.0,0.0,0.0
8312f1fffffffff,1.0,0.0,0.0
8312f4fffffffff,9.0,0.0,0.0
831306fffffffff,11.0,0.0,0.0
831314fffffffff,4.0,0.0,0.0
831315fffffffff,11.0,0.0,0.0
83131bfffffffff,2.0,0.0,0.0
831328fffffffff,5.0,0.0,0.0
831343fffffffff,1.0,0.0,0.0
831349fffffffff,2.0,0.0,0.0
83134efffffffff,1.0,0.0,0.0
831352fffffffff,61.0,0.0,0.0
831373fffffffff,2.0,0.0,0.0
831382fffffffff,15.0,0.0,0.0
831384fffffffff,1.0,0.0,0.0
831386fffffffff,15.0,0.0,0.0
83138afffffffff,2.0,0.0,0.0
83138cfffffffff,2.0,0.0,0.0
831390fffffffff,50.0,0.0,0.0
831391fffffffff,22.0,0.0,0.0
831393fffffffff,1.0,0.0,0.0
831394fffffffff,2.0,0.0,0.0
831395fffffffff,36.0,0.0,0.0
831396fffffffff,3.0,0.0,0.0
83139efffffffff,6.0,0.0,0.0
8313a3fffffffff,2.0,0.0,0.0
8313a4fffffffff,2.0,0.0,0.0
8313a6fffffffff,1.0,0.0,0.0
8313a8fffffffff,2.0,0.0,0.0
8313abfffffffff,1.0,0.0,0.0
8313acfffffffff,3.0,0.0,0.0
8313b0fffffffff,7.0,0.0,0.0
8313b2fffffffff,8.0,0.0,0.0
8313b3fffffffff,3.0,0.0,0.0
8314c8fffffffff,4.0,0.0,0.0
831630fffffffff,2.0,0.0,0.0
831634fffffffff,4.0,0.0,0.0
831711fffffffff,4.0,0.0,4.0
831750fffffffff,4.0,0.0,0.0
83176bfffffffff,2.0,0.0,2.0
83178bfffffffff,2.0,0.0,2.0
831821fffffffff,6.0,6.0,0.0
83182afffffffff,1.0,1.0,0.0
83182cfffffffff,41.0,41.0,0.0
83182efffffffff,3.0,3.0,0.0
831908fffffffff,7.0,7.0,0.0
831909fffffffff,7.0,7.0,0.0
83190bfffffffff,3.0,3.0,0.0
83190cfffffffff,9.0,4.0,0.0
83190dfffffffff,281.0,192.0,0.0
83190efffffffff,6.0,6.0,0.0
831928fffffffff,8.0,6.0,0.0
83192afffffffff,12.0,7.0,0.0
83192bfffffffff,236.0,201.0,0.0
831942fffffffff,586.0,369.0,0.0
831946fffffffff,97.0,67.0,0.0
831950fffffffff,9.0,9.0,0.0
831951fffffffff,37.0,27.0,0.0
831954fffffffff,4.0,2.0,0.0
831955fffffffff,143.0,93.0,0.0
831958fffffffff,8.0,8.0,0.0
83195cfffffffff,17.0,9.0,0.0
83195efffffffff,3.0,3.0,0.0
831972fffffffff,92.0,76.0,0.0
831973fffffffff,28.0,19.0,0.0
831976fffffffff,58.0,44.0,0.0
831a84fffffffff,16.0,0.0,0.0
831aa0fffffffff,1.0,0.0,0.0
831aa2fffffffff,38.0,0.0,4.0
831aa3fffffffff,140.0,0.0,18.0
831aa4fffffffff,1.0,0.0,0.0
831aa6fffffffff,2.0,0.0,0.0
831b80fffffffff,3.0,0.0,0.0
831b82fffffffff,6.0,0.0,2.0
831b83fffffffff,9.0,0.0,0.0
831b9afffffffff,3.0,0.0,0.0
831b9cfffffffff,2.0,0.0,0.0
831b9efffffffff,23.0,0.0,0.0
831bb0fffffffff,1.0,0.0,0.0
83204bfffffffff,9.0,0.0,0.0
832404fffffffff,1.0,0.0,0.0
832406fffffffff,1.0,0.0,0.0
832425fffffffff,5.0,0.0,0.0
832426fffffffff,7.0,0.0,0.0
83251bfffffffff,1.0,0.0,0.0
83255afffffffff,1.0,0.0,0.0
832b36fffffffff,18.0,0.0,0.0
832ba0fffffffff,19.0,0.0,0.0
832ba4fffffffff,9.0,0.0,0.0
832ba6fffffffff,12.0,0.0,0.0
832bb0fffffffff,35.0,0.0,0.0
832bb2fffffffff,4.0,0.0,0.0
832bb4fffffffff,9.0,0.0,0.0
832bb5fffffffff,55.0,0.0,0.0
832bb6fffffffff,34.0,0.0,0.0
