cell_id,Megascops kennicottii,Megascops kennicottii [kennicottii Group],Megascops kennicottii vinaceus,Megascops kennicottii suttoni
8426d45ffffffff,1.0,0.0,0.0,0.0
8426f27ffffffff,20.0,0.0,0.0,0.0
8427907ffffffff,2.0,2.0,0.0,0.0
8427909ffffffff,2.0,0.0,0.0,0.0
8427923ffffffff,3.0,0.0,0.0,0.0
8427927ffffffff,7.0,0.0,0.0,0.0
8428029ffffffff,1.0,1.0,0.0,0.0
842802bffffffff,10.0,0.0,0.0,0.0
842811dffffffff,2.0,0.0,0.0,0.0
8428141ffffffff,9.0,0.0,0.0,0.0
842814dffffffff,1.0,0.0,0.0,0.0
8428155ffffffff,2.0,0.0,0.0,0.0
84281e1ffffffff,2.0,0.0,0.0,0.0
84281e3ffffffff,2.0,0.0,0.0,0.0
84281e5ffffffff,4.0,0.0,0.0,0.0
84281e9ffffffff,4.0,0.0,0.0,0.0
84281ebffffffff,7.0,0.0,0.0,0.0
84281edffffffff,4.0,0.0,0.0,0.0
8428301ffffffff,5.0,0.0,0.0,0.0
8428303ffffffff,6.0,0.0,0.0,0.0
8428307ffffffff,6.0,0.0,0.0,0.0
842830dffffffff,2.0,0.0,0.0,0.0
8428317ffffffff,2.0,0.0,0.0,0.0
8428329ffffffff,2.0,0.0,0.0,0.0
842832bffffffff,8.0,0.0,0.0,0.0
8428339ffffffff,3.0,0.0,0.0,0.0
8428361ffffffff,10.0,0.0,0.0,0.0
8428363ffffffff,4.0,0.0,0.0,0.0
842836bffffffff,3.0,0.0,0.0,0.0
8428843ffffffff,1.0,0.0,0.0,0.0
8428847ffffffff,4.0,0.0,0.0,0.0
842886dffffffff,2.0,0.0,0.0,0.0
84288adffffffff,1.0,0.0,0.0,0.0
8428923ffffffff,25.0,0.0,0.0,0.0
84289a3ffffffff,2.0,0.0,0.0,0.0
84289d3ffffffff,3.0,0.0,0.0,0.0
8428a91ffffffff,4.0,0.0,0.0,0.0
8428a93ffffffff,11.0,0.0,0.0,0.0
8428a99ffffffff,2.0,0.0,0.0,0.0
8428a9bffffffff,5.0,0.0,0.0,0.0
8428ae9ffffffff,5.0,0.0,0.0,0.0
8428c61ffffffff,2.0,0.0,0.0,0.0
8428d0bffffffff,2.0,0.0,0.0,0.0
8428d17ffffffff,4.0,0.0,0.0,0.0
8428d33ffffffff,5.0,0.0,0.0,0.0
8428d3bffffffff,1.0,0.0,0.0,0.0
8428d55ffffffff,3.0,0.0,0.0,0.0
8428d5dffffffff,21.0,0.0,0.0,0.0
8428dc3ffffffff,5.0,2.0,0.0,0.0
8428dc9ffffffff,1.0,0.0,0.0,0.0
8428de9ffffffff,2.0,0.0,0.0,0.0
8428f01ffffffff,20.0,0.0,0.0,0.0
8428f31ffffffff,2.0,0.0,0.0,0.0
8428f33ffffffff,1.0,0.0,0.0,0.0
8428f59ffffffff,3.0,0.0,0.0,0.0
842989bffffffff,1.0,0.0,0.0,0.0
84298cbffffffff,3.0,0.0,0.0,0.0
84298cdffffffff,4.0,0.0,0.0,0.0
8429a05ffffffff,5.0,0.0,0.0,0.0
8429a0bffffffff,5.0,1.0,0.0,0.0
8429a0dffffffff,1.0,0.0,0.0,0.0
8429a1dffffffff,2.0,0.0,0.0,0.0
8429a41ffffffff,66.0,0.0,0.0,0.0
8429a43ffffffff,2.0,0.0,0.0,0.0
8429a47ffffffff,7.0,0.0,0.0,0.0
8429a55ffffffff,2.0,0.0,0.0,0.0
8429a65ffffffff,3.0,0.0,0.0,0.0
8429ac9ffffffff,1.0,0.0,0.0,0.0
8429b05ffffffff,2.0,0.0,0.0,0.0
8429b2dffffffff,2.0,0.0,0.0,0.0
8429b55ffffffff,2.0,0.0,0.0,0.0
84480adffffffff,2.0,0.0,0.0,0.0
8448193ffffffff,1.0,0.0,0.0,0.0
84482e5ffffffff,1.0,0.0,0.0,0.0
84485b1ffffffff,1.0,0.0,0.0,0.0
84485b3ffffffff,4.0,0.0,0.0,0.0
84485b5ffffffff,11.0,0.0,0.0,0.0
8448881ffffffff,2.0,0.0,0.0,1.0
84488a7ffffffff,7.0,0.0,0.0,0.0
84488a9ffffffff,4.0,0.0,0.0,0.0
84488e1ffffffff,52.0,0.0,0.0,0.0
84488e3ffffffff,1.0,0.0,0.0,0.0
84489d1ffffffff,4.0,0.0,0.0,0.0
8448a67ffffffff,1.0,0.0,0.0,1.0
8448ab7ffffffff,8.0,0.0,0.0,5.0
8448c19ffffffff,2.0,0.0,0.0,0.0
8448c35ffffffff,3.0,0.0,0.0,0.0
8448db7ffffffff,2.0,0.0,0.0,0.0
8448e33ffffffff,1.0,0.0,0.0,0.0
8448e37ffffffff,2.0,0.0,0.0,0.0
8448e81ffffffff,2.0,0.0,0.0,0.0
8448e85ffffffff,8.0,0.0,0.0,0.0
8448e89ffffffff,19.0,2.0,0.0,0.0
8448e8dffffffff,35.0,0.0,0.0,0.0
8448ea1ffffffff,1.0,0.0,0.0,0.0
8448ea5ffffffff,2.0,0.0,0.0,0.0
8448eabffffffff,2.0,0.0,0.0,0.0
8448eb3ffffffff,2.0,0.0,0.0,0.0
8448ec7ffffffff,18.0,0.0,0.0,0.0
8448ee3ffffffff,15.0,0.0,0.0,0.0
8448eebffffffff,9.0,0.0,0.0,0.0
8449865ffffffff,9.0,0.0,0.0,6.0
8449959ffffffff,4.0,0.0,0.0,0.0
844995bffffffff,22.0,0.0,0.0,2.0
84499c1ffffffff,2.0,0.0,0.0,0.0
84499cdffffffff,1.0,0.0,0.0,0.0
8449b31ffffffff,11.0,0.0,0.0,0.0
