cell_id,Colaptes campestris,Colaptes campestris campestris,Colaptes campestris campestroides,Colaptes campestris campestris x campestroides
838b04fffffffff,8.0,0.0,0.0,0.0
838b08fffffffff,11.0,0.0,0.0,0.0
838b0cfffffffff,32.0,4.0,0.0,0.0
838b0dfffffffff,183.0,6.0,0.0,0.0
838b0efffffffff,6.0,0.0,0.0,0.0
838b10fffffffff,11.0,0.0,0.0,0.0
838b12fffffffff,2.0,0.0,0.0,0.0
838b22fffffffff,287.0,16.0,0.0,0.0
838b23fffffffff,19.0,0.0,0.0,0.0
838b26fffffffff,1.0,0.0,0.0,0.0
838b2afffffffff,66.0,3.0,0.0,0.0
838b2bfffffffff,7.0,0.0,0.0,0.0
838b31fffffffff,4.0,0.0,0.0,0.0
838b72fffffffff,12.0,0.0,0.0,0.0
838b76fffffffff,38.0,0.0,0.0,0.0
838b88fffffffff,2.0,0.0,0.0,0.0
838ba4fffffffff,4.0,0.0,0.0,0.0
838ba6fffffffff,54.0,8.0,0.0,0.0
838bb5fffffffff,175.0,27.0,0.0,0.0
83a596fffffffff,27.0,2.0,0.0,0.0
83a800fffffffff,27.0,0.0,0.0,0.0
83a801fffffffff,112.0,0.0,0.0,0.0
83a802fffffffff,52.0,6.0,0.0,0.0
83a803fffffffff,18.0,0.0,0.0,0.0
83a804fffffffff,161.0,9.0,0.0,0.0
83a805fffffffff,23.0,0.0,0.0,0.0
83a806fffffffff,560.0,117.0,0.0,0.0
83a808fffffffff,6.0,0.0,0.0,0.0
83a80afffffffff,3.0,0.0,0.0,0.0
83a80bfffffffff,3.0,0.0,0.0,0.0
83a80cfffffffff,27.0,0.0,0.0,0.0
83a80dfffffffff,14.0,0.0,0.0,0.0
83a80efffffffff,10.0,0.0,0.0,0.0
83a810fffffffff,1893.0,75.0,0.0,0.0
83a811fffffffff,672.0,63.0,0.0,0.0
83a812fffffffff,1023.0,122.0,0.0,0.0
83a813fffffffff,971.0,178.0,0.0,0.0
83a814fffffffff,168.0,4.0,0.0,0.0
83a815fffffffff,299.0,10.0,0.0,0.0
83a818fffffffff,160.0,3.0,0.0,0.0
83a819fffffffff,90.0,9.0,0.0,0.0
83a81afffffffff,41.0,3.0,0.0,0.0
83a81bfffffffff,57.0,2.0,0.0,0.0
83a81cfffffffff,572.0,3.0,0.0,0.0
83a81dfffffffff,38.0,0.0,0.0,0.0
83a81efffffffff,2125.0,47.0,0.0,0.0
83a820fffffffff,16.0,0.0,0.0,0.0
83a821fffffffff,50.0,0.0,0.0,0.0
83a822fffffffff,42.0,10.0,0.0,0.0
83a823fffffffff,15.0,0.0,0.0,0.0
83a824fffffffff,109.0,0.0,1.0,0.0
83a825fffffffff,56.0,0.0,0.0,0.0
83a826fffffffff,39.0,0.0,0.0,0.0
83a828fffffffff,6.0,0.0,0.0,0.0
83a829fffffffff,30.0,0.0,0.0,0.0
83a82afffffffff,17.0,1.0,0.0,0.0
83a82bfffffffff,27.0,0.0,0.0,0.0
83a82cfffffffff,26.0,0.0,0.0,0.0
83a82dfffffffff,18.0,0.0,0.0,0.0
83a82efffffffff,18.0,0.0,0.0,0.0
83a831fffffffff,300.0,15.0,0.0,0.0
83a833fffffffff,57.0,9.0,0.0,0.0
83a835fffffffff,129.0,6.0,3.0,0.0
83a840fffffffff,208.0,6.0,0.0,0.0
83a841fffffffff,10.0,0.0,0.0,0.0
83a842fffffffff,51.0,0.0,0.0,0.0
83a843fffffffff,10.0,0.0,0.0,0.0
83a844fffffffff,63.0,0.0,0.0,0.0
83a846fffffffff,268.0,12.0,0.0,0.0
83a84afffffffff,2.0,2.0,0.0,0.0
83a84bfffffffff,2.0,0.0,0.0,0.0
83a84efffffffff,2.0,0.0,0.0,0.0
83a851fffffffff,4.0,0.0,0.0,0.0
83a852fffffffff,2.0,0.0,0.0,0.0
83a855fffffffff,37.0,0.0,0.0,0.0
83a856fffffffff,6.0,0.0,0.0,0.0
83a859fffffffff,1245.0,153.0,0.0,0.0
83a85afffffffff,2.0,0.0,0.0,0.0
83a85bfffffffff,60.0,2.0,0.0,0.0
83a85cfffffffff,2.0,0.0,0.0,0.0
83a85dfffffffff,23.0,1.0,0.0,0.0
83a860fffffffff,48.0,0.0,0.0,0.0
83a862fffffffff,46.0,0.0,0.0,0.0
83a863fffffffff,6.0,0.0,0.0,0.0
83a864fffffffff,5.0,0.0,0.0,0.0
83a865fffffffff,2.0,0.0,0.0,0.0
83a866fffffffff,20.0,0.0,0.0,0.0
83a870fffffffff,6.0,0.0,0.0,0.0
83a871fffffffff,7.0,0.0,0.0,0.0
83a872fffffffff,5.0,0.0,0.0,0.0
83a873fffffffff,21.0,2.0,0.0,0.0
83a875fffffffff,30.0,0.0,0.0,0.0
83a876fffffffff,24.0,1.0,0.0,0.0
83a880fffffffff,98.0,8.0,0.0,0.0
83a881fffffffff,83.0,4.0,0.0,0.0
83a882fffffffff,39.0,9.0,0.0,0.0
83a883fffffffff,9.0,1.0,0.0,0.0
83a884fffffffff,233.0,29.0,0.0,0.0
83a885fffffffff,6.0,0.0,0.0,0.0
83a886fffffffff,87.0,1.0,0.0,0.0
83a888fffffffff,7.0,0.0,0.0,0.0
83a889fffffffff,2.0,2.0,0.0,0.0
83a88afffffffff,8.0,0.0,0.0,0.0
83a88bfffffffff,29.0,5.0,0.0,0.0
83a88cfffffffff,46.0,3.0,0.0,0.0
83a88dfffffffff,188.0,14.0,0.0,0.0
83a88efffffffff,211.0,56.0,0.0,0.0
83a891fffffffff,102.0,24.0,0.0,0.0
83a893fffffffff,8.0,0.0,0.0,0.0
83a895fffffffff,36.0,7.0,0.0,0.0
83a89afffffffff,3.0,0.0,0.0,0.0
83a89bfffffffff,8.0,0.0,0.0,0.0
83a89cfffffffff,1.0,0.0,0.0,0.0
83a89dfffffffff,2.0,0.0,0.0,0.0
83a89efffffffff,7.0,0.0,0.0,0.0
83a8a0fffffffff,34.0,1.0,0.0,0.0
83a8a1fffffffff,440.0,62.0,0.0,0.0
83a8a2fffffffff,411.0,41.0,0.0,0.0
83a8a3fffffffff,128.0,0.0,0.0,0.0
83a8a8fffffffff,34.0,0.0,0.0,0.0
83a8a9fffffffff,493.0,127.0,0.0,0.0
83a8aafffffffff,70.0,2.0,0.0,0.0
83a8abfffffffff,16.0,0.0,0.0,0.0
83a8acfffffffff,273.0,21.0,0.0,0.0
83a8adfffffffff,44.0,3.0,0.0,0.0
83a8aefffffffff,128.0,0.0,0.0,0.0
83a8b1fffffffff,30.0,0.0,0.0,0.0
83a8c0fffffffff,96.0,18.0,0.0,0.0
83a8c1fffffffff,7.0,0.0,0.0,0.0
83a8c2fffffffff,245.0,88.0,0.0,0.0
83a8c3fffffffff,2.0,0.0,0.0,0.0
83a8c4fffffffff,14.0,0.0,0.0,0.0
83a8c6fffffffff,2.0,0.0,0.0,0.0
83a8c8fffffffff,1.0,0.0,0.0,0.0
83a8ccfffffffff,1.0,0.0,0.0,0.0
83a8cefffffffff,2.0,1.0,0.0,0.0
83a8d0fffffffff,7.0,0.0,0.0,0.0
83a8d1fffffffff,204.0,11.0,0.0,0.0
83a8d3fffffffff,99.0,0.0,0.0,0.0
83a8d4fffffffff,6.0,0.0,0.0,0.0
83a8d5fffffffff,15.0,1.0,0.0,0.0
83a8d6fffffffff,4.0,0.0,0.0,0.0
83a8d9fffffffff,6.0,0.0,0.0,0.0
83a8dafffffffff,6.0,4.0,0.0,0.0
83a8dbfffffffff,2.0,0.0,0.0,0.0
83a8defffffffff,127.0,8.0,0.0,0.0
83a8e0fffffffff,1.0,0.0,0.0,0.0
83a8e1fffffffff,1.0,0.0,0.0,0.0
83a8e4fffffffff,20.0,0.0,0.0,0.0
83a8e5fffffffff,2.0,0.0,0.0,0.0
83a8e6fffffffff,28.0,1.0,0.0,0.0
83a8ebfffffffff,3.0,0.0,0.0,0.0
83a8ecfffffffff,120.0,24.0,0.0,0.0
83a8f0fffffffff,4.0,0.0,0.0,0.0
83a8f1fffffffff,3.0,0.0,0.0,0.0
83a8f4fffffffff,40.0,0.0,0.0,0.0
83a8f5fffffffff,17.0,1.0,0.0,0.0
83a8f6fffffffff,9.0,3.0,0.0,0.0
83a901fffffffff,186.0,0.0,20.0,0.0
83a903fffffffff,42.0,0.0,6.0,0.0
83a905fffffffff,256.0,0.0,56.0,0.0
83a908fffffffff,16.0,0.0,0.0,0.0
83a909fffffffff,55.0,0.0,0.0,0.0
83a90afffffffff,33.0,0.0,5.0,0.0
83a90bfffffffff,13.0,0.0,0.0,0.0
83a90cfffffffff,48.0,0.0,5.0,0.0
83a90dfffffffff,22.0,0.0,0.0,0.0
83a90efffffffff,196.0,0.0,10.0,0.0
83a918fffffffff,50.0,0.0,5.0,0.0
83a919fffffffff,367.0,2.0,69.0,0.0
83a91bfffffffff,248.0,4.0,8.0,0.0
83a91dfffffffff,242.0,0.0,37.0,0.0
83a921fffffffff,53.0,0.0,3.0,0.0
83a928fffffffff,6.0,0.0,0.0,0.0
83a929fffffffff,46.0,0.0,0.0,0.0
83a92afffffffff,10.0,0.0,0.0,0.0
83a92bfffffffff,3.0,0.0,0.0,0.0
83a92cfffffffff,771.0,0.0,5.0,0.0
83a92dfffffffff,94.0,0.0,16.0,0.0
83a92efffffffff,236.0,0.0,10.0,0.0
83a940fffffffff,95.0,0.0,0.0,0.0
83a941fffffffff,318.0,0.0,0.0,0.0
83a942fffffffff,273.0,0.0,0.0,0.0
83a943fffffffff,241.0,0.0,0.0,0.0
83a944fffffffff,929.0,0.0,0.0,0.0
83a945fffffffff,211.0,0.0,0.0,0.0
83a946fffffffff,1435.0,0.0,0.0,0.0
83a948fffffffff,4.0,0.0,0.0,0.0
83a949fffffffff,1.0,0.0,0.0,0.0
83a94afffffffff,10.0,0.0,0.0,0.0
83a94bfffffffff,2.0,0.0,0.0,0.0
83a94cfffffffff,42.0,0.0,0.0,0.0
83a94dfffffffff,2.0,0.0,0.0,0.0
83a94efffffffff,1454.0,0.0,0.0,0.0
83a950fffffffff,294.0,0.0,0.0,0.0
83a951fffffffff,51.0,0.0,0.0,0.0
83a952fffffffff,166.0,2.0,0.0,0.0
83a953fffffffff,630.0,2.0,0.0,0.0
83a954fffffffff,21.0,0.0,0.0,0.0
83a955fffffffff,158.0,0.0,0.0,0.0
83a956fffffffff,9.0,0.0,0.0,0.0
83a958fffffffff,8.0,0.0,0.0,0.0
83a959fffffffff,25.0,0.0,0.0,0.0
83a95afffffffff,57.0,0.0,0.0,0.0
83a95bfffffffff,53.0,0.0,0.0,0.0
83a95cfffffffff,81.0,0.0,0.0,0.0
83a95dfffffffff,318.0,0.0,0.0,0.0
83a95efffffffff,168.0,0.0,0.0,0.0
83a960fffffffff,60.0,0.0,0.0,0.0
83a961fffffffff,54.0,0.0,0.0,0.0
83a962fffffffff,875.0,0.0,0.0,0.0
83a963fffffffff,142.0,0.0,0.0,0.0
83a964fffffffff,123.0,0.0,0.0,0.0
83a965fffffffff,19.0,0.0,0.0,0.0
83a966fffffffff,46.0,0.0,5.0,0.0
83a968fffffffff,38.0,0.0,0.0,0.0
83a969fffffffff,3.0,0.0,0.0,0.0
83a96afffffffff,522.0,0.0,0.0,0.0
83a96bfffffffff,13.0,0.0,0.0,0.0
83a96cfffffffff,4.0,0.0,0.0,0.0
83a96dfffffffff,5.0,0.0,0.0,0.0
83a96efffffffff,230.0,0.0,0.0,0.0
83a971fffffffff,291.0,0.0,0.0,0.0
83a972fffffffff,8.0,0.0,0.0,0.0
83a973fffffffff,48.0,0.0,0.0,0.0
83a974fffffffff,43.0,0.0,0.0,0.0
83a975fffffffff,63.0,0.0,0.0,0.0
83a976fffffffff,99.0,0.0,0.0,0.0
83b240fffffffff,5.0,0.0,0.0,0.0
83b241fffffffff,336.0,0.0,0.0,0.0
83b242fffffffff,53.0,0.0,0.0,0.0
83b243fffffffff,185.0,0.0,0.0,0.0
83b245fffffffff,4.0,0.0,0.0,0.0
83b246fffffffff,1.0,0.0,0.0,0.0
83b248fffffffff,16.0,0.0,0.0,0.0
83b249fffffffff,2.0,0.0,0.0,0.0
83b24afffffffff,113.0,0.0,0.0,0.0
83b24bfffffffff,17.0,0.0,0.0,0.0
83b24cfffffffff,130.0,0.0,0.0,0.0
83b24dfffffffff,55.0,0.0,0.0,0.0
83b24efffffffff,84.0,0.0,0.0,0.0
83b251fffffffff,13.0,0.0,0.0,0.0
83b253fffffffff,7.0,0.0,0.0,0.0
83b258fffffffff,216.0,0.0,0.0,0.0
83b259fffffffff,229.0,0.0,0.0,0.0
83b25afffffffff,25.0,0.0,0.0,0.0
83b25bfffffffff,68.0,0.0,0.0,0.0
83b25cfffffffff,336.0,0.0,0.0,0.0
83b25dfffffffff,471.0,0.0,0.0,0.0
83b25efffffffff,77.0,0.0,0.0,0.0
83b261fffffffff,24.0,0.0,0.0,0.0
83b263fffffffff,3.0,0.0,0.0,0.0
83b266fffffffff,3.0,0.0,0.0,0.0
83b268fffffffff,85.0,0.0,0.0,0.0
83b269fffffffff,63.0,0.0,0.0,0.0
83b26afffffffff,12.0,0.0,0.0,0.0
83b26dfffffffff,23.0,0.0,0.0,0.0
83b26efffffffff,8.0,0.0,0.0,0.0
83b270fffffffff,2.0,0.0,0.0,0.0
83b271fffffffff,1.0,0.0,0.0,0.0
83b272fffffffff,2.0,0.0,0.0,0.0
83b274fffffffff,2.0,0.0,0.0,0.0
83b275fffffffff,4.0,0.0,0.0,0.0
83b2cdfffffffff,2.0,0.0,0.0,0.0
83b2e3fffffffff,2.0,0.0,0.0,0.0
83b2e9fffffffff,11.0,0.0,0.0,0.0
83b2eafffffffff,8.0,0.0,0.0,0.0
83b2ebfffffffff,4.0,0.0,0.0,0.0
83b2edfffffffff,6.0,0.0,0.0,0.0
83b349fffffffff,4.0,0.0,0.0,0.0
83b34afffffffff,2.0,0.0,0.0,0.0
83b34cfffffffff,1.0,0.0,0.0,0.0
83b34dfffffffff,15.0,0.0,0.0,0.0
83b34efffffffff,2.0,0.0,0.0,0.0
83b360fffffffff,2.0,0.0,0.0,0.0
83b369fffffffff,3.0,0.0,0.0,0.0
83c203fffffffff,74.0,0.0,0.0,0.0
83c205fffffffff,146.0,0.0,0.0,0.0
83c218fffffffff,31.0,0.0,0.0,0.0
83c219fffffffff,18.0,0.0,0.0,0.0
83c21bfffffffff,305.0,0.0,4.0,0.0
83c21dfffffffff,161.0,0.0,0.0,0.0
83c221fffffffff,32.0,0.0,0.0,0.0
83c228fffffffff,55.0,0.0,0.0,0.0
83c229fffffffff,2.0,0.0,0.0,0.0
83c22afffffffff,259.0,0.0,0.0,0.0
83c22bfffffffff,2.0,0.0,0.0,0.0
83c22cfffffffff,24.0,0.0,0.0,0.0
83c22dfffffffff,7.0,0.0,0.0,0.0
83c22efffffffff,110.0,0.0,0.0,0.0
83c289fffffffff,2.0,0.0,0.0,0.0
83c2c0fffffffff,30.0,0.0,0.0,0.0
83c2c1fffffffff,214.0,0.0,0.0,0.0
83c2c2fffffffff,68.0,0.0,0.0,0.0
83c2c3fffffffff,26.0,0.0,0.0,0.0
83c2c4fffffffff,111.0,0.0,0.0,0.0
83c2c5fffffffff,438.0,0.0,0.0,0.0
83c2c6fffffffff,229.0,0.0,0.0,0.0
83c2c8fffffffff,53.0,0.0,0.0,0.0
83c2c9fffffffff,69.0,0.0,0.0,0.0
83c2cafffffffff,319.0,0.0,0.0,0.0
83c2cbfffffffff,400.0,0.0,0.0,0.0
83c2ccfffffffff,57.0,0.0,0.0,0.0
83c2cdfffffffff,174.0,0.0,0.0,0.0
83c2cefffffffff,279.0,0.0,0.0,0.0
83c2d0fffffffff,200.0,0.0,0.0,0.0
83c2d1fffffffff,39.0,0.0,0.0,0.0
83c2d2fffffffff,53.0,0.0,0.0,0.0
83c2d3fffffffff,176.0,0.0,0.0,0.0
83c2d4fffffffff,400.0,0.0,5.0,0.0
83c2d5fffffffff,63.0,0.0,0.0,0.0
83c2d6fffffffff,148.0,0.0,0.0,0.0
83c2d8fffffffff,110.0,0.0,0.0,0.0
83c2d9fffffffff,363.0,0.0,55.0,0.0
83c2dafffffffff,8.0,0.0,2.0,0.0
83c2dbfffffffff,26.0,0.0,0.0,0.0
83c2dcfffffffff,14.0,0.0,0.0,0.0
83c2ddfffffffff,39.0,0.0,0.0,0.0
83c2defffffffff,26.0,0.0,0.0,0.0
83c2e0fffffffff,229.0,0.0,0.0,0.0
83c2e1fffffffff,115.0,0.0,0.0,0.0
83c2e2fffffffff,439.0,0.0,0.0,0.0
83c2e3fffffffff,1107.0,0.0,12.0,0.0
83c2e4fffffffff,23.0,0.0,0.0,0.0
83c2e5fffffffff,44.0,0.0,0.0,0.0
83c2e6fffffffff,46.0,0.0,0.0,0.0
83c2e8fffffffff,21.0,0.0,0.0,0.0
83c2e9fffffffff,90.0,0.0,0.0,0.0
83c2eafffffffff,77.0,0.0,0.0,0.0
83c2ebfffffffff,15.0,0.0,0.0,0.0
83c2ecfffffffff,42.0,0.0,0.0,0.0
83c2edfffffffff,1.0,0.0,0.0,0.0
83c2eefffffffff,86.0,0.0,0.0,0.0
83c2f1fffffffff,647.0,0.0,3.0,0.0
83c2f2fffffffff,697.0,0.0,9.0,0.0
83c2f3fffffffff,1291.0,0.0,6.0,0.0
83c308fffffffff,3.0,0.0,0.0,0.0
83c309fffffffff,4.0,0.0,0.0,0.0
83c30dfffffffff,19.0,0.0,0.0,0.0
83c329fffffffff,72.0,0.0,4.0,0.0
83c32bfffffffff,3.0,0.0,0.0,0.0
83c32dfffffffff,7.0,0.0,0.0,0.0
83c340fffffffff,190.0,0.0,0.0,0.0
83c341fffffffff,19.0,0.0,0.0,0.0
83c342fffffffff,11.0,0.0,0.0,0.0
83c343fffffffff,16.0,0.0,0.0,0.0
83c344fffffffff,2.0,0.0,0.0,0.0
83c345fffffffff,20.0,0.0,0.0,0.0
83c346fffffffff,9.0,0.0,0.0,0.0
83c348fffffffff,11.0,0.0,0.0,0.0
83c349fffffffff,34.0,0.0,0.0,0.0
83c34afffffffff,2.0,0.0,0.0,0.0
83c34bfffffffff,89.0,0.0,0.0,0.0
83c34cfffffffff,7.0,0.0,0.0,0.0
83c34dfffffffff,4.0,0.0,0.0,0.0
83c34efffffffff,29.0,0.0,0.0,0.0
83c350fffffffff,134.0,0.0,3.0,0.0
83c351fffffffff,28.0,0.0,0.0,0.0
83c352fffffffff,3.0,0.0,0.0,0.0
83c353fffffffff,74.0,0.0,0.0,0.0
83c354fffffffff,46.0,0.0,0.0,0.0
83c355fffffffff,13.0,0.0,0.0,0.0
83c356fffffffff,101.0,0.0,0.0,0.0
83c358fffffffff,2.0,0.0,0.0,0.0
83c359fffffffff,2.0,0.0,0.0,0.0
83c35afffffffff,13.0,0.0,0.0,0.0
83c35bfffffffff,7.0,0.0,0.0,0.0
83c35cfffffffff,4.0,0.0,0.0,0.0
83c35dfffffffff,7.0,0.0,0.0,0.0
83c35efffffffff,2.0,0.0,0.0,0.0
83c360fffffffff,8.0,0.0,0.0,0.0
83c366fffffffff,1.0,0.0,0.0,0.0
83c369fffffffff,2.0,0.0,0.0,0.0
83c36afffffffff,15.0,0.0,0.0,0.0
83c36bfffffffff,10.0,0.0,0.0,0.0
83c36dfffffffff,1.0,0.0,0.0,0.0
83c370fffffffff,11.0,0.0,0.0,0.0
83c371fffffffff,2.0,0.0,0.0,0.0
83c373fffffffff,18.0,0.0,0.0,0.0
83c374fffffffff,4.0,0.0,0.0,0.0
83c375fffffffff,10.0,0.0,0.0,0.0
83c376fffffffff,19.0,0.0,0.0,0.0
83ce92fffffffff,5.0,0.0,0.0,0.0
83ce93fffffffff,122.0,0.0,0.0,0.0
83ce9cfffffffff,5.0,0.0,0.0,0.0
