cell_id,Penelope jacquacu,Penelope jacquacu granti,Penelope jacquacu [jacquacu Group]
8466de9ffffffff,2.0,0.0,0.0
8466debffffffff,59.0,0.0,1.0
8466e03ffffffff,19.0,0.0,0.0
8466e0bffffffff,10.0,0.0,0.0
8466e11ffffffff,30.0,0.0,0.0
8466e15ffffffff,46.0,0.0,0.0
8466e17ffffffff,20.0,0.0,0.0
8466e19ffffffff,3.0,0.0,0.0
8466e1dffffffff,25.0,0.0,0.0
8466e33ffffffff,5.0,0.0,0.0
8466e39ffffffff,26.0,0.0,0.0
8466e3bffffffff,14.0,0.0,0.0
8466e3dffffffff,3.0,0.0,0.0
8466e51ffffffff,3.0,0.0,0.0
8466e53ffffffff,57.0,0.0,0.0
8466e55ffffffff,3.0,0.0,0.0
8466e57ffffffff,130.0,0.0,0.0
8466e59ffffffff,2.0,0.0,0.0
8466e5bffffffff,1.0,0.0,0.0
8466e8dffffffff,8.0,0.0,0.0
8466e9bffffffff,1.0,0.0,0.0
8466e9dffffffff,10.0,0.0,0.0
8466eadffffffff,14.0,0.0,0.0
8466ec5ffffffff,7.0,0.0,0.0
8466ec7ffffffff,30.0,0.0,0.0
8466ec9ffffffff,14.0,0.0,0.0
8466ecbffffffff,208.0,0.0,0.0
8466ecdffffffff,2.0,0.0,0.0
8466ee5ffffffff,159.0,0.0,0.0
8466ee7ffffffff,6.0,0.0,0.0
8466eebffffffff,8.0,0.0,0.0
8466eedffffffff,17.0,0.0,0.0
84814d5ffffffff,8.0,0.0,0.0
848a00bffffffff,2.0,0.0,0.0
848a049ffffffff,1.0,0.0,1.0
848a04bffffffff,7.0,0.0,0.0
848a051ffffffff,6.0,0.0,0.0
848a053ffffffff,1.0,0.0,0.0
848a055ffffffff,1.0,0.0,1.0
848a059ffffffff,4.0,0.0,0.0
848a05bffffffff,16.0,0.0,0.0
848a05dffffffff,2.0,0.0,0.0
848a069ffffffff,27.0,0.0,0.0
848a109ffffffff,9.0,0.0,0.0
848a143ffffffff,1.0,0.0,0.0
848a155ffffffff,13.0,0.0,0.0
848a157ffffffff,4.0,0.0,0.0
848a1a7ffffffff,14.0,0.0,0.0
848a1abffffffff,2.0,0.0,0.0
848a213ffffffff,5.0,0.0,0.0
848a217ffffffff,1.0,0.0,0.0
848a21bffffffff,2.0,0.0,0.0
848a233ffffffff,1.0,0.0,0.0
848a23bffffffff,1.0,0.0,1.0
848a249ffffffff,10.0,0.0,1.0
848a25bffffffff,2.0,0.0,0.0
848a2edffffffff,2.0,0.0,0.0
848a313ffffffff,13.0,0.0,3.0
848a317ffffffff,6.0,0.0,1.0
848a337ffffffff,14.0,0.0,0.0
848a33bffffffff,5.0,0.0,0.0
848a451ffffffff,11.0,0.0,0.0
848a459ffffffff,17.0,0.0,0.0
848a45bffffffff,13.0,0.0,0.0
848a45dffffffff,21.0,0.0,0.0
848a4b9ffffffff,4.0,0.0,0.0
848a637ffffffff,2.0,0.0,0.0
848a68bffffffff,2.0,0.0,0.0
848a699ffffffff,18.0,0.0,0.0
848a6d7ffffffff,7.0,0.0,0.0
848a6d9ffffffff,12.0,0.0,0.0
848a6dbffffffff,44.0,0.0,0.0
848a6e5ffffffff,2.0,0.0,0.0
848aa8bffffffff,3.0,0.0,0.0
848aa9dffffffff,1.0,0.0,0.0
848aaadffffffff,7.0,0.0,0.0
848ae5bffffffff,2.0,0.0,0.0
848af09ffffffff,5.0,0.0,0.0
848af1dffffffff,2.0,0.0,0.0
848af29ffffffff,5.0,0.0,0.0
848af41ffffffff,14.0,0.0,4.0
848af45ffffffff,2.0,0.0,2.0
848af47ffffffff,2.0,0.0,0.0
848b009ffffffff,2.0,0.0,0.0
848b05dffffffff,9.0,0.0,0.0
848b09dffffffff,2.0,0.0,0.0
848b0c1ffffffff,1.0,0.0,0.0
848b0c3ffffffff,1.0,0.0,0.0
848b0c9ffffffff,16.0,0.0,0.0
848b105ffffffff,1.0,0.0,0.0
848b11bffffffff,2.0,0.0,0.0
848b11dffffffff,4.0,0.0,0.0
848b1a5ffffffff,1.0,0.0,0.0
848b1cdffffffff,2.0,0.0,0.0
848b1dbffffffff,8.0,0.0,0.0
848b205ffffffff,2.0,0.0,0.0
848b213ffffffff,6.0,0.0,0.0
848b223ffffffff,44.0,0.0,0.0
848b229ffffffff,1.0,0.0,0.0
848b22bffffffff,7.0,0.0,0.0
848b23bffffffff,3.0,0.0,0.0
848b23dffffffff,5.0,0.0,0.0
848b28bffffffff,3.0,0.0,0.0
848b2a7ffffffff,7.0,0.0,0.0
848b2c5ffffffff,3.0,0.0,0.0
848b2c7ffffffff,3.0,0.0,0.0
848b2e9ffffffff,8.0,0.0,0.0
848b2ebffffffff,1.0,0.0,0.0
848b401ffffffff,9.0,0.0,2.0
848b40bffffffff,6.0,0.0,0.0
848b40dffffffff,40.0,0.0,3.0
848b429ffffffff,1.0,0.0,0.0
848b441ffffffff,1.0,0.0,0.0
848b445ffffffff,16.0,0.0,0.0
848b447ffffffff,5.0,0.0,0.0
848b449ffffffff,2.0,0.0,0.0
848b44bffffffff,215.0,0.0,33.0
848b44dffffffff,233.0,0.0,26.0
848b459ffffffff,44.0,0.0,0.0
848b461ffffffff,5.0,0.0,0.0
848b463ffffffff,3.0,0.0,0.0
848b469ffffffff,35.0,0.0,0.0
848b46bffffffff,18.0,0.0,0.0
848b483ffffffff,5.0,0.0,0.0
848b4e5ffffffff,8.0,0.0,0.0
848b511ffffffff,3.0,0.0,0.0
848b513ffffffff,1.0,0.0,0.0
848b51dffffffff,2.0,0.0,0.0
848b529ffffffff,4.0,0.0,0.0
848b53dffffffff,3.0,0.0,0.0
848b567ffffffff,3.0,0.0,0.0
848b56bffffffff,2.0,0.0,0.0
848b5c3ffffffff,2.0,0.0,0.0
848b5cdffffffff,18.0,0.0,0.0
848b5e9ffffffff,1.0,0.0,0.0
848b611ffffffff,2.0,0.0,0.0
848b617ffffffff,364.0,0.0,0.0
848b623ffffffff,7.0,0.0,3.0
848b627ffffffff,101.0,0.0,13.0
848b631ffffffff,15.0,0.0,5.0
848b633ffffffff,17.0,0.0,0.0
848b635ffffffff,17.0,0.0,0.0
848b637ffffffff,217.0,0.0,10.0
848b63bffffffff,230.0,0.0,24.0
848b63dffffffff,5.0,0.0,0.0
848b693ffffffff,6.0,0.0,0.0
848b69bffffffff,3.0,0.0,0.0
848b6c3ffffffff,7.0,0.0,0.0
848b6c7ffffffff,1.0,0.0,0.0
848b6e1ffffffff,4.0,0.0,0.0
848b6e5ffffffff,38.0,0.0,6.0
848b6e7ffffffff,103.0,0.0,0.0
848b6edffffffff,119.0,0.0,5.0
848b709ffffffff,41.0,0.0,0.0
848b711ffffffff,6.0,0.0,0.0
848b713ffffffff,261.0,0.0,8.0
848b717ffffffff,19.0,0.0,2.0
848b71bffffffff,51.0,0.0,2.0
848b745ffffffff,3.0,0.0,0.0
848b747ffffffff,17.0,0.0,0.0
848b755ffffffff,2.0,0.0,0.0
848b757ffffffff,9.0,0.0,0.0
848b75bffffffff,6.0,0.0,0.0
848b763ffffffff,1.0,0.0,0.0
848b821ffffffff,1.0,0.0,0.0
848b839ffffffff,4.0,0.0,0.0
848b849ffffffff,17.0,0.0,0.0
848b881ffffffff,26.0,0.0,0.0
848b883ffffffff,1.0,0.0,0.0
848b889ffffffff,4.0,0.0,0.0
848b88dffffffff,1.0,0.0,0.0
848b8a5ffffffff,6.0,0.0,0.0
848b98bffffffff,3.0,0.0,0.0
848b999ffffffff,27.0,0.0,0.0
848b99dffffffff,18.0,0.0,0.0
848b9d1ffffffff,18.0,0.0,0.0
848b9d5ffffffff,305.0,0.0,16.0
848b9d7ffffffff,5.0,0.0,0.0
848ba47ffffffff,3.0,0.0,2.0
848ba63ffffffff,4.0,0.0,0.0
848e643ffffffff,2.0,0.0,0.0
848e649ffffffff,2.0,0.0,0.0
848e64bffffffff,7.0,0.0,0.0
848e651ffffffff,2.0,0.0,0.0
848e655ffffffff,4.0,0.0,0.0
848e65dffffffff,2.0,0.0,0.0
848e6c9ffffffff,2.0,0.0,0.0
848e6cbffffffff,2.0,0.0,0.0
848f401ffffffff,20.0,0.0,0.0
848f40dffffffff,2.0,0.0,0.0
848f435ffffffff,1.0,0.0,0.0
848f437ffffffff,1.0,0.0,0.0
848f439ffffffff,3.0,0.0,0.0
848f461ffffffff,3.0,0.0,0.0
848f463ffffffff,16.0,0.0,0.0
848f489ffffffff,17.0,0.0,0.0
848f48dffffffff,2.0,0.0,0.0
848f4a5ffffffff,11.0,0.0,0.0
848f4abffffffff,1.0,0.0,0.0
848f4adffffffff,6.0,0.0,0.0
848f4c1ffffffff,3.0,0.0,0.0
848f4c5ffffffff,1.0,0.0,0.0
848f4c7ffffffff,4.0,0.0,0.0
848f5d3ffffffff,10.0,0.0,0.0
848f5ddffffffff,4.0,0.0,0.0
848f613ffffffff,3.0,0.0,0.0
848f655ffffffff,13.0,0.0,0.0
848f657ffffffff,12.0,0.0,0.0
848f6b5ffffffff,8.0,0.0,3.0
848f6ebffffffff,2.0,0.0,0.0
848f6edffffffff,1.0,0.0,0.0
848f733ffffffff,3.0,0.0,0.0
848f741ffffffff,3.0,0.0,0.0
848f74bffffffff,7.0,0.0,0.0
848f74dffffffff,3.0,0.0,0.0
84b325bffffffff,1.0,0.0,0.0
