cell_id,Thalassarche cauta,Thalassarche cauta cauta,Thalassarche cauta steadi
83be60fffffffff,80.0,8.0,0.0
83be61fffffffff,121.0,7.0,0.0
83be63fffffffff,320.0,5.0,0.0
83be64fffffffff,4.0,0.0,0.0
83be66fffffffff,3.0,0.0,0.0
83be68fffffffff,653.0,44.0,0.0
83be69fffffffff,127.0,5.0,0.0
83be6cfffffffff,25.0,18.0,0.0
83be6efffffffff,12.0,0.0,0.0
83be74fffffffff,47.0,0.0,0.0
83be75fffffffff,6.0,0.0,0.0
83be76fffffffff,16.0,0.0,0.0
83beabfffffffff,4.0,0.0,0.0
83bf06fffffffff,1.0,0.0,0.0
83bf1afffffffff,3.0,0.0,0.0
83bf28fffffffff,4.0,0.0,0.0
83bf29fffffffff,2.0,0.0,0.0
83bf31fffffffff,2.0,0.0,0.0
83bf34fffffffff,7.0,0.0,0.0
83bf44fffffffff,6.0,0.0,0.0
83bf49fffffffff,1.0,0.0,0.0
83bf4afffffffff,17.0,0.0,0.0
83bf4bfffffffff,89.0,4.0,0.0
83bf4cfffffffff,1743.0,88.0,2.0
83bf4efffffffff,31.0,2.0,0.0
83bf58fffffffff,2.0,0.0,0.0
83bf59fffffffff,2.0,0.0,0.0
83bf5afffffffff,20.0,0.0,0.0
83bf5bfffffffff,27.0,0.0,0.0
83bf5dfffffffff,5.0,0.0,0.0
83bf6afffffffff,2.0,0.0,0.0
83bf6bfffffffff,140.0,4.0,0.0
83c01efffffffff,1.0,0.0,0.0
83c211fffffffff,1.0,0.0,0.0
83c215fffffffff,2.0,0.0,0.0
83c21afffffffff,1.0,0.0,0.0
83c21cfffffffff,7.0,0.0,0.0
83c983fffffffff,44.0,0.0,0.0
83c984fffffffff,111.0,0.0,0.0
83c986fffffffff,43.0,0.0,0.0
83c99cfffffffff,19.0,0.0,0.0
83c99efffffffff,70.0,0.0,0.0
83c9b0fffffffff,374.0,0.0,0.0
83c9b1fffffffff,26.0,0.0,0.0
83cce2fffffffff,4.0,0.0,0.0
83ccf1fffffffff,1.0,0.0,0.0
83d161fffffffff,3.0,0.0,0.0
83d168fffffffff,5.0,0.0,0.0
83d169fffffffff,13.0,0.0,0.0
83d16cfffffffff,5.0,0.0,0.0
83d16dfffffffff,46.0,0.0,0.0
83d16efffffffff,3.0,0.0,0.0
83d44dfffffffff,14.0,0.0,0.0
83d469fffffffff,4.0,0.0,0.0
83d46bfffffffff,21.0,0.0,0.0
83d6a9fffffffff,3.0,0.0,0.0
83d6defffffffff,2.0,0.0,0.0
83d892fffffffff,14.0,2.0,0.0
83d896fffffffff,26.0,17.0,0.0
83d8b6fffffffff,6.0,0.0,0.0
83da00fffffffff,14.0,0.0,4.0
83da01fffffffff,19.0,0.0,0.0
83da02fffffffff,1.0,0.0,0.0
83da06fffffffff,31.0,0.0,0.0
83da08fffffffff,8.0,0.0,0.0
83da09fffffffff,9.0,0.0,0.0
83da0afffffffff,13.0,0.0,1.0
83da0bfffffffff,5.0,0.0,0.0
83da0cfffffffff,14.0,0.0,0.0
83da0dfffffffff,1.0,0.0,0.0
83da13fffffffff,35.0,0.0,0.0
83da18fffffffff,95.0,0.0,1.0
83da1afffffffff,52.0,0.0,3.0
83da1cfffffffff,27.0,0.0,0.0
83da1dfffffffff,15.0,0.0,2.0
83da1efffffffff,1.0,0.0,0.0
83da32fffffffff,4.0,0.0,2.0
83da73fffffffff,22.0,0.0,0.0
83da83fffffffff,1.0,0.0,0.0
83da84fffffffff,843.0,0.0,0.0
83da85fffffffff,51.0,0.0,0.0
83da86fffffffff,15.0,0.0,0.0
83da88fffffffff,2.0,0.0,0.0
83da8cfffffffff,140.0,0.0,0.0
83da8efffffffff,110.0,0.0,0.0
83da90fffffffff,16.0,0.0,0.0
83da91fffffffff,4.0,0.0,0.0
83da92fffffffff,23.0,0.0,0.0
83da93fffffffff,9.0,0.0,0.0
83da94fffffffff,3.0,0.0,0.0
83da9afffffffff,2.0,0.0,0.0
83da9cfffffffff,28.0,0.0,0.0
83daa0fffffffff,1.0,0.0,0.0
83daa1fffffffff,2.0,0.0,0.0
83daa4fffffffff,6.0,0.0,0.0
83daa8fffffffff,51.0,0.0,0.0
83daa9fffffffff,84.0,0.0,1.0
83daaafffffffff,1156.0,0.0,145.0
83daabfffffffff,13.0,0.0,0.0
83daacfffffffff,16.0,0.0,0.0
83daadfffffffff,16.0,0.0,0.0
83daaefffffffff,8.0,0.0,0.0
83dab1fffffffff,18.0,0.0,0.0
83dab3fffffffff,10.0,0.0,0.0
83db80fffffffff,2.0,0.0,0.0
83db82fffffffff,13.0,0.0,4.0
83db85fffffffff,6.0,0.0,0.0
83db8afffffffff,2.0,0.0,0.0
83db8dfffffffff,9.0,0.0,0.0
83db90fffffffff,7.0,0.0,0.0
83db95fffffffff,4.0,0.0,0.0
83db9cfffffffff,1.0,0.0,0.0
83dbaafffffffff,1.0,0.0,0.0
83dbabfffffffff,1.0,0.0,0.0
