cell_id,Phaethon lepturus,Phaethon lepturus lepturus,Phaethon lepturus fulvus,Phaethon lepturus europae,Phaethon lepturus catesbyi,Phaethon lepturus dorotheae,Phaethon lepturus ascensionis
82672ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
826737fffffffff,133.0,0.0,0.0,0.0,0.0,0.0,0.0
827067fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
82731ffffffffff,1226.0,0.0,0.0,0.0,0.0,0.0,0.0
827357fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82738ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8273affffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
82770ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
827737fffffffff,6.0,0.0,0.0,0.0,0.0,2.0,0.0
827777fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82778ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8277affffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
82789ffffffffff,4.0,0.0,0.0,0.0,0.0,2.0,0.0
827b2ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
827db7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8280b7fffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0
8282c7fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
8282e7fffffffff,68.0,0.0,0.0,0.0,0.0,0.0,1.0
82840ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8285a7fffffffff,196.0,0.0,0.0,0.0,0.0,0.0,0.0
8285affffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8285b7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
828817fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
828917fffffffff,4.0,0.0,0.0,0.0,0.0,2.0,0.0
828927fffffffff,21.0,0.0,0.0,0.0,0.0,1.0,0.0
828937fffffffff,79.0,0.0,0.0,0.0,0.0,8.0,0.0
828c27fffffffff,309.0,0.0,155.0,0.0,0.0,0.0,0.0
828c47fffffffff,81.0,0.0,0.0,0.0,0.0,0.0,0.0
828c6ffffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
828cdffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
828daffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8292c7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
829417fffffffff,71.0,0.0,0.0,0.0,0.0,0.0,0.0
829467fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82950ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82951ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
829557fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82955ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82956ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8295a7fffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
8299a7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0
829a07fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
829a17fffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0
829b07fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
829b0ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
829b17fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
829b1ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
829b47fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
829b6ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
829b77fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
829b8ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
829c27fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
829e07fffffffff,2.0,0.0,0.0,0.0,0.0,1.0,0.0
829e1ffffffffff,6.0,0.0,0.0,0.0,0.0,4.0,0.0
829e27fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
829e2ffffffffff,4.0,0.0,0.0,0.0,0.0,3.0,0.0
829e8ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
829ec7fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
829ee7fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
829f57fffffffff,7.0,0.0,0.0,0.0,0.0,1.0,0.0
829f67fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
829f77fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82a04ffffffffff,4.0,0.0,0.0,0.0,0.0,2.0,0.0
82a0dffffffffff,13.0,0.0,0.0,0.0,0.0,3.0,0.0
82a117fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82a11ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82a247fffffffff,93.0,13.0,0.0,0.0,0.0,0.0,0.0
82a257fffffffff,34.0,4.0,0.0,0.0,0.0,0.0,0.0
82a307fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
82a30ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
82a327fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82a32ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82a337fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82a39ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82ab17fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
82b0a7fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
82b4b7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82b4c7fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
82b4cffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82b4d7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82be0ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
82be1ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
82be8ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
82beaffffffffff,70.0,0.0,0.0,0.0,0.0,3.0,0.0
