cell_id,Cyanoliseus patagonus,Cyanoliseus patagonus andinus,Cyanoliseus patagonus patagonus/conlara,Cyanoliseus patagonus bloxami
83c365fffffffff,11.0,0.0,0.0,0.0
83c366fffffffff,44.0,0.0,0.0,0.0
83c36afffffffff,4.0,0.0,0.0,0.0
83c36cfffffffff,5.0,0.0,0.0,0.0
83c36dfffffffff,14.0,0.0,0.0,0.0
83c370fffffffff,125.0,0.0,0.0,0.0
83c371fffffffff,35.0,0.0,0.0,0.0
83c372fffffffff,3.0,0.0,0.0,0.0
83c373fffffffff,68.0,0.0,0.0,0.0
83c374fffffffff,6.0,0.0,0.0,0.0
83c375fffffffff,39.0,0.0,0.0,0.0
83c376fffffffff,150.0,0.0,0.0,0.0
83ce80fffffffff,43.0,0.0,0.0,0.0
83ce82fffffffff,40.0,0.0,0.0,0.0
83ce83fffffffff,278.0,0.0,0.0,0.0
83ce84fffffffff,8.0,0.0,0.0,0.0
83ce86fffffffff,18.0,0.0,0.0,0.0
83ce91fffffffff,20.0,0.0,0.0,0.0
83ce92fffffffff,28.0,0.0,0.0,0.0
83ce93fffffffff,446.0,0.0,0.0,0.0
83ce94fffffffff,5.0,0.0,0.0,0.0
83ce95fffffffff,17.0,0.0,0.0,0.0
83ce96fffffffff,39.0,0.0,0.0,0.0
83ce98fffffffff,410.0,0.0,0.0,0.0
83ce9afffffffff,3.0,0.0,0.0,0.0
83ce9bfffffffff,118.0,0.0,0.0,0.0
83ce9cfffffffff,236.0,0.0,0.0,0.0
83ce9dfffffffff,5.0,0.0,0.0,0.0
83ce9efffffffff,30.0,0.0,0.0,0.0
83cea0fffffffff,15.0,0.0,0.0,0.0
83cea2fffffffff,9.0,0.0,0.0,0.0
83cea3fffffffff,6.0,0.0,0.0,0.0
83ceb1fffffffff,2.0,0.0,0.0,0.0
83ceb3fffffffff,2.0,0.0,0.0,0.0
83ceb4fffffffff,3.0,0.0,0.0,0.0
83cf98fffffffff,18.0,0.0,0.0,0.0
83cf9dfffffffff,7.0,0.0,0.0,0.0
83cf9efffffffff,25.0,0.0,0.0,0.0
