cell_id,Pipilo erythrophthalmus,Pipilo erythrophthalmus erythrophthalmus/canaster,Pipilo erythrophthalmus alleni/rileyi
84264b9ffffffff,1.0,1.0,0.0
84264c3ffffffff,9.0,4.0,0.0
84264c7ffffffff,19.0,18.0,0.0
84264d1ffffffff,6.0,2.0,0.0
84264e1ffffffff,3.0,0.0,0.0
84264e3ffffffff,3.0,0.0,0.0
84264e5ffffffff,15.0,6.0,0.0
84264e7ffffffff,5.0,2.0,0.0
8426519ffffffff,1.0,0.0,0.0
842651bffffffff,14.0,0.0,0.0
8426521ffffffff,3.0,0.0,0.0
8426531ffffffff,2.0,0.0,0.0
8426533ffffffff,3.0,0.0,0.0
8426535ffffffff,2.0,0.0,0.0
8426555ffffffff,2.0,0.0,0.0
8426557ffffffff,1.0,0.0,0.0
842655bffffffff,3.0,0.0,0.0
8426563ffffffff,1.0,0.0,0.0
8426565ffffffff,11.0,2.0,0.0
8426567ffffffff,7.0,0.0,0.0
8426585ffffffff,4.0,0.0,0.0
8426589ffffffff,2.0,0.0,0.0
842658bffffffff,2.0,0.0,0.0
8426599ffffffff,3.0,0.0,0.0
842659bffffffff,14.0,4.0,0.0
84265a7ffffffff,2.0,0.0,0.0
84265adffffffff,2.0,0.0,0.0
84265b5ffffffff,6.0,0.0,0.0
84265b9ffffffff,7.0,0.0,0.0
84265cdffffffff,3.0,0.0,0.0
84265d3ffffffff,2.0,2.0,0.0
84265dbffffffff,13.0,11.0,0.0
84265ddffffffff,1.0,0.0,0.0
84265e3ffffffff,2.0,0.0,0.0
8426611ffffffff,1.0,1.0,0.0
8426625ffffffff,2.0,0.0,0.0
842662bffffffff,1.0,1.0,0.0
8426641ffffffff,2.0,0.0,0.0
8426645ffffffff,4.0,0.0,0.0
8426649ffffffff,3.0,0.0,0.0
842664dffffffff,1.0,1.0,0.0
8426669ffffffff,11.0,0.0,0.0
842666bffffffff,1.0,0.0,0.0
842668bffffffff,1.0,0.0,0.0
842669bffffffff,7.0,0.0,0.0
84266a9ffffffff,1.0,0.0,0.0
84266bbffffffff,1.0,0.0,0.0
84266c3ffffffff,1.0,0.0,0.0
84266d5ffffffff,2.0,0.0,0.0
8426705ffffffff,8.0,0.0,0.0
8426707ffffffff,4.0,0.0,0.0
842670bffffffff,3.0,0.0,0.0
842672dffffffff,2.0,0.0,0.0
8426743ffffffff,4.0,0.0,0.0
8426745ffffffff,15.0,0.0,0.0
8426747ffffffff,3.0,0.0,0.0
842675dffffffff,2.0,0.0,0.0
842681bffffffff,2.0,0.0,0.0
8426889ffffffff,9.0,0.0,0.0
842688dffffffff,4.0,0.0,0.0
8426893ffffffff,1.0,0.0,0.0
8426899ffffffff,3.0,0.0,0.0
84268bdffffffff,1.0,0.0,0.0
84268d5ffffffff,2.0,0.0,0.0
84268d9ffffffff,1.0,0.0,0.0
8426a17ffffffff,2.0,0.0,0.0
8426a87ffffffff,6.0,0.0,0.0
8426a8bffffffff,50.0,0.0,0.0
8426a97ffffffff,1.0,0.0,0.0
8426a99ffffffff,2.0,0.0,0.0
8426a9dffffffff,4.0,0.0,0.0
8426aa7ffffffff,2.0,0.0,0.0
8426aa9ffffffff,1.0,0.0,0.0
8426ab3ffffffff,7.0,0.0,0.0
8426abbffffffff,4.0,0.0,0.0
8426ad1ffffffff,3.0,0.0,0.0
8426ae7ffffffff,2.0,0.0,0.0
8426c0bffffffff,4.0,0.0,0.0
8426c11ffffffff,1.0,0.0,0.0
8426c19ffffffff,32.0,0.0,0.0
8426c1bffffffff,13.0,0.0,0.0
8426c1dffffffff,10.0,0.0,0.0
8426c2dffffffff,1.0,0.0,0.0
8426c31ffffffff,12.0,0.0,0.0
8426c3bffffffff,8.0,0.0,0.0
8426c41ffffffff,2.0,0.0,0.0
8426c43ffffffff,2.0,0.0,0.0
8426c4dffffffff,3.0,0.0,0.0
8426c53ffffffff,5.0,0.0,0.0
8426c89ffffffff,2.0,0.0,0.0
8426c9dffffffff,2.0,0.0,0.0
8426ca1ffffffff,2.0,0.0,0.0
8426cc1ffffffff,1.0,0.0,0.0
8426cc7ffffffff,2.0,0.0,0.0
8426d0bffffffff,3.0,0.0,0.0
8426d15ffffffff,14.0,0.0,0.0
8426d99ffffffff,1.0,0.0,0.0
8426dbbffffffff,1.0,0.0,0.0
8426dcdffffffff,2.0,0.0,0.0
8426e01ffffffff,1.0,0.0,0.0
8426e0dffffffff,2.0,0.0,0.0
8426e11ffffffff,1.0,0.0,0.0
8426e21ffffffff,13.0,0.0,0.0
8426e2bffffffff,2.0,0.0,0.0
8426e2dffffffff,2.0,0.0,0.0
8426e33ffffffff,2.0,0.0,0.0
8426e39ffffffff,6.0,0.0,0.0
8426e43ffffffff,1.0,0.0,0.0
8426e47ffffffff,3.0,0.0,0.0
8426e49ffffffff,2.0,0.0,0.0
8426e59ffffffff,2.0,0.0,0.0
8426e5bffffffff,3.0,0.0,0.0
8426e5dffffffff,3.0,0.0,0.0
8426e67ffffffff,4.0,0.0,0.0
8426e69ffffffff,1.0,0.0,0.0
8426e95ffffffff,10.0,0.0,0.0
8426e97ffffffff,5.0,0.0,0.0
8426ec9ffffffff,4.0,0.0,0.0
8426ecdffffffff,2.0,0.0,0.0
8426ee3ffffffff,3.0,0.0,0.0
8426eedffffffff,11.0,0.0,0.0
8426f11ffffffff,2.0,0.0,0.0
8426f25ffffffff,2.0,0.0,0.0
8426f27ffffffff,1.0,0.0,0.0
8426f2dffffffff,2.0,0.0,0.0
8426f45ffffffff,2.0,0.0,0.0
8427023ffffffff,4.0,0.0,0.0
842709bffffffff,1.0,0.0,0.0
84270e3ffffffff,8.0,0.0,0.0
8427123ffffffff,2.0,0.0,0.0
842719dffffffff,8.0,0.0,0.0
8427409ffffffff,3.0,0.0,0.0
8427417ffffffff,6.0,0.0,0.0
8427419ffffffff,2.0,0.0,0.0
842741bffffffff,2.0,0.0,0.0
8427435ffffffff,1.0,0.0,0.0
8427439ffffffff,1.0,0.0,0.0
8427463ffffffff,13.0,0.0,0.0
8427465ffffffff,4.0,0.0,0.0
8427469ffffffff,2.0,0.0,0.0
8427481ffffffff,41.0,2.0,0.0
8427483ffffffff,12.0,0.0,0.0
8427485ffffffff,27.0,1.0,0.0
8427487ffffffff,19.0,0.0,0.0
8427489ffffffff,1.0,0.0,0.0
842748bffffffff,2.0,0.0,0.0
842748dffffffff,53.0,0.0,0.0
8427491ffffffff,8.0,0.0,0.0
8427499ffffffff,48.0,1.0,0.0
842749bffffffff,4.0,0.0,0.0
842749dffffffff,6.0,0.0,0.0
84274a3ffffffff,1.0,0.0,0.0
84274abffffffff,29.0,0.0,0.0
84274b5ffffffff,16.0,0.0,0.0
84274b7ffffffff,1.0,0.0,0.0
84274b9ffffffff,29.0,0.0,0.0
84274bdffffffff,1.0,0.0,0.0
84274c1ffffffff,3.0,0.0,0.0
84274cbffffffff,8.0,0.0,0.0
84274d3ffffffff,32.0,0.0,0.0
84274d5ffffffff,5.0,0.0,0.0
84274d7ffffffff,14.0,0.0,0.0
84274d9ffffffff,4.0,0.0,0.0
84274dbffffffff,47.0,0.0,0.0
84274ddffffffff,9.0,0.0,0.0
84274e3ffffffff,14.0,0.0,0.0
84274ebffffffff,2.0,0.0,0.0
8427513ffffffff,3.0,0.0,0.0
8427527ffffffff,6.0,0.0,0.0
8427529ffffffff,8.0,0.0,0.0
8427537ffffffff,4.0,0.0,0.0
842753bffffffff,1.0,0.0,0.0
842753dffffffff,2.0,0.0,0.0
8427553ffffffff,1.0,0.0,0.0
8427563ffffffff,2.0,0.0,0.0
8427569ffffffff,5.0,0.0,0.0
842756bffffffff,6.0,0.0,0.0
8427581ffffffff,22.0,0.0,0.0
8427583ffffffff,6.0,0.0,0.0
8427585ffffffff,3.0,0.0,0.0
8427587ffffffff,2.0,0.0,0.0
8427589ffffffff,2.0,0.0,0.0
842758dffffffff,2.0,0.0,0.0
8427591ffffffff,2.0,0.0,0.0
8427593ffffffff,20.0,2.0,0.0
8427597ffffffff,1.0,0.0,0.0
842759dffffffff,11.0,0.0,0.0
84275a1ffffffff,7.0,0.0,0.0
84275a9ffffffff,2.0,2.0,0.0
84275abffffffff,2.0,0.0,0.0
84275adffffffff,6.0,0.0,0.0
84275b5ffffffff,6.0,0.0,0.0
84275c1ffffffff,2.0,0.0,0.0
84275c3ffffffff,1.0,0.0,0.0
84275c5ffffffff,3.0,0.0,0.0
84275cdffffffff,10.0,0.0,0.0
84275d1ffffffff,4.0,0.0,0.0
84275d3ffffffff,6.0,0.0,0.0
84275d7ffffffff,13.0,0.0,0.0
84275d9ffffffff,4.0,0.0,0.0
84275ddffffffff,2.0,0.0,0.0
84275e1ffffffff,4.0,0.0,0.0
84275e9ffffffff,3.0,0.0,0.0
8427617ffffffff,2.0,0.0,0.0
8427631ffffffff,6.0,0.0,0.0
8427633ffffffff,8.0,0.0,0.0
8427637ffffffff,4.0,0.0,0.0
842763bffffffff,9.0,0.0,0.0
8427691ffffffff,9.0,0.0,0.0
8427699ffffffff,2.0,0.0,0.0
84276a1ffffffff,3.0,0.0,0.0
84276a3ffffffff,1.0,0.0,0.0
84276a7ffffffff,3.0,0.0,0.0
84276abffffffff,2.0,0.0,0.0
84276bdffffffff,2.0,0.0,0.0
84276d1ffffffff,16.0,16.0,0.0
84276d3ffffffff,9.0,9.0,0.0
84276d7ffffffff,5.0,5.0,0.0
84276edffffffff,12.0,2.0,0.0
8427705ffffffff,2.0,0.0,0.0
842770dffffffff,2.0,0.0,0.0
8427741ffffffff,2.0,0.0,0.0
842774bffffffff,2.0,0.0,0.0
8427a03ffffffff,5.0,0.0,0.0
8427a1dffffffff,1.0,1.0,0.0
8427a57ffffffff,2.0,0.0,0.0
842893dffffffff,2.0,0.0,0.0
842a065ffffffff,7.0,0.0,0.0
842a069ffffffff,4.0,0.0,0.0
842a06dffffffff,62.0,0.0,0.0
842a101ffffffff,45.0,5.0,0.0
842a103ffffffff,10.0,0.0,0.0
842a105ffffffff,8.0,0.0,0.0
842a107ffffffff,28.0,4.0,0.0
842a109ffffffff,27.0,9.0,0.0
842a10bffffffff,9.0,0.0,0.0
842a10dffffffff,13.0,0.0,0.0
842a121ffffffff,13.0,0.0,0.0
842a123ffffffff,1563.0,1.0,0.0
842a125ffffffff,2.0,0.0,0.0
842a127ffffffff,137.0,0.0,0.0
842a129ffffffff,13.0,0.0,0.0
842a12bffffffff,40.0,0.0,0.0
842a131ffffffff,8.0,0.0,0.0
842a133ffffffff,3.0,1.0,0.0
842a135ffffffff,2305.0,0.0,0.0
842a139ffffffff,9.0,1.0,0.0
842a13bffffffff,13.0,3.0,0.0
842a13dffffffff,65.0,0.0,0.0
842a141ffffffff,11.0,2.0,0.0
842a143ffffffff,6.0,3.0,0.0
842a145ffffffff,27.0,2.0,0.0
842a147ffffffff,1.0,1.0,0.0
842a149ffffffff,8.0,0.0,0.0
842a14dffffffff,13.0,2.0,0.0
842a157ffffffff,2.0,0.0,0.0
842a159ffffffff,7.0,0.0,0.0
842a15dffffffff,3.0,3.0,0.0
842a163ffffffff,8.0,0.0,0.0
842a169ffffffff,7.0,0.0,0.0
842a16bffffffff,7.0,0.0,0.0
842a1a3ffffffff,1.0,0.0,0.0
842a301ffffffff,8.0,2.0,0.0
842a303ffffffff,15.0,0.0,0.0
842a305ffffffff,18.0,1.0,0.0
842a307ffffffff,102.0,0.0,0.0
842a30dffffffff,20.0,0.0,0.0
842a311ffffffff,19.0,0.0,0.0
842a313ffffffff,32.0,0.0,0.0
842a315ffffffff,46.0,2.0,0.0
842a317ffffffff,24.0,2.0,0.0
842a31dffffffff,12.0,0.0,0.0
842a321ffffffff,9.0,0.0,0.0
842a323ffffffff,70.0,0.0,0.0
842a327ffffffff,19.0,0.0,0.0
842a32bffffffff,19.0,0.0,0.0
842a32dffffffff,2.0,0.0,0.0
842a331ffffffff,12.0,0.0,0.0
842a333ffffffff,70.0,1.0,0.0
842a335ffffffff,2.0,0.0,0.0
842a339ffffffff,25.0,2.0,0.0
842a33bffffffff,53.0,0.0,0.0
842a33dffffffff,13.0,0.0,0.0
842a341ffffffff,8.0,0.0,0.0
842a347ffffffff,15.0,0.0,0.0
842a34dffffffff,1.0,0.0,0.0
842a363ffffffff,10.0,0.0,0.0
842a365ffffffff,5.0,5.0,0.0
842a369ffffffff,65.0,0.0,0.0
842a36bffffffff,15.0,0.0,0.0
842a801ffffffff,4.0,0.0,0.0
842a80bffffffff,19.0,17.0,0.0
842a81dffffffff,8.0,0.0,0.0
842a82dffffffff,2.0,0.0,0.0
842a841ffffffff,19.0,2.0,0.0
842a843ffffffff,13.0,0.0,0.0
842a845ffffffff,8.0,0.0,0.0
842a847ffffffff,4.0,0.0,0.0
842a849ffffffff,20.0,4.0,0.0
842a84bffffffff,19.0,0.0,0.0
842a84dffffffff,18.0,0.0,0.0
842a851ffffffff,4.0,0.0,0.0
842a857ffffffff,19.0,0.0,0.0
842a859ffffffff,6.0,0.0,0.0
842a85bffffffff,2.0,0.0,0.0
842a85dffffffff,8.0,0.0,0.0
842a867ffffffff,7.0,0.0,0.0
842a86bffffffff,2.0,0.0,0.0
842a897ffffffff,2.0,0.0,0.0
842a89dffffffff,18.0,0.0,0.0
842a8adffffffff,22.0,0.0,0.0
842a8b1ffffffff,2.0,0.0,0.0
842a8bbffffffff,2.0,0.0,0.0
842a8c1ffffffff,4.0,0.0,0.0
842a8c5ffffffff,2.0,0.0,0.0
842a8c7ffffffff,2.0,0.0,0.0
842a8dbffffffff,2.0,2.0,0.0
842a8e1ffffffff,1.0,0.0,0.0
842a8e3ffffffff,12.0,0.0,0.0
842a8e5ffffffff,2.0,0.0,0.0
842a8e7ffffffff,1.0,1.0,0.0
842a8edffffffff,2.0,2.0,0.0
842a903ffffffff,3.0,0.0,0.0
842a90bffffffff,2.0,0.0,0.0
842a91dffffffff,1.0,0.0,0.0
842a92bffffffff,1.0,0.0,0.0
842a941ffffffff,1.0,0.0,0.0
842a943ffffffff,2.0,0.0,0.0
842a94bffffffff,2.0,0.0,0.0
842a953ffffffff,7.0,0.0,0.0
842a955ffffffff,2.0,0.0,0.0
842a957ffffffff,19.0,0.0,0.0
842a959ffffffff,3.0,0.0,0.0
842a95bffffffff,2.0,0.0,0.0
842a9a5ffffffff,2.0,0.0,0.0
842a9b9ffffffff,2.0,0.0,0.0
842a9c1ffffffff,2.0,0.0,0.0
842aa07ffffffff,2.0,0.0,0.0
842aa09ffffffff,1.0,0.0,0.0
842aa13ffffffff,29.0,0.0,0.0
842aa17ffffffff,24.0,0.0,0.0
842aa19ffffffff,2.0,0.0,0.0
842aa1bffffffff,2.0,0.0,0.0
842aa1dffffffff,18.0,0.0,0.0
842aa25ffffffff,8.0,0.0,0.0
842aa2dffffffff,2.0,0.0,0.0
842aa31ffffffff,12.0,0.0,0.0
842aa35ffffffff,3.0,0.0,0.0
842aa37ffffffff,2.0,0.0,0.0
842aa39ffffffff,2.0,0.0,0.0
842aa3bffffffff,10.0,0.0,0.0
842aa3dffffffff,1.0,0.0,0.0
842aa41ffffffff,4.0,0.0,0.0
842aa43ffffffff,7.0,0.0,0.0
842aa49ffffffff,4.0,1.0,0.0
842aa4bffffffff,50.0,2.0,0.0
842aa51ffffffff,2.0,0.0,0.0
842aa57ffffffff,1.0,0.0,0.0
842aa5bffffffff,2.0,0.0,0.0
842aa61ffffffff,6.0,3.0,0.0
842aa63ffffffff,4.0,1.0,0.0
842aa69ffffffff,6.0,0.0,0.0
842aa6bffffffff,11.0,4.0,0.0
842aa6dffffffff,2.0,0.0,0.0
842aa81ffffffff,8.0,6.0,0.0
842aa83ffffffff,3.0,3.0,0.0
842aa85ffffffff,40.0,0.0,0.0
842aa87ffffffff,16.0,0.0,0.0
842aa89ffffffff,3.0,0.0,0.0
842aa8dffffffff,18.0,0.0,0.0
842aa91ffffffff,1.0,0.0,0.0
842aa95ffffffff,1.0,0.0,0.0
842aa99ffffffff,2.0,0.0,0.0
842aa9dffffffff,1.0,0.0,0.0
842aaa1ffffffff,19.0,0.0,0.0
842aaa3ffffffff,2.0,0.0,0.0
842aaa7ffffffff,29.0,0.0,0.0
842aaa9ffffffff,5.0,0.0,0.0
842aaabffffffff,26.0,4.0,0.0
842aaadffffffff,4.0,0.0,0.0
842aac1ffffffff,110.0,0.0,0.0
842aac3ffffffff,1.0,0.0,0.0
842aac5ffffffff,17.0,0.0,0.0
842aac7ffffffff,8.0,0.0,0.0
842aac9ffffffff,2053.0,0.0,0.0
842aacbffffffff,322.0,1.0,0.0
842aacdffffffff,10.0,0.0,0.0
842aad1ffffffff,15.0,6.0,0.0
842aad3ffffffff,3.0,3.0,0.0
842aad5ffffffff,2.0,2.0,0.0
842aad9ffffffff,6.0,0.0,0.0
842aaddffffffff,11.0,11.0,0.0
842aae1ffffffff,16.0,0.0,0.0
842aae3ffffffff,7.0,0.0,0.0
842aae5ffffffff,5.0,0.0,0.0
842aae7ffffffff,1.0,0.0,0.0
842aae9ffffffff,6.0,0.0,0.0
842aaedffffffff,26.0,0.0,0.0
842ab05ffffffff,80.0,74.0,0.0
842ab09ffffffff,10.0,2.0,0.0
842ab0dffffffff,6.0,2.0,0.0
842ab11ffffffff,9.0,0.0,0.0
842ab13ffffffff,8.0,0.0,0.0
842ab17ffffffff,2.0,0.0,0.0
842ab19ffffffff,1.0,0.0,0.0
842ab1bffffffff,3.0,0.0,0.0
842ab21ffffffff,49.0,8.0,0.0
842ab23ffffffff,46.0,46.0,0.0
842ab25ffffffff,53.0,0.0,0.0
842ab27ffffffff,7.0,0.0,0.0
842ab29ffffffff,7.0,0.0,0.0
842ab2bffffffff,235.0,226.0,0.0
842ab2dffffffff,98.0,0.0,0.0
842ab39ffffffff,13.0,0.0,0.0
842ab3bffffffff,7.0,0.0,0.0
842ab41ffffffff,6.0,0.0,0.0
842ab43ffffffff,27.0,14.0,0.0
842ab47ffffffff,12.0,0.0,0.0
842ab49ffffffff,26.0,5.0,0.0
842ab4bffffffff,54.0,3.0,0.0
842ab4dffffffff,14.0,0.0,0.0
842ab51ffffffff,10.0,6.0,0.0
842ab55ffffffff,171.0,101.0,0.0
842ab57ffffffff,6.0,0.0,0.0
842ab5bffffffff,4.0,0.0,0.0
842ab5dffffffff,18.0,3.0,0.0
842ab61ffffffff,3.0,0.0,0.0
842ab65ffffffff,11.0,0.0,0.0
842ab67ffffffff,18.0,0.0,0.0
842ab69ffffffff,38.0,19.0,0.0
842ab6bffffffff,4.0,0.0,0.0
842ab6dffffffff,2.0,0.0,0.0
842ad01ffffffff,2.0,0.0,2.0
842ad07ffffffff,1.0,0.0,1.0
842ad27ffffffff,2.0,0.0,0.0
842ad39ffffffff,4.0,0.0,4.0
842ad49ffffffff,3.0,2.0,1.0
842ad51ffffffff,10.0,0.0,10.0
842ad6dffffffff,6.0,0.0,1.0
842af03ffffffff,2.0,0.0,2.0
842af0dffffffff,3.0,0.0,3.0
842af15ffffffff,2.0,2.0,0.0
842af65ffffffff,6.0,2.0,0.0
842af69ffffffff,1.0,0.0,0.0
842af6dffffffff,1.0,0.0,0.0
842b003ffffffff,10.0,0.0,0.0
842b005ffffffff,2.0,0.0,0.0
842b007ffffffff,10.0,0.0,0.0
842b00bffffffff,2.0,0.0,0.0
842b011ffffffff,1.0,0.0,0.0
842b013ffffffff,38.0,5.0,0.0
842b017ffffffff,4.0,0.0,0.0
842b02dffffffff,4.0,0.0,0.0
842b033ffffffff,2.0,0.0,0.0
842b035ffffffff,2.0,0.0,0.0
842b03bffffffff,7.0,0.0,0.0
842b053ffffffff,5.0,0.0,0.0
842b06dffffffff,1.0,0.0,0.0
842b0a1ffffffff,17.0,0.0,0.0
842b0a5ffffffff,12.0,0.0,0.0
842b0a7ffffffff,42.0,4.0,0.0
842b0adffffffff,2.0,0.0,0.0
842b0c5ffffffff,12.0,0.0,0.0
842b121ffffffff,32.0,0.0,0.0
842b125ffffffff,10.0,0.0,0.0
842b14dffffffff,7.0,1.0,0.0
842b161ffffffff,8.0,0.0,0.0
842b167ffffffff,21.0,0.0,0.0
842b169ffffffff,8.0,0.0,0.0
842b16bffffffff,4.0,0.0,0.0
842b189ffffffff,4.0,0.0,0.0
842b199ffffffff,6.0,0.0,0.0
842b1a5ffffffff,4.0,0.0,0.0
842b1a7ffffffff,5.0,1.0,0.0
842b1a9ffffffff,4.0,0.0,0.0
842b1c7ffffffff,1.0,0.0,0.0
842b1cbffffffff,12.0,0.0,0.0
842b1cdffffffff,2.0,0.0,0.0
842b1d7ffffffff,5.0,0.0,0.0
842b235ffffffff,1.0,0.0,0.0
842b255ffffffff,1.0,0.0,0.0
842b285ffffffff,1.0,0.0,0.0
842b301ffffffff,3.0,2.0,0.0
842b303ffffffff,4.0,0.0,0.0
842b315ffffffff,20.0,2.0,0.0
842b327ffffffff,2.0,0.0,0.0
842b333ffffffff,1.0,0.0,0.0
842b339ffffffff,23.0,0.0,0.0
842b33bffffffff,2.0,0.0,0.0
842b369ffffffff,4.0,0.0,0.0
842b807ffffffff,4.0,0.0,0.0
842b817ffffffff,3.0,2.0,0.0
842b819ffffffff,2.0,0.0,0.0
842b81bffffffff,17.0,0.0,0.0
842b827ffffffff,6.0,0.0,0.0
842b831ffffffff,1.0,0.0,0.0
842b833ffffffff,11.0,7.0,0.0
842b83bffffffff,28.0,4.0,0.0
842b883ffffffff,1.0,0.0,0.0
842b891ffffffff,33.0,0.0,0.0
842b893ffffffff,6.0,0.0,0.0
842b895ffffffff,11.0,0.0,0.0
842b897ffffffff,7.0,0.0,0.0
842b899ffffffff,4.0,0.0,0.0
842b89bffffffff,12.0,0.0,0.0
842b89dffffffff,1.0,0.0,0.0
842b8a7ffffffff,2.0,0.0,0.0
842b8adffffffff,10.0,7.0,0.0
842b8c9ffffffff,2.0,0.0,0.0
842b8cbffffffff,12.0,0.0,0.0
842b8cdffffffff,2.0,0.0,0.0
842b8d1ffffffff,19.0,0.0,0.0
842b8d5ffffffff,6.0,0.0,0.0
842b8d7ffffffff,3.0,0.0,0.0
842b8d9ffffffff,2.0,0.0,0.0
842b8ddffffffff,3.0,0.0,0.0
842b8e1ffffffff,3.0,3.0,0.0
842b8e5ffffffff,533.0,451.0,0.0
842b8e7ffffffff,22.0,7.0,0.0
842b8edffffffff,40.0,40.0,0.0
842b913ffffffff,1.0,0.0,0.0
842b931ffffffff,1.0,0.0,0.0
842b933ffffffff,14.0,0.0,0.0
842b937ffffffff,4.0,0.0,0.0
842b93dffffffff,4.0,0.0,0.0
842b947ffffffff,4.0,0.0,0.0
842b949ffffffff,1.0,0.0,0.0
842b96dffffffff,2.0,0.0,0.0
842b981ffffffff,11.0,1.0,0.0
842b983ffffffff,18.0,3.0,0.0
842b987ffffffff,58.0,4.0,0.0
842b989ffffffff,17.0,3.0,0.0
842b98bffffffff,31.0,28.0,0.0
842b98dffffffff,57.0,39.0,0.0
842b991ffffffff,5.0,0.0,0.0
842b993ffffffff,11.0,0.0,0.0
842b997ffffffff,6.0,2.0,0.0
842b999ffffffff,35.0,26.0,0.0
842b99bffffffff,2.0,0.0,0.0
842b99dffffffff,3.0,3.0,0.0
842b9a3ffffffff,4.0,0.0,0.0
842b9abffffffff,3.0,2.0,0.0
842b9b1ffffffff,5.0,2.0,0.0
842b9b3ffffffff,19.0,0.0,0.0
842b9b5ffffffff,81.0,13.0,0.0
842b9b7ffffffff,23.0,4.0,0.0
842b9b9ffffffff,33.0,0.0,0.0
842b9bdffffffff,78.0,8.0,0.0
842b9c5ffffffff,7.0,0.0,0.0
842b9c7ffffffff,3.0,0.0,0.0
842b9c9ffffffff,2.0,0.0,0.0
842b9cdffffffff,3.0,0.0,0.0
842b9d1ffffffff,55.0,40.0,0.0
842b9d3ffffffff,201.0,172.0,0.0
842b9d5ffffffff,35.0,16.0,0.0
842b9d7ffffffff,18.0,6.0,0.0
842b9d9ffffffff,140.0,15.0,0.0
842b9dbffffffff,233.0,184.0,0.0
842b9e7ffffffff,1.0,1.0,0.0
842ba0bffffffff,19.0,0.0,0.0
842ba0dffffffff,4.0,0.0,0.0
842ba13ffffffff,2.0,0.0,0.0
842ba3bffffffff,3.0,0.0,0.0
842ba51ffffffff,27.0,0.0,0.0
842ba55ffffffff,16.0,0.0,0.0
842ba81ffffffff,10.0,0.0,0.0
842ba85ffffffff,2.0,0.0,0.0
842ba87ffffffff,7.0,0.0,0.0
842ba89ffffffff,8.0,0.0,0.0
842ba8bffffffff,2.0,2.0,0.0
842ba93ffffffff,7.0,0.0,0.0
842ba95ffffffff,2.0,0.0,0.0
842ba97ffffffff,1.0,0.0,0.0
