cell_id,Thraupis episcopus,Thraupis episcopus [cana Group],Thraupis episcopus [episcopus Group]
828a1ffffffffff,42.0,0.0,1.0
828a27fffffffff,37.0,0.0,3.0
828a2ffffffffff,2.0,0.0,0.0
828a37fffffffff,13.0,0.0,1.0
828a47fffffffff,1608.0,0.0,182.0
828a4ffffffffff,8.0,0.0,4.0
828a57fffffffff,20.0,0.0,0.0
828a5ffffffffff,1.0,0.0,1.0
828a6ffffffffff,1967.0,0.0,293.0
828a77fffffffff,52.0,0.0,3.0
828a87fffffffff,81.0,0.0,2.0
828a8ffffffffff,64.0,0.0,3.0
828a97fffffffff,35.0,0.0,0.0
828a9ffffffffff,68.0,0.0,2.0
828aaffffffffff,175.0,0.0,12.0
828ab7fffffffff,3.0,0.0,0.0
828ad7fffffffff,3.0,0.0,0.0
828adffffffffff,347.0,0.0,24.0
828ae7fffffffff,6.0,0.0,0.0
828aeffffffffff,4.0,0.0,0.0
828af7fffffffff,1944.0,0.0,238.0
828b0ffffffffff,19.0,0.0,2.0
828b17fffffffff,3.0,0.0,0.0
828b1ffffffffff,10.0,0.0,0.0
828b27fffffffff,2.0,0.0,0.0
828b2ffffffffff,61.0,0.0,0.0
828b47fffffffff,1769.0,0.0,151.0
828b4ffffffffff,28.0,0.0,0.0
828b57fffffffff,205.0,0.0,8.0
828b5ffffffffff,106.0,0.0,11.0
828b67fffffffff,2969.0,0.0,351.0
828b6ffffffffff,1726.0,0.0,191.0
828b77fffffffff,187.0,0.0,4.0
828b87fffffffff,92.0,0.0,7.0
828b8ffffffffff,61.0,0.0,3.0
828b9ffffffffff,738.0,0.0,22.0
828ba7fffffffff,30.0,0.0,16.0
828bb7fffffffff,13.0,0.0,6.0
828e67fffffffff,4336.0,25.0,5.0
828e6ffffffffff,21.0,0.0,2.0
828e77fffffffff,2.0,2.0,0.0
828f0ffffffffff,2315.0,85.0,23.0
828f27fffffffff,45.0,0.0,0.0
828f2ffffffffff,4909.0,329.0,4.0
828f47fffffffff,2629.0,0.0,564.0
828f4ffffffffff,475.0,0.0,26.0
828f57fffffffff,2789.0,0.0,309.0
828f5ffffffffff,320.0,0.0,13.0
828f67fffffffff,398.0,0.0,49.0
828f6ffffffffff,170.0,0.0,31.0
828f77fffffffff,3521.0,4.0,575.0
82a85ffffffffff,15.0,0.0,2.0
82a8cffffffffff,1.0,0.0,0.0
82b327fffffffff,32.0,0.0,0.0
