cell_id,Turdus iliacus,Turdus iliacus coburni,Turdus iliacus iliacus
84395c9ffffffff,1.0,0.0,0.0
8439711ffffffff,2.0,0.0,0.0
8439721ffffffff,18.0,0.0,0.0
8439723ffffffff,5.0,0.0,0.0
8439727ffffffff,4.0,0.0,0.0
843974bffffffff,1.0,0.0,0.0
843e457ffffffff,2.0,0.0,0.0
843e689ffffffff,9.0,0.0,0.0
843e6c9ffffffff,1.0,0.0,0.0
843f365ffffffff,20.0,0.0,0.0
843f4dbffffffff,2.0,0.0,0.0
843f681ffffffff,7.0,0.0,0.0
8443a03ffffffff,1.0,0.0,1.0
