cell_id,Somateria mollissima,Somateria mollissima mollissima,Somateria mollissima faeroeensis,Somateria mollissima v-nigrum,Somateria mollissima dresseri,Somateria mollissima borealis,Somateria mollissima sedentaria
831eb5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831ec9fffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0
831ecefffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831ed3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831ee6fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831ee9fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831f00fffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
831f05fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831f06fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831f0efffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831f28fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
831f2afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831f31fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831f32fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831f72fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
831f85fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831f89fffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0
831f8efffffffff,24.0,8.0,0.0,0.0,0.0,0.0,0.0
831fa3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831fa6fffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
831fb0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831fb4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83225afffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8322d0fffffffff,16.0,0.0,0.0,3.0,0.0,0.0,0.0
8322dbfffffffff,41.0,0.0,0.0,5.0,0.0,0.0,0.0
8322edfffffffff,5.0,0.0,0.0,5.0,0.0,0.0,0.0
832702fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832743fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832744fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
83274efffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0
832754fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832756fffffffff,156.0,0.0,0.0,64.0,0.0,0.0,0.0
83275dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832763fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8327a9fffffffff,14.0,0.0,0.0,2.0,0.0,0.0,0.0
832819fffffffff,23.0,0.0,0.0,7.0,0.0,0.0,0.0
83281cfffffffff,10.0,0.0,0.0,1.0,1.0,0.0,0.0
832834fffffffff,78.0,0.0,0.0,19.0,0.0,0.0,0.0
8328c6fffffffff,28.0,0.0,0.0,4.0,0.0,0.0,0.0
8328d1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8328d5fffffffff,73.0,0.0,0.0,0.0,0.0,0.0,0.0
8328d8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8328defffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832a06fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832a10fffffffff,457.0,0.0,0.0,0.0,2.0,4.0,0.0
832a13fffffffff,322.0,0.0,0.0,0.0,3.0,0.0,0.0
832a14fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832a15fffffffff,830.0,0.0,0.0,0.0,47.0,0.0,0.0
832a1afffffffff,157.0,0.0,0.0,0.0,12.0,0.0,0.0
832a30fffffffff,284.0,0.0,0.0,0.0,27.0,20.0,0.0
832a31fffffffff,373.0,0.0,0.0,0.0,93.0,71.0,0.0
832a32fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
832a33fffffffff,72.0,0.0,0.0,0.0,29.0,1.0,0.0
832a34fffffffff,22.0,0.0,0.0,0.0,5.0,3.0,0.0
832a36fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
832a4cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832aa6fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
832aa9fffffffff,50.0,0.0,0.0,0.0,2.0,0.0,0.0
832aadfffffffff,570.0,0.0,0.0,0.0,20.0,0.0,0.0
832ab0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832ab1fffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0
832ab2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832ac6fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
832ad0fffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
832ad1fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
832ad3fffffffff,42.0,0.0,0.0,0.0,1.0,0.0,0.0
832ad5fffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0
832af0fffffffff,206.0,0.0,0.0,0.0,16.0,2.0,0.0
832af1fffffffff,39.0,0.0,0.0,0.0,1.0,0.0,0.0
832af3fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
832af6fffffffff,357.0,0.0,0.0,0.0,13.0,0.0,0.0
832b00fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832b01fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
832b03fffffffff,3.0,0.0,0.0,0.0,1.0,0.0,0.0
832b04fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832b05fffffffff,10.0,0.0,0.0,0.0,1.0,0.0,0.0
832b06fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832b0afffffffff,14.0,0.0,0.0,0.0,0.0,2.0,0.0
832b0cfffffffff,30.0,0.0,0.0,0.0,0.0,3.0,0.0
832b11fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832b12fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
832b13fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832b14fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832b16fffffffff,86.0,0.0,0.0,0.0,0.0,0.0,0.0
832b18fffffffff,66.0,0.0,0.0,0.0,17.0,1.0,0.0
832b19fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832b1afffffffff,10.0,0.0,0.0,0.0,2.0,0.0,0.0
832b1bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832b1cfffffffff,14.0,0.0,0.0,0.0,6.0,1.0,0.0
832b1dfffffffff,6.0,0.0,0.0,0.0,4.0,0.0,0.0
832b23fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
832b24fffffffff,11.0,0.0,0.0,0.0,4.0,1.0,0.0
832b25fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
832b2afffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
832b2cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832b30fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
832b31fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
832b35fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832b36fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
832b81fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
832b8afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832b8dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832b98fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832b99fffffffff,45.0,0.0,0.0,1.0,9.0,0.0,0.0
832b9bfffffffff,60.0,0.0,0.0,0.0,0.0,6.0,1.0
832ba0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
832ba5fffffffff,68.0,0.0,0.0,0.0,0.0,0.0,0.0
832ba8fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
832baafffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
832babfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
832bacfffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
832badfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832baefffffffff,7.0,0.0,0.0,0.0,2.0,0.0,0.0
832d35fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8335a9fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833910fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
833911fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
833915fffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0
833920fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
833922fffffffff,79.0,0.0,0.0,0.0,0.0,0.0,0.0
833924fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833925fffffffff,82.0,0.0,0.0,0.0,0.0,0.0,0.0
83392dfffffffff,276.0,9.0,0.0,0.0,0.0,0.0,0.0
833931fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
833933fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833944fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833945fffffffff,5.0,2.0,0.0,0.0,0.0,0.0,0.0
833946fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
833954fffffffff,53.0,0.0,0.0,0.0,0.0,0.0,0.0
833973fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
833f29fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833f66fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
834413fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
834416fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83441afffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8344a1fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
8344a5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8344a8fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8344abfffffffff,208.0,0.0,0.0,0.0,9.0,0.0,0.0
8344aefffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
8344d0fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
8344d2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8344d5fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8344f0fffffffff,68.0,0.0,0.0,0.0,2.0,0.0,0.0
8344f3fffffffff,58.0,0.0,0.0,0.0,0.0,0.0,0.0
8344f6fffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0
834895fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
