cell_id,Daphoenositta chrysoptera,Daphoenositta chrysoptera leucoptera,Daphoenositta chrysoptera striata,Daphoenositta chrysoptera leucocephala,Daphoenositta chrysoptera chrysoptera,Daphoenositta chrysoptera pileata
8494ee1ffffffff,13.0,3.0,0.0,0.0,0.0,0.0
8494ee3ffffffff,7.0,7.0,0.0,0.0,0.0,0.0
8494ee7ffffffff,22.0,13.0,0.0,0.0,0.0,0.0
8494f0dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8494f21ffffffff,16.0,14.0,0.0,0.0,0.0,0.0
8494f33ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8494f43ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8494f47ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8494f4bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8494f51ffffffff,4.0,4.0,0.0,0.0,0.0,0.0
8494f55ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8494f5dffffffff,12.0,5.0,0.0,0.0,0.0,0.0
8494f61ffffffff,3.0,2.0,0.0,0.0,0.0,0.0
8494f63ffffffff,5.0,2.0,0.0,0.0,0.0,0.0
8494f65ffffffff,22.0,4.0,0.0,0.0,0.0,0.0
8494f69ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8494f6bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
849c013ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849c017ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
849c01dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
849c059ffffffff,19.0,0.0,3.0,0.0,0.0,0.0
849c0c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
849c0cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849c0e9ffffffff,13.0,0.0,2.0,0.0,0.0,0.0
849c0edffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849c191ffffffff,11.0,0.0,2.0,0.0,0.0,0.0
849c215ffffffff,5.0,0.0,3.0,0.0,0.0,0.0
849c217ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849c21bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
849c231ffffffff,43.0,0.0,10.0,0.0,0.0,0.0
849c233ffffffff,10.0,0.0,4.0,0.0,0.0,0.0
849c237ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
849c239ffffffff,10.0,0.0,1.0,0.0,0.0,0.0
849c23bffffffff,12.0,0.0,1.0,0.0,0.0,0.0
849c251ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
849c257ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
849c259ffffffff,14.0,0.0,10.0,0.0,0.0,0.0
849c2cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849c2d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849c2ddffffffff,8.0,0.0,0.0,0.0,0.0,0.0
849c417ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
849c443ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
849c45dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849c4a3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
849c4e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849c4e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849c5a5ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
849c5b5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
849c605ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849c60dffffffff,9.0,1.0,0.0,0.0,0.0,5.0
849c6cbffffffff,1.0,0.0,0.0,0.0,0.0,1.0
849ce4bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849d0abffffffff,1.0,0.0,0.0,0.0,0.0,0.0
849d0b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849d0b9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
849d0c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
849d0c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849d0c9ffffffff,5.0,0.0,0.0,3.0,0.0,0.0
849d0cdffffffff,8.0,0.0,0.0,6.0,0.0,0.0
849d219ffffffff,9.0,0.0,0.0,2.0,0.0,0.0
849d21dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
849d253ffffffff,14.0,0.0,0.0,4.0,0.0,0.0
849d255ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
849d259ffffffff,3.0,0.0,0.0,2.0,0.0,0.0
849d25bffffffff,4.0,0.0,0.0,3.0,0.0,0.0
849d29dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
849d2c3ffffffff,3.0,0.0,0.0,1.0,0.0,0.0
849d441ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
849d443ffffffff,13.0,4.0,0.0,0.0,0.0,2.0
849d447ffffffff,11.0,2.0,0.0,0.0,0.0,2.0
849d44bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
849d46bffffffff,9.0,4.0,0.0,0.0,0.0,3.0
849d4a1ffffffff,6.0,0.0,0.0,0.0,0.0,2.0
849d4a7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
849d4adffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849d4e7ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
849d55dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849d565ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
849d657ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
849d701ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
849d75dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849d761ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
84a6319ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a7129ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
84a712bffffffff,3.0,0.0,0.0,0.0,0.0,1.0
84a712dffffffff,4.0,0.0,0.0,0.0,0.0,2.0
84a714dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84a7161ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84a7165ffffffff,7.0,0.0,0.0,0.0,0.0,4.0
84a7265ffffffff,32.0,0.0,0.0,0.0,0.0,4.0
84a7267ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84a726dffffffff,67.0,0.0,0.0,0.0,0.0,31.0
84a730bffffffff,6.0,0.0,0.0,0.0,0.0,4.0
84a7319ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84a7329ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84a7335ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a7347ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84a7351ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a7355ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84a735dffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84a7815ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a7863ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b8341ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b8343ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b8345ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b8411ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84b8419ffffffff,4.0,0.0,0.0,0.0,0.0,2.0
84b8505ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84b8591ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b8693ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84b8697ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b86a1ffffffff,6.0,0.0,0.0,0.0,0.0,4.0
84b86a9ffffffff,3.0,0.0,0.0,0.0,0.0,3.0
84b880bffffffff,1.0,0.0,0.0,0.0,0.0,1.0
84b8855ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b8861ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b8a9dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84b910dffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84b9127ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b9131ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b9135ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b914dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b9161ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b9169ffffffff,16.0,0.0,0.0,0.0,0.0,1.0
84b916dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84b9a13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b9a31ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b9a4bffffffff,85.0,0.0,0.0,0.0,0.0,18.0
84b9a4dffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84b9a59ffffffff,24.0,0.0,0.0,0.0,0.0,11.0
84b9a5bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b9acbffffffff,15.0,0.0,0.0,0.0,0.0,4.0
84b9ad3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b9ad5ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84b9ad7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84b9b2bffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84be081ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84be085ffffffff,124.0,0.0,0.0,0.0,18.0,0.0
84be087ffffffff,62.0,0.0,0.0,0.0,7.0,0.0
84be089ffffffff,107.0,0.0,0.0,0.0,8.0,0.0
84be08bffffffff,4.0,0.0,0.0,0.0,2.0,0.0
84be08dffffffff,62.0,0.0,0.0,0.0,6.0,0.0
84be093ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84be095ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be099ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84be09dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84be0a1ffffffff,7.0,0.0,0.0,0.0,2.0,0.0
84be0a3ffffffff,44.0,0.0,0.0,0.0,13.0,0.0
84be0a5ffffffff,3.0,0.0,0.0,0.0,2.0,0.0
84be0a7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84be0a9ffffffff,10.0,0.0,0.0,0.0,1.0,0.0
84be0abffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84be0adffffffff,53.0,0.0,0.0,0.0,10.0,0.0
84be0b3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84be0b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be0bdffffffff,67.0,0.0,0.0,0.0,8.0,0.0
84be0c3ffffffff,41.0,0.0,0.0,0.0,4.0,0.0
84be0d1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84be0d3ffffffff,137.0,0.0,0.0,0.0,7.0,0.0
84be0d5ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
84be0d7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84be0d9ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84be0dbffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84be0ddffffffff,32.0,0.0,0.0,0.0,8.0,0.0
84be0e3ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
84be0e7ffffffff,8.0,0.0,0.0,0.0,1.0,0.0
84be181ffffffff,66.0,0.0,0.0,0.0,2.0,0.0
84be183ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84be185ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84be187ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
84be189ffffffff,37.0,0.0,0.0,0.0,5.0,0.0
84be18bffffffff,4.0,0.0,0.0,0.0,1.0,0.0
84be193ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be195ffffffff,4.0,0.0,0.0,0.0,2.0,0.0
84be197ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84be199ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84be19bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be19dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84be1a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be1a7ffffffff,2.0,0.0,0.0,0.0,2.0,0.0
84be1abffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84be1b1ffffffff,42.0,0.0,0.0,0.0,5.0,0.0
84be1b3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84be1b5ffffffff,9.0,0.0,0.0,0.0,1.0,0.0
84be1b7ffffffff,10.0,0.0,0.0,0.0,3.0,0.0
84be1b9ffffffff,16.0,0.0,0.0,0.0,4.0,0.0
84be1bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be1bdffffffff,2.0,0.0,0.0,0.0,2.0,0.0
84be1d1ffffffff,6.0,0.0,0.0,0.0,2.0,0.0
84be1d3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84be1d5ffffffff,24.0,0.0,0.0,0.0,3.0,0.0
84be293ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84be29bffffffff,3.0,0.0,0.0,0.0,1.0,0.0
84be401ffffffff,71.0,0.0,0.0,0.0,16.0,2.0
84be403ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84be405ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84be409ffffffff,133.0,0.0,0.0,0.0,18.0,14.0
84be40bffffffff,4.0,0.0,0.0,0.0,0.0,2.0
84be40dffffffff,10.0,0.0,0.0,0.0,2.0,0.0
84be41dffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84be421ffffffff,5.0,0.0,0.0,0.0,2.0,0.0
84be429ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84be42bffffffff,1.0,0.0,0.0,0.0,1.0,0.0
84be431ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84be433ffffffff,4.0,0.0,0.0,0.0,0.0,2.0
84be439ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84be441ffffffff,75.0,0.0,0.0,0.0,19.0,1.0
84be443ffffffff,81.0,0.0,0.0,0.0,13.0,0.0
84be445ffffffff,31.0,0.0,0.0,0.0,11.0,0.0
84be447ffffffff,22.0,0.0,0.0,0.0,7.0,0.0
84be449ffffffff,28.0,0.0,0.0,0.0,4.0,0.0
84be44bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84be44dffffffff,38.0,0.0,0.0,0.0,8.0,0.0
84be451ffffffff,30.0,0.0,0.0,0.0,4.0,1.0
84be453ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
84be455ffffffff,44.0,0.0,0.0,0.0,2.0,0.0
84be457ffffffff,32.0,0.0,0.0,0.0,1.0,8.0
84be459ffffffff,16.0,0.0,0.0,0.0,0.0,5.0
84be45bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84be45dffffffff,68.0,0.0,0.0,0.0,0.0,5.0
84be463ffffffff,55.0,0.0,0.0,0.0,15.0,6.0
84be465ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be469ffffffff,26.0,0.0,0.0,0.0,6.0,0.0
84be46bffffffff,6.0,0.0,0.0,0.0,4.0,0.0
84be46dffffffff,8.0,0.0,0.0,0.0,4.0,0.0
84be483ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84be487ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be48dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be493ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84be495ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be497ffffffff,66.0,0.0,0.0,0.0,0.0,10.0
84be4a1ffffffff,24.0,0.0,0.0,0.0,2.0,11.0
84be4a3ffffffff,16.0,0.0,0.0,0.0,0.0,4.0
84be4a9ffffffff,8.0,0.0,0.0,0.0,0.0,3.0
84be4abffffffff,5.0,0.0,0.0,0.0,0.0,1.0
84be4adffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84be4b3ffffffff,49.0,0.0,0.0,0.0,0.0,10.0
84be4b5ffffffff,17.0,0.0,0.0,0.0,0.0,2.0
84be4b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be4bbffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84be4bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be4c5ffffffff,5.0,0.0,0.0,0.0,0.0,4.0
84be4c9ffffffff,31.0,0.0,0.0,0.0,2.0,7.0
84be4cbffffffff,6.0,0.0,0.0,0.0,0.0,2.0
84be4cdffffffff,23.0,0.0,0.0,0.0,2.0,4.0
84be4d5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84be4d7ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84be4e1ffffffff,12.0,0.0,0.0,0.0,0.0,4.0
84be4e3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84be4e5ffffffff,45.0,0.0,0.0,0.0,2.0,16.0
84be4e7ffffffff,8.0,0.0,0.0,0.0,0.0,2.0
84be4e9ffffffff,36.0,0.0,0.0,0.0,0.0,9.0
84be4ebffffffff,11.0,0.0,0.0,0.0,0.0,1.0
84be4edffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be503ffffffff,4.0,0.0,0.0,0.0,4.0,0.0
84be507ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84be509ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be50bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84be511ffffffff,4.0,0.0,0.0,0.0,0.0,2.0
84be533ffffffff,2.0,0.0,0.0,0.0,2.0,0.0
84be539ffffffff,45.0,0.0,0.0,0.0,1.0,0.0
84be541ffffffff,12.0,0.0,0.0,0.0,5.0,0.0
84be545ffffffff,13.0,0.0,0.0,0.0,2.0,0.0
84be547ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84be549ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be551ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be553ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84be557ffffffff,17.0,0.0,0.0,0.0,3.0,0.0
84be559ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84be55dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84be561ffffffff,11.0,0.0,0.0,0.0,4.0,0.0
84be569ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
84be56bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84be56dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be593ffffffff,11.0,0.0,0.0,0.0,0.0,10.0
84be5d1ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84be5d3ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
84be5d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be5dbffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84be605ffffffff,26.0,0.0,0.0,0.0,7.0,0.0
84be607ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84be60dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84be613ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84be617ffffffff,36.0,0.0,0.0,0.0,4.0,0.0
84be621ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84be623ffffffff,39.0,0.0,0.0,0.0,13.0,0.0
84be627ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84be629ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
84be62bffffffff,25.0,0.0,0.0,0.0,6.0,0.0
84be62dffffffff,2.0,0.0,0.0,0.0,2.0,0.0
84be631ffffffff,105.0,0.0,0.0,0.0,15.0,0.0
84be633ffffffff,71.0,0.0,0.0,0.0,3.0,0.0
84be635ffffffff,77.0,0.0,0.0,0.0,21.0,0.0
84be637ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84be639ffffffff,54.0,0.0,0.0,0.0,2.0,0.0
84be63bffffffff,71.0,0.0,0.0,0.0,7.0,0.0
84be63dffffffff,26.0,0.0,0.0,0.0,8.0,0.0
84be667ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84be681ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be683ffffffff,16.0,0.0,0.0,0.0,0.0,4.0
84be695ffffffff,10.0,0.0,0.0,0.0,0.0,1.0
84be6a1ffffffff,8.0,0.0,0.0,0.0,2.0,0.0
84be6a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be6a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be6a7ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84be6adffffffff,4.0,0.0,0.0,0.0,0.0,2.0
84be6b1ffffffff,14.0,0.0,0.0,0.0,0.0,5.0
84be6b5ffffffff,5.0,0.0,0.0,0.0,0.0,1.0
84be6b7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84be6bbffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84be6e5ffffffff,21.0,0.0,0.0,0.0,1.0,0.0
84be6e9ffffffff,4.0,0.0,0.0,0.0,2.0,0.0
84be6ebffffffff,7.0,0.0,0.0,0.0,0.0,2.0
84be707ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be709ffffffff,3.0,0.0,0.0,0.0,3.0,0.0
84be711ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84be713ffffffff,53.0,0.0,0.0,0.0,2.0,0.0
84be715ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84be717ffffffff,118.0,0.0,0.0,0.0,24.0,0.0
84be71bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84be71dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84be725ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
84be729ffffffff,15.0,0.0,0.0,0.0,3.0,0.0
84be72bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be72dffffffff,355.0,0.0,0.0,0.0,0.0,0.0
84be735ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84be737ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84be73bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84be741ffffffff,2.0,0.0,0.0,0.0,2.0,0.0
84be743ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84be745ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84be747ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be749ffffffff,2.0,0.0,0.0,0.0,2.0,0.0
84be74bffffffff,18.0,0.0,0.0,0.0,7.0,0.0
84be74dffffffff,81.0,0.0,0.0,0.0,14.0,0.0
84be751ffffffff,11.0,0.0,0.0,0.0,3.0,0.0
84be753ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84be75bffffffff,3.0,0.0,0.0,0.0,1.0,0.0
84be75dffffffff,16.0,0.0,0.0,0.0,0.0,0.0
84be767ffffffff,3.0,0.0,0.0,0.0,1.0,0.0
84be769ffffffff,7.0,0.0,0.0,0.0,2.0,0.0
84be76bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84be76dffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84be883ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84be887ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84be88bffffffff,19.0,0.0,0.0,4.0,0.0,0.0
84be891ffffffff,4.0,0.0,0.0,2.0,0.0,0.0
84be895ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84be897ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be899ffffffff,7.0,0.0,0.0,4.0,0.0,0.0
84be89bffffffff,13.0,0.0,0.0,6.0,0.0,0.0
84be89dffffffff,33.0,0.0,0.0,0.0,0.0,0.0
84be8b1ffffffff,4.0,0.0,0.0,4.0,0.0,0.0
84be8b3ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
84be8b7ffffffff,13.0,0.0,0.0,6.0,0.0,0.0
84be8b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be8bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84be8d1ffffffff,769.0,0.0,0.0,135.0,0.0,0.0
84be8d3ffffffff,66.0,0.0,0.0,5.0,0.0,0.0
84be8d5ffffffff,3.0,0.0,0.0,1.0,0.0,0.0
84be8d7ffffffff,26.0,0.0,0.0,4.0,0.0,0.0
84be8d9ffffffff,120.0,0.0,0.0,3.0,0.0,0.0
