cell_id,Dendrocopos leucotos,Dendrocopos leucotos lilfordi,Dendrocopos leucotos [leucotos Group],Dendrocopos leucotos owstoni
832553fffffffff,4.0,0.0,0.0,0.0
832558fffffffff,1.0,0.0,0.0,0.0
83255afffffffff,43.0,0.0,0.0,0.0
83255bfffffffff,5.0,0.0,0.0,0.0
832571fffffffff,2.0,0.0,0.0,0.0
832573fffffffff,1.0,0.0,0.0,0.0
8325a4fffffffff,18.0,0.0,0.0,0.0
8325aefffffffff,2.0,0.0,0.0,0.0
832c21fffffffff,4.0,0.0,0.0,0.0
832c2bfffffffff,6.0,0.0,0.0,0.0
832d01fffffffff,6.0,0.0,0.0,0.0
832d05fffffffff,2.0,0.0,0.0,0.0
832d31fffffffff,4.0,0.0,0.0,0.0
832dacfffffffff,2.0,0.0,0.0,0.0
832e0afffffffff,2.0,0.0,0.0,0.0
832e0efffffffff,1.0,0.0,0.0,0.0
832e13fffffffff,4.0,0.0,0.0,0.0
832e1afffffffff,6.0,0.0,2.0,0.0
832e1bfffffffff,16.0,0.0,2.0,0.0
832e49fffffffff,1.0,0.0,0.0,0.0
832e61fffffffff,4.0,0.0,0.0,0.0
832e68fffffffff,2.0,0.0,0.0,0.0
832e74fffffffff,21.0,0.0,0.0,0.0
832e75fffffffff,23.0,0.0,1.0,0.0
832e88fffffffff,2.0,0.0,0.0,0.0
832eacfffffffff,39.0,0.0,4.0,0.0
832eadfffffffff,44.0,0.0,5.0,0.0
832ec1fffffffff,2.0,0.0,0.0,0.0
832ec2fffffffff,5.0,0.0,0.0,0.0
832ec8fffffffff,3.0,0.0,0.0,0.0
832ec9fffffffff,17.0,0.0,0.0,0.0
832ecbfffffffff,3.0,0.0,0.0,0.0
832edafffffffff,2.0,0.0,0.0,0.0
832eebfffffffff,1.0,0.0,0.0,0.0
832f5bfffffffff,2.0,0.0,0.0,0.0
8330c0fffffffff,2.0,0.0,0.0,0.0
8330c1fffffffff,23.0,0.0,0.0,0.0
8330c2fffffffff,2.0,0.0,1.0,0.0
8330c4fffffffff,12.0,0.0,0.0,0.0
8330c5fffffffff,3.0,0.0,0.0,0.0
8330c6fffffffff,16.0,0.0,2.0,0.0
8330cefffffffff,2.0,0.0,0.0,0.0
8330d0fffffffff,3.0,0.0,0.0,0.0
8330d1fffffffff,22.0,0.0,0.0,0.0
8330e0fffffffff,19.0,0.0,0.0,0.0
8330e1fffffffff,67.0,0.0,8.0,0.0
8330e3fffffffff,90.0,0.0,0.0,0.0
8330e5fffffffff,15.0,0.0,0.0,0.0
8330ecfffffffff,4.0,0.0,0.0,0.0
8330eefffffffff,4.0,0.0,0.0,0.0
8330f3fffffffff,2.0,0.0,0.0,0.0
833113fffffffff,1.0,0.0,0.0,0.0
833145fffffffff,2.0,0.0,0.0,0.0
833150fffffffff,1.0,0.0,0.0,0.0
833155fffffffff,2.0,0.0,0.0,0.0
83315bfffffffff,2.0,0.0,0.0,0.0
83316cfffffffff,36.0,0.0,0.0,0.0
83316dfffffffff,7.0,0.0,0.0,0.0
83316efffffffff,23.0,0.0,0.0,0.0
833185fffffffff,1.0,0.0,0.0,0.0
8331a8fffffffff,41.0,0.0,0.0,0.0
8331aafffffffff,2.0,0.0,0.0,0.0
833975fffffffff,2.0,0.0,0.0,0.0
833f2dfffffffff,15.0,0.0,0.0,0.0
834052fffffffff,9.0,0.0,4.0,0.0
834088fffffffff,1.0,0.0,0.0,0.0
8340c0fffffffff,2.0,0.0,0.0,0.0
8340c2fffffffff,2.0,0.0,2.0,0.0
8340c4fffffffff,2.0,0.0,0.0,0.0
8340c5fffffffff,2.0,0.0,0.0,0.0
8340c6fffffffff,28.0,0.0,0.0,0.0
8340e1fffffffff,35.0,0.0,0.0,0.0
8340e5fffffffff,6.0,0.0,0.0,0.0
8340ecfffffffff,1.0,0.0,0.0,0.0
8340eefffffffff,8.0,0.0,0.0,0.0
834b0bfffffffff,1.0,0.0,0.0,0.0
834b56fffffffff,63.0,0.0,0.0,37.0
834b60fffffffff,2.0,0.0,0.0,0.0
834b66fffffffff,1.0,0.0,0.0,0.0
834b75fffffffff,46.0,0.0,2.0,0.0
834b84fffffffff,26.0,0.0,0.0,0.0
834ba0fffffffff,853.0,0.0,95.0,0.0
834ba2fffffffff,409.0,0.0,14.0,0.0
834ba3fffffffff,77.0,0.0,0.0,0.0
834bb1fffffffff,36.0,0.0,4.0,0.0
